model_family,candidate_id,origin,rows,rmse,parameters_json,league
conditional_ppg_extra_trees,0,2013,299,3.823780263398105,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,1,2013,299,3.8250454505793168,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,2,2013,299,3.828731864318644,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,3,2013,299,3.8234863348358177,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 10, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,4,2013,299,3.8408564510867453,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,5,2013,299,3.846463779913378,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,6,2013,299,3.82528703649331,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,7,2013,299,3.8310771928929506,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 10, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,0,2014,380,3.4482028680477668,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,1,2014,380,3.4170660994260724,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 3, ""n_estimators"": 400}",dk
conditional_ppg_extra_trees,2,2014,380,3.4441141476654566,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""n_estimators"": 400}",dk
