scope,candidate_method,baseline_method,period,metric,cluster_type,n,clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all,ypr_w050_wrte,production,all_2017_2025,ppg_crps,season,1620,9,0.000168845914132728,-0.0010113873995723065,0.0013702072058028299,0.4065
all,ypr_w050_wrte,production,all_2017_2025,contribution_crps,season,1620,9,-0.0023486480288318796,-0.014777481969208804,0.011266974701850382,0.648
all,ypr_w050_wrte,production,all_2017_2025,played_crps,season,1620,9,0.00021526450752330727,-0.0019370577609419215,0.0024874490889434378,0.4495
all,ypr_w050_wrte,production,all_2017_2025,plus3_brier_row,season,1620,9,5.872908778282046e-05,-0.0002566277283241775,0.00039938595208601326,0.349
all,ypr_w050_wrte,production,all_2017_2025,plus5_brier_row,season,1620,9,5.985539387547535e-05,-0.00014116849207410073,0.00029389112317397586,0.3005
all,ypr_w050_wrte,production,all_2017_2025,impact_brier_row,season,1620,9,9.067943416044469e-05,-9.188335533929822e-05,0.00024521330620799124,0.1375
all,ypr_w050_wrte,production,all_2017_2025,zero_brier_row,season,1620,9,-1.2808905451729754e-05,-8.167186864944686e-05,5.9675494689042165e-05,0.642
all,ypr_w050_wrte,production,all_2017_2025,extended_absence_brier_row,season,1620,9,0.00015169334963468492,-5.0398496296531725e-05,0.00035997733436139945,0.076
all,ypr_w050_wrte,production,all_2017_2025,ppg_crps,player,1620,519,0.000168845914132728,-0.0008507802871199224,0.0012032485276512348,0.355
all,ypr_w050_wrte,production,all_2017_2025,contribution_crps,player,1620,519,-0.0023486480288318796,-0.01586265343637469,0.011099443229332146,0.611
all,ypr_w050_wrte,production,all_2017_2025,played_crps,player,1620,519,0.00021526450752330727,-0.001963002842484159,0.0022605582554429144,0.424
all,ypr_w050_wrte,production,all_2017_2025,plus3_brier_row,player,1620,519,5.872908778282046e-05,-0.00028073410741676503,0.0004299844522736655,0.3815
all,ypr_w050_wrte,production,all_2017_2025,plus5_brier_row,player,1620,519,5.985539387547535e-05,-0.00010618860911188072,0.00024617606367009916,0.249
