lock_version,model_run_id,candidate_id,forecast_origin,model_name,parameters_json,selection_end_season,selection_metric,selection_score,selection_seasons,selection_start_season
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2017,expert_recalibrated_ridge,"{""alpha"": 1.0}",2016,rmse,3.308643072963031,4,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2018,expert_recalibrated_ridge,"{""alpha"": 1.0}",2017,rmse,3.226245819240308,5,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2019,expert_recalibrated_ridge,"{""alpha"": 1.0}",2018,rmse,3.1989408607101573,6,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2020,expert_recalibrated_ridge,"{""alpha"": 1.0}",2019,rmse,3.155938482149913,7,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2021,expert_recalibrated_ridge,"{""alpha"": 1.0}",2020,rmse,3.1542569999396246,8,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2022,expert_recalibrated_ridge,"{""alpha"": 1.0}",2021,rmse,3.117225895170416,9,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2023,expert_recalibrated_ridge,"{""alpha"": 1.0}",2022,rmse,3.0683687197670344,10,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2024,expert_recalibrated_ridge,"{""alpha"": 1.0}",2023,rmse,3.0675537968495714,11,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2025,expert_recalibrated_ridge,"{""alpha"": 1.0}",2024,rmse,3.0595600184259393,12,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2026,expert_recalibrated_ridge,"{""alpha"": 1.0}",2025,rmse,3.036006149428705,13,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,3,2017,conditional_ppg_lasso,"{""alpha"": 0.03}",2016,rmse,3.312214900294933,4,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,3,2018,conditional_ppg_lasso,"{""alpha"": 0.03}",2017,rmse,3.2237286137564616,5,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2019,conditional_ppg_lasso,"{""alpha"": 0.01}",2018,rmse,3.1951044422109764,6,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2020,conditional_ppg_lasso,"{""alpha"": 0.01}",2019,rmse,3.1644718451939298,7,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2021,conditional_ppg_lasso,"{""alpha"": 0.01}",2020,rmse,3.1561251867318356,8,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2022,conditional_ppg_lasso,"{""alpha"": 0.01}",2021,rmse,3.117650549222678,9,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2023,conditional_ppg_lasso,"{""alpha"": 0.01}",2022,rmse,3.059169536883135,10,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2024,conditional_ppg_lasso,"{""alpha"": 0.01}",2023,rmse,3.0481402423329613,11,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2,2025,conditional_ppg_lasso,"{""alpha"": 0.01}",2024,rmse,3.0372170415956035,12,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,3,2026,conditional_ppg_lasso,"{""alpha"": 0.03}",2025,rmse,3.031053678214029,13,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2017,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2016,rmse,3.28679535669995,4,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2018,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2017,rmse,3.1996826345926106,5,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2019,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2018,rmse,3.16764059710597,6,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,0,2020,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2019,rmse,3.1205930040425467,7,2013
