lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2021,TE,limited_history,89,2.0515478485441374,2.1028281169573937,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2022,QB,limited_history,35,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2022,RB,limited_history,203,3.631363521625772,3.7269045859093137,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2022,WR,limited_history,269,2.739355107418223,2.740311049130569,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2022,TE,limited_history,108,2.0098746322465373,2.034685469553356,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2023,QB,limited_history,41,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2023,RB,limited_history,241,3.5370646279416733,3.6335646868138065,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2023,WR,limited_history,314,2.713056752677521,2.703164548668708,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2023,TE,limited_history,137,1.9543394396773814,1.9396941066334454,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2024,QB,limited_history,49,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2024,RB,limited_history,279,3.6206884551857343,3.732460626232021,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2024,WR,limited_history,369,2.743839582709668,2.739795429067977,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2024,TE,limited_history,164,1.9389797744827681,1.943672859517741,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2025,QB,limited_history,59,4.565191203597044,4.372089566370679,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2025,RB,limited_history,313,3.561470083850008,3.6628618014319687,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2025,WR,limited_history,421,2.7397923110827276,2.73950839509383,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2025,TE,limited_history,189,1.9932463809726022,1.9720120336309486,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2026,QB,limited_history,71,4.384143461126544,4.193459596520527,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2026,RB,limited_history,349,3.529845184776524,3.610477727508526,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2026,WR,limited_history,473,2.7085997597633042,2.6935144603233407,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T205302Z_20da218f,2026,TE,limited_history,206,2.003494537387641,1.993305584055391,conditional_ppg_projection_only
