comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-0.8034876733708305,3.5570640571433882,4.365349051329854,8,-0.6824378595291933,-0.8951057099846058,-0.7136688688855883,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.3619817444902893,3.9996488013975884,4.365349051329854,8,-0.2538750421486215,-0.4771418280981438,-0.23599016435973336,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-0.7423121193765834,3.619312078662034,4.365349051329854,8,-0.6110556982571563,-0.8396344294463391,-0.6458225504998895,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-0.789112574909776,3.5707257795518643,4.365349051329854,8,-0.6574619823422397,-0.8879371670608825,-0.691757870006055,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-0.7988090472615672,3.5620724681228118,4.365349051329854,8,-0.698880207073456,-0.8767005262203431,-0.720970485127142,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.09704504230940576,0.1659001539755853,0.2644810987366634,8,-0.08863543377457996,-0.11046807390911663,-0.08388126404046001,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.008600885549993099,0.1659001539755853,0.1749809506947575,8,-0.005183704526660643,-0.013089896471470427,-0.004760632944345095,0.0078125
