scenario,block,context,season_score
buy_bijan_105,0,55,1525.1435546875
buy_bijan_105,0,56,1593.2509765625
buy_bijan_105,0,57,1917.1219482421875
buy_bijan_105,0,58,1675.55712890625
buy_bijan_105,0,59,1817.041748046875
buy_bijan_105,0,60,1484.8193359375
buy_bijan_105,0,61,1541.7264404296875
buy_bijan_105,0,62,1584.021240234375
buy_bijan_105,0,63,1597.080078125
pass_bijan,0,0,1801.36669921875
pass_bijan,0,1,1733.513916015625
pass_bijan,0,2,1466.3551025390625
pass_bijan,0,3,1430.267333984375
pass_bijan,0,4,1503.890380859375
pass_bijan,0,5,1725.437255859375
pass_bijan,0,6,1486.71044921875
pass_bijan,0,7,1564.432861328125
pass_bijan,0,8,1602.3636474609375
pass_bijan,0,9,1429.349609375
pass_bijan,0,10,1444.38330078125
pass_bijan,0,11,1430.5601806640625
pass_bijan,0,12,1426.0513916015625
pass_bijan,0,13,1959.163818359375
pass_bijan,0,14,1660.2740478515625
pass_bijan,0,15,1826.251708984375
pass_bijan,0,16,1593.653076171875
pass_bijan,0,17,1345.053466796875
pass_bijan,0,18,1496.7052001953125
pass_bijan,0,19,1618.109130859375
pass_bijan,0,20,1771.3548583984375
pass_bijan,0,21,1808.36865234375
pass_bijan,0,22,1728.4508056640625
pass_bijan,0,23,1799.71240234375
pass_bijan,0,24,1716.212158203125
pass_bijan,0,25,1553.109375
pass_bijan,0,26,1554.811279296875
pass_bijan,0,27,1579.3255615234375
pass_bijan,0,28,1520.55322265625
pass_bijan,0,29,1655.364990234375
pass_bijan,0,30,1539.7008056640625
pass_bijan,0,31,1742.2451171875
pass_bijan,0,32,1813.983642578125
pass_bijan,0,33,1683.65478515625
pass_bijan,0,34,1761.6622314453125
pass_bijan,0,35,1825.5146484375
pass_bijan,0,36,1591.06884765625
pass_bijan,0,37,1517.3736572265625
pass_bijan,0,38,1769.1500244140625
pass_bijan,0,39,1744.476806640625
pass_bijan,0,40,1714.3203125
pass_bijan,0,41,1628.640625
pass_bijan,0,42,1372.8067626953125
pass_bijan,0,43,1776.716552734375
pass_bijan,0,44,1477.315185546875
pass_bijan,0,45,1824.661865234375
pass_bijan,0,46,1888.70166015625
pass_bijan,0,47,1584.5672607421875
pass_bijan,0,48,1652.1512451171875
pass_bijan,0,49,1443.6986083984375
pass_bijan,0,50,1585.8040771484375
pass_bijan,0,51,1800.4796142578125
pass_bijan,0,52,1364.3504638671875
pass_bijan,0,53,1555.615478515625
pass_bijan,0,54,1642.078857421875
pass_bijan,0,55,1436.287841796875
pass_bijan,0,56,1528.011474609375
pass_bijan,0,57,1912.551025390625
pass_bijan,0,58,1642.66015625
pass_bijan,0,59,1500.193115234375
pass_bijan,0,60,1637.5970458984375
pass_bijan,0,61,1519.995361328125
pass_bijan,0,62,1557.569580078125
pass_bijan,0,63,1743.127685546875
pass_bijan_force_two_mid_wrs,0,0,1647.3966064453125
pass_bijan_force_two_mid_wrs,0,1,1824.550048828125
pass_bijan_force_two_mid_wrs,0,2,1573.6761474609375
pass_bijan_force_two_mid_wrs,0,3,1424.138671875
pass_bijan_force_two_mid_wrs,0,4,1648.597412109375
pass_bijan_force_two_mid_wrs,0,5,1727.1514892578125
pass_bijan_force_two_mid_wrs,0,6,1509.3702392578125
pass_bijan_force_two_mid_wrs,0,7,1539.30615234375
pass_bijan_force_two_mid_wrs,0,8,1602.7353515625
pass_bijan_force_two_mid_wrs,0,9,1180.9544677734375
pass_bijan_force_two_mid_wrs,0,10,1436.0245361328125
pass_bijan_force_two_mid_wrs,0,11,1597.0447998046875
pass_bijan_force_two_mid_wrs,0,12,1482.993896484375
pass_bijan_force_two_mid_wrs,0,13,1972.29345703125
pass_bijan_force_two_mid_wrs,0,14,1764.01806640625
pass_bijan_force_two_mid_wrs,0,15,1756.1201171875
pass_bijan_force_two_mid_wrs,0,16,1651.92822265625
pass_bijan_force_two_mid_wrs,0,17,1505.651611328125
pass_bijan_force_two_mid_wrs,0,18,1619.4627685546875
pass_bijan_force_two_mid_wrs,0,19,1604.0625
pass_bijan_force_two_mid_wrs,0,20,1796.4671630859375
pass_bijan_force_two_mid_wrs,0,21,1783.758544921875
pass_bijan_force_two_mid_wrs,0,22,1801.546142578125
pass_bijan_force_two_mid_wrs,0,23,1777.3671875
pass_bijan_force_two_mid_wrs,0,24,1555.903564453125
pass_bijan_force_two_mid_wrs,0,25,1551.60205078125
pass_bijan_force_two_mid_wrs,0,26,1529.8062744140625
pass_bijan_force_two_mid_wrs,0,27,1577.5185546875
pass_bijan_force_two_mid_wrs,0,28,1567.6962890625
pass_bijan_force_two_mid_wrs,0,29,1853.53271484375
pass_bijan_force_two_mid_wrs,0,30,1619.765380859375
pass_bijan_force_two_mid_wrs,0,31,1701.421875
pass_bijan_force_two_mid_wrs,0,32,1865.9091796875
pass_bijan_force_two_mid_wrs,0,33,1636.197509765625
pass_bijan_force_two_mid_wrs,0,34,1726.459228515625
pass_bijan_force_two_mid_wrs,0,35,1794.347900390625
pass_bijan_force_two_mid_wrs,0,36,1613.2607421875
pass_bijan_force_two_mid_wrs,0,37,1653.7657470703125
pass_bijan_force_two_mid_wrs,0,38,1723.37451171875
pass_bijan_force_two_mid_wrs,0,39,1861.1947021484375
pass_bijan_force_two_mid_wrs,0,40,1760.053955078125
pass_bijan_force_two_mid_wrs,0,41,1826.0859375
pass_bijan_force_two_mid_wrs,0,42,1505.253662109375
pass_bijan_force_two_mid_wrs,0,43,1872.76708984375
pass_bijan_force_two_mid_wrs,0,44,1526.7333984375
pass_bijan_force_two_mid_wrs,0,45,1727.97216796875
pass_bijan_force_two_mid_wrs,0,46,1872.583251953125
pass_bijan_force_two_mid_wrs,0,47,1546.70166015625
pass_bijan_force_two_mid_wrs,0,48,1552.32421875
pass_bijan_force_two_mid_wrs,0,49,1509.54345703125
pass_bijan_force_two_mid_wrs,0,50,1740.0098876953125
pass_bijan_force_two_mid_wrs,0,51,1794.531982421875
pass_bijan_force_two_mid_wrs,0,52,1378.524169921875
pass_bijan_force_two_mid_wrs,0,53,1589.032958984375
pass_bijan_force_two_mid_wrs,0,54,1565.432373046875
pass_bijan_force_two_mid_wrs,0,55,1253.013427734375
pass_bijan_force_two_mid_wrs,0,56,1383.6358642578125
pass_bijan_force_two_mid_wrs,0,57,1897.298828125
pass_bijan_force_two_mid_wrs,0,58,1618.41552734375
pass_bijan_force_two_mid_wrs,0,59,1644.3486328125
pass_bijan_force_two_mid_wrs,0,60,1485.665283203125
pass_bijan_force_two_mid_wrs,0,61,1768.43798828125
pass_bijan_force_two_mid_wrs,0,62,1637.8154296875
pass_bijan_force_two_mid_wrs,0,63,1634.908935546875
open_central_choice,1,0,1761.7421875
open_central_choice,1,1,1612.2353515625
open_central_choice,1,2,1696.2596435546875
open_central_choice,1,3,1548.2117919921875
open_central_choice,1,4,1493.087158203125
open_central_choice,1,5,1550.02099609375
open_central_choice,1,6,1545.2783203125
open_central_choice,1,7,1758.59423828125
open_central_choice,1,8,1571.383056640625
open_central_choice,1,9,1775.413330078125
open_central_choice,1,10,1527.0809326171875
open_central_choice,1,11,1560.6883544921875
open_central_choice,1,12,1632.291748046875
open_central_choice,1,13,1673.028564453125
open_central_choice,1,14,1396.19921875
open_central_choice,1,15,1804.1419677734375
open_central_choice,1,16,1622.0115966796875
open_central_choice,1,17,1504.8388671875
open_central_choice,1,18,1679.1953125
open_central_choice,1,19,1752.4443359375
open_central_choice,1,20,1521.3548583984375
open_central_choice,1,21,1707.7447509765625
open_central_choice,1,22,1679.6832275390625
open_central_choice,1,23,1585.896240234375
open_central_choice,1,24,1574.0810546875
open_central_choice,1,25,1624.9822998046875
open_central_choice,1,26,1752.323974609375
open_central_choice,1,27,1860.7786865234375
open_central_choice,1,28,1693.5364990234375
open_central_choice,1,29,1585.6015625
open_central_choice,1,30,1496.5087890625
open_central_choice,1,31,1507.376953125
open_central_choice,1,32,1643.5596923828125
open_central_choice,1,33,1763.215087890625
open_central_choice,1,34,1792.451416015625
open_central_choice,1,35,1734.2252197265625
open_central_choice,1,36,1747.547607421875
open_central_choice,1,37,1833.14990234375
open_central_choice,1,38,1655.587646484375
open_central_choice,1,39,1636.2369384765625
open_central_choice,1,40,1807.013427734375
open_central_choice,1,41,1691.509521484375
open_central_choice,1,42,1406.10888671875
open_central_choice,1,43,1812.7874755859375
open_central_choice,1,44,1667.657958984375
open_central_choice,1,45,1585.845458984375
open_central_choice,1,46,1781.14990234375
open_central_choice,1,47,1717.527587890625
open_central_choice,1,48,1618.180419921875
open_central_choice,1,49,1642.2574462890625
open_central_choice,1,50,1513.8096923828125
open_central_choice,1,51,1646.63916015625
open_central_choice,1,52,1762.4224853515625
open_central_choice,1,53,1622.112548828125
open_central_choice,1,54,1792.649658203125
open_central_choice,1,55,1608.3743896484375
open_central_choice,1,56,1642.08837890625
open_central_choice,1,57,1797.112548828125
open_central_choice,1,58,1795.7203369140625
open_central_choice,1,59,1665.2030029296875
open_central_choice,1,60,1670.05810546875
open_central_choice,1,61,1951.710205078125
open_central_choice,1,62,1421.171142578125
open_central_choice,1,63,1699.65087890625
buy_bijan_105,1,0,1742.8974609375
buy_bijan_105,1,1,1807.136474609375
buy_bijan_105,1,2,1743.3505859375
buy_bijan_105,1,3,1719.7684326171875
buy_bijan_105,1,4,1426.2738037109375
buy_bijan_105,1,5,1519.309326171875
buy_bijan_105,1,6,1299.457275390625
buy_bijan_105,1,7,1564.4901123046875
buy_bijan_105,1,8,1754.296630859375
buy_bijan_105,1,9,1666.164794921875
buy_bijan_105,1,10,1629.732421875
buy_bijan_105,1,11,1719.791748046875
buy_bijan_105,1,12,1586.32958984375
buy_bijan_105,1,13,1644.215576171875
buy_bijan_105,1,14,1634.1453857421875
buy_bijan_105,1,15,1855.2098388671875
buy_bijan_105,1,16,1547.959228515625
buy_bijan_105,1,17,1573.084716796875
buy_bijan_105,1,18,1735.3018798828125
buy_bijan_105,1,19,1988.061279296875
buy_bijan_105,1,20,1355.416259765625
buy_bijan_105,1,21,1727.42431640625
buy_bijan_105,1,22,1616.67333984375
buy_bijan_105,1,23,1472.914306640625
buy_bijan_105,1,24,1414.050048828125
buy_bijan_105,1,25,1500.9244384765625
buy_bijan_105,1,26,1776.18798828125
buy_bijan_105,1,27,1721.9285888671875
buy_bijan_105,1,28,1490.6258544921875
buy_bijan_105,1,29,1715.713623046875
buy_bijan_105,1,30,1493.9107666015625
buy_bijan_105,1,31,1413.73486328125
buy_bijan_105,1,32,1521.309814453125
buy_bijan_105,1,33,1685.496337890625
buy_bijan_105,1,34,1910.669921875
buy_bijan_105,1,35,1834.3983154296875
buy_bijan_105,1,36,1771.866943359375
buy_bijan_105,1,37,1743.0509033203125
buy_bijan_105,1,38,1593.5771484375
buy_bijan_105,1,39,1610.583740234375
buy_bijan_105,1,40,1733.45947265625
buy_bijan_105,1,41,1625.8946533203125
buy_bijan_105,1,42,1624.555419921875
buy_bijan_105,1,43,1842.3082275390625
buy_bijan_105,1,44,1750.3134765625
buy_bijan_105,1,45,1689.252685546875
buy_bijan_105,1,46,1770.255126953125
buy_bijan_105,1,47,1939.84814453125
buy_bijan_105,1,48,1692.700927734375
buy_bijan_105,1,49,1557.7532958984375
buy_bijan_105,1,50,1686.5537109375
buy_bijan_105,1,51,1656.4703369140625
buy_bijan_105,1,52,1528.7584228515625
buy_bijan_105,1,53,1692.40625
buy_bijan_105,1,54,1652.1873779296875
buy_bijan_105,1,55,1788.397216796875
buy_bijan_105,1,56,1549.7493896484375
buy_bijan_105,1,57,1702.96484375
buy_bijan_105,1,58,1699.958740234375
buy_bijan_105,1,59,1698.949462890625
buy_bijan_105,1,60,1687.12939453125
buy_bijan_105,1,61,1862.34912109375
buy_bijan_105,1,62,1430.74169921875
buy_bijan_105,1,63,1659.7705078125
pass_bijan,1,0,1761.7421875
pass_bijan,1,1,1612.2353515625
pass_bijan,1,2,1696.2596435546875
pass_bijan,1,3,1548.2117919921875
pass_bijan,1,4,1493.087158203125
pass_bijan,1,5,1550.02099609375
pass_bijan,1,6,1545.2783203125
pass_bijan,1,7,1758.59423828125
pass_bijan,1,8,1571.383056640625
pass_bijan,1,9,1775.413330078125
pass_bijan,1,10,1527.0809326171875
pass_bijan,1,11,1560.6883544921875
pass_bijan,1,12,1632.291748046875
pass_bijan,1,13,1673.028564453125
pass_bijan,1,14,1396.19921875
pass_bijan,1,15,1804.1419677734375
pass_bijan,1,16,1622.0115966796875
pass_bijan,1,17,1504.8388671875
pass_bijan,1,18,1679.1953125
pass_bijan,1,19,1752.4443359375
pass_bijan,1,20,1521.3548583984375
pass_bijan,1,21,1707.7447509765625
pass_bijan,1,22,1679.6832275390625
pass_bijan,1,23,1585.896240234375
pass_bijan,1,24,1574.0810546875
pass_bijan,1,25,1624.9822998046875
pass_bijan,1,26,1752.323974609375
pass_bijan,1,27,1860.7786865234375
pass_bijan,1,28,1693.5364990234375
pass_bijan,1,29,1585.6015625
pass_bijan,1,30,1496.5087890625
pass_bijan,1,31,1507.376953125
pass_bijan,1,32,1643.5596923828125
pass_bijan,1,33,1763.215087890625
pass_bijan,1,34,1792.451416015625
pass_bijan,1,35,1734.2252197265625
pass_bijan,1,36,1747.547607421875
pass_bijan,1,37,1833.14990234375
pass_bijan,1,38,1655.587646484375
pass_bijan,1,39,1636.2369384765625
pass_bijan,1,40,1807.013427734375
pass_bijan,1,41,1691.509521484375
pass_bijan,1,42,1406.10888671875
pass_bijan,1,43,1812.7874755859375
pass_bijan,1,44,1667.657958984375
pass_bijan,1,45,1585.845458984375
pass_bijan,1,46,1781.14990234375
pass_bijan,1,47,1717.527587890625
pass_bijan,1,48,1618.180419921875
pass_bijan,1,49,1642.2574462890625
pass_bijan,1,50,1513.8096923828125
pass_bijan,1,51,1646.63916015625
pass_bijan,1,52,1762.4224853515625
pass_bijan,1,53,1622.112548828125
pass_bijan,1,54,1792.649658203125
pass_bijan,1,55,1608.3743896484375
pass_bijan,1,56,1642.08837890625
pass_bijan,1,57,1797.112548828125
pass_bijan,1,58,1795.7203369140625
pass_bijan,1,59,1665.2030029296875
pass_bijan,1,60,1670.05810546875
pass_bijan,1,61,1951.710205078125
pass_bijan,1,62,1421.171142578125
pass_bijan,1,63,1699.65087890625
pass_bijan_force_two_mid_wrs,1,0,1849.43701171875
pass_bijan_force_two_mid_wrs,1,1,1742.0728759765625
pass_bijan_force_two_mid_wrs,1,2,1760.565673828125
pass_bijan_force_two_mid_wrs,1,3,1562.015625
pass_bijan_force_two_mid_wrs,1,4,1312.44482421875
pass_bijan_force_two_mid_wrs,1,5,1570.072509765625
pass_bijan_force_two_mid_wrs,1,6,1504.43310546875
pass_bijan_force_two_mid_wrs,1,7,1594.4327392578125
pass_bijan_force_two_mid_wrs,1,8,1736.1141357421875
pass_bijan_force_two_mid_wrs,1,9,1773.242919921875
pass_bijan_force_two_mid_wrs,1,10,1704.8157958984375
pass_bijan_force_two_mid_wrs,1,11,1567.05029296875
pass_bijan_force_two_mid_wrs,1,12,1697.8846435546875
pass_bijan_force_two_mid_wrs,1,13,1762.640869140625
pass_bijan_force_two_mid_wrs,1,14,1597.46435546875
pass_bijan_force_two_mid_wrs,1,15,1835.28125
pass_bijan_force_two_mid_wrs,1,16,1557.573486328125
pass_bijan_force_two_mid_wrs,1,17,1416.55224609375
pass_bijan_force_two_mid_wrs,1,18,1713.65380859375
pass_bijan_force_two_mid_wrs,1,19,1802.461181640625
pass_bijan_force_two_mid_wrs,1,20,1566.333984375
pass_bijan_force_two_mid_wrs,1,21,1799.676025390625
pass_bijan_force_two_mid_wrs,1,22,1569.438232421875
pass_bijan_force_two_mid_wrs,1,23,1569.8687744140625
pass_bijan_force_two_mid_wrs,1,24,1720.6612548828125
pass_bijan_force_two_mid_wrs,1,25,1739.0029296875
pass_bijan_force_two_mid_wrs,1,26,1752.933837890625
pass_bijan_force_two_mid_wrs,1,27,1651.661376953125
pass_bijan_force_two_mid_wrs,1,28,1667.4473876953125
pass_bijan_force_two_mid_wrs,1,29,1811.356689453125
pass_bijan_force_two_mid_wrs,1,30,1370.8450927734375
pass_bijan_force_two_mid_wrs,1,31,1566.417236328125
pass_bijan_force_two_mid_wrs,1,32,1647.363037109375
pass_bijan_force_two_mid_wrs,1,33,1798.369384765625
pass_bijan_force_two_mid_wrs,1,34,1816.6541748046875
pass_bijan_force_two_mid_wrs,1,35,1756.20947265625
pass_bijan_force_two_mid_wrs,1,36,1613.2320556640625
pass_bijan_force_two_mid_wrs,1,37,1626.77685546875
pass_bijan_force_two_mid_wrs,1,38,1812.1041259765625
pass_bijan_force_two_mid_wrs,1,39,1811.6888427734375
pass_bijan_force_two_mid_wrs,1,40,1674.011962890625
pass_bijan_force_two_mid_wrs,1,41,1720.512451171875
pass_bijan_force_two_mid_wrs,1,42,1488.20751953125
pass_bijan_force_two_mid_wrs,1,43,1821.9002685546875
pass_bijan_force_two_mid_wrs,1,44,1668.6434326171875
pass_bijan_force_two_mid_wrs,1,45,1594.97607421875
pass_bijan_force_two_mid_wrs,1,46,1747.665771484375
pass_bijan_force_two_mid_wrs,1,47,1667.87158203125
pass_bijan_force_two_mid_wrs,1,48,1683.65087890625
pass_bijan_force_two_mid_wrs,1,49,1669.653564453125
pass_bijan_force_two_mid_wrs,1,50,1739.871826171875
pass_bijan_force_two_mid_wrs,1,51,1703.422607421875
pass_bijan_force_two_mid_wrs,1,52,1674.641845703125
pass_bijan_force_two_mid_wrs,1,53,1525.03955078125
pass_bijan_force_two_mid_wrs,1,54,1744.3170166015625
pass_bijan_force_two_mid_wrs,1,55,1665.5537109375
pass_bijan_force_two_mid_wrs,1,56,1503.59765625
pass_bijan_force_two_mid_wrs,1,57,1617.77490234375
pass_bijan_force_two_mid_wrs,1,58,1606.1397705078125
pass_bijan_force_two_mid_wrs,1,59,1652.493896484375
pass_bijan_force_two_mid_wrs,1,60,1701.07080078125
pass_bijan_force_two_mid_wrs,1,61,1895.9345703125
pass_bijan_force_two_mid_wrs,1,62,1549.224365234375
pass_bijan_force_two_mid_wrs,1,63,1651.57861328125
open_central_choice,2,0,1868.3079833984375
open_central_choice,2,1,1751.157958984375
open_central_choice,2,2,1730.156494140625
open_central_choice,2,3,1708.7315673828125
open_central_choice,2,4,1542.25439453125
open_central_choice,2,5,1536.1082763671875
open_central_choice,2,6,1471.966796875
open_central_choice,2,7,1701.05126953125
open_central_choice,2,8,1901.68115234375
open_central_choice,2,9,1525.740966796875
open_central_choice,2,10,1744.1944580078125
open_central_choice,2,11,1761.893310546875
open_central_choice,2,12,1614.1927490234375
open_central_choice,2,13,1458.2730712890625
open_central_choice,2,14,1479.578857421875
open_central_choice,2,15,1876.796142578125
open_central_choice,2,16,1708.56201171875
open_central_choice,2,17,1275.1746826171875
open_central_choice,2,18,1499.5260009765625
open_central_choice,2,19,1589.7218017578125
open_central_choice,2,20,1763.261962890625
open_central_choice,2,21,1734.58984375
open_central_choice,2,22,1688.65771484375
open_central_choice,2,23,1580.1162109375
open_central_choice,2,24,1727.8685302734375
open_central_choice,2,25,1818.046142578125
open_central_choice,2,26,1611.3262939453125
open_central_choice,2,27,1602.0390625
open_central_choice,2,28,1753.2626953125
open_central_choice,2,29,1724.5589599609375
open_central_choice,2,30,1552.2423095703125
open_central_choice,2,31,1378.77294921875
open_central_choice,2,32,1662.589599609375
open_central_choice,2,33,1831.99755859375
open_central_choice,2,34,1522.5355224609375
open_central_choice,2,35,1704.3873291015625
open_central_choice,2,36,1591.19482421875
open_central_choice,2,37,1555.5709228515625
open_central_choice,2,38,1738.0638427734375
open_central_choice,2,39,1716.6302490234375
open_central_choice,2,40,1580.8331298828125
open_central_choice,2,41,1973.971923828125
open_central_choice,2,42,1681.427001953125
open_central_choice,2,43,1384.50439453125
open_central_choice,2,44,1447.337646484375
open_central_choice,2,45,1639.9456787109375
open_central_choice,2,46,1598.645263671875
open_central_choice,2,47,1377.719970703125
open_central_choice,2,48,1777.13232421875
open_central_choice,2,49,1634.728515625
open_central_choice,2,50,1706.8123779296875
open_central_choice,2,51,1868.8948974609375
open_central_choice,2,52,1581.53955078125
open_central_choice,2,53,1879.47802734375
open_central_choice,2,54,1669.287109375
open_central_choice,2,55,1634.6728515625
open_central_choice,2,56,1369.0372314453125
open_central_choice,2,57,1744.065673828125
open_central_choice,2,58,1733.260498046875
open_central_choice,2,59,1710.513916015625
open_central_choice,2,60,1537.808837890625
open_central_choice,2,61,1609.060546875
open_central_choice,2,62,1515.0732421875
open_central_choice,2,63,1529.29736328125
buy_bijan_105,2,0,1767.2305908203125
buy_bijan_105,2,1,1844.115234375
buy_bijan_105,2,2,1756.21728515625
buy_bijan_105,2,3,1938.6812744140625
buy_bijan_105,2,4,1596.6171875
buy_bijan_105,2,5,1559.963623046875
buy_bijan_105,2,6,1469.753173828125
buy_bijan_105,2,7,1841.487060546875
buy_bijan_105,2,8,1776.1688232421875
buy_bijan_105,2,9,1569.383544921875
buy_bijan_105,2,10,1661.82421875
buy_bijan_105,2,11,1470.7222900390625
buy_bijan_105,2,12,1765.2861328125
buy_bijan_105,2,13,1363.059814453125
buy_bijan_105,2,14,1452.16845703125
buy_bijan_105,2,15,1570.49560546875
buy_bijan_105,2,16,1616.2386474609375
buy_bijan_105,2,17,1403.94873046875
buy_bijan_105,2,18,1214.39306640625
buy_bijan_105,2,19,1593.92626953125
buy_bijan_105,2,20,1670.275146484375
buy_bijan_105,2,21,1575.492431640625
buy_bijan_105,2,22,1659.855224609375
buy_bijan_105,2,23,1499.0164794921875
buy_bijan_105,2,24,1898.2373046875
buy_bijan_105,2,25,1728.0799560546875
buy_bijan_105,2,26,1647.015869140625
buy_bijan_105,2,27,1704.20654296875
buy_bijan_105,2,28,1778.3043212890625
buy_bijan_105,2,29,1722.775390625
buy_bijan_105,2,30,1564.42578125
buy_bijan_105,2,31,1572.9931640625
buy_bijan_105,2,32,1647.18408203125
buy_bijan_105,2,33,1718.15966796875
buy_bijan_105,2,34,1538.53173828125
buy_bijan_105,2,35,1588.736083984375
buy_bijan_105,2,36,1586.27392578125
buy_bijan_105,2,37,1687.461669921875
buy_bijan_105,2,38,1616.382568359375
buy_bijan_105,2,39,1646.403564453125
buy_bijan_105,2,40,1697.4951171875
buy_bijan_105,2,41,1667.197509765625
buy_bijan_105,2,42,1667.3997802734375
buy_bijan_105,2,43,1523.404296875
buy_bijan_105,2,44,1509.216796875
buy_bijan_105,2,45,1729.4136962890625
buy_bijan_105,2,46,1674.26806640625
buy_bijan_105,2,47,1611.744140625
buy_bijan_105,2,48,1829.097900390625
buy_bijan_105,2,49,1591.612548828125
buy_bijan_105,2,50,1777.697021484375
buy_bijan_105,2,51,1893.82568359375
buy_bijan_105,2,52,1556.8636474609375
buy_bijan_105,2,53,1771.638916015625
buy_bijan_105,2,54,1758.9541015625
buy_bijan_105,2,55,1450.1759033203125
buy_bijan_105,2,56,1500.8231201171875
buy_bijan_105,2,57,1710.232177734375
