capture_order,pair_index,branch,complete,failure_reason,roster_spend,nominal_lineup_ppg,qb_count,rb_count,wr_count,te_count,starters,roster,salary_map
61,30,pass,True,,257.0,106.25243404416253,1,6,4,2,Matthew Stafford | Jahmyr Gibbs | Chase Brown | Jameson Williams | Christian Watson | Dallas Goedert | Kyren Williams | Bhayshul Tuten,Bhayshul Tuten | Chase Brown | Christian Watson | Dallas Goedert | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Kyren Williams | Mark Andrews | Matthew Stafford | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Dallas Goedert"": 5.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 4.0, ""Kyren Williams"": 44.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 2.0, ""Rico Dowdle"": 8.0, ""Stefon Diggs"": 2.0}"
62,31,buy,True,,294.0,106.15263982184017,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Jayden Reed | Stefon Diggs | Brenton Strange | Chase Brown | Bhayshul Tuten,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | Emanuel Wilson | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Patrick Mahomes | Rachaad White | Rashid Shaheed | Stefon Diggs,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 4.0, ""Jayden Reed"": 9.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 3.0, ""Stefon Diggs"": 3.0}"
63,31,pass,True,,268.0,103.83636948324506,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Chase Brown | Zay Flowers | Jaylen Waddle | Brenton Strange | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brenton Strange | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaylen Waddle | Jordan Addison | Patrick Mahomes | Rachaad White | Rashid Shaheed | Stefon Diggs | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Waddle"": 21.0, ""Jordan Addison"": 6.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 3.0, ""Stefon Diggs"": 3.0, ""TreVeyon Henderson"": 25.0, ""Zay Flowers"": 31.0}"
64,32,buy,True,,295.0,108.34395490585746,1,5,5,2,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Alec Pierce | Jordan Addison | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Pat Freiermuth | Patrick Mahomes | Rashid Shaheed | Zach Charbonnet,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 8.0, ""Pat Freiermuth"": 6.0, ""Patrick Mahomes"": 3.0, ""Rashid Shaheed"": 2.0, ""Zach Charbonnet"": 2.0}"
65,32,pass,True,,217.0,102.28978380634695,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Chase Brown | Jameson Williams | Christian Watson | Dalton Kincaid | Bhayshul Tuten | Jacory Croskey-Merritt,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Deebo Samuel Sr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Michael Pittman | Patrick Mahomes | Rachaad White | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 3.0, ""Michael Pittman"": 8.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 7.0, ""Zach Charbonnet"": 2.0}"
66,33,buy,True,,294.0,106.9659221148741,1,6,4,2,Caleb Williams | Jahmyr Gibbs | Bijan Robinson | Jordan Addison | Jordyn Tyson | Hunter Henry | Chase Brown | Bhayshul Tuten,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Hunter Henry | Isiah Pacheco | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Jordyn Tyson | T.J. Hockenson | Xavier Worthy,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""T.J. Hockenson"": 2.0, ""Xavier Worthy"": 3.0}"
67,33,pass,True,,285.0,103.35729222380276,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Chase Brown | DeVonta Smith | Jaylen Waddle | T.J. Hockenson | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Chase Brown | DeVonta Smith | Isiah Pacheco | Jahmyr Gibbs | Jalen Nailor | Jaylen Waddle | Jordan Addison | Jordyn Tyson | Kenny Gainwell | Patrick Mahomes | T.J. Hockenson | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 44.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jaylen Waddle"": 22.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Kenny Gainwell"": 21.0, ""Patrick Mahomes"": 3.0, ""T.J. Hockenson"": 2.0, ""TreVeyon Henderson"": 22.0}"
68,34,buy,True,,288.0,106.6999556347264,1,5,5,2,Jared Goff | Jahmyr Gibbs | Bijan Robinson | Jordan Addison | Xavier Worthy | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen Coker | Jared Goff | Jordan Addison | Khalil Shakir | Kimani Vidal | Terrance Ferguson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 2.0, ""Khalil Shakir"": 6.0, ""Kimani Vidal"": 2.0, ""Terrance Ferguson"": 4.0, ""Xavier Worthy"": 3.0}"
69,34,pass,True,,236.0,101.14700843204322,1,6,4,2,Dak Prescott | Jahmyr Gibbs | Chase Brown | Quentin Johnston | Jordan Addison | Dalton Kincaid | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Kincaid | Jahmyr Gibbs | Jordan Addison | Kimani Vidal | Makai Lemon | Quentin Johnston | Rico Dowdle | Terrance Ferguson | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 9.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 2.0, ""Kimani Vidal"": 2.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 15.0, ""Rico Dowdle"": 9.0, ""Terrance Ferguson"": 4.0, ""TreVeyon Henderson"": 30.0, ""Xavier Worthy"": 3.0}"
70,35,buy,True,,291.0,107.07224482811291,1,6,5,1,Trevor Lawrence | Jahmyr Gibbs | Bijan Robinson | Jordan Addison | Josh Downs | Mark Andrews | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | Josh Downs | Kaelon Black | Mark Andrews | Rashid Shaheed | Sean Tucker | Stefon Diggs | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Kaelon Black"": 3.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""Sean Tucker"": 2.0, ""Stefon Diggs"": 7.0, ""Trevor Lawrence"": 2.0}"
71,35,pass,True,,269.0,104.02954211307664,1,6,5,1,Trevor Lawrence | Jahmyr Gibbs | Chase Brown | Jameson Williams | Marvin Harrison Jr. | Mark Andrews | Bucky Irving | Bhayshul Tuten,Alvin Kamara | Bhayshul Tuten | Bucky Irving | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Downs | Mark Andrews | Marvin Harrison Jr. | Rashid Shaheed | TreVeyon Henderson | Trevor Lawrence,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 31.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Mark Andrews"": 2.0, ""Marvin Harrison Jr."": 18.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 27.0, ""Trevor Lawrence"": 2.0}"
72,36,buy,True,,296.0,107.65809494556648,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Michael Wilson | Makai Lemon | Isaiah Likely | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Isaiah Likely | Jahmyr Gibbs | KC Concepcion | Makai Lemon | Michael Wilson | Patrick Mahomes | Romeo Doubs | Ty Johnson | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Isaiah Likely"": 4.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 6.0, ""Patrick Mahomes"": 5.0, ""Romeo Doubs"": 3.0, ""Ty Johnson"": 2.0, ""Zachariah Branch"": 2.0}"
73,36,pass,True,,226.0,102.08086715971218,1,6,5,1,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Alec Pierce | Jayden Reed | Sam LaPorta | Bhayshul Tuten | Tony Pollard,Alec Pierce | Bhayshul Tuten | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | KC Concepcion | Makai Lemon | Rachaad White | Romeo Doubs | Sam LaPorta | Tony Pollard,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 9.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Rachaad White"": 4.0, ""Romeo Doubs"": 3.0, ""Sam LaPorta"": 5.0, ""Tony Pollard"": 11.0}"
74,37,buy,True,,295.0,108.39024243406182,1,4,6,2,Jaxson Dart | Jahmyr Gibbs | Bijan Robinson | Makai Lemon | Matthew Golden | Sam LaPorta | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen Coker | Jalen McMillan | Jaxson Dart | KC Concepcion | Makai Lemon | Matthew Golden | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 4.0, ""Jalen McMillan"": 2.0, ""Jaxson Dart"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Sam LaPorta"": 13.0}"
75,37,pass,True,,261.0,103.27011206057443,1,6,5,1,Jaxson Dart | Jahmyr Gibbs | Chase Brown | Emeka Egbuka | Makai Lemon | George Kittle | Bhayshul Tuten | Jaylen Warren,Bhayshul Tuten | Chase Brown | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jaxson Dart | Jaylen Warren | KC Concepcion | Makai Lemon | Matthew Golden | Rico Dowdle | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 32.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 23.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Rico Dowdle"": 17.0, ""Tony Pollard"": 17.0}"
76,38,buy,True,,293.0,108.45517726718793,1,5,5,2,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Alec Pierce | Matthew Golden | George Kittle | Chase Brown | Bhayshul Tuten,Alec Pierce | Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Matthew Golden | Patrick Mahomes | Romeo Doubs | T.J. Hockenson | Tre Harris,"{""Alec Pierce"": 11.0, ""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Matthew Golden"": 3.0, ""Patrick Mahomes"": 5.0, ""Romeo Doubs"": 2.0, ""T.J. Hockenson"": 2.0, ""Tre Harris"": 2.0}"
77,38,pass,True,,272.0,105.74688886482065,1,6,5,1,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Zay Flowers | Makai Lemon | George Kittle | D'Andre Swift | Bhayshul Tuten,Bhayshul Tuten | Chase Brown | D'Andre Swift | George Kittle | Jahmyr Gibbs | Jalen Hurts | Makai Lemon | Matthew Golden | Rico Dowdle | Romeo Doubs | Tony Pollard | Tre Harris | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Makai Lemon"": 7.0, ""Matthew Golden"": 3.0, ""Rico Dowdle"": 17.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 17.0, ""Tre Harris"": 2.0, ""Zay Flowers"": 28.0}"
78,39,buy,True,,297.0,107.53994095802251,1,5,5,2,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Makai Lemon | Josh Downs | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Josh Downs | Makai Lemon | MarShawn Lloyd | Patrick Mahomes | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen Coker"": 4.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 7.0, ""MarShawn Lloyd"": 2.0, ""Patrick Mahomes"": 3.0, ""Tre Harris"": 2.0}"
79,39,pass,True,,275.0,105.91950135304478,1,6,4,2,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Emeka Egbuka | Jameson Williams | Mark Andrews | Bhayshul Tuten | Rhamondre Stevenson,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Emeka Egbuka | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Josh Downs | Makai Lemon | Mark Andrews | Rhamondre Stevenson | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""Emeka Egbuka"": 33.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jameson Williams"": 16.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 16.0, ""Tony Pollard"": 17.0}"
80,40,buy,True,,296.0,109.10637734300931,1,5,5,2,Jaxson Dart | Jahmyr Gibbs | Bijan Robinson | DK Metcalf | Jakobi Meyers | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | DK Metcalf | Deebo Samuel Sr. | George Kittle | Hunter Henry | Jahmyr Gibbs | Jakobi Meyers | Jalen Nailor | Jaxson Dart | Matthew Golden | Tyjae Spears,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Deebo Samuel Sr."": 2.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jalen Nailor"": 2.0, ""Jaxson Dart"": 3.0, ""Matthew Golden"": 2.0, ""Tyjae Spears"": 5.0}"
81,40,pass,True,,256.0,106.03812691295353,1,5,5,2,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Emeka Egbuka | Rome Odunze | George Kittle | Bhayshul Tuten | Jaylen Warren,Alec Pierce | Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Emeka Egbuka | George Kittle | Hunter Henry | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Jaylen Warren | Rome Odunze,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Emeka Egbuka"": 26.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 14.0, ""Rome Odunze"": 19.0}"
82,41,buy,True,,294.0,107.78331718622073,1,6,4,2,Caleb Williams | Jahmyr Gibbs | Bijan Robinson | Jakobi Meyers | Matthew Golden | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaylin Noel | Matthew Golden | Romeo Doubs | Travis Kelce | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 2.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jaylin Noel"": 1.0, ""Matthew Golden"": 11.0, ""Romeo Doubs"": 1.0, ""Travis Kelce"": 4.0, ""Ty Johnson"": 2.0}"
83,41,pass,True,,222.0,100.86918099591077,1,6,4,2,Jaxson Dart | Jahmyr Gibbs | Chase Brown | Brian Thomas Jr. | Jayden Reed | George Kittle | Bhayshul Tuten | Rico Dowdle,Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jaylin Noel | Pat Freiermuth | Rico Dowdle | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 13.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 5.0, ""Jaylin Noel"": 1.0, ""Pat Freiermuth"": 8.0, ""Rico Dowdle"": 18.0, ""Romeo Doubs"": 1.0}"
84,42,buy,True,,295.0,108.2304343795951,1,6,4,2,Trevor Lawrence | Jahmyr Gibbs | Bijan Robinson | Alec Pierce | Matthew Golden | George Kittle | Chase Brown | Bhayshul Tuten,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | De'Zhaun Stribling | Dylan Sampson | Emmett Johnson | George Kittle | Jahmyr Gibbs | KC Concepcion | Matthew Golden | Trevor Lawrence,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""De'Zhaun Stribling"": 3.0, ""Dylan Sampson"": 2.0, ""Emmett Johnson"": 2.0, ""George Kittle"": 8.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 2.0, ""Trevor Lawrence"": 6.0}"
85,42,pass,True,,254.0,105.03395067609921,1,6,4,2,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Tetairoa McMillan | Alec Pierce | Harold Fannin Jr. | Bhayshul Tuten | Tony Pollard,Alec Pierce | Bhayshul Tuten | Chase Brown | Dylan Sampson | Emmett Johnson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Juwan Johnson | KC Concepcion | Matthew Golden | Tetairoa McMillan | Tony Pollard,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""Emmett Johnson"": 2.0, ""Harold Fannin Jr."": 15.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 9.0, ""Juwan Johnson"": 3.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 2.0, ""Tetairoa McMillan"": 40.0, ""Tony Pollard"": 16.0}"
86,43,buy,True,,295.0,108.33531501071425,1,5,6,1,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | DK Metcalf | Jayden Reed | Mark Andrews | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | DK Metcalf | Jahmyr Gibbs | Jalen Nailor | Jayden Reed | Makai Lemon | Mark Andrews | Matthew Golden | Omar Cooper Jr. | Patrick Mahomes | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jayden Reed"": 7.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Matthew Golden"": 3.0, ""Omar Cooper Jr."": 2.0, ""Patrick Mahomes"": 4.0, ""Samaje Perine"": 2.0}"
87,43,pass,True,,258.0,103.93836941947606,1,5,6,1,Dak Prescott | Jahmyr Gibbs | Chase Brown | Emeka Egbuka | DK Metcalf | Mark Andrews | Bhayshul Tuten | TreVeyon Henderson,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Emeka Egbuka | Jahmyr Gibbs | KC Concepcion | Makai Lemon | Mark Andrews | Omar Cooper Jr. | Rico Dowdle | TreVeyon Henderson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Dak Prescott"": 6.0, ""Emeka Egbuka"": 31.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 16.0, ""TreVeyon Henderson"": 19.0}"
88,44,buy,True,,298.0,107.74315862624624,1,6,4,2,Bo Nix | Jahmyr Gibbs | Bijan Robinson | Quentin Johnston | Deebo Samuel Sr. | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Pat Bryant | Quentin Johnston | Tank Bigsby | Tre Tucker | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 5.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Pat Bryant"": 4.0, ""Quentin Johnston"": 11.0, ""Tank Bigsby"": 4.0, ""Tre Tucker"": 2.0, ""Tyrone Tracy Jr."": 3.0}"
89,44,pass,True,,266.0,103.65679857653592,1,6,5,1,Jaxson Dart | Jahmyr Gibbs | Chase Brown | Emeka Egbuka | Alec Pierce | George Kittle | Bhayshul Tuten | Tony Pollard,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jaxson Dart | Makai Lemon | Rico Dowdle | Romeo Doubs | Tony Pollard | Tyrone Tracy Jr.,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Emeka Egbuka"": 31.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Makai Lemon"": 15.0, ""Rico Dowdle"": 13.0, ""Romeo Doubs"": 4.0, ""Tony Pollard"": 18.0, ""Tyrone Tracy Jr."": 3.0}"
90,45,buy,True,,295.0,108.36544767260162,1,5,6,1,Brock Purdy | Jahmyr Gibbs | Bijan Robinson | Jayden Reed | Stefon Diggs | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jalen Nailor | Jayden Reed | Romeo Doubs | Stefon Diggs | Tre Tucker | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 5.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jayden Reed"": 5.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Tre Tucker"": 2.0, ""Zach Charbonnet"": 7.0}"
91,45,pass,True,,241.0,103.45317430000317,1,4,6,2,Dak Prescott | Jahmyr Gibbs | Chase Brown | Luther Burden III | Jayden Reed | Tyler Warren | Bhayshul Tuten | Rhamondre Stevenson,Bhayshul Tuten | Chase Brown | Dak Prescott | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jayden Reed | Luther Burden III | Rhamondre Stevenson | Romeo Doubs | Stefon Diggs | Tre Tucker | Tyler Warren,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Luther Burden III"": 24.0, ""Rhamondre Stevenson"": 13.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Tre Tucker"": 2.0, ""Tyler Warren"": 24.0}"
