case,variation,enforce_top_n,use_selection_premium,price,recommendation,sequential_gain,sequential_se,lcb80,buy_ev,pass_ev,buy_completion,pass_completion,paired_rate,block_positive_rate,block_gain_min,block_gain_max,common_fallback,top_alternatives,buy_completion_core,policy_max_bid,risk_neutral_bid,runtime_seconds
variation14_top_on_reserve_off,14,True,False,105,TARGET,27.444371736410893,6.778646713786761,21.739318727198697,1653.160770813624,1625.7163990772133,97.91666666666667,100.0,97.91666666666667,100.0,14.848971684773764,33.80168897455389,Tony Pollard,Tony Pollard | Christian Watson | DK Metcalf,"Jordan Addison, Makai Lemon, George Kittle",112.0,113.0,1.427077799977269
variation14_top_off_reserve_off,14,False,False,105,TARGET,27.508085926373802,9.670001735703009,19.369607136919214,1664.6975006262462,1637.1894146998723,100.0,100.0,100.0,100.0,6.872340361277263,47.361534436543785,Alec Pierce,Alec Pierce | Rico Dowdle | Quentin Johnston,"KC Concepcion, Makai Lemon, Stefon Diggs",,,0.44322110002394766
variation0_top_on_reserve_off,0,True,False,105,TARGET,22.5990102074363,7.998612020778911,15.867208491637214,1652.461203257243,1629.8621930498064,100.0,97.91666666666667,97.91666666666667,100.0,18.815406322479248,26.620775540669758,Christian Watson,Christian Watson | Jameson Williams | Harold Fannin Jr.,"Xavier Worthy, KC Concepcion, Dalton Kincaid",,,0.42999249999411404
variation14_top_on_reserve_on,14,True,True,105,TARGET,12.860300908666666,9.90901302265883,4.52066514504647,1658.7900869398404,1645.929786031174,93.75,100.0,93.75,75.0,-15.926661578091709,29.338402271270752,Christian Watson,Christian Watson | Alec Pierce | D'Andre Swift,"Khalil Shakir, Xavier Worthy, Josh Downs",,,0.44363890000386164
