player,pos,pred_fp_per_game,salary,selection_premium
Brock Purdy,QB,17.925773007347512,3.337152133201032,0.0
Jahmyr Gibbs,RB,18.945767615858642,108.2784310065647,0.0
Bijan Robinson,RB,18.772825045792384,104.93311413284063,3.783248293458048
Chase Brown,RB,15.216170500896881,34.0,0.0
Bhayshul Tuten,RB,11.212882774417402,11.0,0.0
Makai Lemon,WR,8.881125751134372,7.296399562436602,1.4793577387483832
KC Concepcion,WR,8.429900619176456,4.098262807321474,0.3173096978341691
