lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.249,0.247,0.253,0.252,14.83,11.82,0.341,0.584,0.359,0.599
0.249,0.248,0.252,0.251,14.84,11.8,0.343,0.586,0.359,0.599
0.25,0.247,0.252,0.251,14.85,11.81,0.342,0.585,0.359,0.599
0.248,0.246,0.254,0.252,14.9,11.86,0.337,0.581,0.359,0.599
0.246,0.247,0.255,0.253,14.94,11.89,0.332,0.576,0.359,0.599
0.246,0.245,0.255,0.254,14.95,11.85,0.338,0.581,0.359,0.599
0.251,0.25,0.246,0.253,14.96,11.91,0.339,0.582,0.359,0.599
0.248,0.244,0.255,0.254,14.96,11.87,0.331,0.575,0.359,0.599
0.246,0.244,0.256,0.255,15.0,11.94,0.328,0.573,0.359,0.599
0.247,0.25,0.248,0.255,15.0,11.96,0.312,0.559,0.359,0.599
0.25,0.249,0.247,0.254,15.01,11.92,0.332,0.576,0.359,0.599
0.249,0.247,0.256,0.248,15.03,11.97,0.327,0.572,0.359,0.599
0.247,0.241,0.256,0.255,15.03,11.91,0.326,0.571,0.359,0.599
0.251,0.25,0.249,0.25,15.1,12.0,0.325,0.57,0.359,0.599
0.258,0.258,0.226,0.259,15.18,12.09,0.329,0.574,0.359,0.599
0.257,0.256,0.228,0.26,15.21,12.08,0.32,0.565,0.359,0.599
0.258,0.258,0.224,0.259,15.22,12.09,0.327,0.572,0.359,0.599
0.256,0.256,0.228,0.26,15.25,12.1,0.322,0.567,0.359,0.599
0.26,0.257,0.225,0.258,15.27,12.14,0.33,0.574,0.359,0.599
0.255,0.256,0.228,0.26,15.27,12.19,0.325,0.57,0.359,0.599
0.254,0.256,0.229,0.261,15.27,12.13,0.316,0.562,0.359,0.599
0.257,0.258,0.226,0.26,15.28,12.19,0.324,0.569,0.359,0.599
0.254,0.256,0.229,0.261,15.29,12.18,0.322,0.567,0.359,0.599
0.256,0.258,0.227,0.26,15.29,12.14,0.32,0.566,0.359,0.599
0.26,0.258,0.224,0.258,15.3,12.14,0.329,0.573,0.359,0.599
0.258,0.258,0.226,0.258,15.3,12.14,0.32,0.566,0.359,0.599
0.257,0.259,0.226,0.258,15.31,12.17,0.322,0.568,0.359,0.599
0.255,0.257,0.227,0.261,15.31,12.19,0.316,0.562,0.359,0.599
0.259,0.257,0.226,0.258,15.32,12.17,0.322,0.567,0.359,0.599
0.259,0.259,0.226,0.257,15.33,12.16,0.325,0.57,0.359,0.599
0.254,0.257,0.227,0.261,15.33,12.21,0.317,0.563,0.359,0.599
0.257,0.259,0.226,0.258,15.34,12.19,0.318,0.564,0.359,0.599
0.257,0.256,0.226,0.26,15.35,12.22,0.319,0.565,0.359,0.599
0.26,0.256,0.226,0.258,15.36,12.19,0.327,0.572,0.359,0.599
0.257,0.258,0.227,0.258,15.36,12.2,0.321,0.567,0.359,0.599
0.259,0.254,0.227,0.261,15.36,12.2,0.319,0.565,0.359,0.599
0.258,0.258,0.226,0.257,15.36,12.21,0.317,0.563,0.359,0.599
0.254,0.255,0.228,0.262,15.39,12.24,0.307,0.554,0.359,0.599
0.252,0.257,0.229,0.261,15.39,12.25,0.302,0.549,0.359,0.599
0.253,0.256,0.229,0.262,15.4,12.24,0.305,0.552,0.359,0.599
0.256,0.257,0.23,0.257,15.41,12.28,0.308,0.555,0.359,0.599
0.257,0.257,0.227,0.258,15.41,12.24,0.308,0.555,0.359,0.599
0.253,0.255,0.229,0.263,15.41,12.26,0.299,0.547,0.359,0.599
0.256,0.255,0.229,0.26,15.42,12.28,0.313,0.559,0.359,0.599
0.257,0.256,0.228,0.259,15.42,12.27,0.307,0.555,0.359,0.599
0.257,0.257,0.228,0.258,15.44,12.32,0.312,0.558,0.359,0.599
0.258,0.256,0.228,0.259,15.45,12.27,0.312,0.558,0.359,0.599
0.257,0.257,0.228,0.258,15.46,12.3,0.312,0.558,0.359,0.599
0.253,0.254,0.23,0.263,15.46,12.24,0.292,0.541,0.359,0.599
