lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.256,0.23,0.262,15.49,12.31,0.293,0.541,0.359,0.599
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.254,0.253,0.235,0.258,1.05,0.83,0.373,0.611,0.328,0.573
0.255,0.248,0.237,0.26,1.06,0.83,0.374,0.611,0.328,0.573
0.257,0.248,0.236,0.259,1.06,0.83,0.374,0.611,0.328,0.573
0.26,0.259,0.22,0.261,1.06,0.83,0.372,0.61,0.328,0.573
0.258,0.259,0.22,0.262,1.06,0.83,0.372,0.61,0.328,0.573
0.259,0.259,0.22,0.261,1.06,0.83,0.371,0.609,0.328,0.573
0.26,0.26,0.221,0.26,1.06,0.84,0.368,0.607,0.328,0.573
0.259,0.259,0.22,0.262,1.06,0.84,0.368,0.606,0.328,0.573
0.26,0.259,0.22,0.26,1.06,0.84,0.367,0.606,0.328,0.573
0.258,0.26,0.222,0.26,1.06,0.84,0.367,0.606,0.328,0.573
0.254,0.248,0.237,0.26,1.06,0.84,0.366,0.605,0.328,0.573
0.259,0.259,0.222,0.261,1.06,0.84,0.366,0.605,0.328,0.573
0.259,0.262,0.221,0.258,1.06,0.84,0.366,0.605,0.328,0.573
0.258,0.259,0.222,0.261,1.06,0.84,0.364,0.603,0.328,0.573
0.255,0.246,0.238,0.261,1.06,0.83,0.364,0.603,0.328,0.573
0.257,0.258,0.222,0.263,1.06,0.83,0.363,0.602,0.328,0.573
0.256,0.26,0.223,0.261,1.06,0.84,0.362,0.602,0.328,0.573
0.258,0.259,0.221,0.261,1.06,0.84,0.362,0.601,0.328,0.573
0.255,0.255,0.237,0.252,1.06,0.84,0.361,0.601,0.328,0.573
0.258,0.257,0.223,0.262,1.06,0.84,0.356,0.597,0.328,0.573
0.257,0.259,0.223,0.261,1.06,0.84,0.354,0.595,0.328,0.573
0.258,0.258,0.222,0.262,1.06,0.84,0.329,0.574,0.328,0.573
0.26,0.257,0.221,0.262,1.07,0.84,0.367,0.606,0.328,0.573
0.262,0.254,0.223,0.261,1.07,0.84,0.366,0.605,0.328,0.573
0.26,0.26,0.222,0.258,1.07,0.84,0.364,0.603,0.328,0.573
0.26,0.26,0.221,0.259,1.07,0.84,0.363,0.603,0.328,0.573
0.259,0.259,0.221,0.26,1.07,0.84,0.361,0.601,0.328,0.573
0.261,0.258,0.222,0.259,1.07,0.84,0.361,0.601,0.328,0.573
0.26,0.259,0.222,0.259,1.07,0.84,0.361,0.601,0.328,0.573
0.258,0.258,0.222,0.262,1.07,0.84,0.359,0.599,0.328,0.573
0.259,0.259,0.223,0.259,1.07,0.84,0.359,0.599,0.328,0.573
0.259,0.26,0.222,0.259,1.07,0.84,0.357,0.597,0.328,0.573
0.259,0.259,0.224,0.258,1.07,0.85,0.356,0.596,0.328,0.573
0.26,0.257,0.223,0.26,1.07,0.84,0.355,0.595,0.328,0.573
0.256,0.259,0.223,0.262,1.07,0.84,0.353,0.594,0.328,0.573
0.258,0.257,0.223,0.262,1.07,0.84,0.353,0.594,0.328,0.573
0.26,0.259,0.223,0.259,1.07,0.85,0.352,0.593,0.328,0.573
0.256,0.257,0.224,0.262,1.07,0.84,0.35,0.591,0.328,0.573
0.257,0.256,0.224,0.262,1.07,0.84,0.349,0.59,0.328,0.573
0.257,0.256,0.225,0.262,1.07,0.85,0.335,0.579,0.328,0.573
0.255,0.257,0.225,0.263,1.07,0.85,0.331,0.575,0.328,0.573
0.261,0.257,0.223,0.259,1.08,0.85,0.359,0.599,0.328,0.573
0.261,0.254,0.224,0.26,1.08,0.85,0.358,0.598,0.328,0.573
0.261,0.253,0.224,0.262,1.08,0.85,0.352,0.593,0.328,0.573
0.26,0.258,0.224,0.258,1.08,0.85,0.351,0.593,0.328,0.573
0.258,0.259,0.224,0.258,1.08,0.85,0.35,0.591,0.328,0.573
0.261,0.256,0.224,0.259,1.08,0.85,0.35,0.592,0.328,0.573
0.259,0.259,0.224,0.258,1.08,0.85,0.346,0.588,0.328,0.573
0.259,0.258,0.224,0.26,1.08,0.85,0.344,0.587,0.328,0.573
0.261,0.254,0.224,0.26,1.09,0.86,0.355,0.595,0.328,0.573
