lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.256,0.252,0.237,0.254,1.11,0.87,0.407,0.638,0.381,0.617
0.262,0.259,0.219,0.26,1.11,0.88,0.391,0.625,0.381,0.617
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.255,0.239,0.255,0.2,0.15,0.183,0.428,0.202,0.449
0.252,0.253,0.24,0.254,0.2,0.15,0.177,0.42,0.202,0.449
0.251,0.251,0.241,0.257,0.2,0.15,0.175,0.419,0.202,0.449
0.25,0.253,0.24,0.256,0.2,0.15,0.173,0.416,0.202,0.449
0.252,0.252,0.24,0.256,0.2,0.15,0.172,0.415,0.202,0.449
0.249,0.253,0.241,0.257,0.2,0.15,0.172,0.414,0.202,0.449
0.248,0.254,0.241,0.257,0.2,0.15,0.172,0.415,0.202,0.449
0.253,0.252,0.241,0.255,0.2,0.15,0.171,0.414,0.202,0.449
0.253,0.253,0.239,0.255,0.2,0.15,0.17,0.413,0.202,0.449
0.252,0.251,0.241,0.257,0.2,0.15,0.166,0.407,0.202,0.449
0.253,0.25,0.241,0.256,0.2,0.15,0.166,0.407,0.202,0.449
0.252,0.252,0.24,0.256,0.2,0.15,0.166,0.407,0.202,0.449
0.252,0.25,0.241,0.257,0.2,0.15,0.166,0.408,0.202,0.449
0.249,0.255,0.241,0.255,0.2,0.15,0.162,0.403,0.202,0.449
0.252,0.252,0.24,0.256,0.2,0.15,0.162,0.402,0.202,0.449
0.25,0.253,0.241,0.257,0.2,0.15,0.162,0.403,0.202,0.449
0.251,0.251,0.241,0.257,0.2,0.15,0.162,0.402,0.202,0.449
0.252,0.252,0.24,0.256,0.2,0.15,0.162,0.402,0.202,0.449
0.25,0.252,0.242,0.256,0.2,0.15,0.16,0.4,0.202,0.449
0.249,0.251,0.242,0.258,0.2,0.15,0.159,0.399,0.202,0.449
0.251,0.251,0.241,0.257,0.2,0.15,0.159,0.398,0.202,0.449
0.25,0.249,0.243,0.258,0.2,0.15,0.159,0.399,0.202,0.449
0.247,0.252,0.243,0.258,0.2,0.15,0.158,0.398,0.202,0.449
0.247,0.252,0.243,0.258,0.2,0.15,0.158,0.397,0.202,0.449
0.248,0.25,0.243,0.258,0.2,0.15,0.156,0.395,0.202,0.449
0.249,0.251,0.242,0.258,0.2,0.15,0.153,0.391,0.202,0.449
0.25,0.251,0.242,0.257,0.2,0.15,0.153,0.391,0.202,0.449
0.248,0.25,0.243,0.259,0.2,0.16,0.152,0.39,0.202,0.449
0.247,0.25,0.244,0.259,0.2,0.15,0.149,0.386,0.202,0.449
0.248,0.252,0.243,0.257,0.2,0.16,0.146,0.382,0.202,0.449
