lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.26,0.261,0.217,0.263,1.04,0.83,0.43,0.655,0.338,0.582
0.26,0.262,0.215,0.264,1.04,0.83,0.429,0.655,0.338,0.582
0.261,0.26,0.214,0.265,1.05,0.83,0.439,0.663,0.338,0.582
0.261,0.26,0.215,0.264,1.05,0.83,0.433,0.658,0.338,0.582
0.263,0.263,0.215,0.259,1.05,0.83,0.433,0.658,0.338,0.582
0.26,0.261,0.215,0.264,1.05,0.83,0.43,0.656,0.338,0.582
0.261,0.263,0.216,0.26,1.05,0.84,0.429,0.655,0.338,0.582
0.256,0.259,0.234,0.251,1.05,0.83,0.428,0.655,0.338,0.582
0.261,0.262,0.216,0.261,1.05,0.83,0.427,0.653,0.338,0.582
0.261,0.259,0.215,0.266,1.05,0.83,0.426,0.653,0.338,0.582
0.262,0.262,0.216,0.26,1.05,0.84,0.425,0.652,0.338,0.582
0.261,0.261,0.216,0.262,1.05,0.84,0.425,0.652,0.338,0.582
0.262,0.26,0.217,0.261,1.05,0.84,0.425,0.652,0.338,0.582
0.259,0.261,0.216,0.264,1.05,0.83,0.424,0.651,0.338,0.582
0.258,0.26,0.218,0.264,1.05,0.84,0.417,0.646,0.338,0.582
0.258,0.262,0.217,0.263,1.05,0.83,0.415,0.644,0.338,0.582
0.26,0.261,0.217,0.261,1.06,0.84,0.431,0.657,0.338,0.582
0.262,0.263,0.218,0.257,1.06,0.85,0.431,0.656,0.338,0.582
0.263,0.261,0.216,0.26,1.06,0.84,0.427,0.653,0.338,0.582
0.256,0.262,0.217,0.264,1.06,0.84,0.424,0.651,0.338,0.582
0.264,0.261,0.218,0.257,1.06,0.85,0.422,0.65,0.338,0.582
0.262,0.262,0.218,0.259,1.06,0.84,0.422,0.649,0.338,0.582
0.264,0.261,0.217,0.258,1.06,0.84,0.422,0.65,0.338,0.582
0.262,0.261,0.216,0.261,1.06,0.84,0.419,0.648,0.338,0.582
0.263,0.262,0.217,0.258,1.06,0.84,0.417,0.646,0.338,0.582
0.26,0.259,0.218,0.264,1.06,0.84,0.41,0.64,0.338,0.582
0.264,0.255,0.217,0.263,1.07,0.85,0.432,0.657,0.338,0.582
0.264,0.258,0.218,0.26,1.07,0.85,0.428,0.654,0.338,0.582
0.263,0.262,0.217,0.259,1.07,0.85,0.419,0.647,0.338,0.582
0.263,0.255,0.219,0.264,1.07,0.85,0.419,0.647,0.338,0.582
0.264,0.258,0.218,0.26,1.07,0.85,0.419,0.648,0.338,0.582
0.262,0.262,0.219,0.257,1.07,0.85,0.417,0.646,0.338,0.582
0.26,0.264,0.219,0.257,1.07,0.85,0.415,0.644,0.338,0.582
0.261,0.261,0.218,0.259,1.07,0.85,0.414,0.644,0.338,0.582
0.262,0.261,0.218,0.259,1.07,0.85,0.409,0.639,0.338,0.582
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.254,0.253,0.239,0.255,0.19,0.15,0.17,0.413,0.215,0.464
0.254,0.252,0.239,0.255,0.19,0.15,0.169,0.411,0.215,0.464
0.253,0.253,0.239,0.255,0.19,0.15,0.165,0.406,0.215,0.464
0.254,0.251,0.24,0.256,0.19,0.15,0.164,0.405,0.215,0.464
0.252,0.25,0.241,0.257,0.19,0.15,0.161,0.401,0.215,0.464
0.251,0.25,0.241,0.257,0.19,0.15,0.16,0.4,0.215,0.464
0.251,0.251,0.242,0.257,0.19,0.15,0.159,0.398,0.215,0.464
0.252,0.249,0.242,0.257,0.19,0.15,0.157,0.396,0.215,0.464
0.252,0.249,0.241,0.257,0.19,0.15,0.157,0.396,0.215,0.464
0.249,0.251,0.242,0.258,0.19,0.15,0.157,0.397,0.215,0.464
0.25,0.251,0.242,0.257,0.19,0.15,0.157,0.396,0.215,0.464
0.252,0.25,0.241,0.257,0.19,0.15,0.156,0.395,0.215,0.464
0.249,0.252,0.242,0.257,0.19,0.15,0.155,0.393,0.215,0.464
0.251,0.25,0.242,0.257,0.19,0.15,0.155,0.394,0.215,0.464
0.251,0.251,0.241,0.257,0.19,0.15,0.155,0.393,0.215,0.464
0.25,0.251,0.241,0.257,0.19,0.15,0.154,0.393,0.215,0.464
0.252,0.249,0.242,0.257,0.19,0.15,0.154,0.392,0.215,0.464
0.253,0.25,0.241,0.256,0.19,0.15,0.154,0.393,0.215,0.464
0.252,0.248,0.242,0.257,0.19,0.15,0.153,0.391,0.215,0.464
0.251,0.251,0.241,0.257,0.19,0.15,0.153,0.391,0.215,0.464
0.253,0.248,0.242,0.258,0.19,0.15,0.153,0.391,0.215,0.464
0.249,0.251,0.242,0.258,0.19,0.15,0.151,0.388,0.215,0.464
0.249,0.25,0.243,0.258,0.19,0.15,0.151,0.388,0.215,0.464
0.251,0.247,0.243,0.259,0.19,0.15,0.151,0.389,0.215,0.464
0.25,0.249,0.243,0.258,0.19,0.15,0.151,0.388,0.215,0.464
0.25,0.248,0.243,0.259,0.19,0.15,0.149,0.386,0.215,0.464
0.249,0.25,0.243,0.258,0.19,0.15,0.149,0.386,0.215,0.464
0.251,0.251,0.241,0.257,0.19,0.15,0.149,0.386,0.215,0.464
0.25,0.25,0.242,0.258,0.19,0.15,0.148,0.384,0.215,0.464
0.248,0.25,0.243,0.258,0.19,0.15,0.148,0.384,0.215,0.464
0.251,0.249,0.242,0.258,0.19,0.15,0.146,0.382,0.215,0.464
0.247,0.251,0.243,0.259,0.19,0.15,0.145,0.381,0.215,0.464
0.248,0.252,0.243,0.258,0.19,0.15,0.144,0.379,0.215,0.464
0.249,0.246,0.245,0.26,0.19,0.15,0.144,0.38,0.215,0.464
0.245,0.252,0.244,0.259,0.19,0.15,0.143,0.378,0.215,0.464
0.248,0.249,0.244,0.259,0.19,0.15,0.143,0.378,0.215,0.464
0.249,0.248,0.244,0.259,0.19,0.15,0.142,0.377,0.215,0.464
0.244,0.25,0.245,0.261,0.19,0.15,0.139,0.373,0.215,0.464
0.244,0.25,0.246,0.261,0.19,0.15,0.138,0.372,0.215,0.464
0.247,0.249,0.245,0.259,0.19,0.15,0.138,0.371,0.215,0.464
0.246,0.249,0.245,0.26,0.19,0.15,0.138,0.372,0.215,0.464
0.247,0.249,0.244,0.26,0.19,0.15,0.134,0.366,0.215,0.464
0.243,0.253,0.245,0.26,0.19,0.15,0.133,0.365,0.215,0.464
0.247,0.249,0.245,0.26,0.2,0.15,0.146,0.382,0.215,0.464
0.247,0.247,0.245,0.26,0.2,0.15,0.14,0.375,0.215,0.464
0.245,0.246,0.247,0.262,0.2,0.16,0.136,0.369,0.215,0.464
0.247,0.245,0.247,0.262,0.2,0.15,0.135,0.367,0.215,0.464
0.247,0.247,0.246,0.261,0.2,0.15,0.134,0.367,0.215,0.464
0.246,0.244,0.248,0.262,0.2,0.16,0.131,0.362,0.215,0.464
0.243,0.25,0.246,0.261,0.2,0.15,0.129,0.36,0.215,0.464
