lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.247,0.255,0.251,15.18,11.99,0.375,0.613,0.399,0.631
0.249,0.249,0.253,0.249,15.23,12.06,0.375,0.613,0.399,0.631
0.249,0.249,0.254,0.248,15.23,12.05,0.374,0.612,0.399,0.631
0.249,0.248,0.253,0.25,15.24,12.06,0.375,0.613,0.399,0.631
0.248,0.244,0.255,0.253,15.26,12.1,0.375,0.612,0.399,0.631
0.248,0.248,0.253,0.251,15.27,12.09,0.374,0.611,0.399,0.631
0.249,0.249,0.254,0.248,15.27,12.09,0.373,0.61,0.399,0.631
0.248,0.247,0.253,0.251,15.28,12.1,0.373,0.611,0.399,0.631
0.247,0.247,0.254,0.252,15.28,12.1,0.366,0.605,0.399,0.631
0.244,0.249,0.255,0.252,15.29,12.09,0.369,0.607,0.399,0.631
0.25,0.249,0.254,0.247,15.3,12.11,0.373,0.611,0.399,0.631
0.249,0.25,0.254,0.247,15.3,12.12,0.371,0.609,0.399,0.631
0.247,0.248,0.255,0.25,15.3,12.13,0.367,0.606,0.399,0.631
0.247,0.248,0.255,0.25,15.3,12.12,0.366,0.605,0.399,0.631
0.246,0.247,0.255,0.251,15.31,12.11,0.369,0.607,0.399,0.631
0.248,0.247,0.255,0.251,15.31,12.11,0.368,0.607,0.399,0.631
0.248,0.247,0.254,0.25,15.31,12.13,0.366,0.605,0.399,0.631
0.249,0.249,0.255,0.248,15.31,12.15,0.366,0.605,0.399,0.631
0.248,0.247,0.256,0.249,15.31,12.14,0.365,0.604,0.399,0.631
0.248,0.244,0.254,0.253,15.32,12.12,0.373,0.611,0.399,0.631
0.25,0.249,0.254,0.247,15.32,12.16,0.37,0.608,0.399,0.631
0.246,0.247,0.255,0.252,15.32,12.13,0.363,0.602,0.399,0.631
0.246,0.247,0.255,0.251,15.33,12.13,0.364,0.603,0.399,0.631
0.247,0.245,0.256,0.251,15.33,12.13,0.364,0.603,0.399,0.631
0.245,0.247,0.256,0.252,15.33,12.13,0.362,0.602,0.399,0.631
0.244,0.248,0.256,0.252,15.33,12.09,0.361,0.601,0.399,0.631
0.249,0.25,0.254,0.247,15.34,12.12,0.372,0.61,0.399,0.631
0.246,0.248,0.255,0.251,15.35,12.13,0.366,0.605,0.399,0.631
0.247,0.247,0.255,0.252,15.35,12.13,0.364,0.603,0.399,0.631
0.246,0.248,0.256,0.25,15.35,12.13,0.364,0.603,0.399,0.631
0.245,0.246,0.257,0.252,15.35,12.17,0.362,0.602,0.399,0.631
0.246,0.246,0.256,0.252,15.35,12.17,0.359,0.599,0.399,0.631
0.25,0.245,0.257,0.249,15.36,12.16,0.369,0.607,0.399,0.631
0.245,0.247,0.256,0.252,15.36,12.14,0.362,0.602,0.399,0.631
0.248,0.246,0.257,0.249,15.37,12.2,0.369,0.608,0.399,0.631
0.248,0.246,0.255,0.25,15.37,12.16,0.362,0.602,0.399,0.631
0.245,0.247,0.255,0.253,15.37,12.16,0.361,0.601,0.399,0.631
0.245,0.246,0.256,0.252,15.37,12.17,0.36,0.6,0.399,0.631
0.245,0.247,0.257,0.251,15.37,12.16,0.36,0.6,0.399,0.631
0.245,0.249,0.256,0.249,15.38,12.15,0.367,0.605,0.399,0.631
0.248,0.247,0.256,0.249,15.38,12.16,0.363,0.602,0.399,0.631
0.243,0.248,0.257,0.252,15.38,12.16,0.359,0.599,0.399,0.631
0.249,0.248,0.255,0.248,15.39,12.18,0.362,0.602,0.399,0.631
0.248,0.246,0.257,0.249,15.39,12.17,0.36,0.6,0.399,0.631
0.245,0.246,0.257,0.252,15.39,12.19,0.359,0.599,0.399,0.631
0.25,0.246,0.255,0.249,15.4,12.18,0.369,0.607,0.399,0.631
0.249,0.244,0.256,0.251,15.42,12.22,0.364,0.604,0.399,0.631
0.243,0.246,0.258,0.253,15.42,12.2,0.351,0.592,0.399,0.631
0.248,0.246,0.257,0.249,15.44,12.21,0.366,0.605,0.399,0.631
0.249,0.244,0.256,0.251,15.44,12.23,0.361,0.601,0.399,0.631
