lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.257,0.255,0.242,0.247,17.64,14.06,0.504,0.71,0.421,0.649
0.249,0.255,0.249,0.247,18.0,14.28,0.49,0.7,0.421,0.649
0.248,0.254,0.25,0.248,18.05,14.29,0.492,0.701,0.421,0.649
0.249,0.253,0.25,0.248,18.07,14.41,0.489,0.699,0.421,0.649
0.249,0.252,0.251,0.249,18.09,14.38,0.491,0.701,0.421,0.649
0.25,0.254,0.253,0.243,18.13,14.55,0.5,0.707,0.421,0.649
0.249,0.254,0.249,0.248,18.14,14.49,0.495,0.703,0.421,0.649
0.251,0.254,0.245,0.25,18.19,14.63,0.495,0.704,0.421,0.649
0.249,0.253,0.25,0.248,18.2,14.61,0.494,0.703,0.421,0.649
0.251,0.253,0.246,0.25,18.23,14.64,0.496,0.704,0.421,0.649
0.249,0.251,0.251,0.249,18.26,14.54,0.492,0.702,0.421,0.649
0.255,0.254,0.235,0.255,18.29,14.81,0.495,0.703,0.421,0.649
0.245,0.253,0.252,0.25,18.29,14.63,0.482,0.694,0.421,0.649
0.254,0.257,0.235,0.254,18.3,14.73,0.49,0.7,0.421,0.649
0.255,0.258,0.234,0.253,18.33,14.8,0.496,0.704,0.421,0.649
0.253,0.257,0.235,0.255,18.35,14.78,0.489,0.699,0.421,0.649
0.247,0.251,0.252,0.251,18.35,14.7,0.489,0.699,0.421,0.649
0.255,0.256,0.235,0.254,18.38,14.88,0.49,0.7,0.421,0.649
0.265,0.266,0.208,0.261,18.4,14.88,0.49,0.7,0.421,0.649
0.264,0.268,0.208,0.261,18.43,14.91,0.49,0.7,0.421,0.649
0.254,0.254,0.236,0.256,18.44,14.92,0.487,0.698,0.421,0.649
0.252,0.252,0.249,0.247,18.44,14.94,0.484,0.696,0.421,0.649
0.253,0.26,0.237,0.25,18.48,14.98,0.493,0.702,0.421,0.649
0.264,0.265,0.211,0.261,18.52,15.05,0.495,0.703,0.421,0.649
0.263,0.27,0.208,0.259,18.52,15.03,0.493,0.702,0.421,0.649
0.262,0.263,0.211,0.263,18.52,15.01,0.489,0.699,0.421,0.649
0.265,0.269,0.208,0.259,18.53,15.03,0.5,0.707,0.421,0.649
0.263,0.265,0.21,0.262,18.54,14.94,0.489,0.699,0.421,0.649
0.263,0.266,0.209,0.262,18.57,15.02,0.5,0.707,0.421,0.649
0.263,0.267,0.21,0.259,18.58,15.11,0.493,0.702,0.421,0.649
0.262,0.264,0.211,0.263,18.58,15.07,0.486,0.697,0.421,0.649
0.263,0.268,0.209,0.26,18.6,15.09,0.497,0.705,0.421,0.649
0.265,0.266,0.21,0.26,18.6,15.12,0.495,0.703,0.421,0.649
0.261,0.264,0.212,0.264,18.6,15.01,0.483,0.695,0.421,0.649
0.264,0.266,0.211,0.259,18.61,15.09,0.497,0.705,0.421,0.649
0.262,0.265,0.211,0.262,18.61,15.05,0.49,0.7,0.421,0.649
0.259,0.266,0.212,0.263,18.61,15.07,0.478,0.692,0.421,0.649
0.261,0.263,0.212,0.264,18.61,15.07,0.477,0.691,0.421,0.649
0.263,0.268,0.211,0.258,18.62,15.12,0.502,0.709,0.421,0.649
0.261,0.264,0.212,0.262,18.62,15.06,0.482,0.694,0.421,0.649
0.264,0.268,0.21,0.259,18.63,15.18,0.499,0.706,0.421,0.649
0.264,0.266,0.21,0.26,18.63,15.16,0.493,0.702,0.421,0.649
0.261,0.264,0.212,0.263,18.63,15.13,0.487,0.698,0.421,0.649
0.262,0.263,0.212,0.263,18.64,15.04,0.487,0.698,0.421,0.649
0.262,0.265,0.211,0.261,18.65,15.17,0.493,0.702,0.421,0.649
0.263,0.266,0.211,0.261,18.67,15.15,0.493,0.702,0.421,0.649
0.265,0.265,0.211,0.259,18.69,15.22,0.496,0.704,0.421,0.649
0.264,0.264,0.213,0.259,18.7,15.15,0.488,0.698,0.421,0.649
0.263,0.266,0.211,0.26,18.72,15.24,0.496,0.704,0.421,0.649
0.264,0.264,0.212,0.26,18.75,15.28,0.489,0.7,0.421,0.649
