lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.249,0.251,0.249,0.25,9.04,6.88,0.425,0.652,0.082,0.287
0.251,0.251,0.248,0.25,9.05,6.88,0.427,0.654,0.082,0.287
0.251,0.249,0.25,0.25,9.05,6.83,0.423,0.65,0.082,0.287
0.248,0.254,0.249,0.25,9.06,6.91,0.425,0.652,0.082,0.287
0.249,0.25,0.25,0.251,9.06,6.86,0.424,0.651,0.082,0.287
0.248,0.25,0.25,0.252,9.06,6.85,0.423,0.65,0.082,0.287
0.251,0.25,0.249,0.25,9.06,6.87,0.423,0.65,0.082,0.287
0.25,0.248,0.251,0.251,9.07,6.85,0.423,0.65,0.082,0.287
0.25,0.252,0.248,0.25,9.08,6.92,0.429,0.655,0.082,0.287
0.247,0.251,0.25,0.252,9.08,6.88,0.423,0.65,0.082,0.287
0.252,0.248,0.249,0.251,9.08,6.88,0.423,0.651,0.082,0.287
0.246,0.252,0.25,0.253,9.08,6.91,0.421,0.648,0.082,0.287
0.25,0.249,0.25,0.251,9.08,6.89,0.421,0.649,0.082,0.287
0.251,0.25,0.247,0.252,9.08,6.91,0.42,0.648,0.082,0.287
0.245,0.253,0.25,0.252,9.08,6.88,0.417,0.646,0.082,0.287
0.246,0.251,0.251,0.252,9.09,6.86,0.42,0.648,0.082,0.287
0.247,0.25,0.251,0.253,9.1,6.92,0.419,0.647,0.082,0.287
0.248,0.248,0.251,0.253,9.11,6.88,0.418,0.647,0.082,0.287
0.251,0.249,0.248,0.253,9.12,6.94,0.422,0.65,0.082,0.287
0.248,0.25,0.249,0.252,9.12,6.92,0.413,0.642,0.082,0.287
0.249,0.248,0.251,0.252,9.13,6.94,0.426,0.652,0.082,0.287
0.252,0.248,0.247,0.253,9.13,6.92,0.418,0.646,0.082,0.287
0.246,0.249,0.252,0.253,9.14,6.85,0.409,0.64,0.082,0.287
0.25,0.249,0.252,0.25,9.15,6.93,0.427,0.654,0.082,0.287
0.249,0.249,0.252,0.25,9.18,6.97,0.419,0.647,0.082,0.287
0.253,0.245,0.25,0.252,9.19,6.92,0.412,0.642,0.082,0.287
0.251,0.245,0.253,0.251,9.2,6.96,0.415,0.644,0.082,0.287
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.264,0.264,0.209,0.263,0.96,0.76,0.499,0.706,0.116,0.341
0.258,0.258,0.228,0.256,0.96,0.75,0.49,0.7,0.116,0.341
0.255,0.257,0.229,0.259,0.96,0.75,0.489,0.699,0.116,0.341
0.262,0.265,0.209,0.264,0.97,0.76,0.499,0.706,0.116,0.341
0.263,0.261,0.211,0.264,0.97,0.76,0.498,0.706,0.116,0.341
0.262,0.264,0.209,0.265,0.97,0.76,0.494,0.703,0.116,0.341
0.263,0.263,0.21,0.264,0.97,0.76,0.494,0.703,0.116,0.341
0.262,0.265,0.21,0.263,0.97,0.76,0.494,0.703,0.116,0.341
0.262,0.264,0.21,0.264,0.97,0.76,0.492,0.702,0.116,0.341
0.261,0.264,0.211,0.263,0.97,0.76,0.491,0.701,0.116,0.341
0.263,0.265,0.209,0.263,0.97,0.77,0.49,0.7,0.116,0.341
0.261,0.265,0.211,0.263,0.97,0.77,0.49,0.7,0.116,0.341
0.26,0.265,0.211,0.263,0.97,0.77,0.489,0.699,0.116,0.341
0.263,0.263,0.21,0.264,0.97,0.76,0.488,0.699,0.116,0.341
0.262,0.263,0.211,0.264,0.97,0.76,0.488,0.699,0.116,0.341
0.258,0.265,0.212,0.265,0.97,0.76,0.488,0.699,0.116,0.341
0.254,0.256,0.229,0.261,0.97,0.76,0.488,0.699,0.116,0.341
0.263,0.262,0.211,0.264,0.97,0.76,0.487,0.698,0.116,0.341
0.263,0.262,0.21,0.264,0.97,0.76,0.485,0.697,0.116,0.341
0.264,0.263,0.21,0.263,0.97,0.76,0.483,0.695,0.116,0.341
0.262,0.263,0.212,0.264,0.97,0.76,0.479,0.692,0.116,0.341
0.262,0.265,0.211,0.262,0.98,0.77,0.493,0.702,0.116,0.341
0.262,0.264,0.211,0.263,0.98,0.77,0.487,0.698,0.116,0.341
0.263,0.26,0.212,0.265,0.98,0.77,0.482,0.694,0.116,0.341
0.261,0.262,0.212,0.265,0.98,0.76,0.475,0.69,0.116,0.341
0.259,0.26,0.215,0.266,0.98,0.78,0.459,0.678,0.116,0.341
0.258,0.254,0.231,0.256,0.99,0.77,0.484,0.696,0.116,0.341
0.258,0.254,0.232,0.256,0.99,0.77,0.482,0.694,0.116,0.341
0.257,0.254,0.232,0.257,0.99,0.78,0.476,0.69,0.116,0.341
0.262,0.261,0.214,0.263,0.99,0.78,0.472,0.687,0.116,0.341
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.255,0.235,0.258,0.25,0.19,0.277,0.526,0.279,0.528
0.254,0.255,0.233,0.258,0.25,0.19,0.264,0.514,0.279,0.528
0.254,0.253,0.234,0.259,0.25,0.19,0.262,0.512,0.279,0.528
0.253,0.254,0.235,0.258,0.25,0.2,0.261,0.511,0.279,0.528
0.252,0.253,0.236,0.259,0.25,0.19,0.261,0.511,0.279,0.528
0.253,0.253,0.235,0.259,0.25,0.19,0.26,0.51,0.279,0.528
0.251,0.254,0.236,0.26,0.25,0.2,0.26,0.51,0.279,0.528
0.253,0.252,0.236,0.26,0.25,0.2,0.259,0.509,0.279,0.528
0.248,0.255,0.236,0.26,0.25,0.2,0.258,0.508,0.279,0.528
0.254,0.254,0.234,0.258,0.25,0.2,0.258,0.508,0.279,0.528
0.255,0.251,0.236,0.258,0.25,0.2,0.257,0.507,0.279,0.528
0.254,0.253,0.235,0.259,0.25,0.2,0.256,0.506,0.279,0.528
0.253,0.255,0.235,0.257,0.25,0.2,0.256,0.506,0.279,0.528
0.252,0.252,0.236,0.26,0.25,0.2,0.256,0.506,0.279,0.528
0.253,0.252,0.236,0.259,0.25,0.2,0.256,0.506,0.279,0.528
0.251,0.255,0.235,0.259,0.25,0.19,0.255,0.505,0.279,0.528
0.253,0.253,0.236,0.259,0.25,0.2,0.255,0.505,0.279,0.528
0.249,0.252,0.238,0.261,0.25,0.2,0.254,0.504,0.279,0.528
0.254,0.251,0.235,0.26,0.25,0.19,0.254,0.504,0.279,0.528
0.252,0.253,0.236,0.259,0.25,0.2,0.254,0.504,0.279,0.528
0.253,0.25,0.237,0.261,0.25,0.2,0.254,0.504,0.279,0.528
0.25,0.252,0.237,0.26,0.25,0.19,0.253,0.503,0.279,0.528
0.252,0.252,0.236,0.26,0.25,0.2,0.253,0.503,0.279,0.528
0.251,0.252,0.237,0.26,0.25,0.2,0.249,0.499,0.279,0.528
0.251,0.253,0.236,0.26,0.25,0.2,0.249,0.499,0.279,0.528
0.251,0.253,0.236,0.26,0.25,0.2,0.248,0.498,0.279,0.528
0.25,0.253,0.237,0.26,0.25,0.19,0.248,0.498,0.279,0.528
0.248,0.251,0.239,0.262,0.25,0.2,0.243,0.493,0.279,0.528
0.251,0.249,0.238,0.261,0.25,0.2,0.24,0.49,0.279,0.528
0.25,0.252,0.237,0.261,0.25,0.2,0.235,0.485,0.279,0.528
