lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.253,0.236,0.258,1.04,0.81,0.196,0.443,0.175,0.419
0.252,0.256,0.236,0.256,1.04,0.82,0.196,0.442,0.175,0.419
0.249,0.255,0.239,0.257,1.04,0.82,0.193,0.439,0.175,0.419
0.252,0.255,0.237,0.256,1.04,0.82,0.186,0.431,0.175,0.419
0.252,0.257,0.237,0.254,1.04,0.82,0.186,0.432,0.175,0.419
0.25,0.252,0.239,0.259,1.04,0.81,0.185,0.43,0.175,0.419
0.25,0.255,0.238,0.257,1.04,0.82,0.185,0.43,0.175,0.419
0.251,0.255,0.237,0.257,1.04,0.81,0.185,0.43,0.175,0.419
0.252,0.255,0.237,0.256,1.04,0.82,0.185,0.43,0.175,0.419
0.254,0.253,0.239,0.255,1.04,0.82,0.182,0.427,0.175,0.419
0.252,0.254,0.237,0.257,1.04,0.82,0.177,0.421,0.175,0.419
0.257,0.25,0.237,0.256,1.05,0.83,0.204,0.452,0.175,0.419
0.257,0.251,0.237,0.255,1.05,0.82,0.197,0.444,0.175,0.419
0.25,0.255,0.239,0.256,1.05,0.82,0.196,0.443,0.175,0.419
0.251,0.255,0.238,0.256,1.05,0.82,0.195,0.441,0.175,0.419
0.255,0.251,0.237,0.257,1.05,0.82,0.194,0.441,0.175,0.419
0.255,0.256,0.236,0.253,1.05,0.82,0.194,0.44,0.175,0.419
0.254,0.246,0.248,0.252,1.05,0.82,0.19,0.436,0.175,0.419
0.254,0.25,0.238,0.258,1.05,0.82,0.186,0.432,0.175,0.419
0.253,0.243,0.248,0.257,1.05,0.82,0.185,0.43,0.175,0.419
0.255,0.251,0.239,0.255,1.05,0.82,0.185,0.43,0.175,0.419
0.255,0.251,0.237,0.257,1.05,0.83,0.181,0.426,0.175,0.419
0.25,0.254,0.239,0.257,1.05,0.82,0.178,0.422,0.175,0.419
0.25,0.255,0.239,0.256,1.05,0.83,0.177,0.421,0.175,0.419
0.253,0.254,0.238,0.254,1.05,0.83,0.175,0.419,0.175,0.419
0.248,0.255,0.239,0.258,1.05,0.82,0.174,0.417,0.175,0.419
0.256,0.248,0.238,0.257,1.06,0.84,0.194,0.44,0.175,0.419
0.255,0.249,0.239,0.257,1.06,0.84,0.19,0.436,0.175,0.419
0.256,0.246,0.238,0.26,1.06,0.83,0.188,0.434,0.175,0.419
0.256,0.247,0.239,0.258,1.06,0.84,0.188,0.434,0.175,0.419
0.254,0.247,0.239,0.259,1.06,0.84,0.186,0.432,0.175,0.419
0.252,0.246,0.249,0.253,1.06,0.82,0.177,0.421,0.175,0.419
0.255,0.252,0.239,0.254,1.06,0.83,0.176,0.42,0.175,0.419
0.258,0.247,0.239,0.257,1.07,0.84,0.195,0.442,0.175,0.419
0.256,0.248,0.239,0.257,1.07,0.84,0.185,0.43,0.175,0.419
0.254,0.243,0.25,0.253,1.07,0.84,0.172,0.414,0.175,0.419
0.255,0.247,0.241,0.257,1.07,0.85,0.17,0.412,0.175,0.419
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.251,0.243,0.253,0.19,0.14,0.152,0.39,0.183,0.428
0.254,0.249,0.244,0.254,0.19,0.14,0.147,0.384,0.183,0.428
0.253,0.254,0.241,0.252,0.19,0.14,0.143,0.379,0.183,0.428
0.253,0.254,0.242,0.252,0.19,0.14,0.14,0.374,0.183,0.428
0.253,0.251,0.243,0.253,0.19,0.14,0.139,0.373,0.183,0.428
0.254,0.251,0.243,0.253,0.19,0.14,0.134,0.367,0.183,0.428
0.254,0.25,0.243,0.253,0.19,0.14,0.129,0.359,0.183,0.428
0.251,0.253,0.243,0.253,0.19,0.14,0.128,0.358,0.183,0.428
0.252,0.251,0.244,0.254,0.19,0.14,0.127,0.356,0.183,0.428
0.254,0.25,0.243,0.253,0.19,0.14,0.126,0.355,0.183,0.428
0.253,0.252,0.242,0.252,0.19,0.14,0.126,0.354,0.183,0.428
0.253,0.253,0.243,0.251,0.19,0.14,0.125,0.354,0.183,0.428
0.252,0.251,0.243,0.253,0.19,0.14,0.122,0.35,0.183,0.428
0.252,0.251,0.244,0.253,0.19,0.14,0.122,0.349,0.183,0.428
0.253,0.249,0.244,0.254,0.19,0.14,0.121,0.348,0.183,0.428
0.251,0.254,0.242,0.252,0.19,0.14,0.121,0.348,0.183,0.428
0.25,0.251,0.245,0.255,0.19,0.14,0.12,0.346,0.183,0.428
0.255,0.251,0.243,0.252,0.19,0.14,0.115,0.339,0.183,0.428
0.25,0.251,0.245,0.254,0.19,0.14,0.115,0.339,0.183,0.428
0.254,0.252,0.242,0.252,0.19,0.14,0.114,0.337,0.183,0.428
0.253,0.25,0.243,0.253,0.19,0.14,0.114,0.338,0.183,0.428
0.253,0.247,0.245,0.255,0.19,0.14,0.114,0.338,0.183,0.428
0.251,0.25,0.245,0.254,0.19,0.14,0.113,0.336,0.183,0.428
0.252,0.253,0.243,0.252,0.19,0.14,0.111,0.334,0.183,0.428
0.249,0.249,0.246,0.256,0.19,0.14,0.11,0.331,0.183,0.428
0.253,0.252,0.243,0.252,0.19,0.14,0.109,0.33,0.183,0.428
0.255,0.252,0.243,0.25,0.19,0.14,0.107,0.328,0.183,0.428
0.255,0.252,0.243,0.25,0.19,0.14,0.106,0.325,0.183,0.428
0.253,0.251,0.243,0.253,0.19,0.15,0.104,0.322,0.183,0.428
0.252,0.252,0.243,0.253,0.19,0.14,0.104,0.323,0.183,0.428
0.25,0.25,0.245,0.254,0.19,0.14,0.103,0.32,0.183,0.428
0.251,0.251,0.244,0.254,0.19,0.14,0.103,0.322,0.183,0.428
0.251,0.25,0.245,0.255,0.19,0.14,0.103,0.321,0.183,0.428
0.25,0.25,0.245,0.255,0.19,0.14,0.102,0.32,0.183,0.428
0.253,0.249,0.244,0.254,0.19,0.14,0.101,0.318,0.183,0.428
0.25,0.251,0.245,0.254,0.19,0.15,0.101,0.318,0.183,0.428
0.252,0.248,0.245,0.255,0.19,0.14,0.101,0.317,0.183,0.428
0.252,0.249,0.245,0.255,0.19,0.14,0.1,0.316,0.183,0.428
0.25,0.251,0.245,0.254,0.19,0.14,0.1,0.316,0.183,0.428
0.252,0.251,0.244,0.253,0.19,0.14,0.1,0.317,0.183,0.428
0.251,0.252,0.244,0.253,0.19,0.15,0.098,0.314,0.183,0.428
0.249,0.251,0.245,0.255,0.19,0.14,0.097,0.312,0.183,0.428
0.251,0.247,0.246,0.255,0.19,0.15,0.097,0.311,0.183,0.428
0.252,0.249,0.245,0.254,0.19,0.15,0.091,0.301,0.183,0.428
0.25,0.25,0.245,0.255,0.19,0.15,0.09,0.299,0.183,0.428
0.251,0.249,0.245,0.254,0.19,0.15,0.089,0.298,0.183,0.428
0.247,0.251,0.246,0.256,0.19,0.15,0.087,0.296,0.183,0.428
0.251,0.25,0.245,0.255,0.19,0.15,0.086,0.293,0.183,0.428
0.252,0.247,0.246,0.255,0.19,0.15,0.086,0.292,0.183,0.428
0.251,0.248,0.246,0.255,0.19,0.14,0.086,0.294,0.183,0.428
