lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.248,0.246,0.254,0.252,14.86,11.7,0.358,0.599,0.378,0.615
0.246,0.248,0.254,0.252,14.95,11.81,0.358,0.598,0.378,0.615
0.248,0.247,0.253,0.252,14.97,11.81,0.36,0.6,0.378,0.615
0.248,0.247,0.254,0.251,14.97,11.83,0.357,0.597,0.378,0.615
0.246,0.246,0.255,0.253,14.97,11.81,0.355,0.596,0.378,0.615
0.248,0.247,0.254,0.251,14.97,11.8,0.355,0.596,0.378,0.615
0.247,0.246,0.255,0.253,14.97,11.79,0.351,0.592,0.378,0.615
0.249,0.246,0.254,0.252,14.98,11.85,0.355,0.595,0.378,0.615
0.246,0.247,0.254,0.253,14.99,11.85,0.358,0.599,0.378,0.615
0.246,0.247,0.254,0.252,14.99,11.82,0.355,0.596,0.378,0.615
0.247,0.245,0.255,0.253,14.99,11.81,0.355,0.596,0.378,0.615
0.247,0.247,0.254,0.252,14.99,11.81,0.354,0.595,0.378,0.615
0.246,0.247,0.254,0.253,15.0,11.83,0.355,0.596,0.378,0.615
0.246,0.245,0.256,0.253,15.0,11.8,0.345,0.587,0.378,0.615
0.248,0.248,0.254,0.251,15.01,11.86,0.354,0.595,0.378,0.615
0.248,0.245,0.254,0.253,15.01,11.85,0.354,0.595,0.378,0.615
0.247,0.244,0.255,0.254,15.01,11.81,0.352,0.593,0.378,0.615
0.245,0.247,0.255,0.253,15.01,11.84,0.347,0.589,0.378,0.615
0.248,0.248,0.254,0.25,15.02,11.86,0.357,0.597,0.378,0.615
0.246,0.246,0.255,0.253,15.02,11.84,0.352,0.593,0.378,0.615
0.246,0.247,0.254,0.253,15.02,11.85,0.351,0.592,0.378,0.615
0.249,0.247,0.254,0.25,15.03,11.89,0.359,0.599,0.378,0.615
0.248,0.245,0.254,0.253,15.03,11.87,0.353,0.594,0.378,0.615
0.244,0.248,0.255,0.253,15.03,11.84,0.352,0.593,0.378,0.615
0.246,0.247,0.255,0.252,15.03,11.85,0.351,0.592,0.378,0.615
0.247,0.246,0.254,0.253,15.03,11.88,0.349,0.591,0.378,0.615
0.247,0.248,0.254,0.251,15.03,11.85,0.349,0.591,0.378,0.615
0.248,0.245,0.256,0.252,15.03,11.83,0.349,0.591,0.378,0.615
0.247,0.243,0.256,0.254,15.03,11.84,0.348,0.59,0.378,0.615
0.246,0.247,0.255,0.252,15.03,11.82,0.348,0.59,0.378,0.615
0.247,0.245,0.255,0.253,15.04,11.87,0.351,0.592,0.378,0.615
0.245,0.246,0.256,0.253,15.04,11.88,0.35,0.592,0.378,0.615
0.245,0.247,0.256,0.252,15.05,11.88,0.35,0.592,0.378,0.615
0.246,0.246,0.256,0.252,15.05,11.88,0.342,0.585,0.378,0.615
0.248,0.247,0.254,0.25,15.06,11.93,0.351,0.592,0.378,0.615
0.243,0.248,0.256,0.253,15.06,11.87,0.349,0.591,0.378,0.615
0.249,0.242,0.255,0.254,15.07,11.9,0.355,0.596,0.378,0.615
0.245,0.246,0.256,0.253,15.07,11.91,0.352,0.593,0.378,0.615
0.244,0.245,0.256,0.255,15.07,11.9,0.343,0.585,0.378,0.615
0.248,0.244,0.257,0.251,15.08,11.88,0.355,0.595,0.378,0.615
0.249,0.247,0.254,0.25,15.08,11.9,0.352,0.593,0.378,0.615
0.244,0.245,0.257,0.254,15.08,11.86,0.343,0.586,0.378,0.615
0.248,0.242,0.256,0.254,15.09,11.9,0.352,0.593,0.378,0.615
0.249,0.244,0.255,0.252,15.1,11.91,0.353,0.594,0.378,0.615
0.247,0.245,0.256,0.252,15.11,11.91,0.348,0.59,0.378,0.615
0.247,0.245,0.256,0.252,15.11,11.94,0.344,0.586,0.378,0.615
0.249,0.243,0.256,0.253,15.12,11.91,0.352,0.593,0.378,0.615
0.249,0.241,0.257,0.252,15.15,11.93,0.347,0.589,0.378,0.615
0.249,0.241,0.256,0.253,15.16,11.91,0.351,0.592,0.378,0.615
0.249,0.242,0.257,0.252,15.17,11.94,0.346,0.588,0.378,0.615
