lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.256,0.258,0.227,0.258,0.4,0.31,0.322,0.567,0.185,0.431
0.256,0.256,0.229,0.258,0.4,0.31,0.32,0.565,0.185,0.431
0.259,0.256,0.227,0.259,0.4,0.31,0.319,0.565,0.185,0.431
0.257,0.257,0.229,0.258,0.4,0.31,0.317,0.563,0.185,0.431
0.256,0.257,0.228,0.258,0.4,0.31,0.315,0.562,0.185,0.431
0.258,0.256,0.227,0.259,0.4,0.31,0.315,0.561,0.185,0.431
0.259,0.251,0.229,0.261,0.41,0.32,0.329,0.574,0.185,0.431
0.259,0.251,0.229,0.261,0.41,0.32,0.327,0.572,0.185,0.431
0.258,0.256,0.228,0.258,0.41,0.31,0.327,0.572,0.185,0.431
0.257,0.256,0.228,0.259,0.41,0.31,0.326,0.571,0.185,0.431
0.258,0.255,0.228,0.26,0.41,0.31,0.325,0.57,0.185,0.431
0.257,0.257,0.228,0.258,0.41,0.31,0.323,0.569,0.185,0.431
0.252,0.259,0.23,0.259,0.41,0.32,0.323,0.568,0.185,0.431
0.259,0.254,0.229,0.258,0.41,0.31,0.323,0.568,0.185,0.431
0.258,0.257,0.228,0.258,0.41,0.31,0.32,0.566,0.185,0.431
0.258,0.256,0.228,0.257,0.41,0.32,0.32,0.565,0.185,0.431
0.257,0.256,0.229,0.258,0.41,0.31,0.318,0.564,0.185,0.431
0.256,0.256,0.23,0.258,0.41,0.31,0.317,0.563,0.185,0.431
0.256,0.258,0.228,0.258,0.41,0.31,0.316,0.562,0.185,0.431
0.259,0.254,0.228,0.259,0.41,0.31,0.316,0.562,0.185,0.431
0.256,0.257,0.229,0.259,0.41,0.31,0.316,0.562,0.185,0.431
0.256,0.257,0.228,0.259,0.41,0.31,0.315,0.562,0.185,0.431
0.257,0.257,0.228,0.258,0.41,0.32,0.315,0.562,0.185,0.431
0.26,0.252,0.23,0.258,0.41,0.32,0.314,0.561,0.185,0.431
0.259,0.258,0.228,0.256,0.41,0.31,0.313,0.56,0.185,0.431
0.258,0.256,0.229,0.257,0.41,0.32,0.312,0.559,0.185,0.431
0.251,0.259,0.23,0.26,0.41,0.32,0.31,0.557,0.185,0.431
0.257,0.256,0.229,0.258,0.41,0.31,0.31,0.557,0.185,0.431
0.258,0.256,0.229,0.257,0.41,0.32,0.31,0.557,0.185,0.431
0.259,0.252,0.23,0.259,0.41,0.32,0.31,0.557,0.185,0.431
0.259,0.253,0.23,0.258,0.41,0.32,0.309,0.556,0.185,0.431
0.255,0.256,0.23,0.259,0.41,0.32,0.309,0.556,0.185,0.431
0.254,0.257,0.23,0.259,0.41,0.32,0.309,0.556,0.185,0.431
0.257,0.254,0.23,0.259,0.41,0.32,0.308,0.555,0.185,0.431
0.256,0.254,0.23,0.26,0.41,0.32,0.307,0.554,0.185,0.431
0.259,0.256,0.229,0.257,0.41,0.32,0.307,0.554,0.185,0.431
0.256,0.256,0.229,0.26,0.41,0.32,0.305,0.552,0.185,0.431
0.258,0.256,0.228,0.257,0.41,0.32,0.305,0.552,0.185,0.431
0.257,0.255,0.23,0.258,0.41,0.32,0.301,0.549,0.185,0.431
0.254,0.258,0.229,0.259,0.41,0.32,0.3,0.548,0.185,0.431
0.259,0.252,0.23,0.259,0.42,0.32,0.308,0.555,0.185,0.431
0.259,0.252,0.231,0.258,0.42,0.32,0.297,0.545,0.185,0.431
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.261,0.249,0.244,0.246,6.51,4.31,0.682,0.826,0.0,0.001
0.251,0.257,0.244,0.248,6.69,4.44,0.698,0.836,0.0,0.001
0.253,0.251,0.246,0.25,6.7,4.45,0.695,0.834,0.0,0.001
0.256,0.247,0.249,0.247,6.72,4.41,0.703,0.838,0.0,0.001
0.255,0.247,0.248,0.25,6.72,4.43,0.694,0.833,0.0,0.001
0.256,0.247,0.247,0.251,6.74,4.44,0.703,0.838,0.0,0.001
0.254,0.251,0.246,0.249,6.74,4.5,0.693,0.833,0.0,0.001
0.254,0.249,0.247,0.251,6.75,4.42,0.695,0.834,0.0,0.001
0.251,0.25,0.248,0.252,6.76,4.4,0.7,0.837,0.0,0.001
0.254,0.255,0.245,0.247,6.76,4.45,0.698,0.835,0.0,0.001
0.251,0.255,0.247,0.247,6.76,4.47,0.69,0.831,0.0,0.001
0.255,0.248,0.246,0.251,6.77,4.46,0.697,0.835,0.0,0.001
0.255,0.253,0.239,0.252,6.77,4.49,0.694,0.833,0.0,0.001
0.253,0.251,0.247,0.249,6.78,4.46,0.695,0.833,0.0,0.001
0.254,0.251,0.246,0.249,6.78,4.49,0.693,0.833,0.0,0.001
0.255,0.251,0.24,0.253,6.79,4.49,0.701,0.837,0.0,0.001
0.254,0.25,0.246,0.249,6.79,4.5,0.699,0.836,0.0,0.001
0.254,0.252,0.243,0.251,6.79,4.47,0.697,0.835,0.0,0.001
0.254,0.246,0.247,0.252,6.8,4.46,0.697,0.835,0.0,0.001
0.252,0.251,0.246,0.25,6.8,4.53,0.681,0.825,0.0,0.001
0.255,0.248,0.246,0.25,6.82,4.48,0.704,0.839,0.0,0.001
0.256,0.258,0.243,0.244,6.82,4.56,0.7,0.837,0.0,0.001
0.255,0.246,0.248,0.251,6.82,4.51,0.686,0.828,0.0,0.001
0.259,0.255,0.243,0.243,6.83,4.5,0.698,0.835,0.0,0.001
0.252,0.245,0.249,0.254,6.83,4.48,0.686,0.828,0.0,0.001
0.255,0.248,0.242,0.255,6.84,4.45,0.693,0.833,0.0,0.001
0.254,0.247,0.246,0.253,6.84,4.45,0.688,0.83,0.0,0.001
0.251,0.247,0.25,0.252,6.84,4.48,0.686,0.828,0.0,0.001
0.257,0.248,0.247,0.247,6.85,4.49,0.701,0.837,0.0,0.001
0.255,0.251,0.244,0.25,6.86,4.55,0.698,0.835,0.0,0.001
0.257,0.249,0.241,0.253,6.86,4.52,0.694,0.833,0.0,0.001
0.253,0.251,0.243,0.253,6.86,4.45,0.69,0.831,0.0,0.001
0.257,0.245,0.254,0.244,6.89,4.47,0.703,0.838,0.0,0.001
0.258,0.252,0.244,0.247,6.89,4.55,0.692,0.832,0.0,0.001
0.252,0.256,0.246,0.246,6.89,4.54,0.691,0.831,0.0,0.001
0.255,0.252,0.243,0.249,6.9,4.52,0.7,0.837,0.0,0.001
0.254,0.255,0.247,0.245,6.9,4.54,0.686,0.828,0.0,0.001
0.254,0.247,0.252,0.247,6.92,4.5,0.691,0.832,0.0,0.001
0.25,0.249,0.249,0.252,6.92,4.54,0.689,0.83,0.0,0.001
0.247,0.253,0.248,0.251,6.92,4.53,0.676,0.822,0.0,0.001
0.249,0.255,0.249,0.247,6.94,4.54,0.675,0.821,0.0,0.001
0.247,0.244,0.253,0.256,6.95,4.51,0.691,0.831,0.0,0.001
0.248,0.256,0.247,0.249,6.96,4.55,0.691,0.831,0.0,0.001
0.247,0.254,0.254,0.244,6.97,4.54,0.691,0.831,0.0,0.001
0.251,0.257,0.247,0.245,6.97,4.56,0.679,0.824,0.0,0.001
0.258,0.244,0.254,0.244,6.98,4.6,0.689,0.83,0.0,0.001
0.252,0.249,0.248,0.25,7.0,4.58,0.689,0.83,0.0,0.001
0.249,0.246,0.246,0.258,7.05,4.56,0.691,0.831,0.0,0.001
0.251,0.256,0.248,0.245,7.06,4.6,0.685,0.828,0.0,0.001
0.25,0.246,0.251,0.253,7.14,4.63,0.688,0.83,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.257,0.231,0.259,0.1,0.08,0.339,0.582,0.002,0.05
0.252,0.257,0.23,0.261,0.1,0.08,0.339,0.583,0.002,0.05
0.254,0.256,0.23,0.26,0.1,0.08,0.339,0.582,0.002,0.05
0.255,0.254,0.23,0.261,0.1,0.08,0.335,0.579,0.002,0.05
0.252,0.257,0.23,0.261,0.1,0.08,0.333,0.577,0.002,0.05
0.249,0.258,0.232,0.261,0.1,0.08,0.332,0.576,0.002,0.05
0.255,0.253,0.231,0.261,0.1,0.08,0.33,0.575,0.002,0.05
0.251,0.257,0.23,0.261,0.1,0.08,0.328,0.572,0.002,0.05
0.254,0.253,0.231,0.262,0.1,0.08,0.328,0.573,0.002,0.05
0.252,0.256,0.231,0.261,0.1,0.08,0.327,0.572,0.002,0.05
0.254,0.255,0.231,0.26,0.1,0.08,0.326,0.571,0.002,0.05
0.254,0.254,0.231,0.262,0.1,0.08,0.325,0.57,0.002,0.05
0.256,0.253,0.231,0.261,0.1,0.08,0.325,0.57,0.002,0.05
0.254,0.255,0.231,0.26,0.1,0.08,0.324,0.57,0.002,0.05
0.255,0.253,0.231,0.261,0.1,0.08,0.324,0.569,0.002,0.05
0.253,0.253,0.233,0.261,0.1,0.08,0.324,0.569,0.002,0.05
0.255,0.254,0.231,0.261,0.1,0.08,0.323,0.568,0.002,0.05
0.254,0.252,0.232,0.262,0.1,0.08,0.321,0.567,0.002,0.05
0.253,0.254,0.232,0.262,0.1,0.08,0.32,0.566,0.002,0.05
0.249,0.257,0.232,0.262,0.1,0.08,0.317,0.563,0.002,0.05
0.254,0.254,0.232,0.26,0.1,0.08,0.317,0.563,0.002,0.05
0.255,0.253,0.231,0.261,0.1,0.08,0.317,0.563,0.002,0.05
0.249,0.256,0.232,0.262,0.1,0.08,0.316,0.562,0.002,0.05
0.254,0.251,0.233,0.263,0.1,0.08,0.315,0.561,0.002,0.05
0.254,0.251,0.233,0.262,0.1,0.08,0.314,0.561,0.002,0.05
0.252,0.255,0.232,0.261,0.1,0.08,0.314,0.56,0.002,0.05
0.25,0.255,0.233,0.262,0.1,0.08,0.313,0.559,0.002,0.05
0.253,0.255,0.232,0.26,0.1,0.08,0.313,0.559,0.002,0.05
0.249,0.256,0.233,0.262,0.1,0.08,0.313,0.56,0.002,0.05
0.252,0.255,0.232,0.261,0.1,0.08,0.312,0.559,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.311,0.558,0.002,0.05
0.251,0.253,0.233,0.263,0.1,0.08,0.31,0.557,0.002,0.05
0.25,0.254,0.234,0.263,0.1,0.08,0.309,0.556,0.002,0.05
0.251,0.254,0.233,0.263,0.1,0.08,0.308,0.555,0.002,0.05
0.255,0.252,0.232,0.26,0.1,0.08,0.308,0.555,0.002,0.05
0.25,0.254,0.233,0.263,0.1,0.08,0.306,0.553,0.002,0.05
0.255,0.252,0.232,0.261,0.1,0.08,0.306,0.553,0.002,0.05
0.249,0.254,0.234,0.263,0.1,0.08,0.305,0.552,0.002,0.05
0.251,0.254,0.232,0.262,0.1,0.08,0.304,0.551,0.002,0.05
0.25,0.253,0.233,0.263,0.1,0.08,0.304,0.552,0.002,0.05
0.248,0.253,0.235,0.264,0.1,0.08,0.303,0.551,0.002,0.05
0.252,0.251,0.233,0.263,0.1,0.08,0.303,0.551,0.002,0.05
0.254,0.253,0.232,0.261,0.1,0.08,0.302,0.55,0.002,0.05
0.25,0.253,0.234,0.262,0.1,0.08,0.301,0.549,0.002,0.05
0.25,0.253,0.234,0.263,0.1,0.08,0.3,0.548,0.002,0.05
0.25,0.252,0.235,0.264,0.1,0.08,0.298,0.546,0.002,0.05
0.253,0.252,0.233,0.263,0.1,0.08,0.298,0.546,0.002,0.05
0.25,0.254,0.235,0.262,0.1,0.08,0.296,0.544,0.002,0.05
0.251,0.253,0.234,0.263,0.1,0.08,0.292,0.541,0.002,0.05
0.253,0.254,0.231,0.262,0.1,0.08,0.282,0.531,0.002,0.05
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.251,0.25,0.249,0.3,0.24,0.037,0.191,0.0,0.001
0.251,0.251,0.25,0.249,0.3,0.24,0.037,0.191,0.0,0.001
0.248,0.25,0.251,0.251,0.3,0.25,0.036,0.19,0.0,0.001
0.251,0.25,0.25,0.249,0.3,0.24,0.034,0.185,0.0,0.001
0.249,0.25,0.25,0.25,0.3,0.24,0.034,0.186,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.24,0.031,0.177,0.0,0.001
0.251,0.249,0.25,0.25,0.3,0.24,0.029,0.171,0.0,0.001
0.25,0.249,0.251,0.25,0.3,0.24,0.029,0.169,0.0,0.001
0.251,0.249,0.25,0.25,0.3,0.24,0.029,0.169,0.0,0.001
0.249,0.248,0.251,0.251,0.3,0.25,0.029,0.17,0.0,0.001
0.247,0.251,0.251,0.251,0.3,0.24,0.028,0.167,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.028,0.168,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.027,0.164,0.0,0.001
0.246,0.251,0.252,0.252,0.3,0.25,0.027,0.165,0.0,0.001
0.247,0.25,0.252,0.251,0.3,0.25,0.027,0.165,0.0,0.001
0.25,0.25,0.251,0.25,0.3,0.25,0.027,0.164,0.0,0.001
0.25,0.249,0.251,0.251,0.3,0.24,0.026,0.163,0.0,0.001
0.252,0.247,0.251,0.25,0.3,0.24,0.026,0.161,0.0,0.001
0.251,0.25,0.25,0.25,0.3,0.24,0.025,0.159,0.0,0.001
0.25,0.249,0.251,0.25,0.3,0.24,0.025,0.16,0.0,0.001
0.249,0.248,0.252,0.252,0.3,0.25,0.024,0.154,0.0,0.001
0.251,0.248,0.25,0.25,0.3,0.24,0.024,0.154,0.0,0.001
0.251,0.247,0.251,0.251,0.3,0.24,0.024,0.154,0.0,0.001
0.246,0.25,0.252,0.252,0.3,0.25,0.023,0.15,0.0,0.001
0.25,0.248,0.251,0.251,0.3,0.25,0.023,0.152,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.022,0.15,0.0,0.001
0.248,0.25,0.251,0.251,0.3,0.25,0.021,0.144,0.0,0.001
0.248,0.25,0.251,0.251,0.3,0.25,0.021,0.145,0.0,0.001
0.248,0.251,0.251,0.251,0.3,0.24,0.02,0.141,0.0,0.001
0.244,0.251,0.253,0.252,0.3,0.25,0.019,0.139,0.0,0.001
0.25,0.247,0.252,0.252,0.3,0.25,0.018,0.136,0.0,0.001
0.247,0.249,0.252,0.252,0.3,0.25,0.017,0.132,0.0,0.001
0.249,0.248,0.252,0.252,0.3,0.25,0.017,0.13,0.0,0.001
0.252,0.245,0.252,0.252,0.3,0.25,0.017,0.129,0.0,0.001
0.249,0.244,0.254,0.253,0.3,0.25,0.017,0.132,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.016,0.126,0.0,0.001
0.251,0.245,0.252,0.252,0.3,0.25,0.016,0.125,0.0,0.001
0.244,0.25,0.253,0.253,0.3,0.25,0.015,0.124,0.0,0.001
0.247,0.247,0.253,0.253,0.3,0.25,0.015,0.123,0.0,0.001
0.249,0.247,0.252,0.252,0.3,0.25,0.014,0.119,0.0,0.001
0.249,0.246,0.252,0.252,0.3,0.25,0.014,0.12,0.0,0.001
0.252,0.245,0.252,0.252,0.3,0.25,0.014,0.119,0.0,0.001
0.248,0.244,0.254,0.254,0.3,0.25,0.013,0.113,0.0,0.001
0.249,0.247,0.252,0.252,0.3,0.25,0.012,0.11,0.0,0.001
0.253,0.244,0.252,0.252,0.3,0.25,0.012,0.111,0.0,0.001
0.242,0.252,0.253,0.253,0.3,0.25,0.011,0.107,0.0,0.001
0.25,0.243,0.254,0.253,0.3,0.25,0.011,0.103,0.0,0.001
0.253,0.243,0.252,0.252,0.3,0.25,0.011,0.106,0.0,0.001
0.249,0.245,0.253,0.253,0.3,0.25,0.01,0.101,0.0,0.001
0.245,0.245,0.255,0.255,0.31,0.25,0.006,0.079,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.249,0.25,0.243,0.259,0.55,0.45,0.131,0.362,0.022,0.149
0.251,0.246,0.243,0.26,0.55,0.45,0.122,0.35,0.022,0.149
0.25,0.251,0.241,0.258,0.55,0.46,0.099,0.315,0.022,0.149
0.25,0.252,0.241,0.257,0.56,0.45,0.143,0.379,0.022,0.149
0.253,0.246,0.242,0.258,0.56,0.46,0.135,0.367,0.022,0.149
0.25,0.248,0.243,0.259,0.56,0.46,0.132,0.363,0.022,0.149
0.249,0.249,0.243,0.259,0.56,0.46,0.129,0.36,0.022,0.149
0.25,0.247,0.243,0.259,0.56,0.46,0.129,0.359,0.022,0.149
0.251,0.249,0.242,0.258,0.56,0.46,0.129,0.359,0.022,0.149
0.25,0.247,0.243,0.259,0.56,0.46,0.128,0.357,0.022,0.149
0.246,0.251,0.243,0.26,0.56,0.45,0.128,0.358,0.022,0.149
0.247,0.249,0.244,0.259,0.56,0.46,0.127,0.356,0.022,0.149
0.249,0.25,0.243,0.259,0.56,0.45,0.126,0.355,0.022,0.149
0.242,0.251,0.246,0.261,0.56,0.46,0.126,0.355,0.022,0.149
0.251,0.247,0.242,0.259,0.56,0.46,0.126,0.355,0.022,0.149
0.249,0.249,0.243,0.258,0.56,0.46,0.126,0.354,0.022,0.149
0.242,0.251,0.246,0.261,0.56,0.46,0.126,0.355,0.022,0.149
0.248,0.25,0.244,0.259,0.56,0.46,0.126,0.354,0.022,0.149
0.25,0.247,0.243,0.26,0.56,0.46,0.125,0.353,0.022,0.149
0.249,0.248,0.243,0.26,0.56,0.46,0.125,0.353,0.022,0.149
0.249,0.249,0.243,0.258,0.56,0.46,0.124,0.352,0.022,0.149
0.247,0.25,0.243,0.26,0.56,0.46,0.124,0.353,0.022,0.149
0.252,0.245,0.243,0.259,0.56,0.46,0.124,0.352,0.022,0.149
0.247,0.248,0.244,0.26,0.56,0.46,0.123,0.351,0.022,0.149
0.245,0.25,0.244,0.26,0.56,0.46,0.123,0.35,0.022,0.149
0.249,0.249,0.243,0.26,0.56,0.45,0.122,0.35,0.022,0.149
0.249,0.248,0.244,0.26,0.56,0.46,0.121,0.347,0.022,0.149
0.247,0.248,0.244,0.26,0.56,0.46,0.121,0.348,0.022,0.149
0.249,0.249,0.243,0.259,0.56,0.46,0.121,0.347,0.022,0.149
0.244,0.251,0.245,0.261,0.56,0.46,0.12,0.346,0.022,0.149
0.246,0.248,0.245,0.261,0.56,0.46,0.12,0.346,0.022,0.149
0.245,0.249,0.246,0.261,0.56,0.46,0.12,0.347,0.022,0.149
0.251,0.247,0.243,0.259,0.56,0.45,0.119,0.345,0.022,0.149
0.25,0.247,0.244,0.259,0.56,0.46,0.118,0.343,0.022,0.149
0.249,0.248,0.244,0.26,0.56,0.45,0.117,0.342,0.022,0.149
0.248,0.247,0.244,0.26,0.56,0.46,0.117,0.343,0.022,0.149
0.248,0.248,0.244,0.26,0.56,0.46,0.117,0.342,0.022,0.149
0.249,0.248,0.244,0.259,0.56,0.46,0.116,0.341,0.022,0.149
0.247,0.248,0.244,0.26,0.56,0.46,0.115,0.34,0.022,0.149
0.244,0.25,0.245,0.261,0.56,0.46,0.114,0.337,0.022,0.149
0.245,0.25,0.245,0.261,0.56,0.46,0.114,0.337,0.022,0.149
0.247,0.248,0.245,0.26,0.56,0.46,0.114,0.337,0.022,0.149
0.247,0.248,0.245,0.261,0.56,0.46,0.113,0.337,0.022,0.149
0.248,0.248,0.244,0.259,0.56,0.46,0.113,0.335,0.022,0.149
0.245,0.248,0.245,0.261,0.56,0.46,0.111,0.333,0.022,0.149
0.243,0.249,0.246,0.261,0.56,0.46,0.109,0.33,0.022,0.149
0.247,0.246,0.246,0.261,0.56,0.46,0.108,0.329,0.022,0.149
0.243,0.248,0.247,0.262,0.56,0.46,0.103,0.321,0.022,0.149
0.237,0.252,0.248,0.263,0.56,0.46,0.102,0.319,0.022,0.149
0.246,0.246,0.247,0.262,0.56,0.46,0.099,0.315,0.022,0.149
