lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.261,0.26,0.222,0.258,14.84,11.82,0.361,0.6,0.402,0.634
0.256,0.258,0.224,0.262,14.85,11.85,0.354,0.595,0.402,0.634
0.259,0.261,0.224,0.257,14.86,11.88,0.35,0.591,0.402,0.634
0.26,0.26,0.221,0.259,14.89,11.87,0.354,0.595,0.402,0.634
0.255,0.262,0.229,0.254,14.89,11.9,0.353,0.594,0.402,0.634
0.253,0.26,0.225,0.262,14.89,11.92,0.342,0.585,0.402,0.634
0.261,0.26,0.223,0.257,14.91,11.91,0.354,0.595,0.402,0.634
0.258,0.258,0.224,0.259,14.91,11.89,0.348,0.59,0.402,0.634
0.261,0.255,0.223,0.261,14.92,11.87,0.366,0.605,0.402,0.634
0.259,0.262,0.224,0.255,14.93,11.89,0.349,0.59,0.402,0.634
0.252,0.26,0.225,0.263,14.93,11.9,0.334,0.578,0.402,0.634
0.26,0.255,0.223,0.261,14.94,11.94,0.358,0.598,0.402,0.634
0.254,0.261,0.224,0.261,14.94,11.96,0.357,0.598,0.402,0.634
0.258,0.261,0.224,0.257,14.95,11.91,0.348,0.59,0.402,0.634
0.258,0.262,0.225,0.256,14.96,11.95,0.358,0.598,0.402,0.634
0.261,0.257,0.224,0.258,14.96,11.92,0.349,0.59,0.402,0.634
0.259,0.26,0.224,0.257,15.0,11.96,0.351,0.592,0.402,0.634
0.259,0.259,0.224,0.258,15.0,11.92,0.346,0.588,0.402,0.634
0.261,0.257,0.224,0.258,15.01,11.99,0.357,0.598,0.402,0.634
0.26,0.258,0.224,0.258,15.05,11.98,0.35,0.592,0.402,0.634
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.264,0.264,0.212,0.26,1.02,0.81,0.426,0.653,0.338,0.582
0.26,0.25,0.228,0.262,1.03,0.82,0.453,0.673,0.338,0.582
0.258,0.256,0.226,0.26,1.03,0.82,0.447,0.669,0.338,0.582
0.26,0.247,0.23,0.262,1.04,0.82,0.447,0.669,0.338,0.582
0.259,0.251,0.229,0.262,1.04,0.83,0.445,0.667,0.338,0.582
0.26,0.264,0.216,0.259,1.04,0.83,0.445,0.667,0.338,0.582
0.262,0.262,0.216,0.26,1.04,0.83,0.443,0.665,0.338,0.582
0.262,0.262,0.215,0.26,1.04,0.83,0.442,0.664,0.338,0.582
0.261,0.261,0.214,0.264,1.04,0.83,0.438,0.662,0.338,0.582
0.261,0.263,0.216,0.259,1.04,0.83,0.431,0.657,0.338,0.582
0.255,0.251,0.23,0.263,1.05,0.84,0.448,0.669,0.338,0.582
0.261,0.264,0.214,0.261,1.05,0.83,0.446,0.668,0.338,0.582
0.26,0.262,0.217,0.261,1.05,0.84,0.44,0.664,0.338,0.582
0.261,0.26,0.215,0.264,1.05,0.83,0.44,0.663,0.338,0.582
0.262,0.264,0.217,0.257,1.05,0.84,0.44,0.663,0.338,0.582
0.26,0.262,0.216,0.262,1.05,0.84,0.44,0.663,0.338,0.582
0.26,0.262,0.216,0.262,1.05,0.84,0.439,0.663,0.338,0.582
0.263,0.263,0.214,0.259,1.05,0.84,0.436,0.661,0.338,0.582
0.261,0.261,0.216,0.262,1.05,0.84,0.435,0.66,0.338,0.582
0.261,0.261,0.215,0.263,1.05,0.84,0.435,0.66,0.338,0.582
0.261,0.261,0.216,0.263,1.05,0.84,0.433,0.658,0.338,0.582
0.26,0.262,0.216,0.262,1.05,0.84,0.432,0.657,0.338,0.582
0.261,0.261,0.217,0.261,1.05,0.84,0.431,0.657,0.338,0.582
0.262,0.262,0.215,0.261,1.05,0.84,0.43,0.656,0.338,0.582
0.265,0.263,0.216,0.256,1.06,0.84,0.435,0.66,0.338,0.582
0.263,0.262,0.216,0.259,1.06,0.84,0.434,0.659,0.338,0.582
0.266,0.261,0.218,0.254,1.06,0.85,0.433,0.658,0.338,0.582
0.261,0.26,0.215,0.264,1.06,0.84,0.428,0.654,0.338,0.582
0.265,0.263,0.22,0.253,1.06,0.85,0.428,0.654,0.338,0.582
0.262,0.265,0.217,0.256,1.06,0.84,0.427,0.654,0.338,0.582
0.261,0.26,0.215,0.264,1.06,0.84,0.426,0.653,0.338,0.582
0.261,0.262,0.218,0.258,1.06,0.85,0.425,0.652,0.338,0.582
0.263,0.263,0.217,0.257,1.06,0.85,0.425,0.652,0.338,0.582
0.264,0.262,0.217,0.256,1.06,0.85,0.423,0.65,0.338,0.582
0.258,0.264,0.218,0.26,1.06,0.84,0.421,0.649,0.338,0.582
0.26,0.258,0.233,0.248,1.06,0.85,0.417,0.646,0.338,0.582
0.266,0.257,0.217,0.26,1.07,0.85,0.443,0.665,0.338,0.582
0.264,0.265,0.219,0.252,1.07,0.85,0.436,0.66,0.338,0.582
0.262,0.266,0.219,0.253,1.07,0.85,0.432,0.658,0.338,0.582
0.26,0.263,0.218,0.259,1.07,0.86,0.429,0.655,0.338,0.582
0.263,0.257,0.219,0.261,1.07,0.86,0.429,0.655,0.338,0.582
0.263,0.263,0.219,0.255,1.07,0.85,0.428,0.654,0.338,0.582
0.264,0.264,0.219,0.253,1.07,0.85,0.426,0.653,0.338,0.582
0.266,0.262,0.218,0.254,1.07,0.85,0.423,0.65,0.338,0.582
0.264,0.263,0.219,0.255,1.07,0.85,0.422,0.649,0.338,0.582
0.262,0.264,0.219,0.255,1.07,0.85,0.419,0.647,0.338,0.582
0.262,0.263,0.217,0.258,1.07,0.86,0.416,0.645,0.338,0.582
0.266,0.258,0.219,0.257,1.08,0.86,0.426,0.653,0.338,0.582
0.263,0.262,0.219,0.255,1.08,0.86,0.412,0.642,0.338,0.582
0.264,0.258,0.22,0.257,1.09,0.87,0.418,0.646,0.338,0.582
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.254,0.239,0.254,0.19,0.15,0.171,0.414,0.215,0.464
0.249,0.252,0.242,0.256,0.19,0.15,0.167,0.408,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.166,0.408,0.215,0.464
0.251,0.251,0.242,0.257,0.19,0.15,0.166,0.408,0.215,0.464
0.254,0.251,0.24,0.255,0.19,0.15,0.165,0.406,0.215,0.464
0.248,0.251,0.243,0.258,0.19,0.15,0.164,0.405,0.215,0.464
0.251,0.253,0.24,0.255,0.19,0.15,0.164,0.405,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.164,0.405,0.215,0.464
0.25,0.25,0.242,0.257,0.19,0.15,0.163,0.403,0.215,0.464
0.254,0.251,0.24,0.255,0.19,0.15,0.163,0.404,0.215,0.464
0.253,0.253,0.239,0.255,0.19,0.15,0.163,0.403,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.161,0.401,0.215,0.464
0.252,0.251,0.241,0.256,0.19,0.15,0.161,0.402,0.215,0.464
0.251,0.251,0.242,0.256,0.19,0.15,0.161,0.402,0.215,0.464
0.252,0.251,0.241,0.256,0.19,0.15,0.16,0.4,0.215,0.464
0.251,0.251,0.241,0.257,0.19,0.15,0.16,0.4,0.215,0.464
0.248,0.253,0.242,0.257,0.19,0.15,0.16,0.401,0.215,0.464
0.252,0.25,0.241,0.256,0.19,0.15,0.16,0.4,0.215,0.464
0.25,0.252,0.241,0.256,0.19,0.15,0.159,0.399,0.215,0.464
0.252,0.25,0.241,0.256,0.19,0.15,0.159,0.399,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.158,0.397,0.215,0.464
0.252,0.25,0.241,0.257,0.19,0.15,0.158,0.398,0.215,0.464
0.25,0.251,0.242,0.257,0.19,0.15,0.158,0.397,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.158,0.397,0.215,0.464
0.248,0.252,0.242,0.257,0.19,0.15,0.157,0.396,0.215,0.464
0.247,0.253,0.243,0.258,0.19,0.15,0.157,0.396,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.156,0.394,0.215,0.464
0.251,0.25,0.242,0.257,0.19,0.15,0.156,0.395,0.215,0.464
0.246,0.253,0.243,0.258,0.19,0.15,0.154,0.393,0.215,0.464
0.252,0.249,0.242,0.257,0.19,0.15,0.154,0.393,0.215,0.464
0.253,0.25,0.241,0.256,0.19,0.15,0.154,0.392,0.215,0.464
0.249,0.249,0.243,0.259,0.19,0.15,0.153,0.391,0.215,0.464
0.251,0.251,0.242,0.257,0.19,0.15,0.153,0.391,0.215,0.464
0.25,0.251,0.242,0.257,0.19,0.15,0.152,0.39,0.215,0.464
0.252,0.248,0.243,0.258,0.19,0.15,0.152,0.391,0.215,0.464
0.25,0.25,0.242,0.257,0.19,0.15,0.15,0.387,0.215,0.464
0.249,0.251,0.243,0.257,0.19,0.15,0.15,0.388,0.215,0.464
0.248,0.246,0.246,0.26,0.19,0.15,0.15,0.388,0.215,0.464
0.251,0.249,0.243,0.257,0.19,0.15,0.149,0.386,0.215,0.464
0.25,0.247,0.244,0.259,0.19,0.15,0.149,0.386,0.215,0.464
0.248,0.251,0.243,0.258,0.19,0.15,0.148,0.384,0.215,0.464
0.25,0.249,0.243,0.257,0.19,0.15,0.146,0.382,0.215,0.464
0.246,0.247,0.246,0.261,0.19,0.15,0.146,0.382,0.215,0.464
0.247,0.25,0.244,0.259,0.19,0.15,0.143,0.378,0.215,0.464
0.249,0.246,0.245,0.26,0.19,0.15,0.142,0.377,0.215,0.464
0.247,0.249,0.245,0.259,0.19,0.15,0.142,0.377,0.215,0.464
0.248,0.248,0.245,0.259,0.19,0.15,0.141,0.376,0.215,0.464
0.249,0.246,0.245,0.26,0.19,0.15,0.14,0.374,0.215,0.464
0.245,0.252,0.244,0.259,0.19,0.15,0.137,0.37,0.215,0.464
0.248,0.249,0.244,0.259,0.2,0.15,0.139,0.373,0.215,0.464
