lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.249,0.254,0.249,12.55,9.62,0.193,0.439,0.225,0.475
0.247,0.25,0.255,0.248,12.7,9.71,0.206,0.454,0.225,0.475
0.243,0.249,0.257,0.252,12.73,9.79,0.201,0.449,0.225,0.475
0.244,0.248,0.256,0.252,12.73,9.81,0.2,0.447,0.225,0.475
0.24,0.25,0.257,0.252,12.75,9.8,0.198,0.444,0.225,0.475
0.246,0.247,0.255,0.251,12.76,9.82,0.201,0.448,0.225,0.475
0.244,0.248,0.258,0.25,12.77,9.8,0.197,0.444,0.225,0.475
0.237,0.253,0.258,0.252,12.78,9.76,0.194,0.44,0.225,0.475
0.243,0.248,0.257,0.252,12.79,9.84,0.197,0.444,0.225,0.475
0.238,0.251,0.258,0.254,12.79,9.82,0.192,0.438,0.225,0.475
0.245,0.246,0.257,0.253,12.83,9.86,0.192,0.438,0.225,0.475
0.243,0.246,0.259,0.252,12.83,9.87,0.186,0.431,0.225,0.475
0.241,0.249,0.258,0.252,12.84,9.83,0.198,0.445,0.225,0.475
0.244,0.247,0.257,0.252,12.84,9.88,0.196,0.443,0.225,0.475
0.245,0.245,0.259,0.251,12.84,9.91,0.181,0.425,0.225,0.475
0.24,0.247,0.259,0.254,12.85,9.84,0.186,0.432,0.225,0.475
0.242,0.246,0.258,0.254,12.85,9.86,0.186,0.431,0.225,0.475
0.241,0.247,0.259,0.254,12.85,9.94,0.184,0.429,0.225,0.475
0.243,0.246,0.259,0.252,12.86,9.84,0.182,0.426,0.225,0.475
0.235,0.248,0.261,0.256,12.86,9.87,0.181,0.425,0.225,0.475
0.242,0.247,0.257,0.253,12.88,9.85,0.197,0.444,0.225,0.475
0.245,0.244,0.259,0.253,12.88,9.84,0.186,0.431,0.225,0.475
0.237,0.249,0.259,0.255,12.88,9.9,0.184,0.429,0.225,0.475
0.241,0.247,0.259,0.253,12.89,9.95,0.18,0.424,0.225,0.475
0.244,0.246,0.257,0.253,12.9,9.91,0.19,0.436,0.225,0.475
0.245,0.242,0.259,0.254,12.91,9.96,0.186,0.431,0.225,0.475
0.238,0.249,0.259,0.254,12.91,9.98,0.181,0.425,0.225,0.475
0.248,0.244,0.257,0.251,12.92,9.91,0.191,0.436,0.225,0.475
0.247,0.243,0.258,0.252,12.92,9.96,0.191,0.437,0.225,0.475
0.238,0.249,0.26,0.254,12.93,9.95,0.184,0.429,0.225,0.475
0.244,0.246,0.259,0.251,12.93,9.94,0.182,0.427,0.225,0.475
0.242,0.243,0.26,0.255,12.93,9.94,0.181,0.426,0.225,0.475
0.242,0.243,0.26,0.255,12.94,9.95,0.181,0.426,0.225,0.475
0.245,0.243,0.258,0.254,12.95,9.97,0.188,0.434,0.225,0.475
0.243,0.243,0.26,0.254,12.95,9.94,0.177,0.421,0.225,0.475
0.238,0.243,0.262,0.256,12.96,9.95,0.179,0.423,0.225,0.475
0.239,0.246,0.259,0.256,12.97,10.0,0.184,0.428,0.225,0.475
0.237,0.247,0.261,0.255,12.97,9.94,0.178,0.422,0.225,0.475
0.239,0.246,0.26,0.255,12.99,9.94,0.182,0.426,0.225,0.475
0.237,0.247,0.261,0.256,12.99,9.93,0.181,0.426,0.225,0.475
0.24,0.245,0.26,0.256,12.99,10.0,0.181,0.426,0.225,0.475
0.243,0.24,0.262,0.255,13.01,9.97,0.18,0.425,0.225,0.475
0.246,0.242,0.259,0.253,13.01,10.02,0.179,0.423,0.225,0.475
0.244,0.242,0.259,0.255,13.02,10.03,0.176,0.42,0.225,0.475
0.247,0.24,0.26,0.253,13.04,10.01,0.176,0.419,0.225,0.475
0.246,0.242,0.26,0.253,13.06,10.04,0.177,0.421,0.225,0.475
0.247,0.24,0.26,0.253,13.08,10.02,0.185,0.43,0.225,0.475
0.247,0.238,0.259,0.256,13.09,10.1,0.188,0.433,0.225,0.475
0.248,0.239,0.26,0.254,13.09,10.07,0.182,0.427,0.225,0.475
0.247,0.238,0.259,0.256,13.1,10.12,0.188,0.434,0.225,0.475
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.258,0.259,0.23,0.254,0.99,0.77,0.224,0.474,0.175,0.419
0.251,0.254,0.237,0.259,1.02,0.79,0.199,0.446,0.175,0.419
0.253,0.253,0.236,0.258,1.02,0.79,0.195,0.442,0.175,0.419
0.248,0.256,0.237,0.259,1.02,0.8,0.19,0.436,0.175,0.419
0.248,0.254,0.238,0.26,1.02,0.8,0.186,0.431,0.175,0.419
0.25,0.253,0.238,0.26,1.02,0.8,0.186,0.432,0.175,0.419
0.249,0.254,0.238,0.259,1.03,0.8,0.198,0.445,0.175,0.419
0.248,0.25,0.247,0.255,1.03,0.8,0.195,0.441,0.175,0.419
0.249,0.255,0.237,0.259,1.03,0.8,0.192,0.438,0.175,0.419
0.252,0.252,0.236,0.26,1.03,0.79,0.192,0.438,0.175,0.419
0.249,0.255,0.237,0.259,1.03,0.81,0.19,0.436,0.175,0.419
0.248,0.247,0.248,0.257,1.03,0.8,0.189,0.435,0.175,0.419
0.252,0.252,0.238,0.258,1.03,0.81,0.188,0.434,0.175,0.419
0.247,0.255,0.238,0.26,1.03,0.8,0.187,0.432,0.175,0.419
0.25,0.252,0.237,0.261,1.03,0.8,0.187,0.432,0.175,0.419
0.249,0.254,0.238,0.259,1.03,0.79,0.187,0.433,0.175,0.419
0.249,0.251,0.239,0.261,1.03,0.8,0.186,0.432,0.175,0.419
0.246,0.252,0.24,0.261,1.03,0.8,0.183,0.428,0.175,0.419
0.253,0.253,0.237,0.257,1.03,0.8,0.182,0.427,0.175,0.419
0.249,0.254,0.237,0.26,1.04,0.81,0.195,0.442,0.175,0.419
0.251,0.25,0.239,0.261,1.04,0.82,0.191,0.437,0.175,0.419
0.253,0.251,0.237,0.259,1.04,0.82,0.191,0.437,0.175,0.419
0.251,0.25,0.239,0.26,1.04,0.81,0.188,0.434,0.175,0.419
0.249,0.255,0.236,0.259,1.04,0.81,0.187,0.432,0.175,0.419
0.253,0.253,0.238,0.257,1.04,0.81,0.186,0.431,0.175,0.419
0.251,0.25,0.238,0.261,1.04,0.81,0.185,0.43,0.175,0.419
0.253,0.253,0.237,0.257,1.04,0.81,0.184,0.429,0.175,0.419
0.249,0.251,0.239,0.261,1.04,0.82,0.183,0.428,0.175,0.419
0.247,0.255,0.238,0.26,1.04,0.81,0.182,0.426,0.175,0.419
0.253,0.249,0.239,0.259,1.04,0.81,0.181,0.425,0.175,0.419
0.252,0.249,0.239,0.259,1.04,0.82,0.179,0.423,0.175,0.419
0.247,0.25,0.241,0.262,1.04,0.81,0.178,0.422,0.175,0.419
0.252,0.252,0.238,0.258,1.04,0.81,0.178,0.422,0.175,0.419
0.244,0.254,0.241,0.262,1.04,0.8,0.177,0.42,0.175,0.419
0.25,0.251,0.239,0.26,1.04,0.81,0.174,0.417,0.175,0.419
0.249,0.251,0.239,0.261,1.04,0.81,0.173,0.416,0.175,0.419
0.249,0.25,0.24,0.261,1.04,0.81,0.169,0.411,0.175,0.419
0.25,0.242,0.249,0.259,1.05,0.82,0.189,0.435,0.175,0.419
0.255,0.248,0.238,0.259,1.05,0.82,0.183,0.428,0.175,0.419
0.25,0.245,0.249,0.255,1.05,0.82,0.182,0.426,0.175,0.419
0.25,0.249,0.24,0.261,1.05,0.82,0.178,0.422,0.175,0.419
0.251,0.248,0.24,0.261,1.05,0.83,0.178,0.422,0.175,0.419
0.253,0.251,0.238,0.258,1.05,0.82,0.176,0.42,0.175,0.419
0.252,0.24,0.251,0.256,1.05,0.82,0.175,0.418,0.175,0.419
0.247,0.246,0.251,0.257,1.05,0.82,0.171,0.413,0.175,0.419
0.253,0.246,0.238,0.263,1.06,0.83,0.187,0.432,0.175,0.419
0.253,0.249,0.238,0.26,1.06,0.83,0.181,0.425,0.175,0.419
0.252,0.249,0.239,0.26,1.06,0.83,0.181,0.426,0.175,0.419
0.249,0.249,0.241,0.261,1.06,0.83,0.169,0.411,0.175,0.419
0.254,0.246,0.24,0.261,1.07,0.84,0.173,0.416,0.175,0.419
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.253,0.242,0.254,0.19,0.14,0.162,0.402,0.183,0.428
0.253,0.25,0.243,0.255,0.19,0.14,0.157,0.396,0.183,0.428
0.254,0.25,0.243,0.254,0.19,0.14,0.157,0.396,0.183,0.428
0.254,0.251,0.241,0.254,0.19,0.14,0.156,0.395,0.183,0.428
0.252,0.253,0.242,0.253,0.19,0.14,0.153,0.391,0.183,0.428
0.253,0.249,0.244,0.254,0.19,0.14,0.153,0.391,0.183,0.428
0.253,0.249,0.243,0.255,0.19,0.14,0.152,0.39,0.183,0.428
0.254,0.247,0.243,0.255,0.19,0.14,0.15,0.387,0.183,0.428
0.255,0.251,0.242,0.252,0.19,0.14,0.149,0.386,0.183,0.428
0.253,0.248,0.244,0.255,0.19,0.14,0.146,0.382,0.183,0.428
0.253,0.248,0.244,0.255,0.19,0.14,0.142,0.377,0.183,0.428
0.253,0.249,0.243,0.255,0.19,0.14,0.142,0.377,0.183,0.428
0.254,0.248,0.243,0.255,0.19,0.14,0.141,0.376,0.183,0.428
0.253,0.249,0.242,0.255,0.19,0.14,0.141,0.376,0.183,0.428
0.251,0.251,0.242,0.256,0.19,0.14,0.14,0.374,0.183,0.428
0.256,0.249,0.243,0.252,0.19,0.14,0.14,0.374,0.183,0.428
0.251,0.251,0.242,0.256,0.19,0.14,0.139,0.373,0.183,0.428
0.253,0.251,0.243,0.252,0.19,0.14,0.138,0.371,0.183,0.428
0.253,0.252,0.242,0.253,0.19,0.14,0.138,0.372,0.183,0.428
0.253,0.247,0.244,0.256,0.19,0.14,0.137,0.37,0.183,0.428
0.254,0.25,0.243,0.253,0.19,0.14,0.137,0.37,0.183,0.428
0.251,0.251,0.242,0.256,0.19,0.14,0.135,0.368,0.183,0.428
0.252,0.25,0.242,0.256,0.19,0.14,0.135,0.368,0.183,0.428
0.25,0.251,0.242,0.256,0.19,0.14,0.134,0.366,0.183,0.428
0.25,0.248,0.245,0.257,0.19,0.14,0.134,0.366,0.183,0.428
0.252,0.25,0.243,0.256,0.19,0.14,0.132,0.364,0.183,0.428
0.253,0.249,0.243,0.255,0.19,0.14,0.132,0.363,0.183,0.428
0.253,0.249,0.244,0.255,0.19,0.14,0.131,0.362,0.183,0.428
0.252,0.249,0.243,0.256,0.19,0.14,0.13,0.361,0.183,0.428
0.252,0.253,0.243,0.252,0.19,0.14,0.128,0.358,0.183,0.428
0.249,0.249,0.244,0.257,0.19,0.14,0.127,0.356,0.183,0.428
0.252,0.248,0.244,0.256,0.19,0.14,0.127,0.356,0.183,0.428
0.252,0.252,0.243,0.254,0.19,0.14,0.126,0.355,0.183,0.428
0.254,0.247,0.244,0.256,0.19,0.14,0.125,0.354,0.183,0.428
0.252,0.249,0.243,0.255,0.19,0.14,0.125,0.353,0.183,0.428
0.254,0.247,0.243,0.256,0.19,0.14,0.125,0.353,0.183,0.428
0.252,0.248,0.245,0.255,0.19,0.14,0.125,0.354,0.183,0.428
0.252,0.247,0.245,0.256,0.19,0.14,0.122,0.349,0.183,0.428
0.25,0.251,0.244,0.254,0.19,0.14,0.122,0.349,0.183,0.428
0.253,0.25,0.244,0.253,0.19,0.14,0.116,0.34,0.183,0.428
0.252,0.249,0.245,0.254,0.19,0.14,0.115,0.34,0.183,0.428
0.251,0.252,0.244,0.253,0.19,0.14,0.111,0.334,0.183,0.428
0.252,0.246,0.245,0.256,0.19,0.14,0.111,0.334,0.183,0.428
