lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.248,0.254,0.251,15.06,11.86,0.385,0.62,0.399,0.631
0.247,0.247,0.254,0.252,15.15,11.99,0.387,0.622,0.399,0.631
0.248,0.247,0.253,0.252,15.18,12.03,0.384,0.62,0.399,0.631
0.248,0.247,0.255,0.25,15.18,12.03,0.382,0.618,0.399,0.631
0.249,0.248,0.253,0.25,15.18,12.01,0.379,0.616,0.399,0.631
0.248,0.247,0.254,0.252,15.19,12.02,0.382,0.618,0.399,0.631
0.247,0.244,0.256,0.253,15.2,12.04,0.381,0.617,0.399,0.631
0.248,0.247,0.254,0.252,15.2,12.01,0.381,0.617,0.399,0.631
0.246,0.247,0.255,0.253,15.2,12.01,0.38,0.616,0.399,0.631
0.246,0.247,0.255,0.252,15.2,12.02,0.377,0.614,0.399,0.631
0.248,0.243,0.255,0.254,15.21,12.03,0.382,0.618,0.399,0.631
0.248,0.247,0.253,0.252,15.21,12.03,0.382,0.618,0.399,0.631
0.247,0.246,0.253,0.253,15.22,12.07,0.382,0.618,0.399,0.631
0.247,0.247,0.254,0.251,15.22,12.04,0.381,0.617,0.399,0.631
0.248,0.248,0.254,0.25,15.23,12.06,0.382,0.618,0.399,0.631
0.247,0.246,0.255,0.252,15.23,12.02,0.381,0.617,0.399,0.631
0.246,0.246,0.254,0.253,15.23,12.08,0.379,0.616,0.399,0.631
0.246,0.248,0.255,0.252,15.23,12.06,0.377,0.614,0.399,0.631
0.249,0.246,0.256,0.249,15.24,12.02,0.385,0.621,0.399,0.631
0.246,0.246,0.255,0.253,15.24,12.07,0.381,0.617,0.399,0.631
0.248,0.244,0.254,0.254,15.24,12.05,0.381,0.618,0.399,0.631
0.249,0.249,0.254,0.248,15.24,12.02,0.381,0.618,0.399,0.631
0.248,0.246,0.255,0.251,15.24,12.11,0.38,0.616,0.399,0.631
0.247,0.247,0.253,0.253,15.24,12.07,0.379,0.616,0.399,0.631
0.247,0.247,0.254,0.252,15.24,12.07,0.377,0.614,0.399,0.631
0.248,0.247,0.255,0.251,15.24,12.02,0.374,0.612,0.399,0.631
0.249,0.248,0.254,0.248,15.25,12.07,0.38,0.617,0.399,0.631
0.248,0.246,0.254,0.252,15.25,12.06,0.376,0.613,0.399,0.631
0.247,0.248,0.255,0.25,15.26,12.06,0.379,0.615,0.399,0.631
0.245,0.244,0.257,0.254,15.26,12.1,0.379,0.616,0.399,0.631
0.246,0.248,0.256,0.251,15.26,12.09,0.375,0.612,0.399,0.631
0.245,0.246,0.256,0.253,15.26,12.07,0.374,0.612,0.399,0.631
0.248,0.248,0.254,0.25,15.26,12.07,0.374,0.612,0.399,0.631
0.249,0.249,0.253,0.249,15.27,12.04,0.38,0.617,0.399,0.631
0.249,0.249,0.254,0.249,15.27,12.06,0.376,0.613,0.399,0.631
0.246,0.245,0.256,0.253,15.27,12.08,0.374,0.611,0.399,0.631
0.247,0.246,0.257,0.25,15.28,12.08,0.379,0.616,0.399,0.631
0.248,0.247,0.255,0.251,15.28,12.06,0.377,0.614,0.399,0.631
0.245,0.245,0.256,0.253,15.29,12.13,0.378,0.615,0.399,0.631
0.245,0.245,0.256,0.253,15.29,12.1,0.373,0.611,0.399,0.631
0.249,0.244,0.257,0.25,15.31,12.07,0.379,0.616,0.399,0.631
0.244,0.247,0.256,0.253,15.31,12.12,0.367,0.606,0.399,0.631
0.25,0.245,0.254,0.251,15.32,12.11,0.377,0.614,0.399,0.631
0.245,0.245,0.257,0.253,15.32,12.15,0.368,0.607,0.399,0.631
0.249,0.244,0.255,0.252,15.33,12.11,0.378,0.615,0.399,0.631
0.248,0.248,0.255,0.25,15.33,12.12,0.373,0.611,0.399,0.631
0.246,0.245,0.256,0.253,15.34,12.14,0.367,0.606,0.399,0.631
0.248,0.244,0.256,0.252,15.35,12.13,0.373,0.611,0.399,0.631
0.244,0.245,0.257,0.254,15.36,12.16,0.369,0.607,0.399,0.631
0.247,0.244,0.257,0.252,15.41,12.2,0.361,0.601,0.399,0.631
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.253,0.236,0.258,1.08,0.86,0.427,0.653,0.381,0.617
0.254,0.254,0.236,0.257,1.08,0.86,0.416,0.645,0.381,0.617
0.262,0.26,0.215,0.263,1.08,0.85,0.405,0.636,0.381,0.617
0.26,0.26,0.216,0.263,1.09,0.86,0.427,0.653,0.381,0.617
0.26,0.26,0.217,0.263,1.09,0.87,0.424,0.651,0.381,0.617
0.259,0.26,0.217,0.264,1.09,0.86,0.422,0.65,0.381,0.617
0.258,0.261,0.216,0.264,1.09,0.87,0.419,0.647,0.381,0.617
0.26,0.26,0.217,0.264,1.09,0.87,0.419,0.647,0.381,0.617
0.254,0.248,0.237,0.26,1.09,0.86,0.418,0.647,0.381,0.617
0.26,0.26,0.216,0.264,1.09,0.87,0.417,0.645,0.381,0.617
0.259,0.261,0.216,0.264,1.09,0.86,0.417,0.646,0.381,0.617
0.258,0.26,0.216,0.265,1.09,0.87,0.417,0.646,0.381,0.617
0.26,0.26,0.216,0.264,1.09,0.87,0.416,0.645,0.381,0.617
0.26,0.258,0.218,0.264,1.09,0.87,0.415,0.644,0.381,0.617
0.259,0.261,0.216,0.264,1.09,0.87,0.415,0.644,0.381,0.617
0.26,0.26,0.217,0.264,1.09,0.87,0.415,0.645,0.381,0.617
0.26,0.259,0.216,0.265,1.09,0.86,0.415,0.644,0.381,0.617
0.258,0.26,0.217,0.265,1.09,0.87,0.413,0.642,0.381,0.617
0.258,0.258,0.22,0.265,1.09,0.87,0.412,0.642,0.381,0.617
0.261,0.26,0.215,0.264,1.09,0.87,0.411,0.641,0.381,0.617
0.259,0.26,0.217,0.265,1.09,0.87,0.411,0.641,0.381,0.617
0.261,0.26,0.215,0.263,1.09,0.87,0.41,0.64,0.381,0.617
0.255,0.249,0.239,0.257,1.1,0.87,0.419,0.647,0.381,0.617
0.26,0.261,0.216,0.263,1.1,0.87,0.418,0.646,0.381,0.617
0.261,0.256,0.217,0.267,1.1,0.87,0.418,0.646,0.381,0.617
0.259,0.261,0.216,0.264,1.1,0.87,0.413,0.643,0.381,0.617
0.262,0.261,0.216,0.261,1.1,0.87,0.413,0.642,0.381,0.617
0.256,0.261,0.218,0.265,1.1,0.87,0.412,0.642,0.381,0.617
0.256,0.248,0.239,0.257,1.1,0.87,0.412,0.642,0.381,0.617
0.259,0.259,0.216,0.266,1.1,0.87,0.412,0.642,0.381,0.617
0.26,0.26,0.217,0.263,1.1,0.87,0.411,0.641,0.381,0.617
0.26,0.26,0.217,0.263,1.1,0.87,0.409,0.639,0.381,0.617
0.258,0.259,0.22,0.264,1.1,0.87,0.407,0.638,0.381,0.617
0.262,0.26,0.216,0.262,1.1,0.87,0.407,0.638,0.381,0.617
0.257,0.259,0.219,0.265,1.1,0.87,0.406,0.637,0.381,0.617
0.257,0.26,0.218,0.265,1.1,0.87,0.405,0.637,0.381,0.617
