lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.248,0.244,0.257,0.19,0.14,0.118,0.344,0.183,0.428
0.254,0.248,0.243,0.256,0.19,0.14,0.117,0.343,0.183,0.428
0.25,0.25,0.243,0.256,0.19,0.14,0.116,0.341,0.183,0.428
0.249,0.25,0.244,0.257,0.19,0.14,0.116,0.341,0.183,0.428
0.251,0.251,0.244,0.255,0.19,0.14,0.116,0.34,0.183,0.428
0.25,0.251,0.244,0.255,0.19,0.15,0.116,0.341,0.183,0.428
0.25,0.25,0.243,0.256,0.19,0.14,0.115,0.338,0.183,0.428
0.251,0.25,0.244,0.256,0.19,0.14,0.114,0.338,0.183,0.428
0.25,0.248,0.245,0.256,0.19,0.15,0.112,0.335,0.183,0.428
0.25,0.246,0.246,0.258,0.19,0.14,0.11,0.331,0.183,0.428
0.25,0.25,0.245,0.256,0.19,0.14,0.11,0.331,0.183,0.428
0.251,0.25,0.244,0.256,0.19,0.14,0.11,0.332,0.183,0.428
0.25,0.251,0.244,0.255,0.19,0.14,0.109,0.33,0.183,0.428
0.25,0.249,0.245,0.256,0.19,0.15,0.102,0.319,0.183,0.428
0.249,0.247,0.246,0.258,0.2,0.15,0.108,0.328,0.183,0.428
0.249,0.248,0.245,0.257,0.2,0.15,0.104,0.323,0.183,0.428
0.249,0.248,0.246,0.258,0.2,0.15,0.104,0.323,0.183,0.428
0.25,0.244,0.247,0.259,0.2,0.15,0.096,0.309,0.183,0.428
0.249,0.245,0.247,0.258,0.2,0.15,0.092,0.304,0.183,0.428
