lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.255,0.254,0.23,0.261,0.41,0.32,0.303,0.551,0.185,0.431
0.255,0.253,0.23,0.261,0.41,0.32,0.302,0.549,0.185,0.431
0.253,0.256,0.231,0.261,0.41,0.32,0.302,0.55,0.185,0.431
0.254,0.256,0.23,0.26,0.41,0.32,0.301,0.549,0.185,0.431
0.255,0.254,0.23,0.26,0.41,0.32,0.3,0.547,0.185,0.431
0.254,0.257,0.23,0.259,0.41,0.32,0.297,0.545,0.185,0.431
0.255,0.255,0.23,0.26,0.41,0.32,0.296,0.544,0.185,0.431
0.255,0.255,0.231,0.26,0.41,0.32,0.295,0.543,0.185,0.431
0.256,0.254,0.23,0.261,0.41,0.32,0.293,0.541,0.185,0.431
0.255,0.253,0.23,0.262,0.41,0.32,0.293,0.542,0.185,0.431
0.254,0.253,0.231,0.261,0.41,0.32,0.291,0.54,0.185,0.431
0.257,0.254,0.23,0.259,0.41,0.32,0.288,0.537,0.185,0.431
0.256,0.253,0.232,0.26,0.41,0.32,0.287,0.535,0.185,0.431
0.254,0.254,0.231,0.26,0.41,0.32,0.285,0.534,0.185,0.431
0.256,0.252,0.23,0.262,0.42,0.32,0.31,0.556,0.185,0.431
0.258,0.252,0.231,0.259,0.42,0.32,0.306,0.553,0.185,0.431
0.259,0.251,0.231,0.259,0.42,0.32,0.304,0.551,0.185,0.431
0.261,0.249,0.231,0.259,0.42,0.32,0.299,0.547,0.185,0.431
0.258,0.251,0.231,0.26,0.42,0.32,0.298,0.546,0.185,0.431
0.256,0.255,0.23,0.259,0.42,0.32,0.297,0.545,0.185,0.431
0.259,0.249,0.231,0.261,0.42,0.32,0.296,0.544,0.185,0.431
0.256,0.251,0.232,0.261,0.42,0.32,0.295,0.544,0.185,0.431
0.258,0.253,0.23,0.259,0.42,0.32,0.293,0.542,0.185,0.431
0.256,0.254,0.23,0.259,0.42,0.32,0.292,0.54,0.185,0.431
0.256,0.254,0.231,0.259,0.42,0.32,0.291,0.539,0.185,0.431
0.255,0.254,0.231,0.26,0.42,0.32,0.29,0.539,0.185,0.431
0.254,0.254,0.231,0.261,0.42,0.32,0.286,0.535,0.185,0.431
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.257,0.244,0.249,0.249,6.57,4.39,0.688,0.829,0.0,0.001
0.252,0.249,0.249,0.25,6.59,4.45,0.706,0.84,0.0,0.001
0.253,0.254,0.245,0.248,6.6,4.45,0.71,0.843,0.0,0.001
0.254,0.25,0.248,0.249,6.6,4.45,0.71,0.842,0.0,0.001
0.253,0.251,0.249,0.247,6.61,4.44,0.709,0.842,0.0,0.001
0.253,0.245,0.252,0.25,6.61,4.4,0.707,0.841,0.0,0.001
0.253,0.244,0.251,0.252,6.64,4.4,0.716,0.846,0.0,0.001
0.257,0.242,0.251,0.25,6.64,4.4,0.707,0.841,0.0,0.001
0.251,0.255,0.247,0.247,6.65,4.43,0.706,0.841,0.0,0.001
0.255,0.243,0.254,0.249,6.65,4.43,0.704,0.839,0.0,0.001
0.252,0.247,0.25,0.252,6.65,4.44,0.704,0.839,0.0,0.001
0.254,0.244,0.249,0.253,6.67,4.46,0.707,0.841,0.0,0.001
0.253,0.25,0.248,0.249,6.67,4.48,0.705,0.84,0.0,0.001
0.252,0.244,0.25,0.253,6.69,4.47,0.706,0.84,0.0,0.001
0.254,0.251,0.24,0.254,6.69,4.47,0.706,0.84,0.0,0.001
0.254,0.251,0.244,0.251,6.69,4.45,0.703,0.839,0.0,0.001
0.254,0.246,0.25,0.251,6.69,4.49,0.703,0.838,0.0,0.001
0.251,0.25,0.248,0.25,6.69,4.51,0.692,0.832,0.0,0.001
0.254,0.243,0.251,0.252,6.7,4.46,0.709,0.842,0.0,0.001
0.25,0.242,0.252,0.255,6.7,4.44,0.696,0.834,0.0,0.001
0.252,0.251,0.241,0.255,6.71,4.49,0.706,0.84,0.0,0.001
0.252,0.247,0.248,0.253,6.71,4.39,0.696,0.834,0.0,0.001
0.255,0.244,0.25,0.251,6.72,4.54,0.707,0.841,0.0,0.001
0.254,0.245,0.25,0.251,6.72,4.47,0.701,0.838,0.0,0.001
0.256,0.246,0.242,0.256,6.73,4.44,0.705,0.84,0.0,0.001
0.253,0.246,0.25,0.251,6.74,4.52,0.71,0.842,0.0,0.001
0.256,0.247,0.243,0.253,6.75,4.46,0.702,0.838,0.0,0.001
0.256,0.256,0.243,0.244,6.76,4.51,0.707,0.841,0.0,0.001
0.257,0.243,0.254,0.247,6.76,4.48,0.707,0.841,0.0,0.001
0.252,0.257,0.245,0.245,6.77,4.57,0.704,0.839,0.0,0.001
0.256,0.242,0.257,0.245,6.78,4.43,0.715,0.846,0.0,0.001
0.257,0.251,0.248,0.245,6.78,4.53,0.699,0.836,0.0,0.001
0.255,0.254,0.244,0.247,6.79,4.54,0.704,0.839,0.0,0.001
0.256,0.247,0.243,0.254,6.79,4.52,0.702,0.838,0.0,0.001
0.252,0.253,0.248,0.247,6.8,4.55,0.702,0.838,0.0,0.001
0.244,0.24,0.256,0.26,6.81,4.52,0.704,0.839,0.0,0.001
0.255,0.246,0.247,0.252,6.81,4.6,0.704,0.839,0.0,0.001
0.256,0.243,0.251,0.25,6.81,4.46,0.703,0.838,0.0,0.001
0.248,0.25,0.251,0.251,6.81,4.57,0.689,0.83,0.0,0.001
0.254,0.251,0.245,0.25,6.82,4.54,0.701,0.837,0.0,0.001
0.246,0.252,0.257,0.245,6.84,4.55,0.702,0.838,0.0,0.001
0.249,0.245,0.253,0.254,6.84,4.6,0.694,0.833,0.0,0.001
0.25,0.258,0.247,0.245,6.84,4.6,0.693,0.832,0.0,0.001
0.249,0.252,0.252,0.247,6.85,4.59,0.69,0.831,0.0,0.001
0.255,0.243,0.258,0.245,6.88,4.6,0.699,0.836,0.0,0.001
0.246,0.253,0.25,0.251,6.9,4.6,0.698,0.835,0.0,0.001
0.251,0.246,0.252,0.252,6.92,4.63,0.693,0.832,0.0,0.001
0.247,0.243,0.248,0.262,6.94,4.58,0.698,0.836,0.0,0.001
0.251,0.252,0.25,0.247,7.0,4.64,0.689,0.83,0.0,0.001
0.248,0.244,0.254,0.254,7.05,4.65,0.695,0.834,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.26,0.228,0.259,0.1,0.07,0.366,0.605,0.002,0.05
0.252,0.26,0.229,0.26,0.1,0.07,0.364,0.603,0.002,0.05
0.249,0.261,0.23,0.26,0.1,0.07,0.361,0.601,0.002,0.05
0.256,0.257,0.229,0.258,0.1,0.08,0.359,0.599,0.002,0.05
0.251,0.26,0.229,0.26,0.1,0.07,0.355,0.596,0.002,0.05
0.255,0.256,0.229,0.259,0.1,0.08,0.353,0.594,0.002,0.05
0.255,0.256,0.229,0.26,0.1,0.08,0.352,0.593,0.002,0.05
0.254,0.256,0.23,0.26,0.1,0.08,0.352,0.593,0.002,0.05
0.253,0.258,0.229,0.26,0.1,0.08,0.351,0.593,0.002,0.05
0.252,0.26,0.229,0.259,0.1,0.08,0.35,0.592,0.002,0.05
0.256,0.254,0.23,0.26,0.1,0.08,0.349,0.591,0.002,0.05
0.251,0.26,0.229,0.26,0.1,0.08,0.347,0.589,0.002,0.05
0.255,0.254,0.23,0.261,0.1,0.08,0.347,0.589,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.346,0.588,0.002,0.05
0.252,0.257,0.23,0.261,0.1,0.08,0.344,0.587,0.002,0.05
0.25,0.26,0.229,0.26,0.1,0.07,0.344,0.587,0.002,0.05
0.256,0.254,0.23,0.26,0.1,0.08,0.344,0.586,0.002,0.05
0.254,0.254,0.231,0.261,0.1,0.08,0.341,0.584,0.002,0.05
0.254,0.256,0.23,0.26,0.1,0.08,0.341,0.584,0.002,0.05
0.251,0.256,0.231,0.261,0.1,0.08,0.34,0.583,0.002,0.05
0.256,0.255,0.23,0.26,0.1,0.08,0.34,0.583,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.339,0.582,0.002,0.05
0.254,0.254,0.231,0.261,0.1,0.08,0.339,0.582,0.002,0.05
0.257,0.254,0.23,0.26,0.1,0.08,0.339,0.583,0.002,0.05
0.253,0.257,0.23,0.26,0.1,0.08,0.338,0.581,0.002,0.05
0.253,0.256,0.231,0.26,0.1,0.08,0.338,0.581,0.002,0.05
0.254,0.254,0.231,0.261,0.1,0.08,0.335,0.579,0.002,0.05
0.252,0.256,0.231,0.261,0.1,0.08,0.335,0.578,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.335,0.579,0.002,0.05
0.253,0.253,0.232,0.262,0.1,0.08,0.335,0.579,0.002,0.05
0.251,0.255,0.232,0.262,0.1,0.08,0.334,0.578,0.002,0.05
0.253,0.253,0.232,0.262,0.1,0.08,0.333,0.577,0.002,0.05
0.251,0.255,0.232,0.262,0.1,0.08,0.333,0.577,0.002,0.05
0.251,0.256,0.232,0.262,0.1,0.08,0.331,0.575,0.002,0.05
0.254,0.257,0.231,0.259,0.1,0.08,0.331,0.575,0.002,0.05
0.253,0.257,0.231,0.259,0.1,0.08,0.331,0.575,0.002,0.05
0.256,0.252,0.231,0.26,0.1,0.08,0.331,0.575,0.002,0.05
0.251,0.256,0.231,0.262,0.1,0.08,0.33,0.574,0.002,0.05
0.254,0.252,0.232,0.261,0.1,0.08,0.33,0.574,0.002,0.05
0.251,0.252,0.234,0.263,0.1,0.08,0.328,0.573,0.002,0.05
0.253,0.255,0.231,0.26,0.1,0.08,0.328,0.572,0.002,0.05
0.255,0.252,0.231,0.261,0.1,0.08,0.325,0.57,0.002,0.05
0.251,0.254,0.232,0.262,0.1,0.08,0.325,0.57,0.002,0.05
0.254,0.253,0.232,0.261,0.1,0.08,0.325,0.57,0.002,0.05
0.254,0.252,0.233,0.262,0.1,0.08,0.325,0.57,0.002,0.05
0.254,0.254,0.232,0.261,0.1,0.08,0.324,0.569,0.002,0.05
0.253,0.251,0.233,0.263,0.1,0.08,0.321,0.567,0.002,0.05
0.253,0.252,0.233,0.263,0.1,0.08,0.321,0.567,0.002,0.05
0.255,0.257,0.228,0.259,0.1,0.07,0.32,0.565,0.002,0.05
0.252,0.255,0.232,0.261,0.1,0.08,0.315,0.561,0.002,0.05
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.246,0.252,0.25,0.252,0.29,0.24,0.114,0.338,0.0,0.001
0.25,0.251,0.248,0.25,0.29,0.24,0.109,0.329,0.0,0.001
0.251,0.25,0.248,0.25,0.29,0.24,0.105,0.324,0.0,0.001
0.251,0.251,0.248,0.25,0.29,0.24,0.091,0.301,0.0,0.001
0.249,0.25,0.249,0.251,0.29,0.24,0.089,0.298,0.0,0.001
0.251,0.251,0.248,0.25,0.29,0.24,0.089,0.298,0.0,0.001
0.251,0.252,0.248,0.25,0.29,0.24,0.087,0.295,0.0,0.001
0.252,0.25,0.248,0.25,0.29,0.24,0.084,0.29,0.0,0.001
0.251,0.251,0.248,0.25,0.29,0.24,0.083,0.288,0.0,0.001
0.251,0.251,0.248,0.25,0.29,0.24,0.083,0.288,0.0,0.001
0.251,0.251,0.248,0.25,0.29,0.24,0.083,0.288,0.0,0.001
0.249,0.251,0.249,0.251,0.3,0.24,0.11,0.332,0.0,0.001
0.249,0.252,0.249,0.25,0.3,0.24,0.107,0.327,0.0,0.001
0.248,0.252,0.249,0.251,0.3,0.24,0.103,0.32,0.0,0.001
0.248,0.251,0.25,0.252,0.3,0.24,0.101,0.318,0.0,0.001
0.249,0.25,0.249,0.252,0.3,0.24,0.1,0.317,0.0,0.001
0.248,0.251,0.249,0.251,0.3,0.24,0.099,0.315,0.0,0.001
0.251,0.25,0.248,0.25,0.3,0.24,0.096,0.311,0.0,0.001
0.249,0.25,0.249,0.251,0.3,0.24,0.095,0.309,0.0,0.001
0.25,0.252,0.248,0.25,0.3,0.24,0.095,0.309,0.0,0.001
0.247,0.253,0.25,0.251,0.3,0.24,0.085,0.291,0.0,0.001
0.251,0.249,0.249,0.251,0.3,0.24,0.084,0.289,0.0,0.001
0.247,0.252,0.25,0.252,0.3,0.24,0.081,0.284,0.0,0.001
0.25,0.249,0.25,0.252,0.3,0.24,0.081,0.284,0.0,0.001
0.251,0.249,0.249,0.251,0.3,0.24,0.08,0.283,0.0,0.001
0.251,0.249,0.249,0.251,0.3,0.24,0.08,0.282,0.0,0.001
0.246,0.253,0.249,0.252,0.3,0.24,0.08,0.284,0.0,0.001
0.251,0.247,0.25,0.252,0.3,0.24,0.078,0.28,0.0,0.001
0.249,0.252,0.249,0.251,0.3,0.24,0.077,0.278,0.0,0.001
0.251,0.248,0.249,0.252,0.3,0.24,0.075,0.273,0.0,0.001
0.247,0.251,0.25,0.252,0.3,0.24,0.075,0.273,0.0,0.001
0.251,0.248,0.25,0.251,0.3,0.24,0.075,0.274,0.0,0.001
0.249,0.25,0.249,0.251,0.3,0.24,0.075,0.275,0.0,0.001
0.242,0.253,0.252,0.254,0.3,0.24,0.074,0.272,0.0,0.001
0.246,0.252,0.25,0.252,0.3,0.24,0.073,0.271,0.0,0.001
0.244,0.251,0.251,0.253,0.3,0.24,0.072,0.269,0.0,0.001
0.246,0.252,0.25,0.252,0.3,0.24,0.072,0.268,0.0,0.001
0.245,0.251,0.251,0.253,0.3,0.24,0.072,0.269,0.0,0.001
0.245,0.253,0.25,0.252,0.3,0.24,0.07,0.265,0.0,0.001
0.246,0.251,0.25,0.252,0.3,0.24,0.068,0.261,0.0,0.001
0.248,0.249,0.25,0.252,0.3,0.24,0.067,0.259,0.0,0.001
0.252,0.247,0.25,0.251,0.3,0.24,0.067,0.258,0.0,0.001
0.248,0.252,0.249,0.251,0.3,0.24,0.067,0.259,0.0,0.001
0.248,0.247,0.252,0.254,0.3,0.24,0.067,0.259,0.0,0.001
0.246,0.251,0.25,0.252,0.3,0.24,0.063,0.25,0.0,0.001
0.252,0.244,0.251,0.253,0.3,0.24,0.054,0.232,0.0,0.001
0.247,0.247,0.252,0.254,0.3,0.24,0.054,0.231,0.0,0.001
0.25,0.248,0.25,0.252,0.3,0.24,0.052,0.228,0.0,0.001
0.246,0.247,0.253,0.255,0.3,0.24,0.043,0.207,0.0,0.001
0.24,0.25,0.254,0.256,0.3,0.25,0.041,0.202,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.247,0.241,0.26,0.55,0.45,0.159,0.399,0.022,0.149
0.25,0.249,0.241,0.259,0.55,0.45,0.157,0.397,0.022,0.149
0.251,0.25,0.241,0.259,0.55,0.45,0.157,0.396,0.022,0.149
0.249,0.251,0.241,0.259,0.55,0.45,0.155,0.394,0.022,0.149
0.253,0.246,0.242,0.26,0.55,0.45,0.154,0.392,0.022,0.149
0.251,0.249,0.241,0.259,0.55,0.45,0.153,0.391,0.022,0.149
0.249,0.252,0.241,0.258,0.55,0.44,0.152,0.39,0.022,0.149
0.25,0.249,0.242,0.259,0.55,0.44,0.151,0.389,0.022,0.149
0.251,0.247,0.242,0.26,0.55,0.45,0.148,0.384,0.022,0.149
0.247,0.249,0.243,0.261,0.55,0.45,0.148,0.385,0.022,0.149
0.249,0.248,0.243,0.26,0.55,0.45,0.146,0.382,0.022,0.149
0.25,0.249,0.242,0.26,0.55,0.45,0.146,0.382,0.022,0.149
0.254,0.246,0.241,0.259,0.55,0.45,0.146,0.382,0.022,0.149
0.246,0.251,0.243,0.26,0.55,0.45,0.145,0.381,0.022,0.149
0.25,0.25,0.241,0.259,0.55,0.45,0.145,0.381,0.022,0.149
0.249,0.248,0.243,0.26,0.55,0.45,0.145,0.38,0.022,0.149
0.248,0.251,0.242,0.259,0.55,0.45,0.144,0.379,0.022,0.149
0.248,0.25,0.242,0.26,0.55,0.44,0.144,0.38,0.022,0.149
0.251,0.248,0.242,0.259,0.55,0.45,0.143,0.378,0.022,0.149
0.242,0.251,0.245,0.263,0.55,0.45,0.143,0.379,0.022,0.149
0.246,0.25,0.243,0.261,0.55,0.45,0.143,0.378,0.022,0.149
0.251,0.25,0.24,0.259,0.55,0.45,0.143,0.379,0.022,0.149
0.248,0.249,0.243,0.261,0.55,0.45,0.142,0.376,0.022,0.149
0.252,0.248,0.241,0.258,0.55,0.45,0.139,0.373,0.022,0.149
0.246,0.249,0.243,0.261,0.55,0.45,0.139,0.372,0.022,0.149
0.252,0.245,0.243,0.26,0.55,0.45,0.138,0.371,0.022,0.149
0.25,0.248,0.242,0.26,0.55,0.45,0.137,0.37,0.022,0.149
0.247,0.246,0.244,0.262,0.55,0.45,0.136,0.369,0.022,0.149
0.249,0.247,0.243,0.26,0.55,0.45,0.136,0.368,0.022,0.149
0.251,0.245,0.243,0.26,0.55,0.45,0.136,0.369,0.022,0.149
0.249,0.246,0.244,0.261,0.55,0.45,0.136,0.369,0.022,0.149
0.244,0.251,0.244,0.261,0.55,0.45,0.135,0.368,0.022,0.149
0.25,0.246,0.243,0.261,0.55,0.45,0.135,0.367,0.022,0.149
0.251,0.245,0.243,0.261,0.55,0.45,0.133,0.364,0.022,0.149
0.249,0.246,0.244,0.261,0.55,0.45,0.131,0.362,0.022,0.149
0.246,0.249,0.243,0.261,0.55,0.45,0.13,0.36,0.022,0.149
0.25,0.246,0.244,0.261,0.55,0.45,0.128,0.358,0.022,0.149
0.25,0.251,0.241,0.259,0.55,0.45,0.11,0.332,0.022,0.149
0.252,0.245,0.242,0.26,0.56,0.45,0.145,0.381,0.022,0.149
0.247,0.248,0.243,0.261,0.56,0.45,0.143,0.379,0.022,0.149
0.246,0.249,0.243,0.261,0.56,0.45,0.142,0.377,0.022,0.149
0.252,0.246,0.243,0.259,0.56,0.45,0.138,0.371,0.022,0.149
0.25,0.246,0.243,0.26,0.56,0.45,0.138,0.371,0.022,0.149
0.253,0.246,0.243,0.259,0.56,0.45,0.138,0.371,0.022,0.149
0.249,0.248,0.243,0.26,0.56,0.45,0.137,0.37,0.022,0.149
0.25,0.247,0.243,0.261,0.56,0.45,0.136,0.369,0.022,0.149
0.252,0.245,0.243,0.26,0.56,0.45,0.135,0.368,0.022,0.149
0.248,0.249,0.243,0.26,0.56,0.45,0.134,0.366,0.022,0.149
0.248,0.249,0.243,0.261,0.56,0.45,0.127,0.356,0.022,0.149
0.242,0.247,0.247,0.264,0.56,0.45,0.119,0.346,0.022,0.149
