lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.248,0.248,0.253,0.251,14.78,11.66,0.364,0.604,0.378,0.615
0.248,0.246,0.254,0.252,14.98,11.81,0.357,0.597,0.378,0.615
0.246,0.248,0.255,0.251,14.99,11.84,0.351,0.592,0.378,0.615
0.245,0.247,0.255,0.253,15.0,11.8,0.349,0.591,0.378,0.615
0.247,0.246,0.254,0.254,15.03,11.84,0.348,0.59,0.378,0.615
0.246,0.246,0.255,0.253,15.03,11.82,0.348,0.59,0.378,0.615
0.246,0.247,0.254,0.252,15.04,11.86,0.348,0.59,0.378,0.615
0.246,0.245,0.255,0.254,15.04,11.85,0.348,0.59,0.378,0.615
0.245,0.247,0.255,0.253,15.04,11.85,0.347,0.589,0.378,0.615
0.245,0.245,0.255,0.254,15.04,11.83,0.346,0.589,0.378,0.615
0.244,0.246,0.257,0.254,15.05,11.84,0.348,0.59,0.378,0.615
0.246,0.248,0.254,0.252,15.05,11.86,0.347,0.589,0.378,0.615
0.245,0.245,0.255,0.254,15.05,11.81,0.345,0.587,0.378,0.615
0.244,0.247,0.256,0.253,15.05,11.85,0.344,0.587,0.378,0.615
0.241,0.247,0.257,0.255,15.05,11.84,0.341,0.584,0.378,0.615
0.248,0.248,0.255,0.25,15.06,11.9,0.349,0.591,0.378,0.615
0.246,0.244,0.256,0.254,15.06,11.86,0.346,0.589,0.378,0.615
0.244,0.246,0.256,0.253,15.06,11.84,0.346,0.588,0.378,0.615
0.248,0.248,0.254,0.25,15.07,11.89,0.352,0.593,0.378,0.615
0.247,0.248,0.255,0.25,15.07,11.9,0.346,0.589,0.378,0.615
0.245,0.245,0.257,0.254,15.07,11.87,0.343,0.585,0.378,0.615
0.244,0.246,0.256,0.254,15.07,11.83,0.343,0.586,0.378,0.615
0.247,0.245,0.254,0.254,15.08,11.88,0.347,0.589,0.378,0.615
0.243,0.245,0.258,0.255,15.08,11.85,0.344,0.587,0.378,0.615
0.243,0.246,0.257,0.254,15.08,11.89,0.343,0.585,0.378,0.615
0.243,0.247,0.256,0.254,15.08,11.87,0.341,0.584,0.378,0.615
0.246,0.245,0.256,0.253,15.09,11.9,0.345,0.588,0.378,0.615
0.246,0.246,0.256,0.252,15.09,11.85,0.343,0.586,0.378,0.615
0.243,0.247,0.256,0.254,15.09,11.87,0.342,0.585,0.378,0.615
0.247,0.246,0.256,0.251,15.09,11.91,0.34,0.584,0.378,0.615
0.243,0.247,0.256,0.254,15.09,11.89,0.34,0.583,0.378,0.615
0.246,0.246,0.256,0.252,15.1,11.9,0.339,0.582,0.378,0.615
0.246,0.243,0.257,0.254,15.1,11.89,0.336,0.58,0.378,0.615
0.245,0.246,0.256,0.254,15.11,11.91,0.336,0.58,0.378,0.615
0.241,0.248,0.257,0.254,15.12,11.93,0.339,0.582,0.378,0.615
0.246,0.242,0.256,0.255,15.13,11.88,0.346,0.588,0.378,0.615
0.246,0.243,0.256,0.256,15.13,11.91,0.344,0.586,0.378,0.615
0.248,0.245,0.256,0.251,15.13,11.91,0.343,0.585,0.378,0.615
0.248,0.246,0.255,0.251,15.13,11.94,0.339,0.582,0.378,0.615
0.241,0.246,0.258,0.255,15.13,11.91,0.337,0.58,0.378,0.615
0.24,0.25,0.257,0.253,15.14,11.93,0.34,0.583,0.378,0.615
0.244,0.245,0.257,0.253,15.14,11.93,0.332,0.576,0.378,0.615
0.246,0.244,0.258,0.252,15.15,11.89,0.341,0.584,0.378,0.615
0.249,0.242,0.256,0.253,15.17,11.95,0.345,0.587,0.378,0.615
0.248,0.241,0.258,0.252,15.17,11.91,0.344,0.587,0.378,0.615
0.243,0.243,0.258,0.255,15.17,11.96,0.332,0.576,0.378,0.615
0.246,0.244,0.256,0.253,15.19,11.97,0.341,0.584,0.378,0.615
0.245,0.244,0.258,0.253,15.21,11.97,0.333,0.577,0.378,0.615
0.245,0.244,0.259,0.253,15.24,11.99,0.34,0.583,0.378,0.615
0.249,0.239,0.258,0.255,15.27,11.99,0.333,0.577,0.378,0.615
