lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.246,0.248,0.254,0.252,15.23,12.01,0.379,0.616,0.399,0.631
0.25,0.249,0.247,0.254,15.24,12.02,0.382,0.618,0.399,0.631
0.248,0.248,0.253,0.251,15.25,12.06,0.381,0.617,0.399,0.631
0.248,0.244,0.255,0.253,15.25,12.04,0.38,0.616,0.399,0.631
0.248,0.242,0.256,0.254,15.27,12.08,0.375,0.612,0.399,0.631
0.246,0.244,0.256,0.254,15.33,12.11,0.378,0.615,0.399,0.631
0.25,0.249,0.247,0.254,15.4,12.16,0.373,0.61,0.399,0.631
0.247,0.247,0.258,0.247,15.43,12.22,0.36,0.6,0.399,0.631
0.249,0.249,0.247,0.255,15.45,12.23,0.371,0.609,0.399,0.631
0.251,0.251,0.249,0.249,15.56,12.27,0.363,0.602,0.399,0.631
0.258,0.257,0.226,0.259,15.61,12.38,0.369,0.607,0.399,0.631
0.257,0.254,0.229,0.261,15.62,12.38,0.366,0.605,0.399,0.631
0.257,0.255,0.228,0.26,15.65,12.4,0.361,0.601,0.399,0.631
0.257,0.254,0.228,0.261,15.65,12.41,0.358,0.598,0.399,0.631
0.255,0.256,0.229,0.261,15.65,12.37,0.357,0.598,0.399,0.631
0.26,0.258,0.221,0.261,15.71,12.43,0.364,0.603,0.399,0.631
0.26,0.26,0.222,0.259,15.73,12.5,0.367,0.606,0.399,0.631
0.259,0.258,0.222,0.261,15.74,12.48,0.359,0.599,0.399,0.631
0.258,0.256,0.224,0.262,15.75,12.47,0.348,0.59,0.399,0.631
0.26,0.259,0.222,0.259,15.77,12.52,0.357,0.598,0.399,0.631
0.253,0.256,0.23,0.261,15.77,12.49,0.35,0.592,0.399,0.631
0.256,0.258,0.225,0.262,15.78,12.48,0.353,0.594,0.399,0.631
0.255,0.257,0.225,0.263,15.78,12.45,0.347,0.589,0.399,0.631
0.256,0.257,0.224,0.263,15.78,12.5,0.347,0.589,0.399,0.631
0.26,0.26,0.221,0.259,15.79,12.55,0.365,0.604,0.399,0.631
0.259,0.259,0.223,0.26,15.79,12.51,0.352,0.593,0.399,0.631
0.257,0.257,0.225,0.262,15.79,12.45,0.345,0.587,0.399,0.631
0.259,0.256,0.224,0.26,15.81,12.5,0.351,0.593,0.399,0.631
0.261,0.254,0.224,0.262,15.82,12.52,0.358,0.599,0.399,0.631
0.26,0.259,0.223,0.258,15.82,12.53,0.356,0.597,0.399,0.631
0.259,0.258,0.223,0.259,15.82,12.54,0.352,0.593,0.399,0.631
0.26,0.256,0.223,0.261,15.84,12.55,0.363,0.603,0.399,0.631
0.256,0.257,0.23,0.256,15.84,12.48,0.349,0.591,0.399,0.631
0.254,0.257,0.225,0.263,15.84,12.53,0.337,0.58,0.399,0.631
0.26,0.259,0.223,0.258,15.85,12.57,0.358,0.599,0.399,0.631
0.258,0.26,0.224,0.259,15.85,12.57,0.355,0.596,0.399,0.631
0.256,0.259,0.224,0.261,15.85,12.56,0.355,0.596,0.399,0.631
0.259,0.259,0.224,0.258,15.86,12.55,0.354,0.595,0.399,0.631
0.257,0.255,0.225,0.263,15.86,12.48,0.336,0.58,0.399,0.631
0.259,0.258,0.225,0.258,15.87,12.57,0.353,0.594,0.399,0.631
0.261,0.257,0.223,0.259,15.89,12.56,0.355,0.596,0.399,0.631
0.254,0.257,0.226,0.264,15.91,12.61,0.331,0.576,0.399,0.631
0.258,0.258,0.224,0.259,15.92,12.58,0.343,0.586,0.399,0.631
0.26,0.257,0.223,0.259,15.93,12.6,0.357,0.597,0.399,0.631
0.258,0.258,0.225,0.259,15.93,12.57,0.342,0.585,0.399,0.631
0.258,0.258,0.226,0.258,15.93,12.65,0.34,0.583,0.399,0.631
