lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.238,0.254,0.261,20.92,18.2,0.268,0.518,0.359,0.599
0.254,0.231,0.255,0.26,20.95,18.07,0.293,0.541,0.359,0.599
0.252,0.239,0.251,0.258,21.21,18.26,0.269,0.519,0.359,0.599
0.247,0.24,0.252,0.261,21.27,18.43,0.24,0.49,0.359,0.599
0.258,0.22,0.258,0.263,21.3,18.57,0.276,0.525,0.359,0.599
0.255,0.224,0.257,0.264,21.31,18.57,0.279,0.528,0.359,0.599
0.247,0.226,0.262,0.265,21.32,18.48,0.255,0.505,0.359,0.599
0.263,0.23,0.25,0.257,21.39,18.3,0.281,0.53,0.359,0.599
0.252,0.237,0.251,0.259,21.44,18.35,0.246,0.496,0.359,0.599
0.245,0.238,0.257,0.26,21.51,18.51,0.253,0.503,0.359,0.599
0.259,0.22,0.258,0.262,21.61,18.6,0.295,0.544,0.359,0.599
0.256,0.23,0.252,0.261,21.68,18.77,0.278,0.527,0.359,0.599
0.261,0.227,0.252,0.26,21.7,18.85,0.286,0.535,0.359,0.599
0.257,0.22,0.261,0.263,21.76,18.85,0.279,0.529,0.359,0.599
0.25,0.225,0.26,0.265,21.79,18.99,0.278,0.527,0.359,0.599
0.238,0.248,0.256,0.258,21.82,18.73,0.271,0.52,0.359,0.599
0.253,0.232,0.253,0.261,21.82,18.79,0.269,0.519,0.359,0.599
0.256,0.22,0.259,0.265,21.85,19.12,0.271,0.521,0.359,0.599
0.249,0.225,0.261,0.265,21.87,19.0,0.273,0.523,0.359,0.599
0.239,0.229,0.264,0.267,22.03,19.21,0.263,0.513,0.359,0.599
0.237,0.236,0.261,0.265,22.04,19.2,0.287,0.536,0.359,0.599
0.258,0.22,0.262,0.26,22.08,19.11,0.276,0.525,0.359,0.599
0.242,0.234,0.259,0.265,22.09,19.15,0.262,0.512,0.359,0.599
0.239,0.237,0.258,0.266,22.11,19.26,0.265,0.514,0.359,0.599
0.245,0.227,0.261,0.266,22.27,19.37,0.253,0.503,0.359,0.599
0.238,0.247,0.255,0.259,22.46,19.37,0.271,0.521,0.359,0.599
0.248,0.241,0.252,0.258,22.55,19.4,0.253,0.503,0.359,0.599
0.236,0.237,0.262,0.264,22.56,19.62,0.264,0.514,0.359,0.599
0.244,0.225,0.264,0.268,22.6,19.77,0.273,0.522,0.359,0.599
0.239,0.237,0.258,0.266,22.86,19.91,0.271,0.521,0.359,0.599
