lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.257,0.251,0.232,0.26,1.07,0.85,0.443,0.665,0.381,0.617
0.262,0.263,0.212,0.263,1.07,0.86,0.442,0.665,0.381,0.617
0.262,0.259,0.215,0.264,1.07,0.85,0.44,0.664,0.381,0.617
0.256,0.256,0.231,0.256,1.07,0.85,0.439,0.662,0.381,0.617
0.262,0.263,0.213,0.262,1.08,0.86,0.443,0.665,0.381,0.617
0.261,0.262,0.213,0.263,1.08,0.86,0.443,0.666,0.381,0.617
0.261,0.264,0.214,0.261,1.08,0.87,0.442,0.665,0.381,0.617
0.261,0.261,0.213,0.264,1.08,0.86,0.442,0.665,0.381,0.617
0.262,0.26,0.214,0.263,1.08,0.85,0.441,0.664,0.381,0.617
0.261,0.262,0.213,0.264,1.08,0.85,0.441,0.664,0.381,0.617
0.262,0.263,0.212,0.263,1.08,0.86,0.44,0.663,0.381,0.617
0.262,0.263,0.212,0.264,1.08,0.86,0.439,0.662,0.381,0.617
0.261,0.26,0.216,0.264,1.08,0.86,0.439,0.663,0.381,0.617
0.26,0.263,0.214,0.264,1.08,0.86,0.438,0.662,0.381,0.617
0.262,0.261,0.213,0.264,1.08,0.86,0.437,0.661,0.381,0.617
0.262,0.261,0.214,0.263,1.08,0.85,0.436,0.661,0.381,0.617
0.259,0.263,0.215,0.263,1.08,0.86,0.435,0.659,0.381,0.617
0.262,0.26,0.215,0.263,1.08,0.86,0.432,0.657,0.381,0.617
0.261,0.262,0.214,0.264,1.08,0.86,0.431,0.657,0.381,0.617
0.262,0.26,0.214,0.265,1.08,0.86,0.429,0.655,0.381,0.617
0.264,0.261,0.214,0.261,1.09,0.86,0.44,0.663,0.381,0.617
0.255,0.254,0.235,0.256,1.09,0.87,0.439,0.663,0.381,0.617
0.258,0.252,0.234,0.255,1.09,0.86,0.438,0.662,0.381,0.617
0.258,0.251,0.235,0.256,1.09,0.86,0.435,0.66,0.381,0.617
0.261,0.262,0.214,0.263,1.09,0.86,0.429,0.655,0.381,0.617
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.253,0.239,0.257,0.2,0.15,0.171,0.413,0.202,0.449
0.251,0.252,0.239,0.257,0.2,0.15,0.171,0.414,0.202,0.449
0.25,0.252,0.24,0.258,0.2,0.15,0.17,0.413,0.202,0.449
0.251,0.253,0.239,0.257,0.2,0.15,0.169,0.411,0.202,0.449
0.252,0.252,0.24,0.257,0.2,0.15,0.168,0.41,0.202,0.449
0.25,0.251,0.241,0.258,0.2,0.15,0.167,0.409,0.202,0.449
0.251,0.253,0.239,0.257,0.2,0.15,0.167,0.408,0.202,0.449
0.249,0.252,0.241,0.258,0.2,0.15,0.164,0.405,0.202,0.449
0.252,0.249,0.241,0.257,0.2,0.15,0.163,0.403,0.202,0.449
0.249,0.249,0.242,0.259,0.2,0.15,0.162,0.402,0.202,0.449
0.251,0.251,0.241,0.258,0.2,0.15,0.161,0.402,0.202,0.449
0.252,0.251,0.24,0.257,0.2,0.15,0.161,0.402,0.202,0.449
0.248,0.252,0.241,0.258,0.2,0.15,0.161,0.401,0.202,0.449
0.249,0.25,0.242,0.259,0.2,0.15,0.16,0.4,0.202,0.449
0.249,0.25,0.242,0.259,0.2,0.15,0.159,0.399,0.202,0.449
0.249,0.252,0.241,0.258,0.2,0.15,0.159,0.399,0.202,0.449
0.248,0.251,0.242,0.259,0.2,0.15,0.158,0.398,0.202,0.449
0.251,0.252,0.241,0.257,0.2,0.15,0.157,0.396,0.202,0.449
0.248,0.253,0.242,0.258,0.2,0.15,0.157,0.396,0.202,0.449
0.249,0.25,0.242,0.259,0.2,0.15,0.156,0.395,0.202,0.449
0.249,0.248,0.244,0.26,0.2,0.15,0.156,0.395,0.202,0.449
0.25,0.251,0.242,0.257,0.2,0.15,0.156,0.395,0.202,0.449
0.248,0.248,0.244,0.26,0.2,0.15,0.155,0.394,0.202,0.449
0.242,0.255,0.244,0.259,0.2,0.15,0.155,0.393,0.202,0.449
0.246,0.251,0.243,0.26,0.2,0.15,0.155,0.394,0.202,0.449
0.244,0.252,0.244,0.26,0.2,0.15,0.15,0.388,0.202,0.449
0.246,0.251,0.244,0.26,0.2,0.15,0.15,0.388,0.202,0.449
0.243,0.251,0.245,0.261,0.2,0.15,0.149,0.386,0.202,0.449
0.247,0.248,0.244,0.261,0.2,0.15,0.149,0.386,0.202,0.449
0.243,0.251,0.245,0.261,0.2,0.15,0.147,0.383,0.202,0.449
