lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.246,0.249,0.254,0.25,15.08,11.89,0.387,0.622,0.399,0.631
0.249,0.248,0.253,0.251,15.16,11.97,0.386,0.622,0.399,0.631
0.247,0.247,0.255,0.251,15.16,11.98,0.382,0.618,0.399,0.631
0.248,0.249,0.254,0.249,15.17,11.99,0.383,0.619,0.399,0.631
0.248,0.247,0.255,0.251,15.18,11.94,0.38,0.617,0.399,0.631
0.248,0.249,0.253,0.25,15.19,11.99,0.382,0.618,0.399,0.631
0.246,0.247,0.254,0.252,15.21,11.99,0.38,0.617,0.399,0.631
0.247,0.247,0.254,0.252,15.21,12.02,0.379,0.616,0.399,0.631
0.249,0.249,0.253,0.249,15.22,11.97,0.382,0.618,0.399,0.631
0.248,0.244,0.255,0.253,15.24,12.02,0.383,0.619,0.399,0.631
0.248,0.247,0.254,0.251,15.24,12.02,0.38,0.617,0.399,0.631
0.248,0.247,0.253,0.252,15.24,12.01,0.378,0.615,0.399,0.631
0.247,0.247,0.254,0.251,15.25,12.03,0.377,0.614,0.399,0.631
0.249,0.247,0.255,0.25,15.25,12.05,0.377,0.614,0.399,0.631
0.243,0.249,0.256,0.253,15.26,12.0,0.377,0.614,0.399,0.631
0.248,0.247,0.254,0.251,15.26,12.04,0.375,0.612,0.399,0.631
0.246,0.247,0.255,0.252,15.26,12.02,0.375,0.612,0.399,0.631
0.247,0.248,0.254,0.251,15.26,12.04,0.374,0.612,0.399,0.631
0.245,0.247,0.256,0.252,15.27,12.06,0.376,0.613,0.399,0.631
0.246,0.247,0.255,0.252,15.27,12.06,0.373,0.61,0.399,0.631
0.249,0.245,0.257,0.249,15.29,12.04,0.382,0.618,0.399,0.631
0.244,0.246,0.257,0.253,15.3,12.04,0.373,0.611,0.399,0.631
0.246,0.245,0.256,0.253,15.3,12.05,0.373,0.61,0.399,0.631
0.244,0.247,0.257,0.253,15.3,12.05,0.369,0.608,0.399,0.631
0.245,0.247,0.256,0.252,15.31,12.08,0.367,0.606,0.399,0.631
0.247,0.248,0.255,0.25,15.32,12.08,0.374,0.611,0.399,0.631
0.246,0.248,0.256,0.25,15.32,12.08,0.369,0.607,0.399,0.631
0.25,0.243,0.257,0.249,15.33,12.08,0.38,0.616,0.399,0.631
0.245,0.246,0.257,0.253,15.34,12.09,0.37,0.608,0.399,0.631
0.249,0.245,0.257,0.249,15.35,12.09,0.374,0.612,0.399,0.631
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.263,0.263,0.212,0.263,1.06,0.85,0.437,0.661,0.381,0.617
0.262,0.261,0.213,0.264,1.07,0.85,0.446,0.668,0.381,0.617
0.262,0.262,0.213,0.263,1.07,0.85,0.445,0.667,0.381,0.617
0.263,0.261,0.213,0.263,1.07,0.85,0.445,0.667,0.381,0.617
0.255,0.255,0.231,0.258,1.07,0.85,0.444,0.666,0.381,0.617
