lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.248,0.254,0.252,14.77,11.75,0.352,0.593,0.359,0.599
0.248,0.249,0.252,0.251,14.81,11.75,0.35,0.591,0.359,0.599
0.248,0.243,0.255,0.254,14.85,11.81,0.348,0.59,0.359,0.599
0.248,0.243,0.255,0.254,14.87,11.79,0.346,0.588,0.359,0.599
0.248,0.247,0.253,0.252,14.87,11.82,0.343,0.586,0.359,0.599
0.245,0.247,0.254,0.254,14.89,11.82,0.338,0.581,0.359,0.599
0.246,0.246,0.254,0.254,14.9,11.85,0.338,0.581,0.359,0.599
0.247,0.243,0.255,0.254,14.92,11.87,0.342,0.585,0.359,0.599
0.248,0.25,0.247,0.255,14.94,11.96,0.333,0.577,0.359,0.599
0.247,0.241,0.256,0.255,14.96,11.86,0.342,0.585,0.359,0.599
0.249,0.25,0.246,0.254,14.97,11.91,0.34,0.583,0.359,0.599
0.249,0.251,0.246,0.254,14.98,11.96,0.343,0.585,0.359,0.599
0.248,0.248,0.257,0.247,14.98,11.93,0.334,0.578,0.359,0.599
0.249,0.251,0.25,0.25,15.15,12.01,0.328,0.573,0.359,0.599
0.258,0.257,0.226,0.259,15.17,12.11,0.335,0.578,0.359,0.599
0.255,0.258,0.227,0.26,15.17,12.07,0.333,0.577,0.359,0.599
0.255,0.256,0.228,0.261,15.18,12.1,0.336,0.58,0.359,0.599
0.255,0.257,0.228,0.26,15.21,12.14,0.333,0.577,0.359,0.599
0.258,0.258,0.225,0.26,15.22,12.11,0.336,0.58,0.359,0.599
0.256,0.255,0.227,0.261,15.23,12.14,0.326,0.571,0.359,0.599
0.254,0.255,0.229,0.261,15.25,12.15,0.322,0.567,0.359,0.599
0.255,0.257,0.227,0.261,15.26,12.23,0.326,0.571,0.359,0.599
0.256,0.255,0.228,0.262,15.27,12.21,0.32,0.565,0.359,0.599
0.258,0.257,0.226,0.259,15.28,12.17,0.33,0.574,0.359,0.599
0.254,0.258,0.228,0.26,15.29,12.15,0.323,0.568,0.359,0.599
0.254,0.255,0.229,0.261,15.29,12.19,0.319,0.565,0.359,0.599
0.258,0.259,0.226,0.258,15.3,12.19,0.334,0.578,0.359,0.599
0.256,0.255,0.227,0.262,15.3,12.21,0.315,0.561,0.359,0.599
0.256,0.258,0.226,0.26,15.31,12.26,0.327,0.572,0.359,0.599
0.254,0.256,0.228,0.262,15.31,12.17,0.309,0.556,0.359,0.599
0.257,0.258,0.226,0.258,15.33,12.24,0.324,0.569,0.359,0.599
0.254,0.255,0.229,0.262,15.34,12.17,0.317,0.563,0.359,0.599
0.258,0.259,0.225,0.258,15.35,12.2,0.331,0.575,0.359,0.599
0.257,0.256,0.226,0.26,15.35,12.25,0.328,0.573,0.359,0.599
0.258,0.255,0.227,0.261,15.36,12.23,0.325,0.57,0.359,0.599
0.257,0.259,0.227,0.257,15.36,12.24,0.321,0.567,0.359,0.599
0.254,0.255,0.228,0.262,15.36,12.25,0.311,0.558,0.359,0.599
0.258,0.258,0.227,0.257,15.37,12.23,0.327,0.572,0.359,0.599
0.257,0.259,0.227,0.257,15.37,12.26,0.324,0.569,0.359,0.599
0.256,0.259,0.227,0.259,15.37,12.26,0.316,0.562,0.359,0.599
0.257,0.258,0.226,0.258,15.4,12.28,0.32,0.566,0.359,0.599
0.258,0.257,0.227,0.257,15.4,12.25,0.319,0.565,0.359,0.599
0.256,0.258,0.23,0.256,15.41,12.28,0.322,0.568,0.359,0.599
0.259,0.256,0.227,0.258,15.42,12.28,0.327,0.572,0.359,0.599
0.258,0.258,0.227,0.257,15.42,12.27,0.318,0.564,0.359,0.599
0.257,0.253,0.229,0.26,15.42,12.32,0.314,0.561,0.359,0.599
0.258,0.256,0.228,0.258,15.42,12.27,0.31,0.557,0.359,0.599
0.256,0.259,0.228,0.256,15.44,12.32,0.319,0.565,0.359,0.599
0.256,0.258,0.229,0.257,15.46,12.38,0.31,0.557,0.359,0.599
0.258,0.255,0.228,0.259,15.53,12.37,0.316,0.562,0.359,0.599
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.248,0.254,0.252,14.77,11.75,0.352,0.593,0.359,0.599
0.248,0.249,0.252,0.251,14.81,11.75,0.35,0.591,0.359,0.599
0.248,0.243,0.255,0.254,14.85,11.81,0.348,0.59,0.359,0.599
0.248,0.243,0.255,0.254,14.87,11.79,0.346,0.588,0.359,0.599
0.248,0.247,0.253,0.252,14.87,11.82,0.343,0.586,0.359,0.599
0.245,0.247,0.254,0.254,14.89,11.82,0.338,0.581,0.359,0.599
0.246,0.246,0.254,0.254,14.9,11.85,0.338,0.581,0.359,0.599
0.247,0.243,0.255,0.254,14.92,11.87,0.342,0.585,0.359,0.599
0.248,0.25,0.247,0.255,14.94,11.96,0.333,0.577,0.359,0.599
0.247,0.241,0.256,0.255,14.96,11.86,0.342,0.585,0.359,0.599
0.249,0.25,0.246,0.254,14.97,11.91,0.34,0.583,0.359,0.599
0.249,0.251,0.246,0.254,14.98,11.96,0.343,0.585,0.359,0.599
0.248,0.248,0.257,0.247,14.98,11.93,0.334,0.578,0.359,0.599
0.249,0.251,0.25,0.25,15.15,12.01,0.328,0.573,0.359,0.599
0.258,0.257,0.226,0.259,15.17,12.11,0.335,0.578,0.359,0.599
0.255,0.258,0.227,0.26,15.17,12.07,0.333,0.577,0.359,0.599
0.255,0.256,0.228,0.261,15.18,12.1,0.336,0.58,0.359,0.599
0.255,0.257,0.228,0.26,15.21,12.14,0.333,0.577,0.359,0.599
0.258,0.258,0.225,0.26,15.22,12.11,0.336,0.58,0.359,0.599
0.256,0.255,0.227,0.261,15.23,12.14,0.326,0.571,0.359,0.599
0.254,0.255,0.229,0.261,15.25,12.15,0.322,0.567,0.359,0.599
0.255,0.257,0.227,0.261,15.26,12.23,0.326,0.571,0.359,0.599
0.256,0.255,0.228,0.262,15.27,12.21,0.32,0.565,0.359,0.599
0.258,0.257,0.226,0.259,15.28,12.17,0.33,0.574,0.359,0.599
0.254,0.258,0.228,0.26,15.29,12.15,0.323,0.568,0.359,0.599
0.254,0.255,0.229,0.261,15.29,12.19,0.319,0.565,0.359,0.599
0.258,0.259,0.226,0.258,15.3,12.19,0.334,0.578,0.359,0.599
0.256,0.255,0.227,0.262,15.3,12.21,0.315,0.561,0.359,0.599
0.256,0.258,0.226,0.26,15.31,12.26,0.327,0.572,0.359,0.599
0.254,0.256,0.228,0.262,15.31,12.17,0.309,0.556,0.359,0.599
0.257,0.258,0.226,0.258,15.33,12.24,0.324,0.569,0.359,0.599
0.254,0.255,0.229,0.262,15.34,12.17,0.317,0.563,0.359,0.599
0.258,0.259,0.225,0.258,15.35,12.2,0.331,0.575,0.359,0.599
0.257,0.256,0.226,0.26,15.35,12.25,0.328,0.573,0.359,0.599
0.258,0.255,0.227,0.261,15.36,12.23,0.325,0.57,0.359,0.599
0.257,0.259,0.227,0.257,15.36,12.24,0.321,0.567,0.359,0.599
0.254,0.255,0.228,0.262,15.36,12.25,0.311,0.558,0.359,0.599
0.258,0.258,0.227,0.257,15.37,12.23,0.327,0.572,0.359,0.599
0.257,0.259,0.227,0.257,15.37,12.26,0.324,0.569,0.359,0.599
0.256,0.259,0.227,0.259,15.37,12.26,0.316,0.562,0.359,0.599
0.257,0.258,0.226,0.258,15.4,12.28,0.32,0.566,0.359,0.599
0.258,0.257,0.227,0.257,15.4,12.25,0.319,0.565,0.359,0.599
0.256,0.258,0.23,0.256,15.41,12.28,0.322,0.568,0.359,0.599
0.259,0.256,0.227,0.258,15.42,12.28,0.327,0.572,0.359,0.599
0.258,0.258,0.227,0.257,15.42,12.27,0.318,0.564,0.359,0.599
0.257,0.253,0.229,0.26,15.42,12.32,0.314,0.561,0.359,0.599
0.258,0.256,0.228,0.258,15.42,12.27,0.31,0.557,0.359,0.599
0.256,0.259,0.228,0.256,15.44,12.32,0.319,0.565,0.359,0.599
0.256,0.258,0.229,0.257,15.46,12.38,0.31,0.557,0.359,0.599
0.258,0.255,0.228,0.259,15.53,12.37,0.316,0.562,0.359,0.599
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.255,0.254,0.232,0.258,1.03,0.82,0.396,0.629,0.328,0.573
0.262,0.259,0.217,0.262,1.03,0.82,0.373,0.611,0.328,0.573
0.257,0.249,0.234,0.26,1.04,0.82,0.398,0.631,0.328,0.573
0.261,0.259,0.218,0.262,1.04,0.83,0.396,0.63,0.328,0.573
0.258,0.246,0.235,0.261,1.04,0.83,0.395,0.629,0.328,0.573
0.257,0.247,0.235,0.261,1.04,0.83,0.394,0.627,0.328,0.573
0.261,0.259,0.217,0.263,1.04,0.83,0.394,0.628,0.328,0.573
0.255,0.249,0.235,0.261,1.04,0.83,0.393,0.627,0.328,0.573
0.261,0.258,0.22,0.262,1.04,0.83,0.393,0.627,0.328,0.573
0.26,0.259,0.219,0.261,1.05,0.83,0.397,0.63,0.328,0.573
0.26,0.26,0.22,0.261,1.05,0.83,0.396,0.63,0.328,0.573
0.26,0.259,0.219,0.262,1.05,0.83,0.394,0.628,0.328,0.573
0.261,0.259,0.219,0.261,1.05,0.84,0.392,0.626,0.328,0.573
0.26,0.26,0.218,0.262,1.05,0.83,0.39,0.624,0.328,0.573
0.261,0.259,0.22,0.26,1.05,0.83,0.39,0.624,0.328,0.573
0.261,0.258,0.218,0.262,1.05,0.83,0.389,0.624,0.328,0.573
0.261,0.258,0.218,0.263,1.05,0.83,0.389,0.624,0.328,0.573
