lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.262,0.26,0.219,0.259,1.05,0.84,0.389,0.624,0.328,0.573
0.259,0.259,0.219,0.262,1.05,0.83,0.386,0.622,0.328,0.573
0.26,0.258,0.218,0.263,1.05,0.83,0.386,0.621,0.328,0.573
0.258,0.259,0.22,0.263,1.05,0.84,0.385,0.62,0.328,0.573
0.261,0.258,0.218,0.263,1.05,0.83,0.384,0.62,0.328,0.573
0.26,0.259,0.218,0.262,1.05,0.83,0.383,0.619,0.328,0.573
0.262,0.26,0.219,0.259,1.05,0.84,0.383,0.619,0.328,0.573
0.258,0.258,0.221,0.263,1.05,0.84,0.381,0.617,0.328,0.573
0.259,0.258,0.22,0.262,1.05,0.84,0.381,0.617,0.328,0.573
0.261,0.26,0.218,0.261,1.05,0.84,0.378,0.615,0.328,0.573
0.258,0.259,0.221,0.262,1.05,0.83,0.378,0.615,0.328,0.573
0.258,0.259,0.221,0.262,1.05,0.84,0.377,0.614,0.328,0.573
0.263,0.26,0.22,0.258,1.06,0.84,0.39,0.624,0.328,0.573
0.263,0.259,0.22,0.258,1.06,0.84,0.386,0.621,0.328,0.573
0.261,0.258,0.22,0.26,1.06,0.84,0.386,0.621,0.328,0.573
0.261,0.26,0.222,0.257,1.06,0.84,0.384,0.62,0.328,0.573
0.262,0.258,0.22,0.259,1.06,0.84,0.384,0.619,0.328,0.573
0.26,0.257,0.221,0.262,1.06,0.84,0.383,0.619,0.328,0.573
0.261,0.26,0.219,0.259,1.06,0.84,0.382,0.618,0.328,0.573
0.257,0.254,0.236,0.252,1.06,0.84,0.382,0.618,0.328,0.573
0.261,0.261,0.221,0.257,1.06,0.84,0.381,0.618,0.328,0.573
0.262,0.259,0.219,0.26,1.06,0.84,0.38,0.617,0.328,0.573
0.261,0.257,0.219,0.263,1.06,0.84,0.379,0.615,0.328,0.573
0.262,0.26,0.221,0.257,1.06,0.84,0.377,0.614,0.328,0.573
0.263,0.252,0.222,0.263,1.07,0.85,0.388,0.623,0.328,0.573
0.262,0.259,0.22,0.258,1.07,0.85,0.385,0.621,0.328,0.573
0.262,0.254,0.222,0.263,1.07,0.84,0.385,0.62,0.328,0.573
0.264,0.254,0.222,0.26,1.07,0.85,0.383,0.619,0.328,0.573
0.264,0.255,0.221,0.26,1.07,0.85,0.383,0.619,0.328,0.573
0.262,0.259,0.22,0.258,1.07,0.84,0.382,0.618,0.328,0.573
0.262,0.258,0.221,0.259,1.07,0.84,0.378,0.615,0.328,0.573
0.261,0.259,0.222,0.258,1.07,0.85,0.377,0.614,0.328,0.573
0.26,0.258,0.222,0.259,1.07,0.85,0.375,0.612,0.328,0.573
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.254,0.239,0.255,0.2,0.15,0.16,0.4,0.186,0.432
0.253,0.252,0.24,0.256,0.2,0.15,0.159,0.399,0.186,0.432
0.252,0.253,0.239,0.256,0.2,0.15,0.158,0.398,0.186,0.432
0.253,0.253,0.24,0.254,0.2,0.15,0.152,0.39,0.186,0.432
0.251,0.251,0.241,0.257,0.2,0.15,0.149,0.386,0.186,0.432
0.252,0.251,0.241,0.256,0.2,0.15,0.148,0.385,0.186,0.432
0.251,0.251,0.242,0.256,0.2,0.15,0.147,0.383,0.186,0.432
0.25,0.251,0.242,0.257,0.2,0.15,0.146,0.382,0.186,0.432
0.252,0.251,0.241,0.257,0.2,0.15,0.146,0.382,0.186,0.432
0.249,0.252,0.242,0.257,0.2,0.15,0.144,0.38,0.186,0.432
0.25,0.25,0.242,0.258,0.2,0.15,0.143,0.378,0.186,0.432
0.251,0.252,0.241,0.255,0.2,0.15,0.142,0.377,0.186,0.432
0.251,0.251,0.242,0.256,0.2,0.15,0.141,0.375,0.186,0.432
0.251,0.252,0.241,0.255,0.2,0.15,0.14,0.374,0.186,0.432
0.249,0.251,0.242,0.258,0.2,0.15,0.14,0.374,0.186,0.432
0.251,0.252,0.241,0.256,0.2,0.15,0.14,0.374,0.186,0.432
0.252,0.252,0.241,0.255,0.2,0.15,0.14,0.374,0.186,0.432
0.247,0.252,0.243,0.258,0.2,0.15,0.138,0.372,0.186,0.432
0.25,0.251,0.242,0.257,0.2,0.15,0.137,0.37,0.186,0.432
0.25,0.251,0.243,0.257,0.2,0.15,0.136,0.369,0.186,0.432
0.25,0.249,0.243,0.259,0.2,0.15,0.136,0.369,0.186,0.432
0.251,0.251,0.242,0.257,0.2,0.15,0.136,0.368,0.186,0.432
0.247,0.25,0.244,0.259,0.2,0.15,0.135,0.368,0.186,0.432
0.25,0.252,0.241,0.257,0.2,0.15,0.135,0.367,0.186,0.432
0.249,0.251,0.243,0.257,0.2,0.15,0.135,0.368,0.186,0.432
0.25,0.251,0.242,0.257,0.2,0.15,0.135,0.368,0.186,0.432
0.247,0.251,0.243,0.259,0.2,0.15,0.134,0.366,0.186,0.432
0.251,0.25,0.243,0.256,0.2,0.15,0.134,0.366,0.186,0.432
0.249,0.249,0.243,0.259,0.2,0.15,0.134,0.366,0.186,0.432
0.247,0.249,0.245,0.26,0.2,0.15,0.134,0.366,0.186,0.432
0.25,0.25,0.243,0.257,0.2,0.15,0.133,0.365,0.186,0.432
0.248,0.25,0.243,0.259,0.2,0.15,0.13,0.361,0.186,0.432
0.25,0.25,0.242,0.258,0.2,0.15,0.129,0.36,0.186,0.432
0.249,0.251,0.244,0.257,0.2,0.15,0.129,0.36,0.186,0.432
0.25,0.249,0.244,0.257,0.2,0.15,0.128,0.358,0.186,0.432
0.247,0.249,0.245,0.259,0.2,0.15,0.127,0.356,0.186,0.432
0.247,0.251,0.244,0.259,0.2,0.15,0.126,0.355,0.186,0.432
0.249,0.251,0.244,0.257,0.2,0.15,0.125,0.354,0.186,0.432
0.247,0.25,0.244,0.259,0.2,0.15,0.124,0.352,0.186,0.432
0.247,0.249,0.245,0.26,0.2,0.15,0.123,0.351,0.186,0.432
0.25,0.248,0.244,0.258,0.2,0.15,0.122,0.35,0.186,0.432
0.246,0.248,0.245,0.26,0.2,0.15,0.121,0.347,0.186,0.432
0.243,0.251,0.246,0.26,0.2,0.15,0.12,0.347,0.186,0.432
0.244,0.252,0.245,0.259,0.2,0.15,0.12,0.346,0.186,0.432
0.246,0.247,0.246,0.26,0.2,0.15,0.118,0.344,0.186,0.432
0.248,0.249,0.245,0.258,0.2,0.15,0.117,0.343,0.186,0.432
0.248,0.246,0.246,0.26,0.2,0.15,0.117,0.343,0.186,0.432
0.249,0.246,0.246,0.26,0.2,0.15,0.115,0.339,0.186,0.432
0.246,0.246,0.247,0.261,0.2,0.15,0.112,0.335,0.186,0.432
0.244,0.25,0.246,0.26,0.2,0.15,0.112,0.335,0.186,0.432
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.246,0.247,0.255,0.252,14.2,11.35,0.384,0.619,0.402,0.634
0.248,0.242,0.256,0.254,14.26,11.38,0.388,0.623,0.402,0.634
0.244,0.249,0.255,0.252,14.26,11.39,0.384,0.62,0.402,0.634
0.247,0.243,0.256,0.253,14.29,11.43,0.391,0.625,0.402,0.634
0.248,0.245,0.255,0.251,14.29,11.38,0.38,0.616,0.402,0.634
0.248,0.246,0.255,0.251,14.29,11.4,0.379,0.615,0.402,0.634
0.244,0.248,0.256,0.253,14.3,11.39,0.385,0.621,0.402,0.634
0.249,0.239,0.257,0.255,14.31,11.44,0.377,0.614,0.402,0.634
0.245,0.243,0.258,0.255,14.33,11.42,0.385,0.62,0.402,0.634
0.25,0.249,0.247,0.254,14.35,11.43,0.362,0.602,0.402,0.634
0.249,0.248,0.259,0.244,14.37,11.44,0.375,0.613,0.402,0.634
0.248,0.25,0.247,0.254,14.46,11.53,0.372,0.61,0.402,0.634
0.248,0.251,0.247,0.254,14.48,11.56,0.376,0.613,0.402,0.634
0.251,0.251,0.25,0.248,14.64,11.65,0.361,0.6,0.402,0.634
0.255,0.258,0.227,0.261,14.66,11.65,0.363,0.602,0.402,0.634
0.258,0.259,0.224,0.259,14.69,11.73,0.373,0.611,0.402,0.634
0.256,0.258,0.226,0.26,14.7,11.69,0.363,0.603,0.402,0.634
0.257,0.258,0.224,0.261,14.71,11.73,0.356,0.597,0.402,0.634
0.255,0.258,0.226,0.26,14.75,11.76,0.368,0.607,0.402,0.634
0.255,0.257,0.227,0.261,14.75,11.78,0.356,0.597,0.402,0.634
0.258,0.258,0.223,0.261,14.76,11.77,0.361,0.601,0.402,0.634
0.255,0.261,0.223,0.261,14.76,11.72,0.357,0.597,0.402,0.634
0.257,0.258,0.223,0.262,14.76,11.77,0.352,0.594,0.402,0.634
0.253,0.258,0.227,0.261,14.78,11.78,0.362,0.601,0.402,0.634
0.259,0.259,0.222,0.26,14.79,11.78,0.359,0.599,0.402,0.634
0.259,0.259,0.222,0.26,14.81,11.82,0.368,0.607,0.402,0.634
0.26,0.26,0.222,0.258,14.81,11.83,0.36,0.6,0.402,0.634
0.253,0.262,0.224,0.26,14.81,11.83,0.357,0.598,0.402,0.634
0.255,0.258,0.225,0.262,14.82,11.82,0.352,0.594,0.402,0.634
0.258,0.26,0.223,0.258,14.84,11.81,0.359,0.599,0.402,0.634
0.26,0.257,0.224,0.259,14.84,11.79,0.358,0.598,0.402,0.634
0.254,0.258,0.225,0.263,14.84,11.8,0.345,0.588,0.402,0.634
0.26,0.259,0.222,0.258,14.85,11.86,0.362,0.601,0.402,0.634
0.255,0.258,0.225,0.262,14.87,11.86,0.357,0.598,0.402,0.634
0.261,0.259,0.222,0.259,14.87,11.86,0.355,0.596,0.402,0.634
0.26,0.259,0.223,0.258,14.89,11.87,0.359,0.599,0.402,0.634
0.257,0.26,0.229,0.255,14.89,11.9,0.357,0.597,0.402,0.634
0.256,0.26,0.224,0.26,14.92,11.91,0.363,0.603,0.402,0.634
0.263,0.258,0.223,0.257,14.92,11.88,0.357,0.598,0.402,0.634
0.258,0.26,0.224,0.258,14.92,11.84,0.35,0.592,0.402,0.634
0.261,0.255,0.223,0.261,14.93,11.86,0.372,0.61,0.402,0.634
0.26,0.254,0.224,0.262,14.95,11.87,0.356,0.597,0.402,0.634
0.259,0.259,0.224,0.258,14.96,11.94,0.351,0.593,0.402,0.634
0.262,0.256,0.225,0.258,14.96,11.91,0.351,0.592,0.402,0.634
0.258,0.261,0.225,0.256,14.97,11.91,0.35,0.592,0.402,0.634
0.26,0.257,0.224,0.258,14.98,11.89,0.345,0.587,0.402,0.634
0.26,0.258,0.225,0.258,14.99,11.92,0.336,0.58,0.402,0.634
0.262,0.255,0.224,0.258,15.02,11.96,0.366,0.605,0.402,0.634
0.257,0.26,0.225,0.257,15.03,11.97,0.344,0.586,0.402,0.634
0.261,0.255,0.225,0.259,15.09,11.97,0.342,0.585,0.402,0.634
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.264,0.263,0.211,0.262,1.02,0.8,0.429,0.655,0.338,0.582
0.254,0.253,0.234,0.259,1.02,0.81,0.428,0.654,0.338,0.582
0.256,0.245,0.237,0.262,1.03,0.82,0.436,0.66,0.338,0.582
0.255,0.248,0.236,0.261,1.03,0.81,0.432,0.658,0.338,0.582
0.255,0.249,0.236,0.261,1.03,0.81,0.431,0.656,0.338,0.582
0.259,0.26,0.216,0.266,1.04,0.82,0.431,0.656,0.338,0.582
0.252,0.249,0.237,0.262,1.04,0.82,0.426,0.653,0.338,0.582
0.261,0.26,0.214,0.265,1.04,0.82,0.425,0.652,0.338,0.582
0.261,0.262,0.214,0.263,1.04,0.82,0.42,0.648,0.338,0.582
0.261,0.26,0.214,0.265,1.04,0.83,0.419,0.647,0.338,0.582
0.259,0.261,0.217,0.263,1.04,0.82,0.419,0.648,0.338,0.582
0.256,0.256,0.238,0.25,1.04,0.83,0.418,0.647,0.338,0.582
0.259,0.261,0.217,0.264,1.04,0.82,0.417,0.646,0.338,0.582
0.261,0.261,0.217,0.261,1.05,0.83,0.426,0.653,0.338,0.582
0.258,0.26,0.218,0.264,1.05,0.83,0.423,0.651,0.338,0.582
0.257,0.261,0.217,0.264,1.05,0.83,0.421,0.649,0.338,0.582
0.262,0.262,0.216,0.26,1.05,0.83,0.421,0.649,0.338,0.582
0.26,0.26,0.215,0.264,1.05,0.83,0.418,0.647,0.338,0.582
0.259,0.26,0.217,0.264,1.05,0.83,0.418,0.647,0.338,0.582
0.259,0.26,0.216,0.264,1.05,0.83,0.418,0.646,0.338,0.582
0.258,0.261,0.217,0.264,1.05,0.83,0.417,0.646,0.338,0.582
0.26,0.26,0.216,0.264,1.05,0.83,0.417,0.646,0.338,0.582
0.257,0.262,0.218,0.262,1.05,0.83,0.416,0.645,0.338,0.582
0.262,0.26,0.215,0.263,1.05,0.83,0.415,0.644,0.338,0.582
0.261,0.259,0.215,0.265,1.05,0.83,0.414,0.643,0.338,0.582
0.261,0.261,0.216,0.263,1.05,0.83,0.413,0.642,0.338,0.582
0.258,0.26,0.216,0.265,1.05,0.83,0.411,0.641,0.338,0.582
0.259,0.26,0.218,0.264,1.05,0.83,0.411,0.641,0.338,0.582
0.263,0.26,0.217,0.261,1.05,0.83,0.411,0.641,0.338,0.582
0.26,0.257,0.219,0.264,1.05,0.83,0.408,0.639,0.338,0.582
0.256,0.261,0.218,0.265,1.05,0.84,0.408,0.639,0.338,0.582
0.258,0.259,0.219,0.265,1.05,0.83,0.407,0.638,0.338,0.582
0.263,0.256,0.218,0.263,1.06,0.84,0.421,0.649,0.338,0.582
0.263,0.262,0.218,0.257,1.06,0.84,0.419,0.647,0.338,0.582
0.262,0.26,0.218,0.259,1.06,0.84,0.416,0.645,0.338,0.582
0.264,0.254,0.218,0.264,1.06,0.84,0.416,0.645,0.338,0.582
0.261,0.26,0.219,0.26,1.06,0.85,0.411,0.641,0.338,0.582
0.263,0.26,0.216,0.261,1.06,0.84,0.411,0.641,0.338,0.582
0.261,0.261,0.217,0.261,1.06,0.84,0.41,0.64,0.338,0.582
0.259,0.262,0.218,0.262,1.06,0.84,0.409,0.64,0.338,0.582
0.262,0.26,0.217,0.261,1.06,0.84,0.409,0.639,0.338,0.582
0.261,0.262,0.218,0.259,1.06,0.84,0.408,0.639,0.338,0.582
0.262,0.26,0.218,0.26,1.06,0.84,0.407,0.638,0.338,0.582
0.262,0.262,0.219,0.258,1.06,0.84,0.403,0.635,0.338,0.582
0.262,0.261,0.219,0.258,1.06,0.84,0.396,0.629,0.338,0.582
0.264,0.257,0.219,0.261,1.07,0.84,0.412,0.642,0.338,0.582
0.263,0.257,0.219,0.261,1.07,0.85,0.407,0.638,0.338,0.582
0.263,0.26,0.218,0.259,1.07,0.84,0.406,0.637,0.338,0.582
0.262,0.26,0.218,0.259,1.07,0.85,0.402,0.634,0.338,0.582
0.262,0.259,0.22,0.259,1.07,0.85,0.4,0.632,0.338,0.582
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.251,0.241,0.256,0.19,0.15,0.169,0.411,0.215,0.464
0.251,0.252,0.241,0.256,0.19,0.15,0.166,0.408,0.215,0.464
0.252,0.252,0.241,0.255,0.19,0.15,0.166,0.408,0.215,0.464
0.252,0.253,0.24,0.255,0.19,0.15,0.166,0.407,0.215,0.464
0.253,0.251,0.24,0.255,0.19,0.15,0.165,0.407,0.215,0.464
0.25,0.253,0.241,0.255,0.19,0.15,0.163,0.403,0.215,0.464
0.252,0.253,0.24,0.255,0.19,0.15,0.163,0.404,0.215,0.464
0.253,0.252,0.24,0.255,0.19,0.15,0.162,0.402,0.215,0.464
0.25,0.253,0.241,0.256,0.19,0.15,0.161,0.401,0.215,0.464
0.251,0.252,0.242,0.256,0.19,0.15,0.16,0.399,0.215,0.464
0.25,0.252,0.242,0.257,0.19,0.15,0.16,0.4,0.215,0.464
0.246,0.254,0.243,0.257,0.19,0.15,0.159,0.398,0.215,0.464
0.247,0.255,0.242,0.257,0.19,0.15,0.159,0.398,0.215,0.464
0.251,0.254,0.241,0.255,0.19,0.15,0.159,0.399,0.215,0.464
0.249,0.253,0.241,0.257,0.19,0.15,0.158,0.398,0.215,0.464
0.25,0.254,0.241,0.255,0.19,0.15,0.158,0.397,0.215,0.464
0.251,0.251,0.242,0.257,0.19,0.15,0.157,0.397,0.215,0.464
0.249,0.252,0.242,0.256,0.19,0.15,0.156,0.395,0.215,0.464
0.245,0.254,0.243,0.258,0.19,0.15,0.156,0.395,0.215,0.464
0.25,0.251,0.242,0.256,0.19,0.15,0.155,0.394,0.215,0.464
0.251,0.249,0.243,0.257,0.19,0.15,0.154,0.392,0.215,0.464
0.252,0.248,0.243,0.258,0.19,0.15,0.154,0.393,0.215,0.464
0.248,0.252,0.243,0.257,0.19,0.15,0.153,0.391,0.215,0.464
0.249,0.249,0.244,0.258,0.19,0.15,0.152,0.39,0.215,0.464
0.247,0.253,0.243,0.256,0.19,0.15,0.152,0.39,0.215,0.464
0.248,0.251,0.243,0.258,0.19,0.15,0.151,0.388,0.215,0.464
0.247,0.251,0.244,0.258,0.19,0.15,0.151,0.388,0.215,0.464
0.245,0.254,0.243,0.258,0.19,0.15,0.15,0.387,0.215,0.464
0.249,0.251,0.242,0.257,0.19,0.15,0.149,0.386,0.215,0.464
0.247,0.251,0.243,0.258,0.19,0.15,0.148,0.385,0.215,0.464
0.247,0.25,0.244,0.259,0.19,0.15,0.147,0.383,0.215,0.464
0.248,0.253,0.243,0.257,0.19,0.15,0.147,0.384,0.215,0.464
0.25,0.25,0.243,0.256,0.19,0.15,0.147,0.383,0.215,0.464
0.25,0.251,0.242,0.257,0.2,0.15,0.154,0.392,0.215,0.464
0.249,0.252,0.242,0.256,0.2,0.15,0.152,0.39,0.215,0.464
0.25,0.25,0.243,0.257,0.2,0.15,0.152,0.39,0.215,0.464
0.25,0.25,0.243,0.257,0.2,0.15,0.15,0.388,0.215,0.464
0.251,0.248,0.244,0.257,0.2,0.15,0.149,0.386,0.215,0.464
0.249,0.245,0.246,0.26,0.2,0.15,0.147,0.384,0.215,0.464
0.248,0.251,0.244,0.257,0.2,0.15,0.145,0.381,0.215,0.464
