lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.239,0.253,0.256,16.94,15.3,0.321,0.567,0.359,0.599
0.247,0.207,0.272,0.274,20.83,18.45,0.285,0.534,0.359,0.599
0.22,0.225,0.277,0.278,21.09,18.88,0.241,0.491,0.359,0.599
0.235,0.219,0.272,0.274,21.14,18.74,0.287,0.536,0.359,0.599
0.235,0.217,0.273,0.275,21.14,18.76,0.279,0.528,0.359,0.599
0.222,0.233,0.271,0.274,21.16,18.65,0.242,0.492,0.359,0.599
0.227,0.233,0.269,0.272,21.17,18.64,0.269,0.518,0.359,0.599
0.245,0.209,0.272,0.274,21.25,18.81,0.276,0.525,0.359,0.599
0.244,0.206,0.274,0.277,21.29,18.93,0.269,0.519,0.359,0.599
0.228,0.216,0.277,0.279,21.38,19.14,0.279,0.528,0.359,0.599
0.234,0.212,0.276,0.278,21.4,19.11,0.281,0.53,0.359,0.599
0.244,0.199,0.278,0.279,21.44,19.18,0.277,0.527,0.359,0.599
0.233,0.218,0.274,0.275,21.46,19.03,0.218,0.466,0.359,0.599
0.239,0.207,0.276,0.278,21.49,19.14,0.281,0.53,0.359,0.599
0.243,0.206,0.274,0.278,21.62,19.19,0.274,0.523,0.359,0.599
0.236,0.211,0.275,0.278,21.62,19.23,0.269,0.519,0.359,0.599
0.22,0.224,0.277,0.279,21.79,19.46,0.264,0.514,0.359,0.599
0.246,0.203,0.274,0.276,21.81,19.31,0.298,0.546,0.359,0.599
0.223,0.221,0.277,0.279,21.81,19.41,0.256,0.506,0.359,0.599
0.22,0.222,0.279,0.28,21.82,19.53,0.288,0.537,0.359,0.599
0.224,0.218,0.278,0.28,21.82,19.54,0.277,0.526,0.359,0.599
0.218,0.222,0.279,0.28,21.9,19.61,0.299,0.547,0.359,0.599
0.222,0.221,0.277,0.28,21.97,19.6,0.257,0.507,0.359,0.599
0.231,0.213,0.277,0.279,21.99,19.6,0.272,0.521,0.359,0.599
0.221,0.22,0.278,0.28,22.06,19.75,0.298,0.546,0.359,0.599
0.23,0.213,0.279,0.279,22.07,19.66,0.261,0.511,0.359,0.599
0.229,0.209,0.28,0.282,22.12,19.7,0.28,0.529,0.359,0.599
0.22,0.22,0.279,0.281,22.17,19.81,0.295,0.543,0.359,0.599
0.217,0.22,0.28,0.283,22.46,20.03,0.263,0.512,0.359,0.599
0.219,0.22,0.279,0.282,22.8,20.25,0.248,0.498,0.359,0.599
