player,block,buy_only,pass_only,buy_roster,pass_roster,coker_in_buy,coker_in_pass,doubs_in_buy,doubs_in_pass,shaheed_in_buy,shaheed_in_pass
Rashid Shaheed,0,George Kittle | Rashid Shaheed,Emeka Egbuka | Quentin Johnston,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Dak Prescott | De'Von Achane | George Kittle | Jameson Williams | Jonah Coleman | Jordyn Tyson | Rashid Shaheed | TreVeyon Henderson | Tyler Warren,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Dak Prescott | De'Von Achane | Emeka Egbuka | Jameson Williams | Jonah Coleman | Jordyn Tyson | Quentin Johnston | TreVeyon Henderson | Tyler Warren,False,False,False,False,True,False
Rashid Shaheed,1,Jaylen Warren | Ladd McConkey | Rashid Shaheed,Derrick Henry | Jordan Mason | Makai Lemon,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Jaylen Warren | Jonah Coleman | Jordan Addison | Jordyn Tyson | Ladd McConkey | Michael Pittman | Rashid Shaheed,Bhayshul Tuten | Chase Brown | Derrick Henry | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Jonah Coleman | Jordan Addison | Jordan Mason | Jordyn Tyson | Makai Lemon | Michael Pittman,False,False,False,False,True,False
Rashid Shaheed,2,Dak Prescott | Rashid Shaheed,Harold Fannin Jr. | Josh Allen,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Dak Prescott | Derrick Henry | George Kittle | Jameson Williams | Jonah Coleman | Jordan Addison | Jordyn Tyson | Josh Jacobs | Rashid Shaheed,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Derrick Henry | George Kittle | Harold Fannin Jr. | Jameson Williams | Jonah Coleman | Jordan Addison | Jordyn Tyson | Josh Allen | Josh Jacobs,False,False,False,False,True,False
Rashid Shaheed,3,George Kittle | Rashid Shaheed,Harold Fannin Jr. | Tee Higgins,Bhayshul Tuten | Bijan Robinson | Carnell Tate | Chase Brown | Chuba Hubbard | D'Andre Swift | George Kittle | Jalen Hurts | Jonah Coleman | Jordyn Tyson | Luther Burden III | Makai Lemon | Rashid Shaheed,Bhayshul Tuten | Bijan Robinson | Carnell Tate | Chase Brown | Chuba Hubbard | D'Andre Swift | Harold Fannin Jr. | Jalen Hurts | Jonah Coleman | Jordyn Tyson | Luther Burden III | Makai Lemon | Tee Higgins,False,False,False,False,True,False
