player,Usable,Gain,SE,PathMeans,BuyMean,PassMean,BuyP10,PassP10,RequestedPaths,BuyComplete,PassComplete
Jalen Coker,True,-6.468456745147705,14.216363083919461,"[-57.83600616455078, -17.083139419555664, -20.89881134033203, 120.52869987487793, 1.8754291534423828, 8.042665481567383, -8.254972457885742, 6.131097793579102, 7.043693542480469, -48.736385345458984, -52.90622138977051, -15.527530670166016]",1636.970524628957,1643.4389813741047,1445.8832885742188,1449.2552978515625,12,12,12
Jalen Coker,True,29.766934076944988,17.224859010706485,"[-20.460573196411133, 26.596071243286133, 161.71195220947266, 61.30981254577637, 67.32418060302734, 34.08969497680664, 41.482391357421875, -50.00233459472656, 15.279741287231445, -3.724864959716797, -9.885293960571289, 33.482431411743164]",1647.2223560015361,1617.455421924591,1456.0381591796875,1420.7962524414063,12,12,12
Jalen Coker,True,-10.463430563608805,14.313370849500465,"[1.7472000122070312, -33.842424392700195, 5.306064605712891, 16.394081115722656, -49.35823059082031, 23.646867752075195, -32.53144454956055, 44.653696060180664, 71.57466697692871, -43.06909942626953, -72.68030738830566, -57.40223693847656]",1617.709136168162,1628.1725667317708,1425.62607421875,1434.1023559570312,12,12,12
Jalen Coker,True,37.46549288431803,16.347381355315186,"[16.838184356689453, 45.654449462890625, 22.039932250976562, 6.869497299194336, 35.0911750793457, 139.70625495910645, 32.597089767456055, -40.93922233581543, -20.770606994628906, 78.90446090698242, 74.08245277404785, 59.51224708557129]",1679.9404384295146,1642.4749455451965,1485.53759765625,1442.4157958984374,12,12,12
