block,arm,actual_managed_score,actual_difference_maker_count,actual_difference_makers,actual_win_probability,actual_expected_excess,actual_log_excess,actual_power_utility,actual_dominant_win_probability
0,waiver_control,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,mean_frontier,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,win_g005,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,excess_g005,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,power_g005,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,win_g010,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,excess_g010,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,power_g010,1526.760009765625,1.0,Javonte Williams,0.0005889822879502986,0.007006360625672545,0.0002064345005577,0.0006405909130897236,3.968900438489426e-06
0,win_direct_g010,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
0,win_pure,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
0,win_half_mean,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
0,excess_direct_g010,1445.97998046875,0.0,,6.175149132074412e-08,5.525776417667729e-07,1.701109947393043e-08,6.600426618922672e-08,1.0813427602123183e-10
0,excess_pure,1651.4400634765625,0.0,,0.20494267206174638,7.161105838932804,0.16209741512025724,0.24546702584181068,0.05475238450630854
0,excess_half_mean,1651.4400634765625,0.0,,0.20494267206174638,7.161105838932804,0.16209741512025724,0.24546702584181068,0.05475238450630854
0,power_direct_g010,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
0,power_pure,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
0,power_half_mean,1359.3800048828125,0.0,,1.6569180476554374e-14,4.6984241344190015e-14,1.6255429517111993e-15,1.6975566214482174e-14,5.219036704114409e-21
1,waiver_control,1406.8599853515625,0.0,,6.259718192252745e-10,4.12439340131489e-09,1.368484282815438e-10,6.601839262956605e-10,4.535480264529569e-15
1,mean_frontier,1406.8599853515625,0.0,,6.259718192252745e-10,4.12439340131489e-09,1.368484282815438e-10,6.601839262956605e-10,4.535480264529569e-15
1,win_g005,1406.8599853515625,0.0,,6.259718192252745e-10,4.12439340131489e-09,1.368484282815438e-10,6.601839262956605e-10,4.535480264529569e-15
1,excess_g005,1406.8599853515625,0.0,,6.259718192252745e-10,4.12439340131489e-09,1.368484282815438e-10,6.601839262956605e-10,4.535480264529569e-15
1,power_g005,1406.8599853515625,0.0,,6.259718192252745e-10,4.12439340131489e-09,1.368484282815438e-10,6.601839262956605e-10,4.535480264529569e-15
