year,trial,policy,solve_status,max_forced_options,forced_option_count,forced_option_players,forced_young_count,forced_mean_year_exp,candidate_attempts,reoptimization_refine_swaps,roster,nominal_starters,bench_players,starter_changes_vs_control,bench_changes_vs_control,roster_changes_vs_control,forecast_salary_spend,unspent_budget,starter_forecast_spend,bench_forecast_spend,starter_projected_ppg_sum,starter_raw_actual_points,starter_forecast_ev,starter_forecast_p10,starter_forecast_p90,top3_spend_share,baseline_construction_score,current_construction_score,current_construction_delta,forecast_ev,forecast_p10,forecast_p90,actual_points,drafted_only_points,actual_waiver_starts,actual_salary_spend,actual_salary_missing_players,raw_outcome_missing_players,actual_playoff_points,bench_actual_max4_ppg,bench_dead_below10,bench_sustained_12_hits,bench_sustained_15_hits,predicted_expected_best_surplus,predicted_probability_any_hit,predicted_probability_any_10,predicted_probability_any_20,predicted_expected_top2_surplus,predicted_best_player,next_validation_bench_matches,next_projection_proxy_bench_count,future_outcome_available,actual_best_keeper_surplus,actual_top2_keeper_surplus,actual_any_keeper_hit,actual_any_keeper_hit_10,actual_any_keeper_hit_20,actual_best_future_ppg,actual_future_ppg_ge12_count,actual_future_ppg_ge15_count,actual_keeper_hit_players,observed_cost_coverage,observed_best_keeper_surplus,observed_any_keeper_hit_10
2024,0,control,optimal,0,0,,0,,0,1,Alexander Mattison|Brian Thomas|Brock Bowers|Ceedee Lamb|Dallas Goedert|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Jaylen Waddle|Rashee Rice|Rome Odunze|Tyjae Spears,Brock Bowers|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jaylen Waddle|Rashee Rice|Tyjae Spears,Alexander Mattison|Brian Thomas|Dallas Goedert|Jayden Reed|Rome Odunze,0,0,0,290.5248718261719,7.475128173828125,256.883544921875,33.641357421875,106.8509693145752,1262.1201171875,1624.1146240234375,1422.9857177734375,1858.6337890625,0.6025153398513794,1531.805419921875,1531.805419921875,0.0,1666.098388671875,1500.8328857421875,1858.289794921875,1539.199951171875,1558.219970703125,31,300.0,1,0,432.5799865722656,14.738333320617675,1,3,2,31.110126428595333,0.72,0.612,0.568,43.39599960879446,Brian Thomas,5,0,1,21.50161937741477,21.50161937741477,1,1,1,11.271429061889648,0,0,Dallas Goedert,0.8,22.68677906064231,1
2024,0,reinvest_k1,optimal,1,1,Blake Corum,1,0.0,6,1,Blake Corum|Brian Thomas|Brock Bowers|Ceedee Lamb|Dallas Goedert|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Jaylen Waddle|Rashee Rice|Rome Odunze|Tyjae Spears,Brock Bowers|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jaylen Waddle|Rashee Rice|Tyjae Spears,Blake Corum|Brian Thomas|Dallas Goedert|Jayden Reed|Rome Odunze,0,1,1,294.67291259765625,3.32708740234375,256.883544921875,37.7894172668457,106.8509693145752,1262.1201171875,1624.1146240234375,1422.9857177734375,1858.6337890625,0.5940338373184204,1531.805419921875,1531.805419921875,0.0,1668.6322021484375,1504.553466796875,1870.2462158203125,1539.199951171875,1556.02001953125,31,308.0,0,0,432.5799865722656,13.148333168029785,2,3,2,40.0315219419177,0.776,0.692,0.644,56.27736057710621,Blake Corum,5,0,1,21.50161937741477,21.50161937741477,1,1,1,11.271429061889648,0,0,Dallas Goedert,1.0,22.68677906064231,1
2024,0,reinvest_k2,optimal,2,2,Blake Corum|Trey Benson,2,0.0,12,2,Blake Corum|Brian Thomas|Brock Bowers|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Mark Andrews|Rashee Rice|Rome Odunze|Trey Benson|Tyjae Spears,Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Tyjae Spears,Blake Corum|Brian Thomas|Brock Bowers|Jayden Reed|Trey Benson,2,3,3,290.3273620605469,7.672637939453125,256.6860046386719,33.641361236572266,106.91627788543701,1218.820068359375,1607.3692626953125,1427.66259765625,1783.2955322265625,0.602925181388855,1531.805419921875,1541.189208984375,9.3837890625,1651.0406494140625,1509.237548828125,1818.539306640625,1537.300048828125,1566.52001953125,31,304.0,0,0,432.5799865722656,14.254999732971191,2,3,3,45.09704297947974,0.804,0.744,0.688,65.0555742345611,Trey Benson,5,0,1,21.406734466552734,21.406734466552734,1,1,1,12.59999942779541,1,0,Brock Bowers,1.0,16.54242706298828,1
2024,0,reinvest_k3,optimal,3,3,Blake Corum|Trey Benson|Zach Charbonnet,3,0.3333333333333333,18,4,Blake Corum|Brian Thomas|Ceedee Lamb|Devonta Smith|George Kittle|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Trey Benson|Tyjae Spears|Zach Charbonnet,Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Tyjae Spears,Blake Corum|Brian Thomas|George Kittle|Trey Benson|Zach Charbonnet,2,4,5,291.11749267578125,6.88250732421875,256.6860046386719,34.43146514892578,106.91627788543701,1218.820068359375,1607.3692626953125,1427.66259765625,1783.2955322265625,0.6012887954711914,1531.805419921875,1541.189208984375,9.3837890625,1645.0126953125,1497.966552734375,1835.385498046875,1516.4000244140625,1576.219970703125,37,304.0,0,0,429.08001708984375,13.760000038146973,2,3,3,49.42075371351354,0.82,0.768,0.672,72.49649620366422,Trey Benson,5,0,1,10.740297317504883,14.468397617340088,1,1,0,13.5600004196167,1,0,George Kittle|Zach Charbonnet,1.0,11.542427062988281,1
2024,1,control,optimal,0,0,,0,,0,4,Adam Thielen|Alexander Mattison|Brian Thomas|Ceedee Lamb|Dallas Goedert|Devonta Smith|George Kittle|Jalen Hurts|Javonte Williams|Jayden Reed|Jaylen Waddle|Rashee Rice|Tyjae Spears,Ceedee Lamb|Devonta Smith|George Kittle|Jalen Hurts|Javonte Williams|Jaylen Waddle|Rashee Rice|Tyjae Spears,Adam Thielen|Alexander Mattison|Brian Thomas|Dallas Goedert|Jayden Reed,0,0,0,296.238525390625,1.761474609375,271.0213623046875,25.217166900634766,107.88114833831787,1263.219970703125,1632.1031494140625,1467.49267578125,1797.70166015625,0.5788456201553345,1539.90478515625,1539.90478515625,0.0,1672.399658203125,1505.378173828125,1824.21240234375,1549.0,1577.9200439453125,32,294.0,1,0,422.27996826171875,15.678333282470703,0,4,2,25.776153972722152,0.68,0.544,0.504,34.41093679058024,Brian Thomas,5,0,1,23.778065290322218,23.778065290322218,1,1,1,11.271429061889648,0,0,Dallas Goedert,0.8,24.76910265909663,1
2024,1,reinvest_k1,optimal,1,1,Trey Benson,1,0.0,6,7,Adam Thielen|Brian Thomas|Brock Bowers|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Mark Andrews|Rashee Rice|Rome Odunze|Trey Benson|Tyjae Spears,Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Tyjae Spears,Adam Thielen|Brian Thomas|Brock Bowers|Jayden Reed|Trey Benson,2,2,4,290.2923278808594,7.707672119140625,258.93072509765625,31.36159896850586,106.91627788543701,1218.820068359375,1607.3692626953125,1427.66259765625,1783.2955322265625,0.5907024145126343,1539.90478515625,1541.189208984375,1.284423828125,1645.5885009765625,1504.0487060546875,1818.539306640625,1537.300048828125,1561.6199951171875,31,297.0,0,0,432.5799865722656,16.574999618530274,1,4,3,37.72977276374716,0.784,0.68,0.632,52.14819644621492,Trey Benson,5,0,1,25.082731246948242,25.082731246948242,1,1,1,12.59999942779541,1,0,Brock Bowers,1.0,20.43433380126953,1
2024,1,reinvest_k2,optimal,2,2,Trey Benson|Zach Charbonnet,2,0.5,12,8,Brian Thomas|Brock Bowers|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Mark Andrews|Rashee Rice|Rome Odunze|Trey Benson|Tyjae Spears|Zach Charbonnet,Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Tyjae Spears,Brian Thomas|Brock Bowers|Jayden Reed|Trey Benson|Zach Charbonnet,2,3,5,290.0941162109375,7.9058837890625,258.93072509765625,31.16339111328125,106.91627788543701,1218.820068359375,1607.3692626953125,1427.66259765625,1783.2955322265625,0.5911059975624084,1539.90478515625,1541.189208984375,1.284423828125,1651.1253662109375,1511.4981689453125,1817.5118408203125,1560.0,1600.820068359375,27,298.0,0,0,449.08001708984375,16.969999885559083,1,4,4,45.5782846730876,0.82,0.752,0.696,66.51872250784089,Trey Benson,5,0,1,25.082731246948242,28.06532382965088,1,1,1,12.59999942779541,1,0,Brock Bowers|Zach Charbonnet,1.0,20.43433380126953,1
2024,1,reinvest_k3,optimal,3,3,Bucky Irving|Trey Benson|Zach Charbonnet,3,0.3333333333333333,18,9,Brian Thomas|Bucky Irving|Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Mark Andrews|Rashee Rice|Rome Odunze|Trey Benson|Tyjae Spears|Zach Charbonnet,Ceedee Lamb|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Rashee Rice|Rome Odunze|Tyjae Spears,Brian Thomas|Bucky Irving|Jayden Reed|Trey Benson|Zach Charbonnet,2,3,5,285.7335510253906,12.266448974609375,258.93072509765625,26.802825927734375,106.91627788543701,1218.820068359375,1607.3692626953125,1427.66259765625,1783.2955322265625,0.6001268625259399,1539.90478515625,1541.189208984375,1.284423828125,1642.2750244140625,1525.2274169921875,1774.669677734375,1487.9000244140625,1590.8199462890625,31,289.0,0,0,441.47998046875,17.676666831970216,1,4,4,50.565344130609915,0.84,0.784,0.728,74.8132751976169,Trey Benson,5,0,1,76.04648530171764,79.02907788442027,1,1,1,14.050000190734863,1,0,Bucky Irving|Zach Charbonnet,1.0,76.03752267049205,1
2024,2,control,optimal,0,0,,0,,0,0,Brian Thomas|Brock Bowers|Devonta Smith|Jalen Hurts|Javonte Williams|Jayden Reed|Jaylen Waddle|Mark Andrews|Marvin Harrison|Rashee Rice|Rome Odunze|Tyjae Spears|Zack Moss,Devonta Smith|Jalen Hurts|Javonte Williams|Jaylen Waddle|Mark Andrews|Marvin Harrison|Rashee Rice|Tyjae Spears,Brian Thomas|Brock Bowers|Jayden Reed|Rome Odunze|Zack Moss,0,0,0,296.73138427734375,1.26861572265625,248.32325744628906,48.40814208984375,106.61399936676025,1143.820068359375,1610.619873046875,1482.8372802734375,1749.7706298828125,0.4828852713108063,1507.018310546875,1507.018310546875,0.0,1668.994384765625,1556.1712646484375,1836.787353515625,1467.699951171875,1497.420166015625,31,315.0,0,0,401.67999267578125,16.766666221618653,1,4,3,33.854646056096314,0.792,0.672,0.64,47.824724020072416,Brian Thomas,5,0,1,22.753414154052734,22.753414154052734,1,1,1,12.59999942779541,1,0,Brock Bowers,1.0,17.29153823852539,1
2024,2,reinvest_k1,optimal,1,1,Zach Charbonnet,1,1.0,6,4,Adam Thielen|Adonai Mitchell|Brian Thomas|Brock Bowers|Devon Achane|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Marvin Harrison|Rashee Rice|Tee Higgins|Zach Charbonnet,Devon Achane|Devonta Smith|Jalen Hurts|Javonte Williams|Mark Andrews|Marvin Harrison|Rashee Rice|Tee Higgins,Adam Thielen|Adonai Mitchell|Brian Thomas|Brock Bowers|Zach Charbonnet,2,3,5,294.95556640625,3.04443359375,277.1304626464844,17.825132369995117,108.6697416305542,1335.52001953125,1633.572021484375,1513.0943603515625,1762.9407958984375,0.5506804585456848,1507.018310546875,1536.6790771484375,29.6607666015625,1665.568115234375,1548.7052001953125,1801.8709716796875,1629.0999755859375,1691.8199462890625,30,334.0,0,0,452.7799987792969,15.461666488647461,1,4,3,37.37343270534001,0.796,0.708,0.644,51.14221119149957,Zach Charbonnet,5,0,1,22.753414154052734,27.038638496398924,1,1,1,12.59999942779541,1,0,Brock Bowers|Zach Charbonnet,1.0,17.29153823852539,1
