player,pos,season,pred_ppg,avg_pick,raw_year_exp,capped_year_exp,threshold,experience_cohort,projection_tier,played_games,active_ppg,season_points,managed_points_above_waiver,forecast_managed_points,managed_residual_points,managed_miss_30,managed_upside_20,boom_weeks,pred_salary,pred_salary_raw,actual_salary,actual_salary_observed,training_through_year,data_rolling_origin,normalization_uses_target_actuals,method_version
Eric Gray,RB,2024,5.038725881748891,241.15,1.0,1.0,7.0,threshold_or_below,fringe,9,1.4222222222222223,12.8,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Ezekiel Elliott,RB,2024,9.066741633391668,124.31,8.0,8.0,7.0,above_threshold,starter,14,3.878571428571429,54.300000000000004,10.3,33.067866134266694,-22.767866134266693,True,False,0,11.40375319592109,11.168063386496655,8.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Gus Edwards,RB,2024,8.591322432382098,116.55,6.0,6.0,7.0,threshold_or_below,starter,11,6.054545454545454,66.6,19.3,25.46115891811357,-6.161158918113568,False,False,1,12.212909253704087,11.977219444279653,7.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Isaac Guerendo,RB,2024,3.852681665359086,234.82,0.0,0.0,7.0,threshold_or_below,fringe,11,7.300000000000001,80.30000000000001,40.0,0.0,40.0,False,True,5,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Isaiah Davis,RB,2024,4.403106551980973,337.5,0.0,0.0,7.0,threshold_or_below,fringe,7,4.928571428571429,34.5,12.9,0.0,12.9,False,True,2,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Isiah Pacheco,RB,2024,13.20931526178908,26.78,2.0,3.0,7.0,threshold_or_below,elite,6,8.35,50.1,15.5,99.34904418862527,-83.84904418862527,True,False,0,71.30941056537283,71.0737207559484,61.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Israel Abanikanda,RB,2024,3.5985400292911374,255.61831432267235,1.0,1.0,7.0,threshold_or_below,fringe,0,0.0,0.0,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Jahmyr Gibbs,RB,2024,15.594248115702065,13.71,1.0,1.0,7.0,threshold_or_below,elite,15,18.4,276.0,171.00000000000003,137.50796985123304,33.492030148766986,False,True,4,68.0,68.0,68.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jaleel Mclaughlin,RB,2024,7.000193536564505,144.45,1.0,2.0,7.0,threshold_or_below,depth,14,5.271428571428572,73.80000000000001,13.900000000000004,0.003096585032082544,13.896903414967921,False,True,2,2.076267575385438,1.840577765961004,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jamaal Williams,RB,2024,5.234082546738104,222.56,7.0,7.0,7.0,threshold_or_below,depth,11,2.545454545454546,28.000000000000004,5.600000000000003,0.0,5.600000000000003,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
James Conner,RB,2024,11.475957344258717,65.96,7.0,7.0,7.0,threshold_or_below,elite,15,15.833333333333334,237.5,138.9,71.61531750813947,67.28468249186054,False,True,6,48.0,48.0,48.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
James Cook,RB,2024,12.379327794341208,44.11,2.0,2.0,7.0,threshold_or_below,elite,14,17.900000000000002,250.60000000000002,157.4,86.06924470945933,71.33075529054068,False,True,6,55.21767438194132,54.981984572516886,44.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Javonte Williams,RB,2024,10.076040017723349,83.8,3.0,3.0,7.0,threshold_or_below,starter,15,8.373333333333333,125.60000000000001,46.2,49.21664028357358,-3.0166402835735795,False,False,2,21.653624418705586,21.41793460928115,17.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jaylen Warren,RB,2024,9.29644605989357,92.33,2.0,3.0,7.0,threshold_or_below,starter,13,6.946153846153846,90.3,18.6,36.74313695829713,-18.143136958297127,True,False,1,15.195229969277703,14.959540159853269,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jaylen Wright,RB,2024,6.107672814537985,141.77,0.0,0.0,7.0,threshold_or_below,depth,12,2.1333333333333333,25.6,1.5999999999999996,0.0,1.5999999999999996,False,True,0,1.235689809424434,1.0,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jerome Ford,RB,2024,8.596936102129474,107.95,2.0,2.0,7.0,threshold_or_below,starter,13,8.946153846153846,116.3,43.4,25.550977634071586,17.849022365928413,False,True,3,9.742116796615566,9.506426987191132,14.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jk Dobbins,RB,2024,7.888646520752256,136.5,4.0,4.0,7.0,threshold_or_below,starter,11,14.636363636363637,161.0,84.10000000000002,14.218344332036096,69.88165566796393,False,True,6,5.2493718633516595,5.0136820539272255,7.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Joe Mixon,RB,2024,12.223478429382231,50.18,7.0,7.0,7.0,threshold_or_below,elite,12,19.441666666666666,233.3,149.79999999999998,83.5756548701157,66.22434512988428,False,True,7,54.17414172957688,53.938451920152445,52.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jonathan Taylor,RB,2024,15.478867261855633,11.59,4.0,4.0,7.0,threshold_or_below,elite,12,16.8,201.6,121.59999999999998,135.66187618969013,-14.061876189690153,False,False,2,92.37106591432476,92.13537610490033,102.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jordan Mason,RB,2024,4.721418239830278,174.16,2.0,2.0,7.0,threshold_or_below,fringe,12,9.616666666666667,115.4,54.0,0.0,54.0,False,True,8,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Josh Jacobs,RB,2024,12.670978540215758,35.36,5.0,5.0,7.0,threshold_or_below,elite,15,18.006666666666668,270.1,166.8,90.73565664345213,76.06434335654788,False,True,7,52.504364349011475,52.26867453958704,47.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Julius Chestnut,RB,2024,3.862341691980088,299.0,2.0,1.0,7.0,threshold_or_below,fringe,5,1.9,9.5,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Justice Hill,RB,2024,5.070324371778432,203.94,5.0,5.0,7.0,threshold_or_below,fringe,15,7.306666666666667,109.6,37.2,0.0,37.2,False,True,5,1.235689809424434,1.0,4.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Kendre Miller,RB,2024,6.63203621767149,202.08,1.0,1.0,7.0,threshold_or_below,depth,5,5.04,25.2,3.1999999999999993,0.0,3.1999999999999993,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Kenneth Gainwell,RB,2024,5.108643826814936,229.19,3.0,3.0,7.0,threshold_or_below,depth,14,3.6357142857142857,50.9,2.9000000000000004,0.0,2.9000000000000004,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Kenneth Walker,RB,2024,12.138169341223199,44.81,2.0,2.0,7.0,threshold_or_below,elite,11,15.200000000000001,167.20000000000002,92.10000000000001,82.21070945957118,9.889290540428831,False,False,3,42.0,42.0,42.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Khalil Herbert,RB,2024,6.739875204190049,169.34,3.0,3.0,7.0,threshold_or_below,depth,6,2.2333333333333334,13.4,1.6999999999999993,0.0,1.6999999999999993,False,True,0,1.397083204628004,1.16139339520357,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Kimani Vidal,RB,2024,6.392361994997631,164.9,0.0,0.0,7.0,threshold_or_below,depth,8,3.6,28.8,6.1,0.0,6.1,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Kyren Williams,RB,2024,13.538009892503188,21.1,2.0,2.0,7.0,threshold_or_below,elite,15,17.293333333333333,259.4,154.39999999999998,104.60815828005101,49.79184171994896,False,True,5,11.0,11.0,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Miles Sanders,RB,2024,4.899351774862374,240.27,5.0,5.0,7.0,threshold_or_below,fringe,10,4.12,41.2,5.000000000000002,0.0,5.000000000000002,False,True,2,1.235689809424434,1.0,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Najee Harris,RB,2024,11.056722937476149,71.19,3.0,3.0,7.0,threshold_or_below,elite,15,11.46,171.9,74.7,64.90756699961838,9.792433000381621,False,False,3,24.900038966010623,24.664349156586187,28.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Nick Chubb,RB,2024,8.734608590315625,116.56,6.0,6.0,7.0,threshold_or_below,starter,8,8.1,64.8,22.7,27.753737445050007,-5.053737445050007,False,False,1,10.913218539671231,10.677528730246797,10.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Rachaad White,RB,2024,13.117854498141062,43.83,2.0,2.0,7.0,threshold_or_below,elite,14,12.799999999999999,179.2,86.4,97.885671970257,-11.485671970256988,False,False,2,58.35791086694537,58.12222105752093,40.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Raheem Mostert,RB,2024,9.774481636676423,78.63,7.0,6.0,7.0,threshold_or_below,starter,11,5.5,60.5,15.100000000000001,44.39170618682277,-29.291706186822772,True,False,1,13.0,13.0,13.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Ray Davis,RB,2024,6.974080715517117,154.85,0.0,0.0,7.0,threshold_or_below,depth,14,6.950000000000001,97.30000000000001,38.800000000000004,0.0,38.800000000000004,False,True,5,2.9628381275866857,2.727148318162252,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Rhamondre Stevenson,RB,2024,10.461877541419627,71.31,3.0,3.0,7.0,threshold_or_below,starter,14,11.707142857142857,163.9,83.0,55.39004066271403,27.60995933728597,False,True,5,11.0,11.0,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Rico Dowdle,RB,2024,7.784024035660297,124.74,4.0,2.0,7.0,threshold_or_below,starter,14,11.471428571428573,160.60000000000002,68.90000000000002,12.544384570564759,56.35561542943526,False,True,6,5.455237169567212,5.219547360142778,2.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Ronnie Rivers,RB,2024,3.3060517254671087,352.0,2.0,1.0,7.0,threshold_or_below,fringe,4,1.4,5.6,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Roschon Johnson,RB,2024,5.936696340481362,199.89,1.0,1.0,7.0,threshold_or_below,depth,10,7.05,70.5,20.2,0.0,20.2,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Royce Freeman,RB,2024,3.468268393540705,341.0,6.0,6.0,7.0,threshold_or_below,fringe,0,0.0,0.0,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Samaje Perine,RB,2024,5.920278932425515,193.04,7.0,7.0,7.0,threshold_or_below,depth,15,4.073333333333333,61.1,6.9,0.0,6.9,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Saquon Barkley,RB,2024,14.840693845030962,14.54,6.0,6.0,7.0,threshold_or_below,elite,15,22.793333333333337,341.90000000000003,237.50000000000006,125.4511015204954,112.04889847950466,False,True,7,88.6421722410764,88.40648243165197,97.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tank Bigsby,RB,2024,5.895018623695916,194.94,1.0,1.0,7.0,threshold_or_below,depth,13,9.192307692307692,119.5,56.4,0.0,56.4,False,True,6,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Tony Pollard,RB,2024,9.657545379401276,86.33,5.0,5.0,7.0,threshold_or_below,starter,15,12.0,180.0,82.9,42.52072607042041,40.3792739295796,False,True,5,17.77654847120105,17.540858661776614,18.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Travis Etienne,RB,2024,14.043853638405245,24.23,3.0,3.0,7.0,threshold_or_below,elite,13,7.476923076923077,97.2,23.5,112.70165821448393,-89.20165821448393,True,False,0,79.0,79.0,79.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Trayveon Williams,RB,2024,3.301865439243695,401.0,5.0,5.0,7.0,threshold_or_below,fringe,0,0.0,0.0,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Trey Benson,RB,2024,8.1250183741117,120.03,0.0,0.0,7.0,threshold_or_below,starter,12,3.75,45.0,8.7,18.00029398578721,-9.30029398578721,True,False,1,6.479154013355705,6.243464203931271,9.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Trey Sermon,RB,2024,4.251400360801163,238.24,3.0,3.0,7.0,threshold_or_below,fringe,12,3.7750000000000004,45.300000000000004,10.9,0.0,10.9,False,True,2,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Ty Chandler,RB,2024,7.367213782246711,141.03,2.0,2.0,7.0,threshold_or_below,depth,9,2.7444444444444445,24.7,1.200000000000001,5.875420515947383,-4.675420515947382,True,False,0,3.479475504018866,3.243785694594432,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Ty Johnson,RB,2024,4.083761209784713,320.25,5.0,5.0,7.0,threshold_or_below,fringe,15,5.526666666666667,82.9,22.6,0.0,22.6,False,True,5,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Tyjae Spears,RB,2024,10.154699829454728,102.43,1.0,1.0,7.0,threshold_or_below,starter,11,8.345454545454546,91.80000000000001,40.300000000000004,50.47519727127565,-10.175197271275643,False,False,2,13.959372612421411,13.723682802996978,25.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tyler Allgeier,RB,2024,7.086594280430357,146.94,2.0,2.0,7.0,threshold_or_below,depth,15,6.126666666666667,91.9,22.400000000000002,1.385508486885712,21.01449151311429,False,True,2,1.8832434057223861,1.6475535962979522,2.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tyrone Tracy,RB,2024,6.746568513452979,174.52,0.0,0.0,7.0,threshold_or_below,depth,15,10.426666666666668,156.4,75.7,0.0,75.7,False,True,7,2.211944564316666,1.9762547548922322,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Will Shipley,RB,2024,5.169866993689773,207.31,0.0,0.0,7.0,threshold_or_below,depth,4,1.2500000000000002,5.000000000000001,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Zach Charbonnet,RB,2024,7.859702119378599,139.49,1.0,1.0,7.0,threshold_or_below,starter,15,10.406666666666666,156.1,80.6,13.755233910057584,66.84476608994241,False,True,6,2.955105564887867,2.719415755463433,3.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Zack Moss,RB,2024,8.655152304203844,100.05,4.0,4.0,7.0,threshold_or_below,starter,8,9.175,73.4,29.100000000000005,26.482436867261498,2.617563132738507,False,False,3,12.36634248171166,12.130652672287226,14.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Zamir White,RB,2024,10.045311902197303,77.2,2.0,2.0,7.0,threshold_or_below,starter,8,3.4125,27.3,1.0,48.724990435156855,-47.724990435156855,True,False,0,25.529638224559157,25.29394841513472,21.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Austin Hooper,TE,2024,3.273441319233741,385.0,8.0,8.0,8.0,threshold_or_below,fringe,15,5.4,81.0,28.800000000000004,0.0,28.800000000000004,False,True,8,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Ben Sinnott,TE,2024,5.80237546571562,186.6,0.0,0.0,8.0,threshold_or_below,depth,4,3.075,12.3,3.5999999999999996,12.838007451449926,-9.238007451449926,True,False,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Brock Bowers,TE,2024,8.862023305661458,97.62,0.0,0.0,8.0,threshold_or_below,elite,15,12.573333333333334,188.60000000000002,114.50000000000001,61.79237289058332,52.70762710941669,False,True,7,7.3357634039445365,7.100073594520103,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Cade Otton,TE,2024,6.227137088638356,180.47,2.0,2.0,8.0,threshold_or_below,starter,14,8.292857142857143,116.1,59.599999999999994,19.634193418213698,39.965806581786296,False,True,4,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Chigoziem Okonkwo,TE,2024,6.198201609154267,190.96,2.0,2.0,8.0,threshold_or_below,starter,15,5.306666666666667,79.6,28.800000000000004,19.171225746468266,9.628774253531738,False,True,4,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Colby Parkinson,TE,2024,4.4571452085333565,216.43,4.0,4.0,8.0,threshold_or_below,fringe,13,3.869230769230769,50.3,10.100000000000001,0.0,10.100000000000001,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Cole Kmet,TE,2024,6.639305949721665,140.65,4.0,4.0,8.0,threshold_or_below,starter,14,6.971428571428572,97.60000000000001,46.900000000000006,26.22889519554664,20.671104804453364,False,True,2,1.235689809424434,1.0,2.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Connor Heyward,TE,2024,3.0137660404367375,399.0,2.0,2.0,8.0,threshold_or_below,fringe,4,3.175,12.7,5.300000000000001,0.0,5.300000000000001,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Dallas Goedert,TE,2024,7.815560360308613,116.53,6.0,6.0,8.0,threshold_or_below,elite,9,8.677777777777777,78.1,39.2,45.048965764937805,-5.848965764937802,False,False,2,2.9700454357328967,2.7343556263084627,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Dalton Kincaid,TE,2024,9.586490288790912,53.92,1.0,1.0,8.0,threshold_or_below,elite,12,6.45,77.4,24.500000000000004,73.3838446206546,-48.8838446206546,True,False,0,15.0,15.0,15.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Dalton Schultz,TE,2024,7.119133584017191,128.04,6.0,6.0,8.0,threshold_or_below,starter,15,5.746666666666667,86.2,26.100000000000005,33.90613734427505,-7.806137344275047,False,False,2,1.235689809424434,1.0,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Daniel Bellinger,TE,2024,5.002226760441295,279.64,2.0,2.0,8.0,threshold_or_below,depth,6,2.9333333333333336,17.6,2.0,0.035628167060721694,1.9643718329392783,False,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
David Njoku,TE,2024,8.119387088812566,96.29,7.0,7.0,8.0,threshold_or_below,elite,11,10.681818181818182,117.5,69.20000000000002,49.910193421001054,19.289806578998963,False,True,5,5.260184731898403,5.024494922473969,10.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Dawson Knox,TE,2024,5.308265899323496,232.56,5.0,5.0,8.0,threshold_or_below,depth,13,3.707692307692308,48.2,7.5,4.932254389175938,2.567745610824062,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Evan Engram,TE,2024,8.321452113358943,69.91,7.0,7.0,8.0,threshold_or_below,elite,9,7.333333333333333,66.0,25.000000000000004,53.14323381374308,-28.143233813743077,True,False,2,16.466247151955024,16.230557342530588,9.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
George Kittle,TE,2024,9.604101520919755,67.01,7.0,7.0,8.0,threshold_or_below,elite,13,14.592307692307694,189.70000000000002,128.5,73.66562433471609,54.834375665283915,False,True,7,14.942402959656278,14.706713150231844,16.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Gerald Everett,TE,2024,4.466782932271329,273.32,7.0,7.0,8.0,threshold_or_below,fringe,8,0.9500000000000001,7.6000000000000005,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Hayden Hurst,TE,2024,4.9693579248982385,243.34,6.0,6.0,8.0,threshold_or_below,depth,7,1.6142857142857143,11.3,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Hunter Henry,TE,2024,5.900360197992102,172.28,8.0,8.0,8.0,threshold_or_below,starter,15,7.693333333333333,115.4,52.900000000000006,14.40576316787363,38.494236832126376,False,True,7,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Isaiah Likely,TE,2024,5.6988653987599065,171.82,2.0,2.0,8.0,threshold_or_below,depth,13,7.384615384615385,96.0,49.300000000000004,11.181846380158504,38.1181536198415,False,True,4,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Ja'Tavion Sanders,TE,2024,5.224741154375511,229.97,0.0,0.0,8.0,threshold_or_below,depth,13,3.976923076923077,51.7,17.400000000000006,3.5958584700081815,13.804141529991824,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Jake Ferguson,TE,2024,8.345954451657217,85.14,2.0,2.0,8.0,threshold_or_below,elite,12,5.95,71.4,23.800000000000004,53.535271226515476,-29.735271226515472,True,False,0,5.909197067835172,5.673507258410738,8.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Jeremy Ruckert,TE,2024,3.532346881686748,339.4010532291867,2.0,2.0,8.0,threshold_or_below,fringe,12,1.5416666666666667,18.5,0.0,0.0,0.0,True,True,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Jonnu Smith,TE,2024,5.2541037942272855,183.89,7.0,7.0,8.0,threshold_or_below,depth,15,10.806666666666667,162.1,99.10000000000001,4.065660707636567,95.03433929236344,False,True,9,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Juwan Johnson,TE,2024,5.820107350604429,196.46,3.0,4.0,8.0,threshold_or_below,starter,13,6.1692307692307695,80.2,25.5,13.121717609670867,12.378282390329133,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Kyle Pitts,TE,2024,9.353070814066111,64.84,3.0,3.0,8.0,threshold_or_below,elite,15,6.386666666666667,95.8,46.400000000000006,69.64913302505778,-23.249133025057773,True,False,1,13.908195824062757,13.672506014638323,10.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Kylen Granson,TE,2024,4.065593482244164,265.31,3.0,3.0,8.0,threshold_or_below,fringe,12,1.5916666666666668,19.1,1.2000000000000002,0.0,1.2000000000000002,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Luke Musgrave,TE,2024,6.737951136664755,155.54,1.0,1.0,8.0,threshold_or_below,starter,5,0.9400000000000001,4.7,0.0,27.807218186636078,-27.807218186636078,True,False,0,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Mark Andrews,TE,2024,10.397071884835746,52.02,6.0,6.0,8.0,threshold_or_below,elite,15,9.54,143.1,83.9,86.35315015737194,-2.4531501573719368,False,False,3,23.871592183868724,23.63590237444429,28.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Michael Mayer,TE,2024,5.127237977483888,246.52,1.0,1.0,8.0,threshold_or_below,depth,9,2.2333333333333334,20.1,5.300000000000001,2.0358076397422025,3.2641923602577982,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Mike Gesicki,TE,2024,4.632893922625348,213.11,6.0,6.0,8.0,threshold_or_below,depth,14,6.257142857142858,87.60000000000001,38.60000000000001,0.0,38.60000000000001,False,True,4,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Mo Alie Cox,TE,2024,3.645139207498815,322.0,6.0,4.0,8.0,threshold_or_below,fringe,10,2.77,27.7,7.8,0.0,7.8,False,True,2,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Noah Fant,TE,2024,5.93177209561862,186.97,5.0,5.0,8.0,threshold_or_below,starter,12,4.908333333333333,58.9,13.3,14.908353529897923,-1.6083535298979221,False,False,2,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Noah Gray,TE,2024,3.8453924687797363,309.88,3.0,3.0,8.0,threshold_or_below,fringe,14,6.928571428571429,97.0,43.6,0.0,43.6,False,True,6,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Pat Freiermuth,TE,2024,7.381161809516824,134.13,3.0,3.0,8.0,threshold_or_below,starter,15,7.866666666666666,118.0,52.3,38.09858895226918,14.201411047730815,False,True,3,1.235689809424434,1.0,2.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Sam Laporta,TE,2024,11.35963695431094,34.3,1.0,1.0,8.0,threshold_or_below,elite,14,9.028571428571428,126.4,64.3,101.75419126897503,-37.45419126897504,True,False,0,11.0,11.0,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tanner Hudson,TE,2024,3.6631681543775545,364.0,5.0,1.0,8.0,threshold_or_below,fringe,8,3.55,28.4,9.299999999999999,0.0,9.299999999999999,False,True,1,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Taysom Hill,TE,2024,6.251226912449586,158.33,2.0,3.0,8.0,threshold_or_below,starter,8,12.375,99.0,62.5,20.019630599193377,42.48036940080662,False,True,3,1.235689809424434,1.0,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Theo Johnson,TE,2024,4.8250294515194465,228.15,0.0,0.0,8.0,threshold_or_below,depth,10,5.46,54.6,14.900000000000006,0.0,14.900000000000006,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Tj Hockenson,TE,2024,7.789435060125273,134.89,5.0,5.0,8.0,threshold_or_below,starter,8,6.975,55.8,21.3,44.630960962004366,-23.330960962004365,True,False,1,1.5628946563192305,1.3272048468947966,1.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tommy Tremble,TE,2024,3.588518248760688,340.0,3.0,3.0,8.0,threshold_or_below,fringe,9,3.988888888888889,35.9,7.999999999999999,0.0,7.999999999999999,False,True,2,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Travis Kelce,TE,2024,11.66773213733143,35.36,11.0,10.0,8.0,above_threshold,elite,15,8.933333333333334,134.0,67.8,106.68371419730289,-38.88371419730289,True,False,1,38.43555962563619,38.19986981621175,46.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Trey Mcbride,TE,2024,9.290869524941677,47.99,2.0,2.0,8.0,threshold_or_below,elite,14,10.785714285714286,151.0,83.5,68.65391239906683,14.846087600933174,False,True,3,11.0,11.0,11.0,1,2023,1,0,current_locked_spec_v5_compact_salary_features
Tucker Kraft,TE,2024,5.291490429713933,232.25,1.0,1.0,8.0,threshold_or_below,depth,15,8.76,131.4,68.80000000000001,4.663846875422934,64.13615312457708,False,True,8,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Tyler Conklin,TE,2024,5.8041794276482355,167.81,6.0,6.0,8.0,threshold_or_below,starter,14,5.1499999999999995,72.1,26.299999999999997,12.866870842371767,13.43312915762823,False,True,3,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
Will Dissly,TE,2024,3.5928506864067016,287.62,6.0,6.0,8.0,threshold_or_below,fringe,13,5.407692307692307,70.3,22.900000000000002,0.0,22.900000000000002,False,True,5,1.235689809424434,1.0,,0,2023,1,0,current_locked_spec_v5_compact_salary_features
