player,pos,season,pred_ppg,avg_pick,raw_year_exp,capped_year_exp,threshold,experience_cohort,projection_tier,played_games,active_ppg,season_points,managed_points_above_waiver,forecast_managed_points,managed_residual_points,managed_miss_30,managed_upside_20,boom_weeks,pred_salary,pred_salary_raw,actual_salary,actual_salary_observed,training_through_year,data_rolling_origin,normalization_uses_target_actuals,method_version
Ameer Abdullah,RB,2023,4.242044969601916,353.0,8.0,8.0,7.0,above_threshold,fringe,14,1.9714285714285715,27.6,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Antonio Gibson,RB,2023,9.478637872185162,94.64,3.0,3.0,7.0,threshold_or_below,starter,14,6.9071428571428575,96.7,20.5,39.6582059549626,-19.158205954962597,True,False,1,13.516612584572751,13.921182506202422,7.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Austin Ekeler,RB,2023,16.99379487614546,5.0,6.0,6.0,7.0,threshold_or_below,elite,12,12.816666666666668,153.8,78.7,159.90071801832738,-81.20071801832738,True,False,1,104.55170793522983,104.9562778568595,99.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Bijan Robinson,RB,2023,15.943529632300482,7.83,0.0,0.0,7.0,threshold_or_below,elite,15,12.906666666666666,193.6,104.50000000000001,143.0964741168077,-38.5964741168077,False,False,1,93.79799788930367,94.20256781093335,100.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Boston Scott,RB,2023,3.818393046508708,342.5,5.0,5.0,7.0,threshold_or_below,fringe,9,1.7000000000000002,15.3,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Breece Hall,RB,2023,12.457963783767655,46.98,1.0,1.0,7.0,threshold_or_below,elite,15,14.026666666666667,210.4,120.0,87.32742054028247,32.672579459717525,False,True,5,40.76745341034731,41.17202333197698,34.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Brian Robinson,RB,2023,9.556280979781205,91.69,1.0,1.0,7.0,threshold_or_below,starter,13,12.976923076923079,168.70000000000002,80.10000000000001,40.900495676499276,39.19950432350073,False,True,3,17.519815100793167,17.924385022422836,12.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Cam Akers,RB,2023,10.778859473522118,65.1,3.0,3.0,7.0,threshold_or_below,starter,7,6.171428571428571,43.199999999999996,6.0,60.46175157635389,-54.46175157635389,True,False,0,30.533499567003602,30.938069488633275,27.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Chase Brown,RB,2023,6.105590160505135,204.55,0.0,0.0,7.0,threshold_or_below,depth,8,4.7375,37.9,12.000000000000004,0.0,12.000000000000004,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Chase Edmonds,RB,2023,5.505941644289294,247.63,5.0,5.0,7.0,threshold_or_below,fringe,11,1.9727272727272727,21.7,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Chris Rodriguez,RB,2023,4.8087993989231315,280.46,0.0,0.0,7.0,threshold_or_below,fringe,8,4.862500000000001,38.900000000000006,14.0,0.0,14.0,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Christian Mccaffrey,RB,2023,17.129344631636595,2.61,6.0,6.0,7.0,threshold_or_below,elite,15,24.98,374.7,269.7000000000001,162.06951410618552,107.63048589381458,False,True,5,107.56866326650231,107.97323318813199,105.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Chuba Hubbard,RB,2023,6.642628535522989,170.96,2.0,2.0,7.0,threshold_or_below,depth,15,9.98,149.70000000000002,56.70000000000001,0.0,56.70000000000001,False,True,6,1.0,1.319076927430231,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Clyde Edwards Helaire,RB,2023,6.833750139779411,155.54,3.0,3.0,7.0,threshold_or_below,depth,14,4.435714285714286,62.10000000000001,19.1,0.0,19.1,False,True,2,1.5630947101123414,1.9676646317420121,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Cordarrelle Patterson,RB,2023,6.361043314245574,211.62,2.0,2.0,7.0,threshold_or_below,depth,11,2.854545454545455,31.400000000000002,0.5,0.0,0.5,False,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
D'Andre Swift,RB,2023,10.817629970252083,65.3,3.0,3.0,7.0,threshold_or_below,starter,15,12.046666666666669,180.70000000000002,89.00000000000001,61.08207952403333,27.91792047596668,False,True,3,21.784872361721526,22.189442283351195,22.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
D'Ernest Johnson,RB,2023,3.924999783987291,261.63954572671753,4.0,4.0,7.0,threshold_or_below,fringe,13,2.3000000000000003,29.900000000000002,0.0,0.0,0.0,True,True,2,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
D'Onta Foreman,RB,2023,6.541257953542195,159.61,6.0,7.0,7.0,threshold_or_below,depth,9,10.077777777777778,90.7,41.8,0.0,41.8,False,True,2,2.924206526075865,3.3287764477055357,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Dalvin Cook,RB,2023,10.039140043451537,76.1,6.0,6.0,7.0,threshold_or_below,starter,14,2.335714285714286,32.7,0.40000000000000036,48.626240695224595,-48.2262406952246,True,False,0,19.40247130318945,19.807041224819123,22.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Dameon Pierce,RB,2023,12.021244097384658,49.48,1.0,1.0,7.0,threshold_or_below,elite,12,5.800000000000001,69.60000000000001,17.500000000000004,80.33990555815453,-62.83990555815453,True,False,0,40.55951005508561,40.96407997671528,31.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Damien Harris,RB,2023,7.658934475760101,131.35,4.0,4.0,7.0,threshold_or_below,starter,6,3.1666666666666665,19.0,3.3000000000000007,10.542951612161616,-7.242951612161615,True,False,0,4.896503575316262,5.301073496945933,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
David Montgomery,RB,2023,10.04610755586133,66.96,4.0,4.0,7.0,threshold_or_below,starter,12,15.725,188.7,107.90000000000002,48.73772089378127,59.16227910621875,False,True,4,23.818179113659866,24.222749035289535,16.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Deejay Dallas,RB,2023,4.219769548723473,305.0,3.0,3.0,7.0,threshold_or_below,fringe,10,0.9200000000000002,9.200000000000001,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Derrick Henry,RB,2023,15.312636202596387,19.56,7.0,7.0,7.0,threshold_or_below,elite,15,14.173333333333336,212.60000000000002,123.20000000000002,133.0021792415422,-9.802179241542177,False,False,1,84.80063836616209,85.20520828779176,91.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Deuce Vaughn,RB,2023,6.283532556021836,176.03,0.0,0.0,7.0,threshold_or_below,depth,5,1.9600000000000002,9.8,0.0,0.0,0.0,True,True,0,1.0,1.3813380351197606,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Devin Singletary,RB,2023,7.059129923834249,134.15,4.0,4.0,7.0,threshold_or_below,depth,15,8.8,132.0,54.900000000000006,0.9460787813479783,53.95392121865203,False,True,4,3.360497202946915,3.7650671245765857,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Devon Achane,RB,2023,8.8078315757192,96.08,0.0,0.0,7.0,threshold_or_below,starter,9,17.433333333333334,156.9,108.89999999999999,28.925305211507208,79.97469478849278,False,True,4,12.64907132587485,13.05364124750452,2.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Elijah Mitchell,RB,2023,7.606591183658463,113.67,2.0,2.0,7.0,threshold_or_below,starter,9,1.8666666666666667,16.8,0.0,9.705458938535415,-9.705458938535415,True,False,0,5.145002080714234,5.549572002343905,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Eric Gray,RB,2023,4.883834092474833,271.82,0.0,0.0,7.0,threshold_or_below,fringe,3,1.8,5.4,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Ezekiel Elliott,RB,2023,7.818939597651785,134.76,7.0,7.0,7.0,threshold_or_below,starter,15,8.76,131.4,45.800000000000004,13.103033562428564,32.69696643757144,False,True,3,3.991086479324478,4.395656400954149,7.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Gus Edwards,RB,2023,7.064434429143751,134.82,5.0,5.0,7.0,threshold_or_below,depth,15,11.84,177.6,90.9,1.0309508663000173,89.86904913369999,False,True,7,3.6928154143605045,4.097385335990175,2.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Isaiah Spiller,RB,2023,4.955578706940972,252.43,1.0,1.0,7.0,threshold_or_below,fringe,8,1.7625000000000002,14.100000000000001,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Isiah Pacheco,RB,2023,10.40361561761612,65.41,1.0,2.0,7.0,threshold_or_below,starter,13,13.53076923076923,175.9,87.1,54.457849881857925,32.64215011814207,False,True,4,28.040848132243312,28.44541805387298,17.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Israel Abanikanda,RB,2023,4.471632056587619,269.02,0.0,0.0,7.0,threshold_or_below,fringe,4,2.3,9.2,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Jahmyr Gibbs,RB,2023,13.385686909247221,32.33,0.0,0.0,7.0,threshold_or_below,elite,13,16.484615384615385,214.3,124.4,102.17099054795554,22.229009452044465,False,True,5,54.39577839647456,54.800348318104234,58.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jaleel Mclaughlin,RB,2023,4.3198190567955495,265.24,0.0,1.0,7.0,threshold_or_below,fringe,15,5.680000000000001,85.2,24.499999999999996,0.0,24.499999999999996,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Jamaal Williams,RB,2023,8.467360694099801,109.06,6.0,6.0,7.0,threshold_or_below,starter,11,2.890909090909091,31.8,0.0,23.477771105596815,-23.477771105596815,True,False,0,9.700694879541048,10.10526480117072,4.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
James Conner,RB,2023,10.992470122507982,71.72,6.0,6.0,7.0,threshold_or_below,elite,11,12.890909090909092,141.8,69.9,63.879521960127704,6.020478039872302,False,False,5,28.0,28.0,28.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
James Cook,RB,2023,11.135800610665527,52.02,1.0,1.0,7.0,threshold_or_below,elite,15,13.873333333333335,208.10000000000002,109.6,66.17280977064843,43.42719022935157,False,True,5,31.203543772812694,31.608113694442366,30.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Javonte Williams,RB,2023,10.729426085028578,62.39,2.0,2.0,7.0,threshold_or_below,starter,14,9.414285714285715,131.8,44.900000000000006,59.67081736045725,-14.770817360457244,False,False,3,11.0,11.0,11.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jaylen Warren,RB,2023,7.3028501077694115,114.14,1.0,2.0,7.0,threshold_or_below,depth,15,9.84,147.6,50.1,4.845601724310583,45.25439827568942,False,True,3,3.965090760573741,4.369660682203412,2.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jeff Wilson,RB,2023,6.857462234482586,165.84,5.0,4.0,7.0,threshold_or_below,depth,7,3.5571428571428574,24.900000000000002,1.8000000000000007,0.0,1.8000000000000007,False,True,0,3.6231003396099615,4.027670261239632,3.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jerick Mckinnon,RB,2023,8.161487364715247,106.16,9.0,8.0,7.0,above_threshold,starter,12,6.058333333333333,72.69999999999999,24.399999999999995,18.58379783544396,5.816202164556035,False,True,1,6.584365261827483,6.988935183457154,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jerome Ford,RB,2023,6.6484803672749555,140.15,1.0,1.0,7.0,threshold_or_below,depth,15,11.139999999999999,167.1,72.0,0.0,72.0,False,True,9,1.5041848515719887,1.9087547732016594,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Joe Mixon,RB,2023,13.319596791868301,34.81,6.0,6.0,7.0,threshold_or_below,elite,15,13.82,207.3,103.1,101.11354866989282,1.9864513301071725,False,False,2,59.91305584341636,60.31762576504603,66.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jonathan Taylor,RB,2023,11.849650519044587,48.74,3.0,3.0,7.0,threshold_or_below,elite,8,13.675,109.4,56.5,77.5944083047134,-21.094408304713397,False,False,2,59.67147474177809,60.076044663407764,78.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Jordan Mason,RB,2023,4.666258481635958,219.73,1.0,1.0,7.0,threshold_or_below,fringe,7,5.8,40.6,12.7,0.0,12.7,False,True,3,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Josh Jacobs,RB,2023,14.44109878389405,22.87,4.0,4.0,7.0,threshold_or_below,elite,13,13.123076923076923,170.6,84.39999999999999,119.0575805423048,-34.657580542304814,False,False,3,74.20052158823962,74.6050915098693,69.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Joshua Kelley,RB,2023,5.682708226172103,218.3,3.0,3.0,7.0,threshold_or_below,depth,15,3.9600000000000004,59.400000000000006,16.6,0.0,16.6,False,True,2,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Justice Hill,RB,2023,4.6766609729351805,177.64,4.0,4.0,7.0,threshold_or_below,fringe,14,5.321428571428571,74.5,13.099999999999998,0.0,13.099999999999998,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Ke'Shawn Vaughn,RB,2023,3.9758587840423125,244.5983247718727,3.0,4.0,7.0,threshold_or_below,fringe,5,1.08,5.4,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Keaontay Ingram,RB,2023,5.118170535710027,240.24,1.0,1.0,7.0,threshold_or_below,fringe,7,1.7142857142857142,12.0,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Kendre Miller,RB,2023,7.036369431507055,152.82,0.0,0.0,7.0,threshold_or_below,depth,6,3.983333333333333,23.9,4.0,0.581910904112874,3.418089095887126,False,True,1,2.5284596489449944,2.933029570574665,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Kenneth Gainwell,RB,2023,7.393675012585848,118.36,2.0,2.0,7.0,threshold_or_below,depth,14,5.121428571428572,71.7,9.400000000000002,6.298800201373567,3.1011997986264355,False,True,0,3.228848002908784,3.633417924538455,3.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Kenneth Walker,RB,2023,11.629638121235166,44.23,1.0,1.0,7.0,threshold_or_below,elite,13,13.100000000000001,170.3,89.90000000000002,74.07420993976265,15.825790060237367,False,True,4,27.0,27.0,27.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Khalil Herbert,RB,2023,8.670418287081413,86.16,2.0,2.0,7.0,threshold_or_below,starter,10,7.970000000000001,79.7,30.500000000000007,26.7266925933026,3.7733074066974055,False,False,2,15.891693916766569,16.29626383839624,17.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Kyren Williams,RB,2023,6.836599189787744,151.41,1.0,1.0,7.0,threshold_or_below,depth,11,20.536363636363635,225.9,149.20000000000002,0.0,149.20000000000002,False,True,9,1.2043579287478503,1.608927850377521,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Latavius Murray,RB,2023,5.074339044145543,197.37,10.0,8.0,7.0,above_threshold,fringe,14,5.6000000000000005,78.4,15.7,0.0,15.7,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Matt Breida,RB,2023,4.413947413814999,272.92,6.0,7.0,7.0,threshold_or_below,fringe,15,2.6266666666666665,39.4,6.6,0.0,6.6,False,True,2,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Michael Carter,RB,2023,5.045741224730032,240.31,2.0,2.0,7.0,threshold_or_below,fringe,13,2.4000000000000004,31.200000000000003,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Mike Boone,RB,2023,3.2058513726067424,380.0,5.0,5.0,7.0,threshold_or_below,fringe,7,1.4000000000000001,9.8,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Miles Sanders,RB,2023,10.9813145206977,61.12,4.0,4.0,7.0,threshold_or_below,elite,14,5.007142857142858,70.10000000000001,12.5,63.70103233116319,-51.20103233116319,True,False,0,34.805115400244915,35.20968532187459,29.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Najee Harris,RB,2023,12.960760341566889,42.8,2.0,2.0,7.0,threshold_or_below,elite,15,9.333333333333334,140.0,52.2,95.37216546507022,-43.17216546507022,True,False,0,53.38052539276714,53.78509531439681,66.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Pierre Strong,RB,2023,4.568107977367457,252.43,1.0,1.0,7.0,threshold_or_below,fringe,11,3.0818181818181825,33.900000000000006,1.8000000000000007,0.0,1.8000000000000007,False,True,2,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Rachaad White,RB,2023,11.720381660453745,62.9,1.0,1.0,7.0,threshold_or_below,elite,15,15.266666666666667,229.0,128.10000000000002,75.52610656725992,52.57389343274011,False,True,7,37.91701212197583,38.3215820436055,35.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Raheem Mostert,RB,2023,8.809224669845667,94.33,6.0,5.0,7.0,threshold_or_below,starter,15,18.546666666666667,278.2,177.6,28.947594717530677,148.65240528246932,False,True,8,13.021650852784575,13.426220774414245,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Rhamondre Stevenson,RB,2023,12.984123375850158,31.1,2.0,2.0,7.0,threshold_or_below,elite,12,10.891666666666667,130.70000000000002,59.2,95.74597401360253,-36.54597401360253,True,False,2,35.0,35.0,35.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Rico Dowdle,RB,2023,5.656209838238989,180.96,3.0,1.0,7.0,threshold_or_below,depth,15,5.033333333333333,75.5,22.800000000000004,0.0,22.800000000000004,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Ronald Jones,RB,2023,4.2452697689713235,339.0,5.0,5.0,7.0,threshold_or_below,fringe,0,0.0,0.0,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Roschon Johnson,RB,2023,7.030766026307197,139.76,0.0,0.0,7.0,threshold_or_below,depth,13,5.438461538461539,70.7,12.5,0.49225642091515454,12.007743579084845,False,True,1,4.313747776267519,4.71831769789719,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Samaje Perine,RB,2023,8.409302415312125,113.53,6.0,6.0,7.0,threshold_or_below,starter,15,5.946666666666667,89.2,15.6,22.548838644993992,-6.948838644993993,True,False,1,9.147461752506572,9.552031674136243,7.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Saquon Barkley,RB,2023,15.225504251439952,10.72,5.0,5.0,7.0,threshold_or_below,elite,12,14.991666666666667,179.9,99.9,131.60806802303924,-31.70806802303923,False,False,3,86.0,86.0,86.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Tank Bigsby,RB,2023,7.706604871172602,124.12,0.0,0.0,7.0,threshold_or_below,starter,11,1.9545454545454546,21.5,2.3000000000000007,11.305677938761633,-9.005677938761632,True,False,0,6.218926492936762,6.623496414566433,4.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Tony Pollard,RB,2023,14.52750947778783,17.17,4.0,4.0,7.0,threshold_or_below,elite,15,11.886666666666667,178.3,78.9,120.4401516446053,-41.54015164460529,True,False,1,36.0,36.0,36.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Travis Etienne,RB,2023,12.74729362648715,33.59,2.0,2.0,7.0,threshold_or_below,elite,15,14.986666666666668,224.8,125.60000000000001,91.95669802379439,33.64330197620562,False,True,5,55.70029313686785,56.10486305849752,69.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Trayveon Williams,RB,2023,4.438860532010481,270.21,4.0,4.0,7.0,threshold_or_below,fringe,12,0.9500000000000001,11.4,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Ty Chandler,RB,2023,6.371856491042599,196.02,1.0,1.0,7.0,threshold_or_below,depth,11,6.972727272727273,76.7,30.400000000000002,0.0,30.400000000000002,False,True,3,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Tyjae Spears,RB,2023,7.0674268630547905,147.97,0.0,0.0,7.0,threshold_or_below,depth,15,6.92,103.8,23.999999999999996,1.0788298088766481,22.92117019112335,False,True,3,3.115802565473185,3.520372487102856,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Tyler Allgeier,RB,2023,7.292573790788693,135.81,1.0,1.0,7.0,threshold_or_below,depth,15,7.373333333333333,110.6,36.900000000000006,4.681180652619091,32.218819347380915,False,True,4,3.137431319510937,3.542001241140608,3.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Zach Charbonnet,RB,2023,8.756532990064576,104.18,0.0,0.0,7.0,threshold_or_below,starter,14,5.5,77.0,15.7,28.104527841033217,-12.404527841033218,True,False,1,10.227729367172085,10.632299288801756,6.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Zack Moss,RB,2023,5.753827647872927,204.78,3.0,3.0,7.0,threshold_or_below,depth,13,12.330769230769231,160.3,81.10000000000002,0.0,81.10000000000002,False,True,6,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Zamir White,RB,2023,6.288944356289266,192.92,1.0,1.0,7.0,threshold_or_below,depth,11,3.8818181818181823,42.7,18.5,0.0,18.5,False,True,2,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Adam Trautman,TE,2023,4.117526433679655,281.0,3.0,3.0,8.0,threshold_or_below,fringe,14,3.4571428571428577,48.400000000000006,15.700000000000001,0.0,15.700000000000001,False,True,3,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Austin Hooper,TE,2023,4.392079255529113,297.32,7.0,7.0,8.0,threshold_or_below,depth,14,1.8357142857142859,25.700000000000003,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Cade Otton,TE,2023,5.895361635033778,183.72,1.0,1.0,8.0,threshold_or_below,depth,14,6.478571428571429,90.7,35.8,14.325786160540446,21.47421383945955,False,True,3,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Chigoziem Okonkwo,TE,2023,7.472223538636303,140.72,1.0,1.0,8.0,threshold_or_below,starter,15,5.193333333333333,77.9,19.200000000000003,39.55557661818085,-20.355576618180848,True,False,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Cj Uzomah,TE,2023,3.546903001380191,295.0,8.0,8.0,8.0,threshold_or_below,fringe,7,2.4,16.8,2.5999999999999996,0.0,2.5999999999999996,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Colby Parkinson,TE,2023,3.250583502627682,359.0,3.0,3.0,8.0,threshold_or_below,fringe,12,3.6750000000000003,44.1,11.400000000000002,0.0,11.400000000000002,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Cole Kmet,TE,2023,6.886690341267521,139.69,3.0,3.0,8.0,threshold_or_below,starter,14,10.428571428571429,146.0,82.4,30.18704546028033,52.212954539719675,False,True,6,1.0,1.2894097790648906,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Dallas Goedert,TE,2023,8.670177482149805,64.02,5.0,5.0,8.0,threshold_or_below,elite,12,7.9750000000000005,95.7,42.20000000000001,58.72283971439688,-16.522839714396873,False,False,2,13.004261766866318,13.408831688495988,6.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Dalton Kincaid,TE,2023,7.822365231392258,100.71,0.0,0.0,8.0,threshold_or_below,elite,14,6.6571428571428575,93.2,38.900000000000006,45.157843702276125,-6.257843702276119,False,False,2,4.123364633343904,4.527934554973575,5.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Dalton Schultz,TE,2023,7.327480813642121,114.74,5.0,5.0,8.0,threshold_or_below,starter,13,8.876923076923077,115.4,65.4,37.23969301827394,28.160306981726066,False,True,5,1.7503730194020037,2.1549429410316745,1.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Daniel Bellinger,TE,2023,4.062054670477013,280.5,1.0,1.0,8.0,threshold_or_below,fringe,12,2.6750000000000003,32.1,2.4000000000000004,0.0,2.4000000000000004,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Darnell Washington,TE,2023,4.209348901300022,251.05,0.0,0.0,8.0,threshold_or_below,depth,8,1.2000000000000002,9.600000000000001,0.0,0.0,0.0,True,True,0,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Darren Waller,TE,2023,9.699778803018287,57.31,7.0,5.0,8.0,threshold_or_below,elite,10,7.359999999999999,73.6,31.400000000000002,75.19646084829259,-43.79646084829258,True,False,1,16.906207630629005,17.310777552258674,26.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
David Njoku,TE,2023,7.199819294659351,91.31,6.0,6.0,8.0,threshold_or_below,starter,15,10.22,153.3,84.5,35.197108714549614,49.302891285450386,False,True,5,4.9447350410840185,5.349304962713689,6.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Dawson Knox,TE,2023,6.040663103377351,136.38,4.0,4.0,8.0,threshold_or_below,starter,9,3.711111111111111,33.4,4.6,16.65060965403761,-12.05060965403761,True,False,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Donald Parham,TE,2023,3.5906349208522874,349.5,3.0,3.0,8.0,threshold_or_below,fringe,12,4.933333333333334,59.2,27.1,0.0,27.1,False,True,4,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Durham Smythe,TE,2023,4.075817924746221,215.57,5.0,5.0,8.0,threshold_or_below,fringe,11,3.8818181818181823,42.7,5.3000000000000025,0.0,5.3000000000000025,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Evan Engram,TE,2023,7.631790924306783,90.24,6.0,6.0,8.0,threshold_or_below,elite,15,9.893333333333334,148.4,75.7,42.108654788908524,33.59134521109148,False,True,4,5.294508541247114,5.699078462876785,3.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
George Kittle,TE,2023,9.714850216990763,48.8,6.0,6.0,8.0,threshold_or_below,elite,15,11.686666666666667,175.3,112.0,75.43760347185221,36.56239652814779,False,True,6,17.64885196192646,18.053421883556133,35.0,1,2022,1,0,current_locked_spec_v5_compact_salary_features
Gerald Everett,TE,2023,6.425677454408236,152.6,6.0,6.0,8.0,threshold_or_below,starter,13,6.3076923076923075,82.0,28.999999999999996,22.810839270531773,6.189160729468224,False,True,3,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
Hayden Hurst,TE,2023,5.412469315689059,196.05,5.0,5.0,8.0,threshold_or_below,depth,9,3.822222222222223,34.400000000000006,10.000000000000002,6.599509051024938,3.4004909489750634,False,True,1,1.0,1.0,,0,2022,1,0,current_locked_spec_v5_compact_salary_features
