dataset,match_mode,pos,matched_veteran_seasons,matched_unique_veterans,matched_seasons,mean_match_distance,mean_pred_ppg_delta,mean_market_delta,outcome,delta_unit,mean_delta,cluster_boot_ci95_low,cluster_boot_ci95_high,leave_one_season_out_min,leave_one_season_out_max
adp_top_100,market,RB,39,26,14,0.15884878003890218,-0.07605846513149618,0.8161636822490712,managed_points_above_waiver,points,-1.5348717948717967,-17.763736842105263,13.799565759637177,-3.931578947368423,0.346470588235295
adp_top_100,market,RB,39,26,14,0.15884878003890218,-0.07605846513149618,0.8161636822490712,managed_residual_points,points,0.027140570309066303,-19.027436635684722,16.152776867501746,-1.9586929904904877,3.342690546474832
adp_top_100,market,RB,39,26,14,0.15884878003890218,-0.07605846513149618,0.8161636822490712,boom_weeks,points,-0.10256410256410252,-0.8646219758064516,0.561874999999998,-0.27428571428571424,0.11176470588235299
adp_top_100,market,RB,39,26,14,0.15884878003890218,-0.07605846513149618,0.8161636822490712,managed_miss_30,percentage_points,-2.564102564102564,-22.5959595959596,18.857936507936497,-8.823529411764707,2.8571428571428585
adp_top_100,market,RB,39,26,14,0.15884878003890218,-0.07605846513149618,0.8161636822490712,managed_upside_20,percentage_points,-6.153846153846155,-18.37837837837838,6.062937062937049,-8.42105263157895,-4.117647058823531
adp_top_100,market,TE,14,7,9,0.5180459242052501,0.7722180976990026,-2.4008571428571455,managed_points_above_waiver,points,14.12857142857143,-10.421583333333324,33.384,5.555000000000002,30.074545454545454
adp_top_100,market,TE,14,7,9,0.5180459242052501,0.7722180976990026,-2.4008571428571455,managed_residual_points,points,1.773081865387382,-21.34718103517939,22.0509163597566,-7.583071157048056,14.818142329031202
adp_top_100,market,TE,14,7,9,0.5180459242052501,0.7722180976990026,-2.4008571428571455,boom_weeks,points,0.08571428571428576,-1.0154166666666669,1.0448039215686256,-0.21666666666666665,0.7090909090909091
adp_top_100,market,TE,14,7,9,0.5180459242052501,0.7722180976990026,-2.4008571428571455,managed_miss_30,percentage_points,-22.85714285714286,-49.090909090909086,12.018181818181722,-41.81818181818181,-9.999999999999998
adp_top_100,market,TE,14,7,9,0.5180459242052501,0.7722180976990026,-2.4008571428571455,managed_upside_20,percentage_points,-5.714285714285713,-28.749999999999996,32.72727272727272,-13.846153846153845,10.909090909090908
