slice_type,slice_value,period,method,rows,rmse,mae,bias,spearman,rmse_baseline,mae_baseline,bias_baseline,spearman_baseline,rmse_delta,mae_delta,bias_delta,spearman_delta
history_depth,rookie,development_2017_2022,ridge_swap,342,3.2534832008743764,2.5683143508488833,0.06638463967207636,0.6175557250502547,3.2592600743380524,2.5702597919148666,0.06740286580908383,0.6140129910747909,-0.005776873463676058,-0.0019454410659833776,-0.0010182261370074719,0.0035427339754637854
history_depth,rookie,temporal_2023_2025,production,176,3.1682253133735565,2.5099732843794595,0.5042563719940976,0.6265767406747584,3.1682253133735565,2.5099732843794595,0.5042563719940976,0.6265767406747584,0.0,0.0,0.0,0.0
history_depth,rookie,temporal_2023_2025,ridge_swap,176,3.1598100800712547,2.50575039773933,0.4744598733972188,0.6280405327326418,3.1682253133735565,2.5099732843794595,0.5042563719940976,0.6265767406747584,-0.008415233302301761,-0.004222886640129708,-0.029796498596878773,0.001463792057883384
history_depth,second_year,all_2017_2025,production,558,2.9314822791503015,2.2277431300128754,0.12181361509949049,0.7510056510334987,2.9314822791503015,2.2277431300128754,0.12181361509949049,0.7510056510334987,0.0,0.0,0.0,0.0
history_depth,second_year,all_2017_2025,ridge_swap,558,2.9298233169073646,2.2270206261511567,0.104867494658397,0.7497179024594576,2.9314822791503015,2.2277431300128754,0.12181361509949049,0.7510056510334987,-0.0016589622429368234,-0.0007225038617186819,-0.01694612044109349,-0.0012877485740411254
history_depth,second_year,development_2017_2022,production,370,2.9915301689214355,2.2734945294313578,0.024496350087280603,0.7379569444581554,2.9915301689214355,2.2734945294313578,0.024496350087280603,0.7379569444581554,0.0,0.0,0.0,0.0
history_depth,second_year,development_2017_2022,ridge_swap,370,2.9901663808084153,2.2739207241525015,0.02484334971454512,0.7376861586088362,2.9915301689214355,2.2734945294313578,0.024496350087280603,0.7379569444581554,-0.0013637881130201812,0.00042619472114369117,0.0003469996272645187,-0.00027078584931916616
history_depth,second_year,temporal_2023_2025,production,188,2.809557001953695,2.1377004822211796,0.31334227496394595,0.7645463957230846,2.809557001953695,2.1377004822211796,0.31334227496394595,0.7645463957230846,0.0,0.0,0.0,0.0
history_depth,second_year,temporal_2023_2025,ridge_swap,188,2.8072771510130976,2.1347172417868077,0.2623618224734246,0.7622256727049888,2.809557001953695,2.1377004822211796,0.31334227496394595,0.7645463957230846,-0.002279850940597239,-0.0029832404343719254,-0.050980452490521355,-0.002320723018095827
history_depth,veteran_with_history,all_2017_2025,production,2523,2.7948664556313076,2.1673261533506736,0.10793452551850695,0.8197562574245273,2.7948664556313076,2.1673261533506736,0.10793452551850695,0.8197562574245273,0.0,0.0,0.0,0.0
history_depth,veteran_with_history,all_2017_2025,ridge_swap,2523,2.794744891572879,2.166581408367598,0.10575023286580572,0.8194998237906793,2.7948664556313076,2.1673261533506736,0.10793452551850695,0.8197562574245273,-0.0001215640584284472,-0.0007447449830757513,-0.0021842926527012307,-0.00025643363384797446
history_depth,veteran_with_history,development_2017_2022,production,1663,2.768992968154171,2.1488047305660425,0.06919321335594789,0.8129250065170136,2.768992968154171,2.1488047305660425,0.06919321335594789,0.8129250065170136,0.0,0.0,0.0,0.0
history_depth,veteran_with_history,development_2017_2022,ridge_swap,1663,2.7687065400257045,2.148809851380528,0.07852880325292445,0.8125158003621924,2.768992968154171,2.1488047305660425,0.06919321335594789,0.8129250065170136,-0.0002864281284664649,5.1208144853376325e-06,0.009335589896976568,-0.0004092061548212067
history_depth,veteran_with_history,temporal_2023_2025,production,860,2.844231020796712,2.2031414162470013,0.18284941171192043,0.828415475198888,2.844231020796712,2.2031414162470013,0.18284941171192043,0.828415475198888,0.0,0.0,0.0,0.0
history_depth,veteran_with_history,temporal_2023_2025,ridge_swap,860,2.844419769578052,2.200946640076315,0.15838888105908658,0.8282592905794421,2.844231020796712,2.2031414162470013,0.18284941171192043,0.828415475198888,0.00018874878134012008,-0.002194776170686197,-0.02446053065283385,-0.00015618461944588713
season,2017,all_2017_2025,production,402,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,0.0,0.0,0.0,0.0
season,2017,all_2017_2025,ridge_swap,402,2.8718728744951503,2.2222074515717907,0.4060528817127918,0.7693096290189153,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,0.0008413614914233314,0.00582996719349449,0.026803126125683474,-0.0008054568245219329
season,2017,development_2017_2022,production,402,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,0.0,0.0,0.0,0.0
season,2017,development_2017_2022,ridge_swap,402,2.8718728744951503,2.2222074515717907,0.4060528817127918,0.7693096290189153,2.871031513003727,2.216377484378296,0.37924975558710833,0.7701150858434372,0.0008413614914233314,0.00582996719349449,0.026803126125683474,-0.0008054568245219329
season,2018,all_2017_2025,production,365,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,0.0,0.0,0.0,0.0
season,2018,all_2017_2025,ridge_swap,365,2.9885259401900934,2.301071431108993,-0.37511567183217215,0.7412441537567092,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,-0.008168240970480412,-0.0039472979966745925,0.01751671674043359,0.0013153257099969284
season,2018,development_2017_2022,production,365,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,0.0,0.0,0.0,0.0
season,2018,development_2017_2022,ridge_swap,365,2.9885259401900934,2.301071431108993,-0.37511567183217215,0.7412441537567092,2.996694181160574,2.3050187291056674,-0.39263238857260574,0.7399288280467122,-0.008168240970480412,-0.0039472979966745925,0.01751671674043359,0.0013153257099969284
season,2019,all_2017_2025,production,385,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,0.0,0.0,0.0,0.0
season,2019,all_2017_2025,ridge_swap,385,2.8891377865045103,2.264103214701676,-0.14239803082810976,0.7849877350381849,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,0.005905961745944932,0.004155537546111088,-0.0009592724749344639,0.0002321513538509068
season,2019,development_2017_2022,production,385,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,0.0,0.0,0.0,0.0
season,2019,development_2017_2022,ridge_swap,385,2.8891377865045103,2.264103214701676,-0.14239803082810976,0.7849877350381849,2.8832318247585653,2.259947677155565,-0.1414387583531753,0.784755583684334,0.005905961745944932,0.004155537546111088,-0.0009592724749344639,0.0002321513538509068
season,2020,all_2017_2025,production,409,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,0.0,0.0,0.0,0.0
season,2020,all_2017_2025,ridge_swap,409,3.1098832582956843,2.350648267758587,-0.3105248673980391,0.7747582909192638,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,0.0008251378916250829,0.0010262216998175866,0.007723509903128922,-0.0025774116919695667
season,2020,development_2017_2022,production,409,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,0.0,0.0,0.0,0.0
season,2020,development_2017_2022,ridge_swap,409,3.1098832582956843,2.350648267758587,-0.3105248673980391,0.7747582909192638,3.1090581204040593,2.3496220460587693,-0.318248377301168,0.7773357026112334,0.0008251378916250829,0.0010262216998175866,0.007723509903128922,-0.0025774116919695667
season,2021,all_2017_2025,production,413,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,0.0,0.0,0.0,0.0
season,2021,all_2017_2025,ridge_swap,413,2.7933184076640365,2.1502510580019965,0.2311646994365336,0.7937223987701495,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,0.00047083830646243996,-0.001992681023970988,-0.004887949624914956,-1.865296863057253e-05
season,2021,development_2017_2022,production,413,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,0.0,0.0,0.0,0.0
season,2021,development_2017_2022,ridge_swap,413,2.7933184076640365,2.1502510580019965,0.2311646994365336,0.7937223987701495,2.792847569357574,2.1522437390259674,0.23605264906144854,0.7937410517387801,0.00047083830646243996,-0.001992681023970988,-0.004887949624914956,-1.865296863057253e-05
season,2022,all_2017_2025,production,422,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,0.0,0.0,0.0,0.0
season,2022,all_2017_2025,ridge_swap,422,2.581916205437888,2.0813713076968257,0.5846006275840789,0.8137116459084868,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,-0.007304672812849411,-0.004716739007577964,-0.005939212042973208,0.0005333263926387
season,2022,development_2017_2022,production,422,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,0.0,0.0,0.0,0.0
season,2022,development_2017_2022,ridge_swap,422,2.581916205437888,2.0813713076968257,0.5846006275840789,0.8137116459084868,2.5892208782507375,2.0860880467044036,0.5905398396270521,0.8131783195158481,-0.007304672812849411,-0.004716739007577964,-0.005939212042973208,0.0005333263926387
season,2023,all_2017_2025,production,404,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,0.0,0.0,0.0,0.0
season,2023,all_2017_2025,ridge_swap,404,2.948722941765478,2.2520039321910836,0.43240830910081846,0.78938881604889,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,-0.005851357924528955,-0.00873872347940452,-0.01745683567012346,-0.0006711677490797152
season,2023,temporal_2023_2025,production,404,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,0.0,0.0,0.0,0.0
season,2023,temporal_2023_2025,ridge_swap,404,2.948722941765478,2.2520039321910836,0.43240830910081846,0.78938881604889,2.954574299690007,2.260742655670488,0.4498651447709419,0.7900599837979697,-0.005851357924528955,-0.00873872347940452,-0.01745683567012346,-0.0006711677490797152
season,2024,all_2017_2025,production,406,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,0.0,0.0,0.0,0.0
season,2024,all_2017_2025,ridge_swap,406,2.96629402517169,2.358332234242091,0.16021540772846027,0.7989415110014587,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,-0.0024150358224597213,-0.00023389449676836094,-0.015200122251866593,0.0002299659740013782
season,2024,temporal_2023_2025,production,406,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,0.0,0.0,0.0,0.0
season,2024,temporal_2023_2025,ridge_swap,406,2.96629402517169,2.358332234242091,0.16021540772846027,0.7989415110014587,2.9687090609941498,2.3585661287388593,0.17541552998032686,0.7987115450274573,-0.0024150358224597213,-0.00023389449676836094,-0.015200122251866593,0.0002299659740013782
season,2025,all_2017_2025,production,416,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,0.0,0.0,0.0,0.0
season,2025,all_2017_2025,ridge_swap,416,2.735196850976616,2.088533610185004,0.07064464798421213,0.8094709377210147,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,0.003940662036531428,0.0011916999356165192,-0.054682766443483105,-0.0007477617570368356
season,2025,temporal_2023_2025,production,416,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,0.0,0.0,0.0,0.0
season,2025,temporal_2023_2025,ridge_swap,416,2.735196850976616,2.088533610185004,0.07064464798421213,0.8094709377210147,2.7312561889400846,2.0873419102493873,0.12532741442769524,0.8102186994780516,0.003940662036531428,0.0011916999356165192,-0.054682766443483105,-0.0007477617570368356
