scope,candidate_method,baseline_method,period,metric,cluster_type,n,clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all,height_w025_all,production,all_2017_2025,ppg_crps,season,1620,9,-0.0009024808573068629,-0.0017598995629145527,-0.0001931492647871612,0.9945
all,height_w025_all,production,all_2017_2025,contribution_crps,season,1620,9,-0.010181436303840491,-0.01871058483253496,-0.0017417613410961941,0.993
all,height_w025_all,production,all_2017_2025,played_crps,season,1620,9,-0.000993337120827025,-0.0038426733021578556,0.0015732660209942806,0.7685
all,height_w025_all,production,all_2017_2025,plus3_brier_row,season,1620,9,0.0001747544139009008,-0.00028620543841974115,0.0006753547833747604,0.2185
all,height_w025_all,production,all_2017_2025,plus5_brier_row,season,1620,9,-8.47422738693941e-05,-0.0003947879837734598,0.00022194096819389195,0.716
all,height_w025_all,production,all_2017_2025,impact_brier_row,season,1620,9,7.659605367576318e-06,-0.0001862257312096335,0.0002394982396462898,0.469
all,height_w025_all,production,all_2017_2025,zero_brier_row,season,1620,9,-7.584208621321201e-05,-0.0001641642538787968,1.406054292428631e-05,0.9435
all,height_w025_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,1.2632169085903328e-05,-0.00019966881823465745,0.00022030551767914186,0.4505
all,height_w025_all,production,all_2017_2025,ppg_crps,player,1620,519,-0.0009024808573068629,-0.0021163583977180777,0.0003389610486505785,0.91
all,height_w025_all,production,all_2017_2025,contribution_crps,player,1620,519,-0.010181436303840491,-0.02731987608008606,0.007816630263313126,0.851
all,height_w025_all,production,all_2017_2025,played_crps,player,1620,519,-0.000993337120827025,-0.0034981115318535962,0.001555458340558252,0.7685
all,height_w025_all,production,all_2017_2025,plus3_brier_row,player,1620,519,0.0001747544139009008,-0.0002881013136745305,0.0006503756260572723,0.227
all,height_w025_all,production,all_2017_2025,plus5_brier_row,player,1620,519,-8.47422738693941e-05,-0.00033014453181821456,0.00016986630170991212,0.76
all,height_w025_all,production,all_2017_2025,impact_brier_row,player,1620,519,7.659605367576318e-06,-0.0002864353494782932,0.00030485455525876536,0.4745
all,height_w025_all,production,all_2017_2025,zero_brier_row,player,1620,519,-7.584208621321201e-05,-0.00020292287346665474,5.704198838628904e-05,0.8665
all,height_w025_all,production,all_2017_2025,extended_absence_brier_row,player,1620,519,1.2632169085903328e-05,-0.000258549352384078,0.0002789052316680227,0.469
all,height_w025_all,production,development_2017_2022,ppg_crps,season,1080,6,-0.0010293781585899002,-0.002218609893859671,3.0151484346541752e-05,0.973
all,height_w025_all,production,development_2017_2022,contribution_crps,season,1080,6,-0.007934286148765003,-0.01652635650178512,0.0006727810137625167,0.9675
all,height_w025_all,production,development_2017_2022,played_crps,season,1080,6,0.0008752374178845893,-0.0012640105264147001,0.0030144853621838783,0.2305
all,height_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.00030499041576282867,-0.00033330341697429734,0.0009473813509714595,0.1925
all,height_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,-0.0001142478132675865,-0.0004910973056233264,0.0002581171737389598,0.727
all,height_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,8.35558734834483e-05,-0.00017374927260510793,0.0003823766282875947,0.306
all,height_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,-6.790629991959084e-05,-0.00018720800056497015,5.145197283178058e-05,0.8585
all,height_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,0.00013219131410611667,-6.772375929078563e-05,0.0003505415221236244,0.138
all,height_w025_all,production,development_2017_2022,ppg_crps,player,1080,408,-0.0010293781585899002,-0.0025201176229929113,0.000499142435072866,0.903
all,height_w025_all,production,development_2017_2022,contribution_crps,player,1080,408,-0.007934286148765003,-0.028816980941293324,0.013655037410026324,0.751
all,height_w025_all,production,development_2017_2022,played_crps,player,1080,408,0.0008752374178845893,-0.002077151600117621,0.003763164001837089,0.279
all,height_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,408,0.00030499041576282867,-0.0002507642152683413,0.0008486668183578491,0.1355
all,height_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,408,-0.0001142478132675865,-0.00043322682503294224,0.0002017641266168014,0.778
all,height_w025_all,production,development_2017_2022,impact_brier_row,player,1080,408,8.35558734834483e-05,-0.0002221098632590081,0.0004221402210797465,0.314
all,height_w025_all,production,development_2017_2022,zero_brier_row,player,1080,408,-6.790629991959084e-05,-0.00023612586184007677,0.00010387726451112632,0.782
all,height_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,408,0.00013219131410611667,-0.0001809848276225609,0.0004567675791090637,0.1955
all,height_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0006486862547407881,-0.001449712081764693,-0.00017366651643106653,1.0
all,height_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.014675736613991469,-0.03267787039204156,0.006535616767639358,0.959
all,height_w025_all,production,temporal_2023_2025,played_crps,season,540,3,-0.004730486198250254,-0.008295830221655828,0.0007030554106315553,0.959
all,height_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-8.571758982295479e-05,-0.00037969627506412556,0.0002749547050097805,0.7375
all,height_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,-2.5731195073009166e-05,-0.0005931676271494399,0.0006597606075556512,0.61
all,height_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.0001441329308641676,-0.0003717824042058358,0.00014053362626745717,0.854
all,height_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,-9.171365880045434e-05,-0.00025960040263089365,6.866446297079093e-05,0.849
all,height_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,-0.00022648612095452328,-0.000483362269949157,0.0001839306680433706,0.959
all,height_w025_all,production,temporal_2023_2025,ppg_crps,player,540,269,-0.0006486862547407881,-0.0029206909896733026,0.001506644788343658,0.727
all,height_w025_all,production,temporal_2023_2025,contribution_crps,player,540,269,-0.014675736613991469,-0.045112625133013944,0.014612116368471234,0.8305
all,height_w025_all,production,temporal_2023_2025,played_crps,player,540,269,-0.004730486198250254,-0.009418972064272701,-0.0003316151352040528,0.9805
all,height_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,269,-8.571758982295479e-05,-0.0008929525350531165,0.0006860521248456608,0.569
all,height_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,269,-2.5731195073009166e-05,-0.0003772381005301265,0.0003700847600751491,0.5705
all,height_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,269,-0.0001441329308641676,-0.0007174756557463623,0.00041235000186090457,0.6845
all,height_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,269,-9.171365880045434e-05,-0.00030126500907457377,0.00011172338828389458,0.812
all,height_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,269,-0.00022648612095452328,-0.0007896524837313822,0.00032674063163825505,0.7815
all,weight_w025_all,production,all_2017_2025,ppg_crps,season,1620,9,-0.0005779632045481298,-0.0015973973812692032,0.0004972572767055059,0.854
all,weight_w025_all,production,all_2017_2025,contribution_crps,season,1620,9,-0.006875769215304938,-0.021104022432145486,0.008333257322520366,0.834
all,weight_w025_all,production,all_2017_2025,played_crps,season,1620,9,-0.0021141386207054343,-0.005070236963483974,0.0011163154864852905,0.9095
all,weight_w025_all,production,all_2017_2025,plus3_brier_row,season,1620,9,0.0001989032781405392,-0.00025004175126696904,0.0006626760632674194,0.2035
all,weight_w025_all,production,all_2017_2025,plus5_brier_row,season,1620,9,-8.204888160140335e-05,-0.0003853412744502694,0.00021806187095988646,0.715
all,weight_w025_all,production,all_2017_2025,impact_brier_row,season,1620,9,-0.0002409921140421139,-0.0005692888045127836,0.00011110922087789426,0.9055
all,weight_w025_all,production,all_2017_2025,zero_brier_row,season,1620,9,-6.166072328012328e-06,-0.00010873804296390542,0.00012017336451602289,0.5555
all,weight_w025_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-8.268501138738635e-06,-0.0002688423946308026,0.00023439768050229464,0.5215
all,weight_w025_all,production,all_2017_2025,ppg_crps,player,1620,519,-0.0005779632045481298,-0.0018129312066969972,0.0006654322173819159,0.8215
all,weight_w025_all,production,all_2017_2025,contribution_crps,player,1620,519,-0.006875769215304938,-0.024096433488649278,0.010272414072512007,0.779
all,weight_w025_all,production,all_2017_2025,played_crps,player,1620,519,-0.0021141386207054343,-0.004858627905716123,0.0008364331002796746,0.933
all,weight_w025_all,production,all_2017_2025,plus3_brier_row,player,1620,519,0.0001989032781405392,-0.00028252537523203224,0.0006695221657882877,0.213
all,weight_w025_all,production,all_2017_2025,plus5_brier_row,player,1620,519,-8.204888160140335e-05,-0.0003189513777593925,0.0001685179384187987,0.76
all,weight_w025_all,production,all_2017_2025,impact_brier_row,player,1620,519,-0.0002409921140421139,-0.0005933282290142047,8.737241423663633e-05,0.912
all,weight_w025_all,production,all_2017_2025,zero_brier_row,player,1620,519,-6.166072328012328e-06,-0.00011612619705989898,0.0001074936423885631,0.534
all,weight_w025_all,production,all_2017_2025,extended_absence_brier_row,player,1620,519,-8.268501138738635e-06,-0.00029360098736832353,0.00026172489820108286,0.515
all,weight_w025_all,production,development_2017_2022,ppg_crps,season,1080,6,9.799087931256562e-05,-0.0011057531031065122,0.0012726979673765586,0.458
all,weight_w025_all,production,development_2017_2022,contribution_crps,season,1080,6,-0.006619460531547624,-0.024386469025826744,0.013423958372467985,0.775
all,weight_w025_all,production,development_2017_2022,played_crps,season,1080,6,-0.0016417286072796396,-0.00577556635389436,0.0021787771852405558,0.7975
all,weight_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.00035017245671765897,-0.00018591428606525332,0.0008862591995005714,0.1
all,weight_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,-5.50182125848167e-05,-0.0005077381394591309,0.00038687174825607516,0.6165
all,weight_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,-0.0002607369795449441,-0.000735744365974906,0.0002522252282980218,0.835
all,weight_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00010405922738147835,-0.00015609494067983385,-4.632278034127993e-05,0.999
all,weight_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-9.085900195387323e-05,-0.0004440482058129627,0.0002510806689779861,0.679
all,weight_w025_all,production,development_2017_2022,ppg_crps,player,1080,408,9.799087931256562e-05,-0.00141217601706393,0.001498881503665558,0.4665
all,weight_w025_all,production,development_2017_2022,contribution_crps,player,1080,408,-0.006619460531547624,-0.03015384545066363,0.015898421535668065,0.726
all,weight_w025_all,production,development_2017_2022,played_crps,player,1080,408,-0.0016417286072796396,-0.004866792674064676,0.0016393307250449362,0.8425
all,weight_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,408,0.00035017245671765897,-0.00020073951171897323,0.0008845389970720526,0.1075
all,weight_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,408,-5.50182125848167e-05,-0.00038292209998982816,0.00029181803178655603,0.641
all,weight_w025_all,production,development_2017_2022,impact_brier_row,player,1080,408,-0.0002607369795449441,-0.0006633374525915113,0.00012525713879537483,0.9085
all,weight_w025_all,production,development_2017_2022,zero_brier_row,player,1080,408,-0.00010405922738147835,-0.0002570876328879395,2.9902439641893545e-05,0.932
all,weight_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,408,-9.085900195387323e-05,-0.000452172188717865,0.00025411811595786224,0.707
all,weight_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0019298713722695204,-0.0030429021162352602,-0.0007155265107839049,1.0
all,weight_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.007388386582819568,-0.03151670670746037,0.014667262126304011,0.735
all,weight_w025_all,production,temporal_2023_2025,played_crps,season,540,3,-0.0030589586475570233,-0.006242551272457925,0.002898741281984602,0.9645
all,weight_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.00010363507901370027,-0.0010021586414154205,0.00038757127846515054,0.695
all,weight_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00013611021963457653,-0.00026701983798261316,-6.70801529419323e-05,1.0
all,weight_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.00020150238303645363,-0.0004746762197281702,-2.3451599097573223e-05,1.0
all,weight_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.00018962023777891962,3.331580750100147e-05,0.00040287102436299384,0.0
all,weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,0.00015691250049153062,-8.971431551450968e-06,0.0002724393549902451,0.0355
all,weight_w025_all,production,temporal_2023_2025,ppg_crps,player,540,269,-0.0019298713722695204,-0.004570369429210334,0.00039887682025807234,0.941
all,weight_w025_all,production,temporal_2023_2025,contribution_crps,player,540,269,-0.007388386582819568,-0.04268138369545646,0.027411974812990115,0.669
all,weight_w025_all,production,temporal_2023_2025,played_crps,player,540,269,-0.0030589586475570233,-0.007627071086122523,0.0015895026359031906,0.899
all,weight_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,269,-0.00010363507901370027,-0.0009733316610949084,0.0007811039550399313,0.578
all,weight_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,269,-0.00013611021963457653,-0.0005029906350396365,0.00021209382275585897,0.767
all,weight_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,269,-0.00020150238303645363,-0.0008799228158624445,0.000509361374407159,0.7245
all,weight_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,269,0.00018962023777891962,2.1098459167345808e-05,0.0003687737436333852,0.0145
all,weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,269,0.00015691250049153062,-0.00025372501454436,0.0005626626645764752,0.221
all,height_weight_w025_all,production,all_2017_2025,ppg_crps,season,1620,9,-0.001101978270607353,-0.002202363694223661,2.3920461958890803e-05,0.9715
all,height_weight_w025_all,production,all_2017_2025,contribution_crps,season,1620,9,-0.018661482641618328,-0.045873980304442716,0.007207968621863426,0.9185
all,height_weight_w025_all,production,all_2017_2025,played_crps,season,1620,9,-0.0028378191129820253,-0.0066529275190799105,0.0005828960988979568,0.942
all,height_weight_w025_all,production,all_2017_2025,plus3_brier_row,season,1620,9,-4.9054690000515886e-05,-0.0006545231731097772,0.0004312215251725579,0.542
all,height_weight_w025_all,production,all_2017_2025,plus5_brier_row,season,1620,9,-7.618423414634523e-05,-0.0005438854466659198,0.00033246319795002743,0.643
all,height_weight_w025_all,production,all_2017_2025,impact_brier_row,season,1620,9,-0.0002990619943336246,-0.0008364802048998808,0.00014376737543345456,0.893
all,height_weight_w025_all,production,all_2017_2025,zero_brier_row,season,1620,9,8.735651249687528e-05,-1.3028294036207017e-05,0.00017305613580604655,0.0405
all,height_weight_w025_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-8.976615376086612e-05,-0.00047725976019484545,0.0002865973424662155,0.678
all,height_weight_w025_all,production,all_2017_2025,ppg_crps,player,1620,519,-0.001101978270607353,-0.002916023547364291,0.0006762515470723118,0.879
all,height_weight_w025_all,production,all_2017_2025,contribution_crps,player,1620,519,-0.018661482641618328,-0.04329169138469698,0.004628016824327686,0.929
all,height_weight_w025_all,production,all_2017_2025,played_crps,player,1620,519,-0.0028378191129820253,-0.006243001255775618,0.0007373496938108511,0.9335
all,height_weight_w025_all,production,all_2017_2025,plus3_brier_row,player,1620,519,-4.9054690000515886e-05,-0.0006466977545908715,0.0005523638329834646,0.549
all,height_weight_w025_all,production,all_2017_2025,plus5_brier_row,player,1620,519,-7.618423414634523e-05,-0.0003874347707191252,0.00027566670703203626,0.6705
all,height_weight_w025_all,production,all_2017_2025,impact_brier_row,player,1620,519,-0.0002990619943336246,-0.0007749538413374626,0.00015824586342070917,0.8985
all,height_weight_w025_all,production,all_2017_2025,zero_brier_row,player,1620,519,8.735651249687528e-05,-4.9663983726130627e-05,0.0002405765076825546,0.123
all,height_weight_w025_all,production,all_2017_2025,extended_absence_brier_row,player,1620,519,-8.976615376086612e-05,-0.00045576481069780565,0.000301756948297278,0.6765
all,height_weight_w025_all,production,development_2017_2022,ppg_crps,season,1080,6,-0.00038053606531428014,-0.001713040571866107,0.0008380556928306619,0.7015
all,height_weight_w025_all,production,development_2017_2022,contribution_crps,season,1080,6,-0.015004173620301703,-0.04448951656243798,0.017910756035362036,0.8315
all,height_weight_w025_all,production,development_2017_2022,played_crps,season,1080,6,-0.002196029351938292,-0.0067385352376496165,0.0018103949655374602,0.838
all,height_weight_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,4.562469197461498e-05,-0.0004753243665022677,0.0004743695271941883,0.428
all,height_weight_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,-0.00013845353981400935,-0.0006724658313559275,0.00036924821935297575,0.6875
all,height_weight_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,8.183857743502004e-06,-0.0002977819646801384,0.0004236860745313257,0.5375
all,height_weight_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,4.3517986303361544e-05,-7.919452874909143e-05,0.0001506457316549741,0.2415
all,height_weight_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.00012316632184869474,-0.0006564056537757824,0.0004289404891509063,0.652
all,height_weight_w025_all,production,development_2017_2022,ppg_crps,player,1080,408,-0.00038053606531428014,-0.0024896229727263343,0.0016670170904122712,0.643
all,height_weight_w025_all,production,development_2017_2022,contribution_crps,player,1080,408,-0.015004173620301703,-0.04500682626492668,0.016067510764416308,0.8415
all,height_weight_w025_all,production,development_2017_2022,played_crps,player,1080,408,-0.002196029351938292,-0.006358276916836441,0.001933062412804088,0.855
all,height_weight_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,408,4.562469197461498e-05,-0.0006166240099324369,0.000722275254281727,0.4465
all,height_weight_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,408,-0.00013845353981400935,-0.0005611337983574555,0.00026173974829163464,0.7375
all,height_weight_w025_all,production,development_2017_2022,impact_brier_row,player,1080,408,8.183857743502004e-06,-0.0004405425380562437,0.00042568199310130396,0.49
all,height_weight_w025_all,production,development_2017_2022,zero_brier_row,player,1080,408,4.3517986303361544e-05,-0.00011019082194447937,0.0002213188638210336,0.3135
all,height_weight_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,408,-0.00012316632184869474,-0.0005418084034791599,0.0003167740678412016,0.6995
all,height_weight_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0025448626811934985,-0.00364305075151754,-0.001974292470640249,1.0
all,height_weight_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.025976100684251574,-0.08177016956003223,0.009195768388670967,0.8535
all,height_weight_w025_all,production,temporal_2023_2025,played_crps,season,540,3,-0.004121398635069493,-0.011863639200267175,0.0022776069263072164,0.8535
all,height_weight_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.00023841345395077745,-0.0017698267657690176,0.0006503086910392927,0.6845
all,height_weight_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,4.835437718898289e-05,-0.0006550473510962677,0.0008799039862272556,0.4025
all,height_weight_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.0009135536984878778,-0.0017060463432316726,0.00011387977267638076,0.9595
all,height_weight_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.00017503356488390279,8.963815134523306e-05,0.00028428133170599497,0.0
all,height_weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,-2.296581758520892e-05,-0.00022770880131791626,0.00029164141874751283,0.621
all,height_weight_w025_all,production,temporal_2023_2025,ppg_crps,player,540,269,-0.0025448626811934985,-0.005729832757488017,0.0006645928228767077,0.939
all,height_weight_w025_all,production,temporal_2023_2025,contribution_crps,player,540,269,-0.025976100684251574,-0.07269329501837773,0.01977274850904865,0.8675
all,height_weight_w025_all,production,temporal_2023_2025,played_crps,player,540,269,-0.004121398635069493,-0.010520345661956827,0.002530056598690348,0.8895
all,height_weight_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,269,-0.00023841345395077745,-0.0014045640210025234,0.0008695490741751234,0.6545
all,height_weight_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,269,4.835437718898289e-05,-0.0005206503328827146,0.0005826062308547589,0.431
all,height_weight_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,269,-0.0009135536984878778,-0.0018879396817116849,-3.407500064886622e-05,0.9815
all,height_weight_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,269,0.00017503356488390279,-8.02236289199217e-05,0.0004586029544550785,0.1005
all,height_weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,269,-2.296581758520892e-05,-0.0007857578359827246,0.0006696110556973858,0.5205
all,height_weight_w050_all,production,all_2017_2025,ppg_crps,season,1620,9,-0.001565178304359157,-0.0036673960362244283,0.00037378422746504734,0.938
all,height_weight_w050_all,production,all_2017_2025,contribution_crps,season,1620,9,-0.022658756137102696,-0.05714186378561805,0.012990750471370011,0.907
all,height_weight_w050_all,production,all_2017_2025,played_crps,season,1620,9,-0.0043618312947756,-0.009306109265099397,0.00043450840403056005,0.961
all,height_weight_w050_all,production,all_2017_2025,plus3_brier_row,season,1620,9,9.174640213781205e-05,-0.0008553279905456727,0.0010008522306938616,0.4155
