arm,blocks,holdout_mean_current_delta,holdout_mean_current_delta_lcb80,holdout_p10_current_delta,holdout_p10_current_delta_lcb80,holdout_p90_current_delta,holdout_p90_current_delta_lcb80,holdout_mean_churn_delta,holdout_mean_churn_delta_lcb80,holdout_p10_churn_delta,holdout_p10_churn_delta_lcb80,holdout_p90_churn_delta,holdout_p90_churn_delta_lcb80,holdout_championship_proxy_current_delta,holdout_championship_proxy_current_delta_lcb80,holdout_championship_proxy_churn_delta,holdout_championship_proxy_churn_delta_lcb80,holdout_expected_difference_makers_delta,holdout_expected_difference_makers_delta_lcb80,holdout_prob_two_difference_makers_delta,holdout_prob_two_difference_makers_delta_lcb80,dead_zone_rb_count_delta,dead_zone_rb_count_delta_lcb80,rb_mean_year_exp_delta,rb_mean_year_exp_delta_lcb80,rookie_rb_count_delta,rookie_rb_count_delta_lcb80,actual_managed_score_current_delta,actual_managed_score_current_delta_lcb80,actual_managed_score_churn_delta,actual_managed_score_churn_delta_lcb80,actual_championship_proxy_churn_delta,actual_championship_proxy_churn_delta_lcb80,actual_difference_maker_count_delta,actual_difference_maker_count_delta_lcb80
baseline,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiver_proxy,8,22.78973877429962,18.482194589069838,16.995603942871043,12.413552286440876,29.625418090820403,24.02361381449407,28.741735339164734,24.146932283821553,24.869416809082054,18.711821340782333,33.08909606933591,27.656538680772496,0.046894801423317145,0.04144376691727747,0.051252257355570624,0.044264249333990174,0.1064453125,0.06830899608996938,0.0380859375,0.025206240516994056,0.125,-0.06569600503354817,0.36249999999999993,0.06260432960979362,-0.125,-0.3733190170355417,54.99005126953125,12.461494460260916,65.739990234375,33.155957453461546,-0.016794659936074242,-0.10216267713167743,0.25,-0.013757012581262495
championship_tiebreak,8,0.703162431716919,-0.8225444800143615,1.2499954223632699,-0.11497575164982243,4.907191467285173,2.609885840384811,3.289010167121887,1.3248091696198716,4.32251434326173,-1.4500999539070722,7.926991271972668,4.644474655155539,0.010430129187008865,0.004957861584003005,0.011105773762521403,0.004911574596848179,0.056640625,0.01280080462152973,0.021484375,0.009582079316030534,0.25,0.11225739252392897,0.18333333333333335,-0.20780968313975096,0.375,0.021579918601313364,20.224990844726562,-0.8605644008412625,19.887466430664062,3.5399837398030165,0.0006510725877561878,4.294378091790926e-05,0.125,0.019797345803385713
combined,8,25.52327871322632,22.229357278481615,15.717478942871054,10.472361962567449,31.741152954101636,26.258980679145793,32.32357108592987,28.922589328086662,27.79571685791018,22.96703127465589,34.32919006347652,28.91607315678581,0.052242488802364845,0.046608347648876,0.057461237475667955,0.05045134157803349,0.12109375,0.08715490078544139,0.0400390625,0.027648164067638765,0.125,-0.06569600503354817,0.25833333333333325,-0.0819690741568605,0.0,-0.22493273610456366,56.640045166015625,13.259912842073412,69.81497192382812,35.035599478866445,0.008343195953526582,-0.080924501078279,0.25,-0.013757012581262495
