candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
raw_add_w050,incumbent,full_2017_2025,ppg_crps,1620,9,-0.0012760484361474666,-0.0031579658090922394,0.0005773181933692798,0.917
raw_add_w050,incumbent,full_2017_2025,contribution_crps,1620,9,-0.01734107764990627,-0.038578040271135476,0.0022178372763553126,0.9565
raw_add_w050,incumbent,full_2017_2025,played_crps,1620,9,0.0016266885047872468,-0.001633419198592216,0.004921516621914981,0.1765
raw_add_w050,incumbent,full_2017_2025,plus3_brier_row,1620,9,-0.0003600022880096215,-0.0006923967546125553,-3.313391873886783e-05,0.984
raw_add_w050,incumbent,full_2017_2025,plus5_brier_row,1620,9,3.3092013781557886e-05,-0.0002892433783883848,0.0003071313923451222,0.391
raw_add_w050,incumbent,full_2017_2025,impact_brier_row,1620,9,4.721629867398057e-05,-0.0004426902413283179,0.0005334266700658274,0.4335
raw_add_w050,incumbent,full_2017_2025,zero_brier_row,1620,9,8.031409426166223e-05,-0.0001304194302125255,0.00031203241015242316,0.257
raw_add_w050,incumbent,full_2017_2025,extended_absence_brier_row,1620,9,0.0002566578387452404,3.255082412461765e-05,0.00046260629006466137,0.01
raw_add_w050,incumbent,recent_2020_2025,ppg_crps,1080,6,0.00016330586190923637,-0.00110121930419146,0.001540489520085164,0.378
raw_add_w050,incumbent,recent_2020_2025,contribution_crps,1080,6,-0.017048605958265572,-0.030352449922150113,0.0014310165743386023,0.96
raw_add_w050,incumbent,recent_2020_2025,played_crps,1080,6,0.0007487991016138491,-0.002592068363877639,0.0041012262920883,0.3685
raw_add_w050,incumbent,recent_2020_2025,plus3_brier_row,1080,6,-0.0005090175829758093,-0.000866166498375545,-0.0001107481308338037,0.9975
raw_add_w050,incumbent,recent_2020_2025,plus5_brier_row,1080,6,0.00021751104446928628,-5.625975768629655e-05,0.0004767358195946281,0.0605
raw_add_w050,incumbent,recent_2020_2025,impact_brier_row,1080,6,9.992229472224061e-05,-0.0005453013715474466,0.0007439304320537637,0.379
raw_add_w050,incumbent,recent_2020_2025,zero_brier_row,1080,6,0.00010157175917378904,-0.00019969331154883144,0.00042771749432970297,0.282
raw_add_w050,incumbent,recent_2020_2025,extended_absence_brier_row,1080,6,0.00023394489567168966,-7.845719164855107e-06,0.0004944576936615833,0.0295
raw_add_w050,incumbent,temporal_2023_2025,ppg_crps,540,3,0.0013347630512023708,-0.001151271263254995,0.0029795460605659962,0.137
raw_add_w050,incumbent,temporal_2023_2025,contribution_crps,540,3,-0.007200596955156118,-0.03300685991556687,0.0266362111016034,0.7435
raw_add_w050,incumbent,temporal_2023_2025,played_crps,540,3,0.0019860081246113243,-0.003583757823631677,0.008443208523243586,0.2415
raw_add_w050,incumbent,temporal_2023_2025,plus3_brier_row,540,3,-0.0006024109003174362,-0.001204348910656072,0.0002875582391541572,0.955
raw_add_w050,incumbent,temporal_2023_2025,plus5_brier_row,540,3,0.00024701436541793917,-0.0003005272388932265,0.0007269025787970644,0.1495
raw_add_w050,incumbent,temporal_2023_2025,impact_brier_row,540,3,0.0006601082260631925,1.9599254564111618e-05,0.0014385628612546375,0.0
raw_add_w050,incumbent,temporal_2023_2025,zero_brier_row,540,3,0.00040282975501275116,-8.15106122369968e-05,0.0007196631565884808,0.045
raw_add_w050,incumbent,temporal_2023_2025,extended_absence_brier_row,540,3,0.00040072917690799585,2.3990176924113034e-05,0.0007355914932599223,0.0
smooth_k5_add_w050,incumbent,full_2017_2025,ppg_crps,1620,9,-0.0012614358506537755,-0.002802379007349433,0.0002898420077390541,0.9485
smooth_k5_add_w050,incumbent,full_2017_2025,contribution_crps,1620,9,-0.014818921385492824,-0.03474262668335651,0.006870520278864584,0.9125
smooth_k5_add_w050,incumbent,full_2017_2025,played_crps,1620,9,0.0014187932469278551,-0.0014060925287635048,0.004224876871939098,0.18
smooth_k5_add_w050,incumbent,full_2017_2025,plus3_brier_row,1620,9,-0.00037017744405070855,-0.0007630024198849513,2.0944649786661335e-05,0.97
smooth_k5_add_w050,incumbent,full_2017_2025,plus5_brier_row,1620,9,8.68951368458028e-05,-0.00011696763430598745,0.0002822154817281543,0.1875
smooth_k5_add_w050,incumbent,full_2017_2025,impact_brier_row,1620,9,-2.9745025733618e-05,-0.0006476525239556805,0.0004981475203831549,0.514
smooth_k5_add_w050,incumbent,full_2017_2025,zero_brier_row,1620,9,0.00011401494969279101,-5.25348556458656e-05,0.0003082529664883372,0.118
smooth_k5_add_w050,incumbent,full_2017_2025,extended_absence_brier_row,1620,9,0.0002710451418426412,2.208000856424429e-05,0.0005376585165016057,0.014
smooth_k5_add_w050,incumbent,recent_2020_2025,ppg_crps,1080,6,-0.0005573073616714343,-0.002196228935769611,0.0011035807105781081,0.7395
smooth_k5_add_w050,incumbent,recent_2020_2025,contribution_crps,1080,6,-0.02161163791234714,-0.042529360642546726,0.006324477370499696,0.94
smooth_k5_add_w050,incumbent,recent_2020_2025,played_crps,1080,6,5.0420472496266486e-05,-0.0029244634503608953,0.0027850112306212127,0.4745
smooth_k5_add_w050,incumbent,recent_2020_2025,plus3_brier_row,1080,6,-0.0005046740755735878,-0.0010118416710764382,2.493519929262842e-06,0.9725
smooth_k5_add_w050,incumbent,recent_2020_2025,plus5_brier_row,1080,6,0.00015772881928204362,-0.00010560556986691696,0.00037532222008215956,0.109
smooth_k5_add_w050,incumbent,recent_2020_2025,impact_brier_row,1080,6,5.0634736203635804e-05,-0.0008949188446886364,0.0007679419076288017,0.4195
smooth_k5_add_w050,incumbent,recent_2020_2025,zero_brier_row,1080,6,0.00012065329425356418,-0.00011437489862409368,0.0004027495166880225,0.179
smooth_k5_add_w050,incumbent,recent_2020_2025,extended_absence_brier_row,1080,6,0.00028745439899779485,-3.4033209093579735e-05,0.0006278137073750295,0.044
smooth_k5_add_w050,incumbent,temporal_2023_2025,ppg_crps,540,3,0.0013366463908610479,0.0005027223752596702,0.002445205442356619,0.0
smooth_k5_add_w050,incumbent,temporal_2023_2025,contribution_crps,540,3,0.0006942825700864509,-0.02403935681255969,0.04334828106207822,0.411
smooth_k5_add_w050,incumbent,temporal_2023_2025,played_crps,540,3,0.0014434912410053494,-0.002055628408928008,0.003751632072085421,0.2565
smooth_k5_add_w050,incumbent,temporal_2023_2025,plus3_brier_row,540,3,-0.0009002780740944448,-0.001416541206206261,-0.0001181547718248185,1.0
smooth_k5_add_w050,incumbent,temporal_2023_2025,plus5_brier_row,540,3,0.00019532445365829463,4.8660337370526154e-05,0.0004032263835409055,0.0
smooth_k5_add_w050,incumbent,temporal_2023_2025,impact_brier_row,540,3,0.0005619920728445572,-0.0004098747112258355,0.00117194205200399,0.045
smooth_k5_add_w050,incumbent,temporal_2023_2025,zero_brier_row,540,3,0.00031851634136940727,-9.363621951720873e-05,0.0007566496340136707,0.045
smooth_k5_add_w050,incumbent,temporal_2023_2025,extended_absence_brier_row,540,3,0.0005580672617558383,0.00025493583294760994,0.0010902909278534916,0.0
smooth_k3_add_w050,incumbent,full_2017_2025,ppg_crps,1620,9,-0.0012285740477606937,-0.002988289062490816,0.0005015919191411436,0.924
smooth_k3_add_w050,incumbent,full_2017_2025,contribution_crps,1620,9,-0.013313593952090958,-0.038088563797017076,0.011277046599537013,0.8605
smooth_k3_add_w050,incumbent,full_2017_2025,played_crps,1620,9,0.0003756758653313932,-0.0028918791833511975,0.0036894940082812543,0.437
smooth_k3_add_w050,incumbent,full_2017_2025,plus3_brier_row,1620,9,-0.00039862569475753807,-0.0008799000378815569,6.071101162952509e-05,0.9485
smooth_k3_add_w050,incumbent,full_2017_2025,plus5_brier_row,1620,9,0.0001056725254119501,-8.79755319856985e-05,0.000287253537366094,0.1375
smooth_k3_add_w050,incumbent,full_2017_2025,impact_brier_row,1620,9,-3.3436104352980775e-05,-0.0007684846548953355,0.0005664688736564437,0.5145
smooth_k3_add_w050,incumbent,full_2017_2025,zero_brier_row,1620,9,8.342778736104897e-05,-0.00014031776403288293,0.00031930541412732296,0.2575
smooth_k3_add_w050,incumbent,full_2017_2025,extended_absence_brier_row,1620,9,0.0001504713412398631,-6.212434461505686e-05,0.00036800120129934895,0.083
smooth_k3_add_w050,incumbent,recent_2020_2025,ppg_crps,1080,6,-0.00042880670974034684,-0.0024079389360362295,0.0014984623249950054,0.6575
smooth_k3_add_w050,incumbent,recent_2020_2025,contribution_crps,1080,6,-0.019085822577037264,-0.04575027268316058,0.013468140415110914,0.885
smooth_k3_add_w050,incumbent,recent_2020_2025,played_crps,1080,6,-0.0013127535559052752,-0.0043465697470588755,0.0012689213050313876,0.771
smooth_k3_add_w050,incumbent,recent_2020_2025,plus3_brier_row,1080,6,-0.0006722341897201089,-0.0012117512689625751,-7.725929565395241e-05,0.9905
smooth_k3_add_w050,incumbent,recent_2020_2025,plus5_brier_row,1080,6,0.00013544711224323878,-9.047049199023281e-05,0.00029832677845528284,0.0805
smooth_k3_add_w050,incumbent,recent_2020_2025,impact_brier_row,1080,6,5.020863886215787e-05,-0.0010681047571045052,0.0009175884984613213,0.442
smooth_k3_add_w050,incumbent,recent_2020_2025,zero_brier_row,1080,6,0.00011892316847749512,-0.0001992165789833787,0.00045278634529664116,0.2295
smooth_k3_add_w050,incumbent,recent_2020_2025,extended_absence_brier_row,1080,6,0.00016814590803522578,-9.057327199669695e-05,0.00045321807467569187,0.1175
smooth_k3_add_w050,incumbent,temporal_2023_2025,ppg_crps,540,3,0.0018177732235395913,0.0008005932633071934,0.002900349431193008,0.0
smooth_k3_add_w050,incumbent,temporal_2023_2025,contribution_crps,540,3,0.010291779843716514,-0.012311380995139093,0.05153799154950146,0.3065
smooth_k3_add_w050,incumbent,temporal_2023_2025,played_crps,540,3,0.0007455222198878775,-0.0023569159641568162,0.0038100040771161994,0.361
smooth_k3_add_w050,incumbent,temporal_2023_2025,plus3_brier_row,540,3,-0.0009299668695213222,-0.001421156906498215,-0.0005265373132715344,1.0
smooth_k3_add_w050,incumbent,temporal_2023_2025,plus5_brier_row,540,3,0.00023084433605651385,3.3943312903922896e-05,0.0004193281713663822,0.0
smooth_k3_add_w050,incumbent,temporal_2023_2025,impact_brier_row,540,3,0.0008133375867433214,3.531943166869426e-05,0.0015987357576404792,0.0
smooth_k3_add_w050,incumbent,temporal_2023_2025,zero_brier_row,540,3,0.00030998504683283224,-0.0003579738367997977,0.0006961321873820587,0.2685
smooth_k3_add_w050,incumbent,temporal_2023_2025,extended_absence_brier_row,540,3,0.00040726611654264976,8.320318841923267e-05,0.0007963083510713947,0.0
smooth_k8_add_w050,incumbent,full_2017_2025,ppg_crps,1620,9,-0.001458041931708439,-0.0030314018559112928,0.00021912324192854024,0.958
smooth_k8_add_w050,incumbent,full_2017_2025,contribution_crps,1620,9,-0.012881421125492044,-0.03320910098851012,0.0083383095898941,0.8775
smooth_k8_add_w050,incumbent,full_2017_2025,played_crps,1620,9,0.0014135617291838923,-0.0015876991475912018,0.004566835356032208,0.203
smooth_k8_add_w050,incumbent,full_2017_2025,plus3_brier_row,1620,9,-0.0003162451233619301,-0.0006220277796384328,-4.922544630771028e-05,0.9945
smooth_k8_add_w050,incumbent,full_2017_2025,plus5_brier_row,1620,9,8.757725192798414e-05,-0.00013267315473297847,0.00031200720336689954,0.22
smooth_k8_add_w050,incumbent,full_2017_2025,impact_brier_row,1620,9,1.7533258957695063e-05,-0.00045787173169154204,0.0004819589990224707,0.465
smooth_k8_add_w050,incumbent,full_2017_2025,zero_brier_row,1620,9,9.890228935303564e-05,-4.180527556630293e-05,0.00024211879102931704,0.091
smooth_k8_add_w050,incumbent,full_2017_2025,extended_absence_brier_row,1620,9,0.0002717471574285718,4.349594795526298e-05,0.0004743637152058169,0.0105
