period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,next_residual_weight,next_participation_weight,recency_half_life,feature_count_total,complexity_score,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all_2017_2025,next_both_w050,1620.0,2.3421843377754112,3.2489637869830963,-1.6504293531608354,0.7691358024691358,0.6308868103597732,0.1957187565562285,26.806274465675834,36.44181632477349,-17.291491025629387,0.7654320987654321,0.6177816475732476,0.17068311553420024,0.3549382716049383,0.2001454695618274,0.2535430792267613,0.5208038277511962,0.18395061728395062,0.09655033564702757,0.15773938464792805,0.5413472570540873,0.16913580246913582,0.09061446728045344,0.1345421616092514,0.7392219173327839,0.02654320987654321,0.045043261951569116,0.025244236796444948,0.7449750040553892,0.5519902866057739,0.0697578350672259,0.7937465005521723,59.80301262107924,0.050000000000000024,1.5149349716574043,2.2859132696154942,0.13234154632333586,0.9080246913580247,0.12777777777777777,0.12137325581087922,0.10793776144879853,0.6061964299756232,4.993563800831392,0.4112328290315068,0.11319750466231907,0.5,0.5,12.0,63,63,15,18,15,15
all_2017_2025,next_participation_w025,1620.0,2.3436545281814434,3.2491490145515405,-1.6509370380290556,0.7716049382716049,0.6316160669316093,0.19716982161227103,26.793069871728832,36.43216175101396,-17.194110631420816,0.7660493827160494,0.6175881460658963,0.17644066620057375,0.3549382716049383,0.1995242170463078,0.254073447221235,0.5125175785313085,0.18395061728395062,0.09758911605516413,0.15753237113734886,0.545220786077633,0.16913580246913582,0.09122668912930361,0.13472344154548363,0.7401112786195377,0.02654320987654321,0.04488206597419765,0.025341620634969024,0.7398799604783884,0.5509860470717513,0.06453179199137417,0.8031793417737477,60.791991847898394,0.050000000000000024,1.5169322811919503,2.288820572263234,0.13227341751911445,0.9074074074074074,0.12777777777777777,0.12168903606449932,0.10833564508823296,0.5981961838142028,5.465138275212052,0.37287208831714413,0.15274328376148558,0.0,0.25,12.0,59,59,14,17,14,14
all_2017_2025,next_participation_w050,1620.0,2.3438806358048008,3.2490787459280797,-1.6509927319562405,0.7722222222222223,0.6315120530585383,0.1961356985162292,26.80692270606457,36.434928450153734,-17.23375061129468,0.7660493827160494,0.6175585133731321,0.17421578648510427,0.3549382716049383,0.19987797389994885,0.2540446814107917,0.5143499063865197,0.18395061728395062,0.09746600670084457,0.15730171343543775,0.5499218186802587,0.16913580246913582,0.09140336001420483,0.1345242688067139,0.7406617064890836,0.02654320987654321,0.0449678861765502,0.025247616605846693,0.742637625164059,0.5517192237147635,0.06647071633599977,0.8026225464083696,60.51470667415048,0.050000000000000024,1.5152103912655122,2.28643094578591,0.12974847450768479,0.9074074074074074,0.12777777777777777,0.12186002724134669,0.10823426998546272,0.6010236212396279,5.289464372988068,0.3846606166977796,0.13696694478174018,0.0,0.5,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w025,1620.0,2.343195517248669,3.24909809272424,-1.6508484993348862,0.7734567901234568,0.6316613441876269,0.1979647315534731,26.78523126194159,36.420969217694605,-17.189495123770207,0.7635802469135803,0.6176719073705279,0.17304892444061187,0.3549382716049383,0.19896437538000886,0.25455207269201197,0.5091275223632203,0.18395061728395062,0.09739268345390933,0.1573670865107405,0.5466879550000507,0.16913580246913582,0.09101204357298219,0.13464191847201895,0.7398238630817453,0.02654320987654321,0.04475597302774045,0.0252915824126438,0.7396145168188052,0.5520638463031141,0.06682441424719561,0.7990651533432951,60.715774303412545,0.050000000000000024,1.5159073262090919,2.287231891199194,0.13443902900356536,0.908641975308642,0.12777777777777777,0.12141101563711737,0.10815308757624924,0.6000697457357662,5.4674174839533505,0.3764178492971757,0.15465935123166627,0.25,0.0,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w050,1620.0,2.3421703656297823,3.248889196587576,-1.6505141679146011,0.7709876543209877,0.6313306190677059,0.19752093250489278,26.792191830313588,36.4307886521205,-17.229639481033317,0.7641975308641975,0.6180325419661841,0.17460075430641908,0.3549382716049383,0.19941406078556587,0.2540274394071759,0.5147809444560016,0.18395061728395062,0.09686203670580103,0.15748829313357335,0.5460102143386572,0.16913580246913582,0.09035674794330394,0.1348761794109402,0.7374486176939513,0.02654320987654321,0.044715032264787624,0.025252528609948418,0.7437141466723688,0.5523206878125829,0.06718065806756207,0.7981493204834583,60.265391270805736,0.050000000000000024,1.516479415322874,2.2874318930686854,0.13415203263600625,0.9092592592592592,0.12777777777777777,0.12122723300456915,0.1080749776538436,0.6018544160333138,5.286926660987516,0.391644885645384,0.1398364794543882,0.5,0.0,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w100,1620.0,2.341537029083818,3.2488683066747925,-1.6501141582540382,0.7691358024691358,0.6310259566825962,0.19511240873077806,26.79382467768821,36.43945136418876,-17.282105635014936,0.7660493827160494,0.6180069946386201,0.1732087934034453,0.3549382716049383,0.19971484932387082,0.25378341676904664,0.5183324318701893,0.18395061728395062,0.09633233717215188,0.15795539123540572,0.5368848297779447,0.16913580246913582,0.08984464633642981,0.13443826244092452,0.7419062699970717,0.02654320987654321,0.045006729746506394,0.025237403052494757,0.7612186813348867,0.5523661561534097,0.06397992525216319,0.7938948771887678,59.37325291491468,0.050000000000000024,1.5156562718444215,2.2863062534862535,0.13367383458904325,0.908641975308642,0.12777777777777777,0.12085004460514728,0.10796132870707467,0.60582376893648,5.006878480383929,0.41577468129813866,0.11702190522976992,1.0,0.0,12.0,59,59,14,17,14,14
all_2017_2025,production_no_next,1620.0,2.3438276440434405,3.2489918024670397,-1.6510708666456706,0.7722222222222223,0.631537821759053,0.19857617303042407,26.772312389265565,36.42164376335203,-17.13854052826402,0.762962962962963,0.6175513594219274,0.1746367390274517,0.3549382716049383,0.19913713654213755,0.25432862848593946,0.511657166631995,0.18395061728395062,0.09792734931422252,0.15725693636149138,0.5489547056016408,0.16913580246913582,0.09176599925998369,0.13460334247369776,0.7409138729514865,0.02654320987654321,0.044583501395537316,0.025351829912944403,0.7356623556650101,0.5506153089067974,0.06353031825713379,0.8012399821203037,61.08784211522414,0.050000000000000024,1.5158156297030325,2.285608207008276,0.13444883041971661,0.9092592592592592,0.12777777777777777,0.12160055538447129,0.10820026225604157,0.600175731902862,5.676644204785133,0.3591332807495283,0.17222334178197166,0.0,0.0,12.0,55,55,13,16,13,13
development_2017_2022,next_both_w050,1080.0,2.347788484014128,3.2458593231924353,-1.7590742654274034,0.774074074074074,0.6397863252503273,0.214237275074747,27.044543733956534,36.5745165640266,-17.92668705139906,0.7685185185185185,0.6254190973669912,0.1881384337647316,0.3611111111111111,0.20195082596864114,0.25697133691050916,0.5073875882571535,0.18518518518518517,0.1007235782823686,0.1584477596959676,0.526,0.1712962962962963,0.09338658133073625,0.13463811825301708,0.7507232372036842,0.023148148148148147,0.044029987874126736,0.022999626158864733,0.7155071090047394,0.5503883709214077,0.05639109010819719,0.7765175602900134,59.2062418302131,0.050000000000000024,1.5105284047890228,2.261079276866193,0.18866420172474843,0.9092592592592592,0.1287037037037037,0.1213965854870969,0.10898005460466602,0.611204978631335,4.487140939820105,0.4504131050871279,0.0669243541157487,0.5,0.5,12.0,63,63,15,18,15,15
development_2017_2022,next_participation_w025,1080.0,2.3497742490618068,3.246096080514079,-1.7597029141851925,0.7805555555555556,0.6411658178589118,0.21537969815548091,27.028628246643663,36.55925788736093,-17.810010277533795,0.7657407407407407,0.6254443418060761,0.18927537521706395,0.3611111111111111,0.20083793515798082,0.25758726770283275,0.5002712746191007,0.18518518518518517,0.10130232929354421,0.1584602898613538,0.5283693181818182,0.1712962962962963,0.09373804212012887,0.13499482006094346,0.7501223010720217,0.023148148148148147,0.04357311636482339,0.02309464189413985,0.712,0.5451212664062539,0.03900561566934737,0.7899895559422566,60.3890594270259,0.050000000000000024,1.512089695052296,2.2624734780191105,0.1926947030210576,0.9083333333333333,0.1287037037037037,0.1212140345881215,0.10944684715965335,0.601977079335469,4.948514769650137,0.4035963179622354,0.10156169919466221,0.0,0.25,12.0,59,59,14,17,14,14
development_2017_2022,next_participation_w050,1080.0,2.3501427267634085,3.245972545308024,-1.7596940381721116,0.7824074074074074,0.6409375869543471,0.21633357393275487,27.045600976818463,36.56070384155655,-17.853393724688374,0.7675925925925926,0.6252651459569205,0.18904224370679895,0.3611111111111111,0.2012795854852157,0.2573503395204975,0.5052434039390561,0.18518518518518517,0.10135592809086758,0.15811021690373397,0.5354602272727272,0.1712962962962963,0.09418827258691992,0.13477138546939238,0.7503004680658312,0.023148148148148147,0.04373008209359018,0.022996432144572,0.7159431279620853,0.5454389032476036,0.04117340826100006,0.7881820170266203,60.0451049507177,0.050000000000000024,1.5104311570592241,2.2605505626370417,0.18853768751378464,0.9083333333333333,0.1287037037037037,0.12162352204009776,0.10944829568433691,0.6037049212914471,4.781737920389881,0.41714368164999577,0.0863542328040433,0.0,0.5,12.0,59,59,14,17,14,14
