matcher,season,player,pos,pool_raw_residual_mean,pool_residual_sd,model_residual_sd,pool_zero_active_probability,pool_expected_active_games
production,2019,Patrick Mahomes,QB,-1.071325423376278,4.681781826809706,2.7086296015201903,0.008854037541330247,13.1109052196894
production,2019,Aaron Rodgers,QB,-0.27998193830475815,4.496727083182795,2.7086296015201903,0.0,13.868589065562462
production,2019,Deshaun Watson,QB,-1.0875022787691397,4.555444892679852,2.7086296015201903,0.007832457206283247,13.40284509874883
production,2019,Drew Brees,QB,-0.26631887691338213,5.190289275776204,2.7086296015201903,0.0,13.875507512925973
production,2019,Tom Brady,QB,-0.3185841200299694,4.972296228543442,2.7086296015201903,0.0,13.719900037216986
production,2019,Kirk Cousins,QB,-0.44188675066335037,3.521761546710396,2.7086296015201903,0.0,13.729880416973021
production,2019,Russell Wilson,QB,-0.8815696184522124,4.473720792691497,2.7086296015201903,0.013469250778358794,13.41295206799059
production,2019,Matt Ryan,QB,0.28641414780571295,3.4797989547418586,2.7086296015201903,0.0,13.892840898488679
production,2019,Baker Mayfield,QB,-0.13071639447744268,3.906201890263615,2.7086296015201903,0.0,13.648870550293744
production,2019,Lamar Jackson,QB,-0.20089151658225868,4.616887019232338,2.7086296015201903,0.0,13.403170830003827
production,2019,Kyler Murray,QB,-0.19054421692794038,5.101139738379654,2.7086296015201903,0.007282071702514305,13.332426905742192
production,2019,Carson Wentz,QB,-0.18007301581216198,4.423038547935374,2.7086296015201903,0.00892735884107214,13.323862671287102
production,2019,Jameis Winston,QB,-0.1428756493497403,4.526291663083626,2.7086296015201903,0.010355234913328385,13.160311395461576
production,2019,Dak Prescott,QB,-0.19513593374281907,4.112648221658973,2.7086296015201903,0.0,13.434962313511551
production,2019,Jared Goff,QB,0.38048446749037307,3.752411691252808,2.7086296015201903,0.0,13.424171927579408
production,2019,Philip Rivers,QB,-0.010889386318045258,4.72853086471041,2.7086296015201903,0.0,13.471849657300675
production,2019,Sam Darnold,QB,0.4199307855304534,3.9027651242673462,2.7086296015201903,0.0,13.192147528585963
production,2019,Josh Allen,QB,0.6334202596617095,4.485360507379177,2.7086296015201903,0.0,13.280825605216963
production,2019,Mitchell Trubisky,QB,0.42485878486865314,4.054277193258208,2.7086296015201903,0.0,13.369503788751445
production,2019,Matthew Stafford,QB,0.4666796431020118,4.044813548122669,2.7086296015201903,0.0,12.887783345909266
production,2019,Derek Carr,QB,0.7921766550197833,3.5297535940068556,2.7086296015201903,0.0,12.936403144903943
production,2019,Jimmy Garoppolo,QB,0.847944728478349,3.3924480644064787,2.7086296015201903,0.0,12.919312751224162
production,2019,Jacoby Brissett,QB,0.3990826503850051,4.193491009746237,2.7086296015201903,0.0,12.221560952354157
production,2019,Andy Dalton,QB,0.3125104165006477,4.1408460975161905,2.7086296015201903,0.0,12.314464847118352
production,2019,Marcus Mariota,QB,0.31463275402227964,4.344872344667088,2.7086296015201903,0.0,11.445762082642275
production,2019,Eli Manning,QB,0.9726576468259942,4.979823279071522,2.7086296015201903,0.021182216991151123,11.265423412186278
production,2019,Joe Flacco,QB,0.8513458443896508,4.769873617144925,2.7086296015201903,0.01994709505352705,10.937802478414547
production,2019,Ryan Tannehill,QB,4.089486967053718,9.172868454418316,2.7086296015201903,0.30874401837803983,5.03567293230763
production,2019,Ryan Fitzpatrick,QB,1.361261304939716,4.987754270113635,2.7086296015201903,0.02153856896363389,10.389158668752565
