period,metric,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all_2018_2025,score_crps,7,0.3878043110546452,-0.155794729036813,0.9844657828323392,0.1032
all_2018_2025,championship_brier_row,7,-0.00015119522336929492,-0.0005049999849295912,0.00017908220778907794,0.788
all_2018_2025,top3_brier_row,7,0.00027958299747850665,-0.00044172714206486827,0.000910333434950949,0.2012
development_2018_2022,score_crps,4,0.35851003952111604,-0.3982754154073331,1.1152954944495652,0.2246
development_2018_2022,championship_brier_row,4,-0.00021850915602695728,-0.0006249804555633926,0.00018753828825774174,0.8222
development_2018_2022,top3_brier_row,4,0.0003727806939019099,-0.0007232618920597019,0.0013535111038773123,0.2576
temporal_2023_2025,score_crps,3,0.42686333976601737,-0.2572239663072473,1.6147344377995634,0.2984
temporal_2023_2025,championship_brier_row,3,-6.144331315907842e-05,-0.0007771150565441757,0.0003306070963541683,0.6946
temporal_2023_2025,top3_brier_row,3,0.0001553194022473024,-0.0005609017831307849,0.000610916702835653,0.2634
