PID,Player,Pos,Team,FF Pts,ADP,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,BYE,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Health,C
rushc1,Cooper Rush,QB,BAL,32.399,,50.423,81.527,492.084,3.780,0.804,0.000,0.000,0.000,0.000,0.000,0.000,7,24.894,0.000,0.000,0.398,0.000,0.000,C,-
jonesm5,Mac Jones,QB,SF,31.165,,53.570,79.914,555.684,3.312,1.716,0.000,0.000,0.000,0.000,0.000,0.000,14,27.635,0.000,0.000,0.439,0.000,0.000,C,-
milroj1,Jalen Milroe,QB,SEA,27.062,266,29.360,57.197,310.912,1.864,1.112,20.653,104.533,0.000,0.000,0.000,0.000,8,15.375,6.805,0.000,0.530,0.000,0.000,C,-
brownj7,Jake Browning,QB,CIN,23.578,,34.461,62.970,362.952,2.856,0.832,0.000,0.000,0.000,0.000,0.000,0.000,10,17.975,0.000,0.000,0.350,0.000,0.000,C,-
taylot2,Tyrod Taylor,QB,NYJ,22.433,,28.521,44.405,246.464,1.600,0.744,18.709,86.296,0.000,0.000,0.000,0.000,9,12.930,5.618,0.000,0.484,0.000,0.000,C,-
traskk1,Kyle Trask,QB,TB,22.317,,41.423,68.644,341.176,2.920,1.112,0.000,0.000,0.000,0.000,0.000,0.000,9,18.174,0.000,0.000,0.393,0.000,0.000,C,-
minshg1,Gardner Minshew,QB,KC,21.005,,33.504,50.567,340.256,2.536,1.096,0.000,0.000,0.000,0.000,0.000,0.000,10,17.021,0.000,0.000,0.279,0.000,0.000,B,-
miltoj1,Joe Milton,QB,DAL,20.764,,30.526,38.783,340.248,2.384,0.936,0.000,0.000,0.000,0.000,0.000,0.000,10,16.599,0.000,0.000,0.255,0.000,0.000,C,-
willim10,Malik Willis,QB,GB,20.182,,24.214,32.718,308.008,2.528,0.928,0.000,0.000,0.000,0.000,0.000,0.000,5,14.543,0.000,0.000,0.197,0.000,0.000,C,-
wilsoz1,Zach Wilson,QB,MIA,19.777,,29.401,54.203,358.640,2.056,1.072,0.000,0.000,0.000,0.000,0.000,0.000,12,17.104,0.000,0.000,0.324,0.000,0.000,C,-
bagent1,Tyson Bagent,QB,CHI,19.683,,34.330,50.360,311.304,1.720,0.912,6.702,20.003,0.170,0.000,0.000,0.000,5,16.092,1.302,0.000,0.423,0.000,0.000,C,-
mariom1,Marcus Mariota,QB,WAS,19.599,,28.950,37.765,308.488,2.368,0.856,0.000,0.000,0.000,0.000,0.000,0.000,12,15.230,0.000,0.000,0.250,0.000,0.000,C,-
howels1,Sam Howell,QB,MIN,19.584,,39.013,55.880,341.664,2.368,1.384,0.000,0.000,0.000,0.000,0.000,0.000,6,17.851,0.000,0.000,0.393,0.000,0.000,B,-
rudolm1,Mason Rudolph,QB,PIT,19.509,,25.815,40.446,274.432,1.952,0.840,4.896,21.180,0.149,0.000,0.000,0.000,5,13.557,1.379,0.000,0.304,0.000,0.000,C,-
uiagad1,DJ Uiagalelei,QB,LAC,19.342,,28.771,52.133,308.192,2.152,0.480,0.000,0.000,0.000,0.000,0.000,0.000,12,15.194,0.000,0.000,0.317,0.000,0.000,C,-
millsd1,Davis Mills,QB,HOU,19.259,,30.752,54.430,339.072,2.040,0.880,0.000,0.000,0.000,0.000,0.000,0.000,6,16.589,0.000,0.000,0.352,0.000,0.000,C,-
stidhj1,Jarrett Stidham,QB,DEN,18.798,,26.831,48.435,295.040,2.464,1.152,0.000,0.000,0.000,0.000,0.000,0.000,12,14.445,0.000,0.000,0.278,0.000,0.000,C,-
garopj1,Jimmy Garoppolo,QB,LAR,18.755,,26.391,41.054,314.419,2.112,0.888,0.000,0.000,0.000,0.000,0.000,0.000,8,15.082,0.000,0.000,0.247,0.000,0.000,C,-
oconna1,Aidan O'Connell,QB,LV,18.053,,31.497,51.155,330.224,1.896,1.072,0.000,0.000,0.000,0.000,0.000,0.000,8,16.375,0.000,0.000,0.298,0.000,0.000,C,-
mckeet1,Tanner McKee,QB,PHI,17.801,,28.849,44.448,300.424,2.040,0.944,0.000,0.000,0.000,0.000,0.000,0.000,9,14.925,0.000,0.000,0.244,0.000,0.000,C,-
winstj1,Jameis Winston,QB,NYG,17.581,,29.642,44.156,332.272,1.664,0.856,0.000,0.000,0.000,0.000,0.000,0.000,14,16.186,0.000,0.000,0.327,0.000,0.000,C,-
mullen1,Nick Mullens,QB,JAX,17.105,,23.007,27.687,317.136,1.800,1.184,0.000,0.000,0.000,0.000,0.000,0.000,8,14.702,0.000,0.000,0.206,0.000,0.000,C,-
dobbsj1,Joshua Dobbs,QB,NE,16.902,,27.392,40.283,304.808,2.040,1.432,0.000,0.000,0.000,0.000,0.000,0.000,14,14.877,0.000,0.000,0.293,0.000,0.000,C,-
brissj1,Jacoby Brissett,QB,ARI,16.700,,34.807,58.998,306.896,1.752,0.944,0.000,0.000,0.000,0.000,0.000,0.000,8,16.001,0.000,0.000,0.348,0.000,0.000,C,-
cousik1,Kirk Cousins,QB,ATL,16.661,289,27.884,42.164,326.160,1.704,1.344,0.000,0.000,0.000,0.000,0.000,0.000,5,15.717,0.000,0.000,0.257,0.000,0.000,A,-
levisw1,Will Levis,QB,TEN,15.498,,25.437,37.374,292.640,1.720,1.248,0.000,0.000,0.000,0.000,0.000,0.000,10,14.161,0.000,0.000,0.296,0.000,0.000,C,-
daltoa1,Andy Dalton,QB,CAR,14.877,,29.646,45.545,261.176,1.776,1.008,0.000,0.000,0.000,0.000,0.000,0.000,14,13.620,0.000,0.000,0.329,0.000,0.000,C,-
rattls1,Spencer Rattler,QB,NO,14.263,,25.907,43.318,275.672,1.576,1.224,0.000,0.000,0.000,0.000,0.000,0.000,11,13.615,0.000,0.000,0.310,0.000,0.000,C,-
trubim1,Mitch Trubisky,QB,BUF,12.684,,21.890,29.447,200.665,1.510,0.505,0.000,0.000,0.000,0.000,0.000,0.000,7,10.339,0.000,0.000,0.186,0.000,0.000,C,-
hookeh1,Hendon Hooker,QB,DET,10.783,,17.689,27.440,177.812,1.260,0.500,0.000,0.000,0.000,0.000,0.000,0.000,8,8.920,0.000,0.000,0.185,0.000,0.000,C,-
barkls1,Saquon Barkley,RB,PHI,257.289,3,0.000,0.000,0.000,0.000,0.000,247.801,1553.242,9.202,35.070,225.318,1.785,9,0.000,77.817,10.404,2.012,0.000,0.000,A,+
robinb2,Bijan Robinson,RB,ATL,253.013,2,0.000,0.000,0.000,0.000,0.000,244.875,1159.110,12.474,46.415,366.930,1.065,5,0.000,58.071,16.821,2.016,0.000,0.000,A,-
henryd1,Derrick Henry,RB,BAL,252.487,12,0.000,0.000,0.000,0.000,0.000,233.394,1521.216,12.749,14.697,143.525,0.945,7,0.000,76.213,6.540,1.750,0.000,0.000,A,-
gibbsj1,Jahmyr Gibbs,RB,DET,249.788,4,0.000,0.000,0.000,0.000,0.000,202.105,1106.802,10.841,42.603,400.077,2.678,8,0.000,55.451,18.249,1.658,0.000,0.000,A,+
jeanta1,Ashton Jeanty,RB,LV,242.365,10,0.000,0.000,0.000,0.000,0.000,282.842,1192.780,7.860,54.418,412.780,2.133,8,0.000,59.758,18.948,2.679,0.000,0.000,C,-
mccafc1,Christian McCaffrey,RB,SF,241.797,7,0.000,0.000,0.000,0.000,0.000,274.298,1207.133,6.720,49.252,509.377,1.656,14,0.000,60.477,23.178,2.368,0.000,0.000,B,-
irvinb1,Bucky Irving,RB,TB,235.598,21,0.000,0.000,0.000,0.000,0.000,235.787,1230.783,6.325,50.193,426.470,1.825,9,0.000,61.662,19.507,2.062,0.000,0.000,A,-
jacobj1,Josh Jacobs,RB,GB,220.466,19,0.000,0.000,0.000,0.000,0.000,246.379,1203.450,9.333,31.065,269.507,0.948,5,0.000,60.293,12.320,2.024,0.000,0.000,A,-
brownc4,Chase Brown,RB,CIN,218.666,22,0.000,0.000,0.000,0.000,0.000,222.476,940.932,7.936,53.064,340.268,3.392,10,0.000,47.141,15.713,1.977,0.000,0.000,A,-
tayloj2,Jonathan Taylor,RB,IND,218.663,20,0.000,0.000,0.000,0.000,0.000,258.300,1262.736,11.610,20.922,111.279,0.990,11,0.000,63.263,5.179,2.400,0.000,0.000,B,+
achand1,De'Von Achane,RB,MIA,217.526,15,0.000,0.000,0.000,0.000,0.000,163.697,728.879,6.930,61.035,470.715,4.755,12,0.000,36.517,21.596,1.531,0.000,0.000,A,-
willik6,Kyren Williams,RB,LAR,214.419,27,0.000,0.000,0.000,0.000,0.000,257.162,1051.540,11.850,29.256,157.210,1.980,8,0.000,52.682,7.314,2.032,0.000,0.000,A,-
hampto1,Omarion Hampton,RB,LAC,192.697,34,0.000,0.000,0.000,0.000,0.000,222.329,883.660,7.275,40.920,346.716,1.614,12,0.000,44.271,15.861,2.067,0.000,0.000,C,-
cookj3,James Cook,RB,BUF,190.972,32,0.000,0.000,0.000,0.000,0.000,189.584,883.194,9.632,29.266,220.732,1.812,7,0.000,44.248,10.134,1.359,0.000,0.000,A,+
hubbac1,Chuba Hubbard,RB,CAR,187.159,47,0.000,0.000,0.000,0.000,0.000,222.300,1030.260,8.190,39.031,146.912,0.888,14,0.000,51.616,6.968,2.271,0.000,0.000,A,-
walkek1,Kenneth Walker,RB,SEA,186.406,41,0.000,0.000,0.000,0.000,0.000,204.549,807.755,9.191,42.475,272.048,1.049,8,0.000,40.469,12.563,2.126,0.000,0.000,B,-
kamara1,Alvin Kamara,RB,NO,175.817,44,0.000,0.000,0.000,0.000,0.000,182.000,794.916,6.210,49.550,344.590,0.591,11,0.000,39.825,15.865,1.857,0.000,0.000,A,-
montgd1,David Montgomery,RB,DET,170.947,64,0.000,0.000,0.000,0.000,0.000,162.956,661.911,8.870,34.857,311.171,0.945,8,0.000,33.162,14.213,1.340,0.000,0.000,A,+
hallb1,Breece Hall,RB,NYJ,165.934,39,0.000,0.000,0.000,0.000,0.000,149.213,665.712,4.727,43.400,400.504,2.100,9,0.000,33.352,18.277,1.675,0.000,0.000,A,+
connej2,James Conner,RB,ARI,165.641,51,0.000,0.000,0.000,0.000,0.000,176.622,802.035,6.078,33.390,306.896,0.767,8,0.000,40.182,14.007,1.509,0.000,0.000,A,+
pollat1,Tony Pollard,RB,TEN,163.207,68,0.000,0.000,0.000,0.000,0.000,225.459,917.574,5.809,33.401,201.190,0.645,10,0.000,45.970,9.314,2.047,0.000,0.000,A,+
hendet1,TreVeyon Henderson,RB,NE,162.258,46,0.000,0.000,0.000,0.000,0.000,197.460,735.293,7.259,37.870,209.556,1.530,14,0.000,36.838,9.736,1.948,0.000,0.000,C,-
harver1,RJ Harvey,RB,DEN,160.713,62,0.000,0.000,0.000,0.000,0.000,188.790,691.632,4.585,41.964,331.920,2.156,12,0.000,34.651,15.216,1.535,0.000,0.000,C,-
pachei1,Isiah Pacheco,RB,KC,159.548,66,0.000,0.000,0.000,0.000,0.000,206.389,774.630,6.256,35.795,212.660,1.427,10,0.000,38.809,9.850,1.588,0.000,0.000,B,-
johnsk5,Kaleb Johnson,RB,PIT,153.922,74,0.000,0.000,0.000,0.000,0.000,243.595,931.920,8.270,12.784,85.760,0.000,5,0.000,46.689,3.953,1.929,0.000,0.000,C,-
swiftd1,D'Andre Swift,RB,CHI,153.437,61,0.000,0.000,0.000,0.000,0.000,201.555,760.114,5.015,29.529,311.304,0.860,5,0.000,38.082,14.159,1.860,0.000,0.000,A,-
warrej1,Jaylen Warren,RB,PIT,149.312,85,0.000,0.000,0.000,0.000,0.000,163.325,709.530,4.470,35.156,274.432,1.586,5,0.000,35.547,12.586,1.499,0.000,0.000,A,-
jonesa2,Aaron Jones,RB,MIN,149.171,69,0.000,0.000,0.000,0.000,0.000,168.689,693.240,5.076,34.704,277.602,1.184,6,0.000,34.731,12.721,1.413,0.000,0.000,A,-
tracyt1,Tyrone Tracy,RB,NYG,138.661,82,0.000,0.000,0.000,0.000,0.000,144.234,653.013,4.589,32.470,269.971,0.936,14,0.000,32.716,12.357,1.511,0.000,0.000,A,-
masonj1,Jordan Mason,RB,MIN,130.341,96,0.000,0.000,0.000,0.000,0.000,158.757,753.899,6.557,10.959,106.770,0.296,6,0.000,37.770,4.866,1.162,0.000,0.000,C,-
bigsbt1,Tank Bigsby,RB,JAX,128.634,118,0.000,0.000,0.000,0.000,0.000,168.050,749.512,6.923,11.035,79.284,0.225,8,0.000,37.551,3.646,1.326,0.000,0.000,A,-
charbz1,Zach Charbonnet,RB,SEA,128.222,105,0.000,0.000,0.000,0.000,0.000,113.328,503.659,5.278,28.883,272.048,1.165,8,0.000,25.233,12.408,1.224,0.000,0.000,A,+
ekelea1,Austin Ekeler,RB,WAS,125.105,134,0.000,0.000,0.000,0.000,0.000,96.443,480.908,4.118,32.364,327.769,0.888,12,0.000,24.093,14.922,0.991,0.000,0.000,B,-
allenb2,Braelon Allen,RB,NYJ,121.423,133,0.000,0.000,0.000,0.000,0.000,191.409,739.680,5.542,14.000,107.828,0.000,9,0.000,37.058,4.947,1.790,0.000,0.000,A,-
speart1,Tyjae Spears,RB,TEN,121.330,132,0.000,0.000,0.000,0.000,0.000,107.960,393.246,6.045,31.810,256.060,1.075,10,0.000,19.702,11.732,1.113,0.000,0.000,C,-
dobbij1,J.K. Dobbins,RB,DEN,117.368,99,0.000,0.000,0.000,0.000,0.000,122.883,557.148,4.323,25.543,147.520,1.694,12,0.000,27.913,6.841,0.986,0.000,0.000,C,+
willij13,Javonte Williams,RB,DAL,115.626,114,0.000,0.000,0.000,0.000,0.000,139.534,527.464,3.256,31.216,212.655,1.490,10,0.000,26.426,9.798,1.235,0.000,0.000,A,-
fordj2,Jerome Ford,RB,CLE,114.846,152,0.000,0.000,0.000,0.000,0.000,86.780,469.992,4.118,34.333,214.192,1.055,9,0.000,23.547,9.902,0.889,0.000,0.000,A,-
chubbn1,Nick Chubb,RB,HOU,111.123,148,0.000,0.000,0.000,0.000,0.000,197.665,685.079,5.072,11.061,84.768,0.255,6,0.000,34.322,3.890,1.677,0.000,0.000,C,-
skattc1,Cam Skattebo,RB,NYG,110.748,107,0.000,0.000,0.000,0.000,0.000,154.445,600.066,4.921,21.010,124.602,0.208,14,0.000,30.063,5.772,1.499,0.000,0.000,C,-
bluej1,Jaydon Blue,RB,DAL,110.684,128,0.000,0.000,0.000,0.000,0.000,132.421,508.626,2.068,33.167,233.921,1.639,10,0.000,25.482,10.764,1.198,0.000,0.000,C,-
bensot2,Trey Benson,RB,ARI,110.479,142,0.000,0.000,0.000,0.000,0.000,144.530,653.967,4.301,14.840,115.086,0.438,8,0.000,32.764,5.279,1.140,0.000,0.000,C,-
croskj1,Jacory Croskey-Merritt,RB,WAS,109.030,131,0.000,0.000,0.000,0.000,0.000,142.456,558.893,4.758,19.778,154.244,0.296,12,0.000,28.001,7.074,1.248,0.000,0.000,C,-
allget1,Tyler Allgeier,RB,ATL,102.933,151,0.000,0.000,0.000,0.000,0.000,136.518,634.230,3.267,14.405,122.310,0.426,5,0.000,31.775,5.595,1.041,0.000,0.000,A,-
whiter5,Rachaad White,RB,TB,100.667,138,0.000,0.000,0.000,0.000,0.000,97.131,398.195,1.210,30.888,191.912,3.468,9,0.000,19.950,8.873,0.928,0.000,0.000,A,+
sampsd2,Dylan Sampson,RB,CLE,100.360,167,0.000,0.000,0.000,0.000,0.000,151.912,567.907,4.455,12.649,97.360,0.528,9,0.000,28.452,4.467,1.195,0.000,0.000,C,-
davisr7,Ray Davis,RB,BUF,99.299,145,0.000,0.000,0.000,0.000,0.000,121.156,452.920,2.576,12.051,160.532,3.020,7,0.000,22.691,7.265,0.824,0.000,0.000,A,-
dowdlr1,Rico Dowdle,RB,CAR,98.744,170,0.000,0.000,0.000,0.000,0.000,88.163,392.480,3.640,28.849,179.559,1.221,14,0.000,19.663,8.301,1.025,0.000,0.000,A,-
rodric1,Chris Rodriguez,RB,WAS,97.762,276,0.000,0.000,0.000,0.000,0.000,105.564,545.895,3.935,16.182,115.683,0.296,12,0.000,27.349,5.321,0.936,0.000,0.000,C,-
etient1,Travis Etienne,RB,JAX,94.865,98,0.000,0.000,0.000,0.000,0.000,127.379,463.514,1.852,33.105,178.389,0.900,8,0.000,23.222,8.298,1.195,0.000,0.000,A,-
gordoo1,Ollie Gordon,RB,MIA,94.299,199,0.000,0.000,0.000,0.000,0.000,110.763,413.931,2.244,22.380,246.565,0.900,12,0.000,20.738,11.203,0.902,0.000,0.000,C,-
johnst1,Ty Johnson,RB,BUF,94.062,286,0.000,0.000,0.000,0.000,0.000,70.696,351.013,2.016,15.494,220.732,3.020,7,0.000,17.586,9.977,0.538,0.000,0.000,A,-
hillj6,Justice Hill,RB,BAL,91.490,234,0.000,0.000,0.000,0.000,0.000,56.283,301.074,1.881,32.660,246.042,1.733,7,0.000,15.084,11.297,0.618,0.000,0.000,A,-
harrin1,Najee Harris,RB,LAC,89.358,135,0.000,0.000,0.000,0.000,0.000,89.120,374.595,4.125,20.460,154.096,0.538,12,0.000,18.767,7.075,0.860,0.000,0.000,A,-
judkiq1,Quinshon Judkins,RB,CLE,88.406,109,0.000,0.000,0.000,0.000,0.000,136.197,509.158,3.510,12.649,97.360,0.422,9,0.000,25.509,4.467,1.081,0.000,0.000,C,-
robinb1,Brian Robinson,RB,SF,87.178,103,0.000,0.000,0.000,0.000,0.000,108.683,505.846,3.549,12.313,92.614,0.276,14,0.000,25.343,4.252,0.887,0.000,0.000,A,-
piercd1,Dameon Pierce,RB,HOU,86.525,277,0.000,0.000,0.000,0.000,0.000,60.617,472.801,3.896,12.905,105.960,0.000,6,0.000,23.687,4.852,0.590,0.000,0.000,C,-
johnsr5,Roschon Johnson,RB,CHI,83.428,184,0.000,0.000,0.000,0.000,0.000,97.175,290.044,5.695,15.633,116.739,0.430,5,0.000,14.531,5.361,0.908,0.000,0.000,C,-
stever1,Rhamondre Stevenson,RB,NE,80.299,113,0.000,0.000,0.000,0.000,0.000,123.536,474.683,1.464,20.829,114.303,0.765,14,0.000,23.782,5.313,1.194,0.000,0.000,A,-
marksw1,Woody Marks,RB,HOU,80.007,227,0.000,0.000,0.000,0.000,0.000,82.159,328.066,3.234,18.435,148.344,0.893,6,0.000,16.436,6.797,0.807,0.000,0.000,C,-
shiplw1,Will Shipley,RB,PHI,78.761,182,0.000,0.000,0.000,0.000,0.000,161.429,522.329,2.749,8.350,75.106,0.128,9,0.000,26.169,3.430,1.210,0.000,0.000,C,-
millek2,Kendre Miller,RB,NO,77.020,216,0.000,0.000,0.000,0.000,0.000,95.694,380.664,3.420,15.015,103.377,0.394,11,0.000,19.071,4.761,0.888,0.000,0.000,C,-
tuckes1,Sean Tucker,RB,TB,74.894,250,0.000,0.000,0.000,0.000,0.000,63.056,374.062,1.540,13.514,149.265,1.278,9,0.000,18.741,6.781,0.552,0.000,0.000,C,-
wrighj4,Jaylen Wright,RB,MIA,72.968,164,0.000,0.000,0.000,0.000,0.000,98.636,359.940,1.980,20.345,134.490,0.514,12,0.000,18.033,6.203,0.806,0.000,0.000,C,-
brookt2,Tahj Brooks,RB,CIN,71.656,240,0.000,0.000,0.000,0.000,0.000,102.157,374.778,2.418,15.477,136.107,0.000,10,0.000,18.776,6.220,0.840,0.000,0.000,C,-
gainwk1,Kenneth Gainwell,RB,PIT,70.372,,0.000,0.000,0.000,0.000,0.000,85.907,338.880,1.714,22.372,137.216,0.488,5,0.000,16.978,6.347,0.818,0.000,0.000,A,-
sandem1,Miles Sanders,RB,DAL,69.841,214,0.000,0.000,0.000,0.000,0.000,96.220,367.341,1.496,21.461,106.328,0.745,10,0.000,18.404,4.966,0.851,0.000,0.000,C,-
mitchk1,Keaton Mitchell,RB,BAL,68.157,209,0.000,0.000,0.000,0.000,0.000,119.752,396.150,2.613,13.064,82.014,0.000,7,0.000,19.847,3.790,0.935,0.000,0.000,C,-
wilsoe1,Emanuel Wilson,RB,GB,67.374,,0.000,0.000,0.000,0.000,0.000,80.352,433.242,1.683,11.445,57.752,0.632,5,0.000,21.705,2.695,0.669,0.000,0.000,A,-
