PID,Player,Pos,Team,FF Pts,ADP,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,BYE,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Health,C
mullen1,Nick Mullens,QB,JAX,20.905,,38.542,50.068,308.952,2.072,1.096,6.538,20.631,0.000,0.000,0.000,0.000,7,16.603,1.343,0.000,0.354,0.000,0.000,C,-
taylot2,Tyrod Taylor,QB,GB,20.316,,31.650,53.757,324.760,2.192,0.832,0.000,0.000,0.000,0.000,0.000,0.000,11,16.199,0.000,0.000,0.305,0.000,0.000,C,-
devitt1,Tommy DeVito,QB,NE,20.296,,31.801,58.435,326.344,2.224,0.960,0.000,0.000,0.000,0.000,0.000,0.000,11,16.278,0.000,0.000,0.347,0.000,0.000,C,-
huntlt1,Tyler Huntley,QB,BAL,20.239,,37.165,47.532,297.624,2.368,0.576,0.000,0.000,0.000,0.000,0.000,0.000,13,15.999,0.000,0.000,0.281,0.000,0.000,C,-
allenk2,Kyle Allen,QB,BUF,19.962,,28.296,52.988,319.152,2.136,0.760,0.000,0.000,0.000,0.000,0.000,0.000,7,15.522,0.000,0.000,0.294,0.000,0.000,C,-
lockd1,Drew Lock,QB,SEA,19.895,,39.444,63.249,322.640,2.184,1.048,0.000,0.000,0.000,0.000,0.000,0.000,11,17.225,0.000,0.000,0.349,0.000,0.000,C,-
rattls1,Spencer Rattler,QB,NO,19.852,,32.425,47.883,300.192,1.624,0.808,3.927,19.128,0.159,0.000,0.000,0.000,8,15.422,1.245,0.000,0.355,0.000,0.000,C,-
minshg1,Gardner Minshew,QB,ARI,19.700,,37.327,60.408,293.432,1.896,0.696,5.441,19.332,0.000,0.000,0.000,0.000,14,15.871,1.259,0.000,0.429,0.000,0.000,C,-
rudolm1,Mason Rudolph,QB,PIT,19.684,,37.001,52.299,316.152,2.136,0.864,0.000,0.000,0.000,0.000,0.000,0.000,9,16.645,0.000,0.000,0.321,0.000,0.000,C,-
brownj7,Jake Browning,QB,TB,19.276,,32.964,47.789,314.608,2.104,1.112,0.000,0.000,0.000,0.000,0.000,0.000,10,16.018,0.000,0.000,0.306,0.000,0.000,C,-
gabrid1,Dillon Gabriel,QB,CLE,19.252,,37.495,62.976,334.910,1.850,2.460,3.066,18.776,0.000,0.000,0.000,0.000,11,17.392,1.222,0.000,0.481,0.000,0.000,C,-
stidhj1,Jarrett Stidham,QB,DEN,18.872,,28.259,50.084,301.104,2.096,1.008,0.000,0.000,0.000,0.000,0.000,0.000,10,14.866,0.000,0.000,0.274,0.000,0.000,C,-
trubim1,Mitch Trubisky,QB,TEN,17.621,,21.046,29.782,295.712,1.720,0.576,0.000,0.000,0.000,0.000,0.000,0.000,9,13.651,0.000,0.000,0.256,0.000,0.000,C,-
pickek1,Kenny Pickett,QB,CAR,17.359,,32.862,53.504,273.120,2.040,1.064,0.000,0.000,0.000,0.000,0.000,0.000,5,14.506,0.000,0.000,0.331,0.000,0.000,C,-
daltoa1,Andy Dalton,QB,PHI,17.280,,22.674,32.401,267.808,1.896,0.552,0.000,0.000,0.000,0.000,0.000,0.000,10,12.874,0.000,0.000,0.232,0.000,0.000,C,-
klubnc1,Cade Klubnik,QB,NYJ,17.167,,29.532,51.913,316.824,1.680,1.512,0.000,0.000,0.000,0.000,0.000,0.000,13,15.613,0.000,0.000,0.357,0.000,0.000,C,-
winstj1,Jameis Winston,QB,NYG,15.496,,17.201,29.852,250.912,1.640,0.624,0.000,0.000,0.000,0.000,0.000,0.000,8,11.490,0.000,0.000,0.238,0.000,0.000,C,-
ewersq1,Quinn Ewers,QB,MIA,14.952,,30.930,57.213,262.864,1.488,0.776,0.000,0.000,0.000,0.000,0.000,0.000,6,13.863,0.000,0.000,0.369,0.000,0.000,C,-
beckc1,Carson Beck,QB,ARI,8.896,239,13.573,25.170,146.716,0.948,0.348,0.000,0.000,0.000,0.000,0.000,0.000,14,7.216,0.000,0.000,0.208,0.000,0.000,C,-
gibbsj1,Jahmyr Gibbs,RB,DET,276.707,1,0.000,0.000,0.000,0.000,0.000,206.231,1057.682,11.400,67.712,524.700,3.358,6,0.000,52.990,24.069,1.968,0.000,0.000,A,+
robinb2,Bijan Robinson,RB,ATL,270.208,2,0.000,0.000,0.000,0.000,0.000,213.495,1072.792,7.123,65.083,722.415,3.247,11,0.000,53.747,32.817,2.037,0.000,0.000,A,+
tayloj2,Jonathan Taylor,RB,IND,269.647,8,0.000,0.000,0.000,0.000,0.000,269.270,1361.440,13.673,36.897,296.423,1.346,13,0.000,68.208,13.582,2.351,0.000,0.000,A,-
mccafc1,Christian McCaffrey,RB,SF,260.566,6,0.000,0.000,0.000,0.000,0.000,229.749,854.592,7.906,69.227,706.692,4.402,8,0.000,42.815,32.166,2.012,0.000,0.000,A,+
jeanta1,Ashton Jeanty,RB,LV,232.872,10,0.000,0.000,0.000,0.000,0.000,306.215,1115.752,9.576,43.160,319.634,2.600,13,0.000,55.899,14.684,2.651,0.000,0.000,A,+
cookj3,James Cook,RB,BUF,225.345,9,0.000,0.000,0.000,0.000,0.000,236.782,1257.169,7.670,32.262,299.205,1.869,7,0.000,62.984,13.652,1.829,0.000,0.000,A,+
barkls1,Saquon Barkley,RB,PHI,205.179,13,0.000,0.000,0.000,0.000,0.000,293.090,1176.003,7.624,31.350,217.594,1.541,10,0.000,58.918,10.019,2.423,0.000,0.000,A,+
brownc4,Chase Brown,RB,CIN,203.707,15,0.000,0.000,0.000,0.000,0.000,185.454,843.972,5.047,65.236,389.275,3.520,6,0.000,42.283,18.028,1.819,0.000,0.000,A,-
walkek1,Kenneth Walker,RB,KC,203.132,17,0.000,0.000,0.000,0.000,0.000,244.371,915.156,8.927,40.478,346.265,1.148,5,0.000,45.849,15.836,1.850,0.000,0.000,A,+
achand1,De'Von Achane,RB,MIA,202.522,14,0.000,0.000,0.000,0.000,0.000,217.552,952.100,4.355,57.042,410.725,2.790,6,0.000,47.700,18.886,2.576,0.000,0.000,A,+
hampto1,Omarion Hampton,RB,LAC,200.831,16,0.000,0.000,0.000,0.000,0.000,195.584,794.740,8.662,52.301,358.930,1.841,7,0.000,39.816,16.533,1.852,0.000,0.000,C,+
henryd1,Derrick Henry,RB,BAL,200.143,18,0.000,0.000,0.000,0.000,0.000,237.412,1344.820,7.546,13.541,130.211,0.740,13,0.000,67.375,5.936,1.923,0.000,0.000,A,-
willik6,Kyren Williams,RB,LAR,194.148,31,0.000,0.000,0.000,0.000,0.000,226.711,997.528,8.883,28.433,223.145,1.300,11,0.000,49.976,10.232,1.617,0.000,0.000,A,+
lovej2,Jeremiyah Love,RB,ARI,192.493,26,0.000,0.000,0.000,0.000,0.000,200.234,889.272,4.128,60.911,403.469,2.133,14,0.000,44.553,18.608,2.401,0.000,0.000,C,-
jacobj1,Josh Jacobs,RB,GB,190.751,36,0.000,0.000,0.000,0.000,0.000,202.242,825.371,10.415,33.670,263.868,0.959,11,0.000,41.351,12.100,1.626,0.000,0.000,A,-
skattc1,Cam Skattebo,RB,NYG,190.212,41,0.000,0.000,0.000,0.000,0.000,211.244,850.163,8.820,39.105,282.276,1.435,8,0.000,42.593,12.979,2.057,0.000,0.000,C,-
willij13,Javonte Williams,RB,DAL,178.332,35,0.000,0.000,0.000,0.000,0.000,197.730,1029.650,7.009,30.308,112.420,1.705,14,0.000,51.585,5.337,1.656,0.000,0.000,A,-
hallb1,Breece Hall,RB,NYJ,177.388,32,0.000,0.000,0.000,0.000,0.000,200.017,884.477,4.216,42.263,396.030,1.155,13,0.000,44.312,18.066,2.010,0.000,0.000,A,+
swiftd1,D'Andre Swift,RB,CHI,176.551,47,0.000,0.000,0.000,0.000,0.000,198.907,904.683,7.093,30.627,265.389,0.825,10,0.000,45.325,12.132,1.639,0.000,0.000,A,+
etient1,Travis Etienne,RB,NO,176.414,42,0.000,0.000,0.000,0.000,0.000,240.953,927.708,7.473,29.538,225.144,0.914,8,0.000,46.478,10.333,1.981,0.000,0.000,A,-
judkiq1,Quinshon Judkins,RB,CLE,174.716,50,0.000,0.000,0.000,0.000,0.000,243.562,873.084,9.576,25.848,184.201,0.555,11,0.000,43.742,8.473,2.361,0.000,0.000,A,-
montgd1,David Montgomery,RB,HOU,172.282,52,0.000,0.000,0.000,0.000,0.000,191.912,797.834,8.816,33.093,225.077,0.618,8,0.000,39.971,10.371,1.580,0.000,0.000,A,-
pricej1,Jadarian Price,RB,SEA,171.723,63,0.000,0.000,0.000,0.000,0.000,213.160,867.470,7.169,29.610,241.980,1.092,11,0.000,43.460,11.081,1.797,0.000,0.000,C,-
irvinb1,Bucky Irving,RB,TB,170.793,53,0.000,0.000,0.000,0.000,0.000,221.887,753.730,4.123,38.651,314.608,3.945,10,0.000,37.762,14.409,1.887,0.000,0.000,B,-
tutenb1,Bhayshul Tuten,RB,JAX,170.784,54,0.000,0.000,0.000,0.000,0.000,209.466,814.925,5.700,35.732,270.333,2.331,7,0.000,40.828,12.410,1.897,0.000,0.000,A,-
warrej1,Jaylen Warren,RB,PIT,170.629,69,0.000,0.000,0.000,0.000,0.000,182.114,835.113,4.309,37.870,335.912,2.003,9,0.000,41.839,15.346,1.640,0.000,0.000,A,+
hendet1,TreVeyon Henderson,RB,NE,170.117,57,0.000,0.000,0.000,0.000,0.000,174.277,867.945,7.372,33.811,203.965,0.834,11,0.000,43.484,9.441,1.608,0.000,0.000,A,-
stever1,Rhamondre Stevenson,RB,NE,168.560,78,0.000,0.000,0.000,0.000,0.000,136.523,623.140,6.499,37.370,387.534,2.085,11,0.000,31.219,17.633,1.348,0.000,0.000,A,-
pollat1,Tony Pollard,RB,TEN,163.195,72,0.000,0.000,0.000,0.000,0.000,223.707,1007.812,5.166,26.392,184.820,0.645,9,0.000,50.491,8.507,2.065,0.000,0.000,A,-
dowdlr1,Rico Dowdle,RB,PIT,162.973,84,0.000,0.000,0.000,0.000,0.000,164.678,758.321,7.228,34.083,256.874,0.668,9,0.000,37.992,11.794,1.482,0.000,0.000,A,+
brookj2,Jonathon Brooks,RB,CAR,152.513,89,0.000,0.000,0.000,0.000,0.000,199.915,840.349,4.720,30.429,187.770,1.658,5,0.000,42.101,8.684,1.891,0.000,0.000,C,-
croskj1,Jacory Croskey-Merritt,RB,WAS,145.620,113,0.000,0.000,0.000,0.000,0.000,169.423,837.620,6.240,16.575,147.348,0.732,7,0.000,41.965,6.731,1.498,0.000,0.000,A,-
gainwk1,Kenneth Gainwell,RB,TB,142.600,96,0.000,0.000,0.000,0.000,0.000,105.329,495.875,3.259,51.534,373.597,2.104,10,0.000,24.843,17.175,1.146,0.000,0.000,A,-
harver1,RJ Harvey,RB,DEN,134.970,87,0.000,0.000,0.000,0.000,0.000,109.973,403.780,5.220,38.110,225.828,3.930,10,0.000,20.229,10.461,0.973,0.000,0.000,A,-
dobbij1,J.K. Dobbins,RB,DEN,130.151,95,0.000,0.000,0.000,0.000,0.000,191.454,958.978,4.437,11.433,37.638,0.131,10,0.000,48.045,1.801,1.318,0.000,0.000,C,-
corumb1,Blake Corum,RB,LAR,129.059,101,0.000,0.000,0.000,0.000,0.000,156.361,732.228,7.948,7.582,44.629,0.325,11,0.000,36.685,2.068,1.028,0.000,0.000,A,-
monank1,Kyle Monangai,RB,CHI,126.472,103,0.000,0.000,0.000,0.000,0.000,169.023,730.706,4.239,22.120,163.316,0.550,10,0.000,36.608,7.503,1.362,0.000,0.000,A,-
hubbac1,Chuba Hubbard,RB,CAR,126.126,85,0.000,0.000,0.000,0.000,0.000,176.016,752.406,4.189,20.286,119.490,1.148,5,0.000,37.696,5.537,1.614,0.000,0.000,A,-
masonj1,Jordan Mason,RB,MIN,124.529,112,0.000,0.000,0.000,0.000,0.000,145.600,677.450,7.440,14.508,58.598,0.216,6,0.000,33.940,2.767,1.133,0.000,0.000,A,-
rodric1,Chris Rodriguez,RB,JAX,122.303,134,0.000,0.000,0.000,0.000,0.000,158.171,742.716,7.220,6.806,38.619,0.000,7,0.000,37.210,1.792,1.277,0.000,0.000,C,-
jonesa2,Aaron Jones,RB,MIN,120.090,120,0.000,0.000,0.000,0.000,0.000,135.232,547.938,2.160,38.084,273.455,1.404,6,0.000,27.452,12.576,1.238,0.000,0.000,B,-
pachei1,Isiah Pacheco,RB,DET,117.034,143,0.000,0.000,0.000,0.000,0.000,158.089,630.728,7.200,8.464,71.550,0.292,6,0.000,31.599,3.273,1.189,0.000,0.000,C,-
robinb1,Brian Robinson,RB,ATL,112.388,159,0.000,0.000,0.000,0.000,0.000,119.665,507.661,7.955,12.313,84.990,0.191,11,0.000,25.434,3.914,0.955,0.000,0.000,A,-
speart1,Tyjae Spears,RB,TEN,107.889,145,0.000,0.000,0.000,0.000,0.000,112.554,445.763,3.567,31.341,221.784,1.075,9,0.000,22.333,10.204,1.194,0.000,0.000,C,-
marksw1,Woody Marks,RB,HOU,97.838,136,0.000,0.000,0.000,0.000,0.000,139.351,458.525,4.104,22.062,163.692,0.371,8,0.000,22.972,7.519,1.132,0.000,0.000,A,-
hillj6,Justice Hill,RB,BAL,96.158,185,0.000,0.000,0.000,0.000,0.000,32.669,184.028,2.079,39.117,334.827,2.220,13,0.000,9.220,15.312,0.540,0.000,0.000,B,-
tracyt1,Tyrone Tracy,RB,NYG,90.456,133,0.000,0.000,0.000,0.000,0.000,138.688,578.111,1.995,16.544,94.092,0.923,8,0.000,28.963,4.366,1.272,0.000,0.000,A,-
whiter5,Rachaad White,RB,WAS,84.858,106,0.000,0.000,0.000,0.000,0.000,69.370,323.082,3.432,26.520,165.767,0.610,7,0.000,16.186,7.662,0.769,0.000,0.000,A,-
allget1,Tyler Allgeier,RB,ARI,84.405,144,0.000,0.000,0.000,0.000,0.000,127.158,541.296,2.688,16.124,73.358,0.237,14,0.000,27.119,3.441,1.336,0.000,0.000,A,-
kamara1,Alvin Kamara,RB,NO,83.894,142,0.000,0.000,0.000,0.000,0.000,117.664,382.560,2.544,22.588,168.858,0.711,8,0.000,19.166,7.755,1.036,0.000,0.000,B,-
charbz1,Zach Charbonnet,RB,SEA,83.357,137,0.000,0.000,0.000,0.000,0.000,109.446,471.218,3.894,9.870,80.660,0.273,11,0.000,23.608,3.694,0.884,0.000,0.000,A,+
tuckes1,Sean Tucker,RB,TB,82.652,216,0.000,0.000,0.000,0.000,0.000,90.673,337.195,4.988,11.043,117.978,0.526,10,0.000,16.893,5.364,0.735,0.000,0.000,A,-
allenb2,Braelon Allen,RB,NYJ,82.433,178,0.000,0.000,0.000,0.000,0.000,100.461,427.973,3.720,12.075,118.809,0.210,13,0.000,21.441,5.413,0.931,0.000,0.000,B,-
johnst1,Ty Johnson,RB,BUF,81.741,286,0.000,0.000,0.000,0.000,0.000,89.640,362.894,3.068,18.678,119.682,1.202,7,0.000,18.181,5.527,0.738,0.000,0.000,A,-
sampsd2,Dylan Sampson,RB,CLE,80.946,166,0.000,0.000,0.000,0.000,0.000,94.168,281.640,0.360,34.464,251.183,1.758,11,0.000,14.110,11.545,1.138,0.000,0.000,A,-
perins1,Samaje Perine,RB,CIN,80.831,272,0.000,0.000,0.000,0.000,0.000,76.041,358.290,2.548,22.495,114.493,1.408,6,0.000,17.950,5.340,0.715,0.000,0.000,A,-
davisi1,Isaiah Davis,RB,NYJ,79.680,289,0.000,0.000,0.000,0.000,0.000,65.263,361.399,3.410,16.100,138.611,0.420,13,0.000,18.106,6.338,0.676,0.000,0.000,A,-
davisr7,Ray Davis,RB,BUF,77.673,200,0.000,0.000,0.000,0.000,0.000,89.127,427.697,2.596,10.188,99.735,0.935,7,0.000,21.428,4.544,0.675,0.000,0.000,B,-
vidalk1,Kimani Vidal,RB,LAC,73.547,210,0.000,0.000,0.000,0.000,0.000,83.937,321.920,1.278,19.838,190.022,1.052,7,0.000,16.128,8.663,0.773,0.000,0.000,C,-
gidded1,DJ Giddens,RB,IND,71.847,243,0.000,0.000,0.000,0.000,0.000,92.988,353.760,4.477,10.542,59.285,0.000,13,0.000,17.723,2.752,0.795,0.000,0.000,C,-
wilsoe1,Emanuel Wilson,RB,SEA,71.591,232,0.000,0.000,0.000,0.000,0.000,72.124,310.576,2.567,16.450,141.155,0.683,11,0.000,15.560,6.455,0.654,0.000,0.000,A,-
bigsbt1,Tank Bigsby,RB,PHI,67.865,151,0.000,0.000,0.000,0.000,0.000,84.059,468.118,3.185,3.135,16.738,0.000,10,0.000,23.453,0.779,0.649,0.000,0.000,B,-
lloydm1,MarShawn Lloyd,RB,GB,64.303,196,0.000,0.000,0.000,0.000,0.000,109.667,422.751,2.226,8.418,60.893,0.000,11,0.000,21.180,2.800,0.813,0.000,0.000,C,-
alir1,Rasheen Ali,RB,BAL,63.808,,0.000,0.000,0.000,0.000,0.000,79.526,297.276,2.002,10.532,93.008,1.480,13,0.000,14.894,4.250,0.689,0.000,0.000,C,-
colemj1,Jonah Coleman,RB,DEN,62.547,165,0.000,0.000,0.000,0.000,0.000,62.368,232.174,2.262,15.244,112.914,1.310,10,0.000,11.632,5.187,0.508,0.000,0.000,C,-
bluej1,Jaydon Blue,RB,DAL,60.651,195,0.000,0.000,0.000,0.000,0.000,114.963,426.421,2.424,4.041,22.484,0.155,14,0.000,21.364,1.044,0.867,0.000,0.000,C,-
washim3,Mike Washington Jr.,RB,LV,59.184,206,0.000,0.000,0.000,0.000,0.000,86.896,323.928,1.064,16.600,112.812,0.400,13,0.000,16.229,5.198,0.787,0.000,0.000,C,-
scottz1,Zavier Scott,RB,MIN,58.790,,0.000,0.000,0.000,0.000,0.000,65.902,229.138,2.400,12.695,97.663,1.080,6,0.000,11.480,4.481,0.559,0.000,0.000,C,-
wrighj4,Jaylen Wright,RB,MIA,58.114,270,0.000,0.000,0.000,0.000,0.000,107.976,342.756,2.010,7.923,82.145,0.279,6,0.000,17.172,3.738,1.036,0.000,0.000,C,-
smithb3,Brashard Smith,RB,KC,57.805,,0.000,0.000,0.000,0.000,0.000,26.740,73.952,0.948,34.695,244.422,0.638,5,0.000,3.705,11.248,0.448,0.000,0.000,A,-
demere1,Emari Demercado,RB,KC,54.811,235,0.000,0.000,0.000,0.000,0.000,45.295,258.832,2.370,11.565,81.474,0.255,5,0.000,12.967,3.749,0.376,0.000,0.000,C,-
