PID,Player,Pos,Team,FF Pts,ADP,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,BYE,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Health,C
brazzc1,Chris Brazzell II,WR,CAR,47.681,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.986,256.050,2.040,5,0.000,0.000,12.634,0.157,0.000,0.000,C,-
atwelt1,Tutu Atwell,WR,MIA,46.416,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.352,295.722,0.744,6,0.000,0.000,15.229,0.296,0.000,0.000,B,-
metchj1,John Metchie,WR,CAR,46.032,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.652,238.980,1.913,5,0.000,0.000,12.634,0.170,0.000,0.000,C,-
burkst1,Treylon Burks,WR,WAS,45.822,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.890,257.859,1.708,7,0.000,0.000,12.656,0.157,0.000,0.000,C,-
dotsoj1,Jahan Dotson,WR,ATL,45.701,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.108,318.713,0.573,11,0.000,0.000,14.666,0.163,0.000,0.000,A,-
ayomae1,Elic Ayomanor,WR,TEN,45.620,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.495,239.694,2.258,9,0.000,0.000,11.204,0.145,0.000,0.000,A,-
wilsor2,Roman Wilson,WR,PIT,44.756,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.829,256.874,1.469,9,0.000,0.000,12.893,0.160,0.000,0.000,C,-
tinslm1,Mitchell Tinsley,WR,CIN,44.718,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.495,251.884,1.408,6,0.000,0.000,13.225,0.166,0.000,0.000,C,-
hollim1,Mack Hollins,WR,NE,44.607,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.913,265.155,0.973,11,0.000,0.000,14.268,0.203,0.000,0.000,A,-
royalj1,Jalen Royals,WR,KC,42.707,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.130,244.422,1.148,5,0.000,0.000,13.199,0.188,0.000,0.000,C,-
hortot1,Tory Horton,WR,SEA,41.825,277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.805,181.485,2.730,11,0.000,0.000,9.134,0.106,0.000,0.000,C,-
mccafl1,Luke McCaffrey,WR,WAS,41.323,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.233,221.022,1.708,7,0.000,0.000,11.181,0.144,0.000,0.000,C,-
mooned1,Darnell Mooney,WR,NYG,39.530,188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.560,235.230,0.820,8,0.000,0.000,12.787,0.194,0.000,0.000,A,-
patrit1,Tim Patrick,WR,NYJ,39.231,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.125,217.817,1.260,13,0.000,0.000,11.625,0.173,0.000,0.000,A,-
hutchx1,Xavier Hutchinson,WR,HOU,38.587,,0.000,0.000,0.000,0.000,0.000,2.726,18.341,0.000,14.708,184.154,1.853,8,0.000,0.761,9.180,0.135,0.000,0.000,A,-
dikec1,Chimere Dike,WR,TEN,36.962,,0.000,0.000,0.000,0.000,0.000,4.823,19.381,0.000,18.145,171.210,1.505,9,0.000,0.804,9.792,0.200,0.000,0.000,A,-
brownm6,Hollywood Brown,WR,PHI,36.200,295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.810,184.118,1.422,10,0.000,0.000,10.332,0.149,0.000,0.000,A,-
sarrae1,Elijah Sarratt,WR,BAL,35.124,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.541,204.617,1.332,13,0.000,0.000,9.413,0.100,0.000,0.000,C,-
thornd1,Dont'e Thornton,WR,LV,32.913,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.940,225.624,0.500,13,0.000,0.000,10.382,0.119,0.000,0.000,C,-
dougld2,Demario Douglas,WR,NE,32.865,294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.236,183.569,1.251,11,0.000,0.000,9.032,0.116,0.000,0.000,A,-
mumpfk1,Konata Mumpfield,WR,LAR,31.878,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.060,176.212,0.975,11,0.000,0.000,9.624,0.123,0.000,0.000,C,-
colemk1,Keon Coleman,WR,BUF,31.822,270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.886,179.523,1.335,7,0.000,0.000,8.260,0.083,0.000,0.000,C,-
tillmc1,Cedric Tillman,WR,CLE,31.423,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.924,184.201,1.110,11,0.000,0.000,8.680,0.119,0.000,0.000,C,-
wicksd1,Dontayvion Wicks,WR,PHI,29.951,248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.243,150.642,1.067,10,0.000,0.000,8.975,0.136,0.000,0.000,B,-
thompb2,Brenen Thompson,WR,LAC,29.752,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.125,168.908,0.658,7,0.000,0.000,9.723,0.150,0.000,0.000,C,-
youngc1,Colbie Young,WR,CIN,29.118,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.996,160.290,0.704,6,0.000,0.000,9.451,0.133,0.000,0.000,C,-
fieldm1,Malachi Fields,WR,NYG,28.459,233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.544,172.502,0.513,8,0.000,0.000,9.377,0.142,0.000,0.000,C,-
westbn1,Nick Westbrook-Ikhine,WR,IND,28.294,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.056,151.672,1.035,13,0.000,0.000,8.107,0.111,0.000,0.000,C,-
willis4,Savion Williams,WR,GB,27.622,,0.000,0.000,0.000,0.000,0.000,12.247,50.328,0.159,13.468,101.488,0.822,11,0.000,2.089,6.567,0.179,0.000,0.000,C,-
walkej3,Jahdae Walker,WR,CHI,27.311,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.911,140.228,1.238,10,0.000,0.000,7.190,0.095,0.000,0.000,C,-
mingoj1,Jonathan Mingo,WR,DAL,27.296,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.123,157.388,0.930,14,0.000,0.000,7.720,0.085,0.000,0.000,B,-
willik7,Kyle Williams,WR,NE,25.325,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.898,142.776,1.112,11,0.000,0.000,6.413,0.073,0.000,0.000,C,-
thomaz1,Zavion Thomas,WR,CHI,22.830,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.911,120.195,0.825,10,0.000,0.000,6.642,0.095,0.000,0.000,C,-
camerj2,Josh Cameron,WR,JAX,22.827,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.209,115.857,1.036,7,0.000,0.000,6.044,0.079,0.000,0.000,C,-
skowrb1,Ben Skowronek,WR,PIT,22.015,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.255,98.798,0.935,9,0.000,0.000,6.433,0.102,0.000,0.000,C,-
hornj2,Jimmy Horn,WR,CAR,20.465,,0.000,0.000,0.000,0.000,0.000,9.156,87.944,0.000,9.993,68.280,0.000,5,0.000,3.650,4.680,0.154,0.000,0.000,C,-
humphl1,Lil'Jordan Humphrey,WR,DEN,19.134,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.528,112.914,0.524,10,0.000,0.000,5.772,0.065,0.000,0.000,B,-
valdem1,Marquez Valdes-Scantling,WR,DAL,18.946,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.082,112.420,0.620,14,0.000,0.000,5.352,0.057,0.000,0.000,C,-
smithx1,Xavier Smith,WR,LAR,17.969,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.687,132.159,0.325,11,0.000,0.000,5.220,0.041,0.000,0.000,C,-
daniec2,CJ Daniels,WR,LAR,17.678,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.582,110.133,0.488,11,0.000,0.000,5.149,0.055,0.000,0.000,C,-
feltot1,Tai Felton,WR,MIN,17.078,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.881,117.195,0.000,6,0.000,0.000,6.270,0.082,0.000,0.000,C,-
richaj2,JP Richardson,WR,CHI,16.336,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.209,80.130,0.550,10,0.000,0.000,5.065,0.081,0.000,0.000,C,-
brownd12,Dyami Brown,WR,WAS,15.946,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.945,110.511,0.000,7,0.000,0.000,5.824,0.078,0.000,0.000,B,-
tiptom1,Mason Tipton,WR,NO,15.314,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.163,75.048,0.305,8,0.000,0.000,5.475,0.102,0.000,0.000,C,-
jonesj11,Jeshaun Jones,WR,MIN,15.125,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.881,97.663,0.000,6,0.000,0.000,5.735,0.082,0.000,0.000,C,-
robind2,Demarcus Robinson,WR,SF,15.086,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.484,113.983,0.000,8,0.000,0.000,5.227,0.054,0.000,0.000,A,-
corlem1,Malachi Corley,WR,CLE,14.875,,0.000,0.000,0.000,0.000,0.000,16.741,150.208,0.000,0.000,0.000,0.000,11,0.000,6.234,0.000,0.146,0.000,0.000,C,-
watsoj1,Justin Watson,WR,HOU,14.768,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.354,81.846,0.494,8,0.000,0.000,4.310,0.058,0.000,0.000,B,-
weavex1,Xavier Weaver,WR,ARI,14.454,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.749,91.698,0.000,14,0.000,0.000,5.534,0.090,0.000,0.000,C,-
bensom1,Malik Benson,WR,LV,13.485,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.300,94.010,0.000,13,0.000,0.000,4.909,0.066,0.000,0.000,C,-
kennet1,Tom Kennedy,WR,DET,13.414,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.696,71.550,0.000,6,0.000,0.000,5.529,0.089,0.000,0.000,C,-
shavet1,Tyrell Shavers,WR,BUF,12.896,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.094,79.788,0.401,7,0.000,0.000,3.618,0.036,0.000,0.000,C,-
willii2,Isaiah Williams,WR,NYJ,12.724,,0.000,0.000,0.000,0.000,0.000,3.177,28.532,0.000,8.050,59.405,0.000,13,0.000,1.184,3.891,0.095,0.000,0.000,C,-
washic3,Casey Washington,WR,CAR,12.702,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.997,102.420,0.000,5,0.000,0.000,4.211,0.039,0.000,0.000,C,-
hurstt1,Ted Hurst,WR,TB,12.680,261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.362,58.989,0.526,10,0.000,0.000,3.686,0.056,0.000,0.000,C,-
mooree2,Elijah Moore,WR,PHI,12.624,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.270,66.952,0.474,10,0.000,0.000,3.597,0.050,0.000,0.000,B,-
bondi1,Isaiah Bond,WR,CLE,12.442,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.180,66.982,0.370,11,0.000,0.000,3.854,0.066,0.000,0.000,A,-
colemk2,Kevin Coleman,WR,MIA,11.898,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.338,65.716,0.372,6,0.000,0.000,3.582,0.074,0.000,0.000,C,-
austic1,Calvin Austin III,WR,NYG,11.536,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.520,78.410,0.000,8,0.000,0.000,4.262,0.065,0.000,0.000,A,-
davisd7,Derius Davis,WR,LAC,11.477,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.250,63.341,0.263,7,0.000,0.000,3.774,0.060,0.000,0.000,C,-
lanej3,Jaylin Lane,WR,WAS,10.630,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.630,73.674,0.000,7,0.000,0.000,3.882,0.052,0.000,0.000,C,-
hodgii1,Isaiah Hodgins,WR,NYG,10.058,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.512,78.410,0.000,8,0.000,0.000,3.417,0.039,0.000,0.000,C,-
lanceb1,Bryce Lance,WR,NO,9.900,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.688,56.286,0.000,8,0.000,0.000,3.984,0.073,0.000,0.000,C,-
meltob1,Bo Melton,WR,GB,8.580,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.051,60.893,0.000,11,0.000,0.000,3.088,0.035,0.000,0.000,C,-
lambek1,KeAndre Lambert-Smith,WR,LAC,7.583,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.625,42.227,0.263,7,0.000,0.000,2.176,0.030,0.000,0.000,C,-
bells1,Skyler Bell,WR,BUF,7.266,239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.396,39.894,0.267,7,0.000,0.000,2.048,0.024,0.000,0.000,C,-
cooped1,Darius Cooper,WR,PHI,7.084,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.703,33.476,0.237,10,0.000,0.000,2.239,0.037,0.000,0.000,C,-
remign1,Nikko Remigio,WR,KC,6.918,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.783,40.737,0.000,5,0.000,0.000,2.742,0.047,0.000,0.000,C,-
goulda1,Anthony Gould,WR,IND,6.763,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.514,37.918,0.207,13,0.000,0.000,2.027,0.028,0.000,0.000,C,-
allenc1,Cyrus Allen,WR,KC,5.970,227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.855,40.737,0.000,5,0.000,0.000,2.200,0.031,0.000,0.000,C,-
wetjek1,Kaden Wetjen,WR,PIT,5.816,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.787,39.519,0.000,9,0.000,0.000,2.147,0.029,0.000,0.000,C,-
johnsk4,Kameron Johnson,WR,TB,5.745,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.681,39.326,0.000,10,0.000,0.000,2.112,0.028,0.000,0.000,C,-
boboj1,Jake Bobo,WR,SEA,5.654,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.290,40.330,0.000,11,0.000,0.000,2.030,0.024,0.000,0.000,C,-
duverd1,Devin Duvernay,WR,ARI,5.429,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.583,36.679,0.000,14,0.000,0.000,2.012,0.030,0.000,0.000,C,-
moores1,Skyy Moore,WR,GB,2.860,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.684,20.298,0.000,11,0.000,0.000,1.030,0.012,0.000,0.000,C,-
pricem1,Myles Price,WR,MIN,2.846,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.814,19.533,0.000,6,0.000,0.000,1.045,0.014,0.000,0.000,C,-
hendee1,Emmanuel Henderson,WR,SEA,2.827,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.645,20.165,0.000,11,0.000,0.000,1.015,0.012,0.000,0.000,C,-
oliveb2,Bryce Oliver,WR,TEN,2.523,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,17.121,0.000,9,0.000,0.000,0.933,0.014,0.000,0.000,C,-
willik8,Ke'Shawn Williams,WR,CIN,1.570,,0.000,0.000,0.000,0.000,0.000,3.146,15.924,0.000,0.000,0.000,0.000,6,0.000,0.661,0.000,0.022,0.000,0.000,C,-
mcbrit2,Trey McBride,TE,ARI,174.149,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.784,861.957,7.466,14,0.000,0.000,47.484,0.735,0.000,0.000,A,-
bowerb1,Brock Bowers,TE,LV,171.399,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.020,940.100,6.500,13,0.000,0.000,48.624,0.621,0.000,0.000,B,-
lovelc1,Colston Loveland,TE,CHI,158.875,39,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.060,841.365,6.875,10,0.000,0.000,43.202,0.541,0.000,0.000,A,-
kraftt1,Tucker Kraft,TE,GB,155.818,73,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.556,832.198,7.535,11,0.000,0.000,40.630,0.390,0.000,0.000,B,-
warret1,Tyler Warren,TE,IND,148.504,52,0.000,0.000,0.000,0.000,0.000,7.783,10.720,0.847,80.822,815.237,3.519,13,0.000,0.445,44.517,0.698,0.000,0.000,A,-
fannih1,Harold Fannin,TE,CLE,143.909,82,0.000,0.000,0.000,0.000,0.000,10.141,18.776,1.440,57.440,686.566,6.105,11,0.000,0.779,35.593,0.616,0.000,0.000,A,-
lapors1,Sam LaPorta,TE,DET,138.123,74,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.712,810.900,3.942,6,0.000,0.000,42.016,0.475,0.000,0.000,B,-
kittlg1,George Kittle,TE,SF,134.897,99,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.259,706.692,6.248,8,0.000,0.000,35.768,0.390,0.000,0.000,B,-
pittsk1,Kyle Pitts,TE,ATL,129.100,77,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.601,701.168,4.202,11,0.000,0.000,38.125,0.530,0.000,0.000,A,-
kelcet1,Travis Kelce,TE,KC,126.551,108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.608,692.529,4.335,5,0.000,0.000,36.915,0.516,0.000,0.000,A,-
likeli1,Isaiah Likely,TE,NYG,124.952,112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.665,595.916,5.843,8,0.000,0.000,33.003,0.530,0.000,0.000,B,-
andrem1,Mark Andrews,TE,BAL,124.677,121,0.000,0.000,0.000,0.000,0.000,8.115,42.468,0.616,46.640,520.842,6.956,13,0.000,1.762,27.549,0.407,0.000,0.000,A,-
goeded1,Dallas Goedert,TE,PHI,123.907,111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.565,569.092,6.281,10,0.000,0.000,31.638,0.471,0.000,0.000,A,-
kincad1,Dalton Kincaid,TE,BUF,123.265,120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.846,678.198,5.474,7,0.000,0.000,33.214,0.322,0.000,0.000,C,-
ferguj3,Jake Ferguson,TE,DAL,123.256,119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.677,494.648,6.820,14,0.000,0.000,30.161,0.468,0.000,0.000,A,-
henryh1,Hunter Henry,TE,NE,114.515,147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.826,591.499,5.143,11,0.000,0.000,30.725,0.406,0.000,0.000,A,-
gadseo1,Oronde Gadsden,TE,LAC,110.207,149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.125,696.746,2.893,7,0.000,0.000,34.126,0.389,0.000,0.000,A,-
johnsj16,Juwan Johnson,TE,NO,107.983,144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.863,656.670,2.639,8,0.000,0.000,33.851,0.450,0.000,0.000,A,-
okonkc1,Chigoziem Okonkwo,TE,WAS,107.463,140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.698,607.811,3.294,7,0.000,0.000,32.197,0.431,0.000,0.000,A,-
stranb1,Brenton Strange,TE,JAX,106.365,139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.045,579.285,3.885,7,0.000,0.000,30.492,0.396,0.000,0.000,B,-
sadiqk1,Kenyon Sadiq,TE,NYJ,106.261,155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.375,495.038,4.515,13,0.000,0.000,29.050,0.520,0.000,0.000,C,-
schuld1,Dalton Schultz,TE,HOU,104.183,165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.509,593.384,2.347,8,0.000,0.000,33.060,0.492,0.000,0.000,A,-
barnea2,AJ Barner,TE,SEA,102.796,174,0.000,0.000,0.000,0.000,0.000,7.025,10.710,0.797,44.415,423.465,5.460,11,0.000,0.444,23.558,0.371,0.000,0.000,A,-
hocket1,T.J. Hockenson,TE,MIN,99.450,153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.032,507.845,3.348,6,0.000,0.000,29.104,0.438,0.000,0.000,A,-
ottonc1,Cade Otton,TE,TB,96.180,217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.056,530.901,2.499,10,0.000,0.000,29.780,0.432,0.000,0.000,A,-
freiep1,Pat Freiermuth,TE,PIT,95.724,215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.551,454.469,4.806,9,0.000,0.000,24.548,0.335,0.000,0.000,A,-
dulcig1,Greg Dulcich,TE,MIA,95.407,171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.120,591.444,2.046,6,0.000,0.000,30.597,0.573,0.000,0.000,C,-
helmg1,Gunnar Helm,TE,TEN,93.332,214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.485,445.146,4.085,9,0.000,0.000,25.264,0.435,0.000,0.000,A,-
washid3,Darnell Washington,TE,PIT,85.290,276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.870,474.228,3.204,9,0.000,0.000,24.263,0.292,0.000,0.000,C,-
taylom2,Mason Taylor,TE,NYJ,84.393,237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.363,475.236,1.365,13,0.000,0.000,27.960,0.502,0.000,0.000,C,-
parkic1,Colby Parkinson,TE,LAR,80.208,253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.806,352.424,4.225,11,0.000,0.000,20.114,0.287,0.000,0.000,A,-
njokud1,David Njoku,TE,LAC,67.563,223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.438,380.043,2.104,7,0.000,0.000,20.174,0.284,0.000,0.000,C,-
tongej1,Jake Tonges,TE,SF,66.194,265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.065,319.151,3.408,8,0.000,0.000,16.789,0.202,0.000,0.000,C,-
mayerm1,Michael Mayer,TE,LV,66.070,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.180,394.842,1.300,13,0.000,0.000,21.389,0.304,0.000,0.000,C,-
fergut1,Terrance Ferguson,TE,LAR,65.787,178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.328,352.424,2.600,11,0.000,0.000,18.421,0.219,0.000,0.000,C,-
knoxd1,Dawson Knox,TE,BUF,64.964,285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.866,339.099,2.804,7,0.000,0.000,17.668,0.203,0.000,0.000,A,-
kmetc1,Cole Kmet,TE,CHI,63.507,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.627,360.585,2.063,10,0.000,0.000,18.776,0.243,0.000,0.000,A,-
gesicm1,Mike Gesicki,TE,CIN,61.478,264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.493,343.478,1.936,6,0.000,0.000,18.299,0.232,0.000,0.000,B,-
higbet1,Tyler Higbee,TE,LAR,60.865,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.851,330.398,2.925,11,0.000,0.000,15.916,0.150,0.000,0.000,C,-
engrae1,Evan Engram,TE,DEN,59.109,259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.016,338.742,0.917,10,0.000,0.000,19.646,0.275,0.000,0.000,A,-
olivej1,Josh Oliver,TE,MIN,58.525,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.949,214.858,4.536,6,0.000,0.000,11.491,0.151,0.000,0.000,C,-
alle1,Erick All,TE,CIN,57.024,293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.244,320.579,1.760,6,0.000,0.000,17.052,0.216,0.000,0.000,C,-
hoopea1,Austin Hooper,TE,ATL,52.705,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.867,339.960,1.242,11,0.000,0.000,16.629,0.177,0.000,0.000,B,-
fantn1,Noah Fant,TE,NO,49.679,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.800,262.668,1.624,8,0.000,0.000,14.658,0.232,0.000,0.000,B,-
grayn1,Noah Gray,TE,KC,46.896,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.985,244.422,1.530,5,0.000,0.000,13.839,0.219,0.000,0.000,B,-
sandej2,Ja'Tavion Sanders,TE,CAR,46.183,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.645,221.910,1.403,5,0.000,0.000,13.840,0.249,0.000,0.000,B,-
wrighb2,Brock Wright,TE,DET,45.447,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.276,190.800,2.482,6,0.000,0.000,11.198,0.163,0.000,0.000,C,-
trembt1,Tommy Tremble,TE,CAR,42.670,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.317,204.840,1.785,5,0.000,0.000,11.723,0.183,0.000,0.000,A,-
arroye1,Elijah Arroyo,TE,SEA,42.116,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.740,241.980,1.365,11,0.000,0.000,12.455,0.142,0.000,0.000,C,-
johnst4,Theo Johnson,TE,NYG,41.530,287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.056,219.548,1.538,8,0.000,0.000,11.862,0.181,0.000,0.000,A,-
musgrl1,Luke Musgrave,TE,GB,40.095,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.253,243.570,0.548,11,0.000,0.000,13.498,0.177,0.000,0.000,C,-
higgie1,Elijah Higgins,TE,ARI,38.264,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.498,220.074,0.948,14,0.000,0.000,11.960,0.180,0.000,0.000,A,-
evansm2,Mitchell Evans,TE,CAR,35.444,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.321,187.770,1.275,5,0.000,0.000,10.201,0.144,0.000,0.000,C,-
stowee1,Eli Stowers,TE,PHI,34.631,231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.378,217.594,0.474,10,0.000,0.000,11.669,0.161,0.000,0.000,C,-
hawesj1,Jackson Hawes,TE,BUF,31.894,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.282,179.523,1.068,7,0.000,0.000,9.354,0.107,0.000,0.000,C,-
kolarc1,Charlie Kolar,TE,LAC,30.333,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.500,168.908,1.052,7,0.000,0.000,8.822,0.120,0.000,0.000,C,-
moreaf1,Foster Moreau,TE,HOU,28.233,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.708,143.231,1.112,8,0.000,0.000,7.912,0.116,0.000,0.000,B,-
smythd1,Durham Smythe,TE,BAL,26.942,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.036,130.211,1.332,13,0.000,0.000,6.954,0.089,0.000,0.000,C,-
hudsot1,Tanner Hudson,TE,CIN,26.599,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.747,114.493,1.232,6,0.000,0.000,7.037,0.116,0.000,0.000,C,-
