"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","season_year","week"
"1","Tom Brady","TB","QB","5848","weighted",3645.19801311145,1724.70948753251,24.9079172970247,12.1841766586563,8.87357539082199,5.27337284825699,29.9911029464736,19.4848579732704,0.815946061430093,0.396319317506987,1.45511850731215,0.778716814231281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","13116","weighted",3854.43343419062,1800.78210384268,31.0855068078669,14.8021837110027,7.65678265254665,3.85198133284881,194.52368417261,94.1208543675519,1.71646816103312,0.816608828352095,1.14145234493192,0.523917712976259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Matt Ryan","ATL","QB","9099","weighted",3779.5884720121,1774.29020476699,23.6202824004034,11.3316166114277,10.2304488149269,4.83202858621719,111.138988545494,53.8805832970441,0.902026923336363,0.436825679035313,3.42118003025719,2.19965062177608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Dak Prescott","DAL","QB","12620","weighted",3764.76602118003,1774.56898704693,24.0604538577912,11.5730414971798,9.38254160363086,4.47612924029658,227.210013687775,107.466889715498,3.21949064239245,1.4307957783444,2.31533030761473,1.20452578487355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Philip Rivers","IND","QB","7394","weighted",3490.98232980333,1632.94299032174,21.0128593040847,10.2377991511546,12.7868078668684,6.19185408600057,13.9500857286939,9.92725390182396,0.0466941374002175,0.0913242390004159,1.71946545637922,0.964202022744986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Matthew Stafford","DET","QB","9431","weighted",3626.90880484115,1714.0029821242,23.0295410993444,11.0750893393692,9.56836106908724,4.7788058993014,56.5949369641957,29.6527158097345,0.598006241433507,0.396026988135579,2.27041519583123,1.23674920698856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Jared Goff","LAR","QB","12611","weighted",3681.13825516894,1707.79835781649,21.7291679273828,10.1204410792873,11.9902168431669,5.62756602226312,62.2728441754917,42.0468878868313,0.826345034919187,0.426953820628306,2.23187090267272,1.20722774657219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kyler Murray","ARI","QB","14056","weighted",3419.37601613717,1609.05856205383,20.6775189107413,10.1237827009846,10.3347049924357,4.90918063739487,390.072946473597,186.752047877911,2.93206706163015,1.56986009576327,2.21613716591024,1.16572265582429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Ben Roethlisberger","PIT","QB","7401","weighted",3458.77284921836,1586.52386397896,22.8022592032274,10.8538938922048,12.4791326273323,6.48271750532653,32.1548613212305,14.249240120802,0.673351826983,0.344300920135271,1.17428139183056,0.575134784448113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Drew Brees","NO","QB","4925","weighted",3474.27379727685,1617.45699934969,27.2470902672718,12.7513737211842,6.84594049420071,3.47887027755782,20.5426366976443,20.6357332430141,0.620162811557173,0.449001840828658,0.925466464952093,0.522650223034452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Baker Mayfield","CLE","QB","13590","weighted",3347.58650529501,1552.91367586331,21.9310539586485,10.2142996785217,12.9477155824508,6.32002696200673,114.311758518839,53.5560863320417,1.13399389481408,0.669485743575644,1.47181038830055,0.722975217504823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
