"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","season_year","week"
"1","Ben Roethlisberger","PIT","QB","7401","weighted",4612.01075612354,205.005810596045,29.282428115016,1.93378337406682,13.8746183883564,0.755697356186642,51.7612353567625,15.3097681417355,0.753741702955956,0.39018142288771,3.00302922731038,0.534823070800337,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Drew Brees","NO","QB","4925","weighted",4768.36112886049,150.301873690081,30.9968406105786,2.48590751560744,15.2910188143415,1.25555446990482,37.9388711395101,13.7792059030452,0.956641289906055,0.17437873783021,3.80614128505502,0.808917960392792,0.948739794107206,0.0271888563511631,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Andrew Luck","IND","QB","10695","weighted",4405.92144124956,218.250887209073,31.6069932552361,2.57824945155681,17.3954561590344,2.09197825921093,287.097373091942,40.1217819515368,1.70875898672262,0.291108083102561,4.28117974204236,0.176017742803161,0.948739794107206,0.0271888563511631,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Philip Rivers","SD","QB","7394","weighted",4553.61803336883,83.3750921240921,29.7966986155485,2.09486044650358,15.2631167909123,1.36365844351945,47.6539581114661,15.1988592567671,0.256909996799971,0.338132109426937,3.11185066855993,0.930020322701507,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matthew Stafford","DET","QB","9431","weighted",4271.23798367057,217.849828625308,26.3749023784168,1.81968310467804,13.8620163294285,1.85951341612291,132.477032303869,51.5968245804639,1.14381532525332,0.366348052173784,3.51073245769731,0.356389990963213,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Eli Manning","NYG","QB","7391","weighted",4415.93933262336,164.387633144833,30.4189918352858,2.07790651979211,14.742066027689,0.916022775490053,48.8092651757188,9.55730404148458,0.288889102090962,0.203506149311991,3.80340196426458,0.386131357577195,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matt Ryan","ATL","QB","9099","weighted",4443.28008519702,164.092218707751,24.0083067092652,1.9881622403431,15.5468228611999,0.969547726830425,85.6151934682286,12.4507708169758,0.422608709495363,0.450709004518817,4.46886048988285,0.471221631455465,0.794959176428825,0.108755425404653,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Aaron Rodgers","GB","QB","7836","weighted",4308.53656372027,153.86497624432,32.9456159034434,2.06392228971246,8.32626908058218,1.18083247732383,258.686581469649,30.3206390701867,1.78258634884797,0.230587361402339,3.65573896580286,0.326643601889175,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Carson Palmer","ARI","QB","6929","weighted",4400.89116080937,94.1076011382791,30.0667376641818,1.06156024763559,14.532268370607,1.29182876912082,29.5850550230742,10.686330548345,0.49076307909246,0.410229509456268,3.76643592474263,0.400967022496089,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kirk Cousins","WAS","QB","10700","weighted",4274.91551295705,171.303397193153,27.0061057862975,2.21255235050694,14.5268370607029,2.272508759864,73.7219737309194,28.043799688746,2.5702399138963,1.76581353569538,4.14577209797657,0.492757964535804,0.897479588214412,0.0543777127023262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
