scope,candidate_method,baseline_method,period,metric,cluster_type,n,clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all,height_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0005174665840336989,6.629736330047836e-05,0.0008675679290342712,0.0135
all,height_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,-4.70621015725734e-05,-0.0005075182264644622,0.0004370028951955816,0.5785
all,height_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,-4.173499812506481e-05,-0.000503390554479839,0.000379717075307246,0.6015
all,height_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00018815362843181184,-0.0004082734864003616,1.3911624386072416e-05,0.966
all,height_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-7.974154491124614e-05,-0.00034978546348282067,0.00018991117880203282,0.7335
all,height_w025_all,production,development_2017_2022,ppg_crps,player,1080,407,-6.248853648822344e-05,-0.001848079751423222,0.0017096239203228621,0.535
all,height_w025_all,production,development_2017_2022,contribution_crps,player,1080,407,0.0029582123391446325,-0.02034550757036999,0.02753334772558602,0.3945
all,height_w025_all,production,development_2017_2022,played_crps,player,1080,407,-0.0009119658949507258,-0.0036738941194165613,0.002061882799491487,0.7205
all,height_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0005174665840336989,-0.000237701266147109,0.0013376482704119768,0.088
all,height_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,407,-4.70621015725734e-05,-0.0004853284716629368,0.0003917079168503125,0.5885
all,height_w025_all,production,development_2017_2022,impact_brier_row,player,1080,407,-4.173499812506481e-05,-0.0006894350485477873,0.0005962111064404498,0.544
all,height_w025_all,production,development_2017_2022,zero_brier_row,player,1080,407,-0.00018815362843181184,-0.00039162770962373805,-3.8340826901949065e-06,0.978
all,height_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-7.974154491124614e-05,-0.0003828396670800851,0.00023710119576161423,0.6755
all,height_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,0.00023452734296286964,-0.0020624075913895936,0.0033459163238618245,0.399
all,height_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.01056911780142993,-0.023950025414509954,0.0013757800821752536,0.9645
all,height_w025_all,production,temporal_2023_2025,played_crps,season,540,3,-0.0003987672576038949,-0.0037322897521842127,0.0027425390725969276,0.6295
all,height_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0009037351541591924,-0.0018141020634256716,0.00031207634813915775,0.9645
all,height_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00010615685196842703,-0.0008823383081408953,0.00044930550074085356,0.5785
all,height_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.0004921245319495606,-0.0009151214479625459,-0.0001579291529146654,1.0
all,height_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0003861920131100485,1.728828986946855e-05,0.001081663123482078,0.0
all,height_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,9.955417302294225e-05,-0.00018674163012271982,0.0005888379640161318,0.309
all,height_w025_all,production,temporal_2023_2025,ppg_crps,player,540,268,0.00023452734296286964,-0.002527538181688434,0.003070105487113408,0.422
all,height_w025_all,production,temporal_2023_2025,contribution_crps,player,540,268,-0.01056911780142993,-0.04830485377581062,0.027596810543835195,0.7175
all,height_w025_all,production,temporal_2023_2025,played_crps,player,540,268,-0.0003987672576038949,-0.004783119792368862,0.004016002498118717,0.5895
all,height_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0009037351541591924,-0.0019897858126561793,0.00010056443584655325,0.963
all,height_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.00010615685196842703,-0.0006966590681419957,0.00048041644949797113,0.6105
all,height_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,268,-0.0004921245319495606,-0.0012649906947451088,0.00023185098228939915,0.91
all,height_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,268,0.0003861920131100485,-0.000128801526706492,0.0010594391409084517,0.073
all,height_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,9.955417302294225e-05,-0.0004100998724809955,0.0005925294761042842,0.3515
all,weight_w025_all,production,all_2017_2025,ppg_crps,season,1620,9,5.7940275851574314e-05,-0.0014524746871621603,0.001468330057826949,0.4975
all,weight_w025_all,production,all_2017_2025,contribution_crps,season,1620,9,0.01201361935754287,-0.005014089727296503,0.028739528089712738,0.0885
all,weight_w025_all,production,all_2017_2025,played_crps,season,1620,9,-0.001933025307661004,-0.00419178245254623,0.0005718840072741363,0.9375
all,weight_w025_all,production,all_2017_2025,plus3_brier_row,season,1620,9,9.76123601265639e-05,-0.0005470973564801747,0.0007168523149143725,0.3935
all,weight_w025_all,production,all_2017_2025,plus5_brier_row,season,1620,9,8.34058122923319e-05,-0.00024084189396574287,0.00039103893498097954,0.3035
all,weight_w025_all,production,all_2017_2025,impact_brier_row,season,1620,9,0.0001650677591829346,-0.00015030174261150304,0.0004378630249492232,0.156
all,weight_w025_all,production,all_2017_2025,zero_brier_row,season,1620,9,-5.874163143458742e-05,-0.00024244753092367744,0.00013314752886903737,0.7155
all,weight_w025_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,2.8735187544046934e-06,-0.00028381457430066287,0.0002912571358738947,0.486
all,weight_w025_all,production,all_2017_2025,ppg_crps,player,1620,518,5.7940275851574314e-05,-0.0015557078522269582,0.0016773819389991895,0.4685
all,weight_w025_all,production,all_2017_2025,contribution_crps,player,1620,518,0.01201361935754287,-0.010773896719313955,0.03648135477637879,0.1485
all,weight_w025_all,production,all_2017_2025,played_crps,player,1620,518,-0.001933025307661004,-0.004578393167776059,0.0007272311168668225,0.9225
all,weight_w025_all,production,all_2017_2025,plus3_brier_row,player,1620,518,9.76123601265639e-05,-0.00045034279267465606,0.0006493587645278981,0.347
all,weight_w025_all,production,all_2017_2025,plus5_brier_row,player,1620,518,8.34058122923319e-05,-0.0002569086670530087,0.00040746269847525174,0.329
all,weight_w025_all,production,all_2017_2025,impact_brier_row,player,1620,518,0.0001650677591829346,-0.00025643610026458404,0.0006338821465797726,0.2365
all,weight_w025_all,production,all_2017_2025,zero_brier_row,player,1620,518,-5.874163143458742e-05,-0.00023065322750384371,9.328744652974752e-05,0.7645
all,weight_w025_all,production,all_2017_2025,extended_absence_brier_row,player,1620,518,2.8735187544046934e-06,-0.00029367074810748666,0.0002844406624965794,0.4945
all,weight_w025_all,production,development_2017_2022,ppg_crps,season,1080,6,0.0011211425236265493,-0.000604171283909496,0.002604851078743149,0.088
all,weight_w025_all,production,development_2017_2022,contribution_crps,season,1080,6,0.020492366341046654,0.0019653505687403446,0.03991661496637317,0.0135
all,weight_w025_all,production,development_2017_2022,played_crps,season,1080,6,-0.002236669942628632,-0.0049072308716210985,0.0008355161834601842,0.9205
all,weight_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0005820219738181495,-0.00014167657607935352,0.0010709269624451648,0.061
all,weight_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,0.0001791686497539694,-0.00015337442135268697,0.000564994802350565,0.1625
all,weight_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,0.00032543890110934225,-2.25921686855817e-05,0.000623215565040263,0.036
all,weight_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00020107430429774489,-0.0003564551307804303,-1.1900134370171893e-05,0.987
all,weight_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-4.688771070349134e-05,-0.00042970860021064746,0.00031732221907037494,0.5835
all,weight_w025_all,production,development_2017_2022,ppg_crps,player,1080,407,0.0011211425236265493,-0.0007689053952196931,0.002921628436096338,0.1145
all,weight_w025_all,production,development_2017_2022,contribution_crps,player,1080,407,0.020492366341046654,-0.007443366392480198,0.047117272664794485,0.073
all,weight_w025_all,production,development_2017_2022,played_crps,player,1080,407,-0.002236669942628632,-0.0055137894652489625,0.0008794214172922226,0.9175
all,weight_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0005820219738181495,-9.898024304139935e-05,0.0012580478136852145,0.0435
all,weight_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,407,0.0001791686497539694,-0.00018756605276995799,0.0005699708960971912,0.172
all,weight_w025_all,production,development_2017_2022,impact_brier_row,player,1080,407,0.00032543890110934225,-0.0002242971859092381,0.0009473288232427282,0.117
all,weight_w025_all,production,development_2017_2022,zero_brier_row,player,1080,407,-0.00020107430429774489,-0.0004153889828448487,-1.3880479116619445e-05,0.9815
all,weight_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-4.688771070349134e-05,-0.00042133546808680717,0.00033619348162465925,0.601
all,weight_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0020684642196983757,-0.0042204268156724204,-0.0005350978389658268,1.0
all,weight_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.004943874609464702,-0.022975010355867572,0.024978228470493056,0.744
all,weight_w025_all,production,temporal_2023_2025,played_crps,season,540,3,-0.0013257360377257482,-0.006163637304831641,0.002369860289389371,0.75
all,weight_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0008712068672566072,-0.0013252794793292507,-0.00020399400623512492,1.0
all,weight_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00010811986263094313,-0.0007697855801105763,0.0003578001703579687,0.695
all,weight_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.0001556745246698803,-0.000747421882125642,0.0002172742689124449,0.695
all,weight_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0002259237142917274,3.6651195485562754e-05,0.0004415563360022213,0.0
all,weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,0.00010239597767019657,-0.0003797037524051059,0.0004887505570317797,0.256
all,weight_w025_all,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0020684642196983757,-0.005241182789816486,0.0010895773162691931,0.9085
all,weight_w025_all,production,temporal_2023_2025,contribution_crps,player,540,268,-0.004943874609464702,-0.04937868929060653,0.03929643513468685,0.597
all,weight_w025_all,production,temporal_2023_2025,played_crps,player,540,268,-0.0013257360377257482,-0.0060858708903963644,0.0037537843381649804,0.703
all,weight_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0008712068672566072,-0.001948562549262417,0.0001669710069502357,0.948
all,weight_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.00010811986263094313,-0.0008549713557046818,0.0006082393540275553,0.5965
all,weight_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,268,-0.0001556745246698803,-0.0009347879999756836,0.0006483200314341709,0.647
all,weight_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,268,0.0002259237142917274,-3.1622208196332505e-05,0.0004878913217704697,0.048
all,weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,0.00010239597767019657,-0.0004167992642147366,0.0005906980502311054,0.3565
all,height_weight_w025_all,production,all_2017_2025,ppg_crps,season,1620,9,0.0006703516456324891,-0.0011695710088851898,0.002691840146575206,0.283
all,height_weight_w025_all,production,all_2017_2025,contribution_crps,season,1620,9,0.007113724604380581,-0.0329725177867686,0.05015979066508536,0.406
all,height_weight_w025_all,production,all_2017_2025,played_crps,season,1620,9,-0.002254308706587643,-0.005529892950815889,0.001903321934825435,0.8885
all,height_weight_w025_all,production,all_2017_2025,plus3_brier_row,season,1620,9,0.00038274923632173415,-0.0003060439264455971,0.0009899011851476327,0.1245
all,height_weight_w025_all,production,all_2017_2025,plus5_brier_row,season,1620,9,-8.890697669369869e-05,-0.000337896059204615,0.00016558506724449504,0.762
all,height_weight_w025_all,production,all_2017_2025,impact_brier_row,season,1620,9,0.00021777367384540113,-0.00014342587929868823,0.0005552284196101991,0.1095
all,height_weight_w025_all,production,all_2017_2025,zero_brier_row,season,1620,9,8.508819301320487e-05,-0.00017613467491372226,0.0003855295660388549,0.2905
all,height_weight_w025_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-9.405353906440287e-05,-0.00041828199137285724,0.00024005101495196281,0.7195
all,height_weight_w025_all,production,all_2017_2025,ppg_crps,player,1620,518,0.0006703516456324891,-0.0014680331032470605,0.0028381920744639643,0.265
all,height_weight_w025_all,production,all_2017_2025,contribution_crps,player,1620,518,0.007113724604380581,-0.02179874198515011,0.0373107315174251,0.32
all,height_weight_w025_all,production,all_2017_2025,played_crps,player,1620,518,-0.002254308706587643,-0.005926234792554941,0.0014232072318861079,0.8875
all,height_weight_w025_all,production,all_2017_2025,plus3_brier_row,player,1620,518,0.00038274923632173415,-0.00032294743777468377,0.0011007089168487132,0.151
all,height_weight_w025_all,production,all_2017_2025,plus5_brier_row,player,1620,518,-8.890697669369869e-05,-0.0004930892139286624,0.00033376777864977465,0.6605
all,height_weight_w025_all,production,all_2017_2025,impact_brier_row,player,1620,518,0.00021777367384540113,-0.00022073290730009547,0.0006591905393532611,0.1695
all,height_weight_w025_all,production,all_2017_2025,zero_brier_row,player,1620,518,8.508819301320487e-05,-0.00013811617136228778,0.00033304631161918253,0.229
all,height_weight_w025_all,production,all_2017_2025,extended_absence_brier_row,player,1620,518,-9.405353906440287e-05,-0.0004907820823567722,0.00030121196358632354,0.6885
all,height_weight_w025_all,production,development_2017_2022,ppg_crps,season,1080,6,0.0015362300717821859,-0.0009116439097397464,0.004221660333984233,0.1205
all,height_weight_w025_all,production,development_2017_2022,contribution_crps,season,1080,6,0.021547539062972434,-0.01951761206981784,0.07605051053488773,0.2175
all,height_weight_w025_all,production,development_2017_2022,played_crps,season,1080,6,-0.003605621227478266,-0.006245726772648968,-3.832951163144494e-05,0.978
all,height_weight_w025_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0008773867927923338,0.0003320560238117129,0.001396398092499056,0.0005
all,height_weight_w025_all,production,development_2017_2022,plus5_brier_row,season,1080,6,-4.496112675914022e-05,-0.0003203985401352014,0.0002554046902926358,0.63
all,height_weight_w025_all,production,development_2017_2022,impact_brier_row,season,1080,6,0.00026217865441233217,6.199201691722108e-05,0.00048041341005563843,0.001
all,height_weight_w025_all,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00015097830682743934,-0.0003607135685099742,3.6379105447129745e-05,0.938
all,height_weight_w025_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.0002054262312791117,-0.0006068368906131896,0.00025242000015669025,0.811
all,height_weight_w025_all,production,development_2017_2022,ppg_crps,player,1080,407,0.0015362300717821859,-0.0008620906992192921,0.003803602175063141,0.094
all,height_weight_w025_all,production,development_2017_2022,contribution_crps,player,1080,407,0.021547539062972434,-0.013535126759771738,0.056712928487083515,0.1095
all,height_weight_w025_all,production,development_2017_2022,played_crps,player,1080,407,-0.003605621227478266,-0.007606333201745387,0.00029517591852468324,0.9655
all,height_weight_w025_all,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0008773867927923338,-3.222437578479739e-06,0.0017590340518621015,0.026
all,height_weight_w025_all,production,development_2017_2022,plus5_brier_row,player,1080,407,-4.496112675914022e-05,-0.0005554286377527275,0.00043388471906469244,0.5695
all,height_weight_w025_all,production,development_2017_2022,impact_brier_row,player,1080,407,0.00026217865441233217,-0.0002745763738149161,0.0008038969584797646,0.166
all,height_weight_w025_all,production,development_2017_2022,zero_brier_row,player,1080,407,-0.00015097830682743934,-0.00036072680792289787,4.6551590027853245e-05,0.931
all,height_weight_w025_all,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-0.0002054262312791117,-0.0006543557057395401,0.0002487063850110695,0.807
all,height_weight_w025_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0010614052066669046,-0.0028072453993669374,0.0001898191570921637,0.9595
all,height_weight_w025_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.02175390431280313,-0.09591458591870695,0.029287754465841066,0.705
all,height_weight_w025_all,production,temporal_2023_2025,played_crps,season,540,3,0.00044831633519360235,-0.007411249392611489,0.009487564584642049,0.4235
all,height_weight_w025_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0006065258766194651,-0.0013837830872943677,0.0004804631037929952,0.8515
all,height_weight_w025_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00017679867656281574,-0.0006130160803512079,0.00019355632349382667,0.8325
all,height_weight_w025_all,production,temporal_2023_2025,impact_brier_row,season,540,3,0.00012896371271153912,-0.0008151754462910125,0.0012463935572050381,0.4025
all,height_weight_w025_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0005572211926944934,0.00020552809804460657,0.0010725813874570814,0.0
all,height_weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,0.0001286918453650149,-0.00015832739650917414,0.0005040628267608926,0.271
all,height_weight_w025_all,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0010614052066669046,-0.005231824490344246,0.0031440310172691933,0.6965
all,height_weight_w025_all,production,temporal_2023_2025,contribution_crps,player,540,268,-0.02175390431280313,-0.0885869863732025,0.03878137085611794,0.7765
all,height_weight_w025_all,production,temporal_2023_2025,played_crps,player,540,268,0.00044831633519360235,-0.0061655877984921875,0.007274413325285951,0.476
all,height_weight_w025_all,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0006065258766194651,-0.0019384697672575574,0.0006963162322668204,0.8265
all,height_weight_w025_all,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.00017679867656281574,-0.0009211325461206031,0.0005717178411047212,0.6775
all,height_weight_w025_all,production,temporal_2023_2025,impact_brier_row,player,540,268,0.00012896371271153912,-0.0007056446951262231,0.0009954287966251467,0.393
all,height_weight_w025_all,production,temporal_2023_2025,zero_brier_row,player,540,268,0.0005572211926944934,4.8623093035350926e-05,0.0011968646863140938,0.0175
all,height_weight_w025_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,0.0001286918453650149,-0.0005754824187001282,0.0008257789949925443,0.3665
all,height_weight_w050_all,production,all_2017_2025,ppg_crps,season,1620,9,0.0011868935977115218,-0.0020006816580431163,0.0047812471498289945,0.262
all,height_weight_w050_all,production,all_2017_2025,contribution_crps,season,1620,9,0.02598782123432331,-0.03374837618856885,0.09157510916586747,0.2065
all,height_weight_w050_all,production,all_2017_2025,played_crps,season,1620,9,-0.002828101273551596,-0.008511183166735867,0.003304590507388134,0.8265
all,height_weight_w050_all,production,all_2017_2025,plus3_brier_row,season,1620,9,0.00015522703576031295,-0.0008958889065080173,0.0010733444077501721,0.377
all,height_weight_w050_all,production,all_2017_2025,plus5_brier_row,season,1620,9,0.00038371905518276074,4.4145577032026746e-05,0.0007211187868126253,0.0145
all,height_weight_w050_all,production,all_2017_2025,impact_brier_row,season,1620,9,-1.5137671643491899e-05,-0.0005527535913408117,0.0006205546400406448,0.5355
all,height_weight_w050_all,production,all_2017_2025,zero_brier_row,season,1620,9,5.8468214261633314e-05,-0.00035881374285440655,0.000522933746983956,0.4035
all,height_weight_w050_all,production,all_2017_2025,extended_absence_brier_row,season,1620,9,0.00015575017989749167,-0.0005229376910011452,0.0007953426323065171,0.3395
all,height_weight_w050_all,production,all_2017_2025,ppg_crps,player,1620,518,0.0011868935977115218,-0.0019146590839985128,0.00447737250775449,0.244
all,height_weight_w050_all,production,all_2017_2025,contribution_crps,player,1620,518,0.02598782123432331,-0.019218898465001,0.07594410717827312,0.143
all,height_weight_w050_all,production,all_2017_2025,played_crps,player,1620,518,-0.002828101273551596,-0.008332141462906268,0.0029212654778748345,0.8505
all,height_weight_w050_all,production,all_2017_2025,plus3_brier_row,player,1620,518,0.00015522703576031295,-0.0008362996350627589,0.0011667044899402277,0.3975
all,height_weight_w050_all,production,all_2017_2025,plus5_brier_row,player,1620,518,0.00038371905518276074,-0.00019705990776670303,0.0009734936376655848,0.1025
all,height_weight_w050_all,production,all_2017_2025,impact_brier_row,player,1620,518,-1.5137671643491899e-05,-0.0006779737112875315,0.0006330393430089035,0.521
all,height_weight_w050_all,production,all_2017_2025,zero_brier_row,player,1620,518,5.8468214261633314e-05,-0.0003160207730067952,0.00046743634513870196,0.3885
all,height_weight_w050_all,production,all_2017_2025,extended_absence_brier_row,player,1620,518,0.00015575017989749167,-0.0004376510874433737,0.0007547353064063334,0.303
all,height_weight_w050_all,production,development_2017_2022,ppg_crps,season,1080,6,0.003153065483019329,-0.0011962154154126583,0.007210052531430319,0.078
all,height_weight_w050_all,production,development_2017_2022,contribution_crps,season,1080,6,0.04112804386322571,-0.03407966356259791,0.12472193098730917,0.1535
all,height_weight_w050_all,production,development_2017_2022,played_crps,season,1080,6,-0.005615520191158686,-0.011910877643022432,0.0011330756742868417,0.948
all,height_weight_w050_all,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0007177359135043705,7.640358975432523e-05,0.0013436055280008755,0.014
all,height_weight_w050_all,production,development_2017_2022,plus5_brier_row,season,1080,6,0.00034225168197972146,-7.658928853924876e-05,0.000771262739088082,0.058
all,height_weight_w050_all,production,development_2017_2022,impact_brier_row,season,1080,6,7.705541407816902e-05,-0.0005150471335036317,0.0008538379775464655,0.452
all,height_weight_w050_all,production,development_2017_2022,zero_brier_row,season,1080,6,-0.0002877562862487881,-0.0006132436571700642,5.7793854262809424e-05,0.9475
all,height_weight_w050_all,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.00011125826876447591,-0.001053712120328123,0.0007382508320971884,0.59
all,height_weight_w050_all,production,development_2017_2022,ppg_crps,player,1080,407,0.003153065483019329,-0.0004962528919954621,0.0070068876920576124,0.0425
all,height_weight_w050_all,production,development_2017_2022,contribution_crps,player,1080,407,0.04112804386322571,-0.014956234186059975,0.09819087102551369,0.0835
all,height_weight_w050_all,production,development_2017_2022,played_crps,player,1080,407,-0.005615520191158686,-0.011834623438721633,0.0009396348352020565,0.951
all,height_weight_w050_all,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0007177359135043705,-0.0005219135442846797,0.001889697609925838,0.1175
all,height_weight_w050_all,production,development_2017_2022,plus5_brier_row,player,1080,407,0.00034225168197972146,-0.00037314621915154954,0.001018372193494516,0.1785
all,height_weight_w050_all,production,development_2017_2022,impact_brier_row,player,1080,407,7.705541407816902e-05,-0.0007738843697603647,0.0009126910901967333,0.411
all,height_weight_w050_all,production,development_2017_2022,zero_brier_row,player,1080,407,-0.0002877562862487881,-0.0006459838289185828,3.69219780928829e-05,0.958
all,height_weight_w050_all,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-0.00011125826876447591,-0.0008430972615183577,0.0006609376291945298,0.618
all,height_weight_w050_all,production,temporal_2023_2025,ppg_crps,season,540,3,-0.002745450172904092,-0.003212657823270733,-0.0020227263743420962,1.0
all,height_weight_w050_all,production,temporal_2023_2025,contribution_crps,season,540,3,-0.004292624023481479,-0.11204937209973856,0.0655685379053899,0.605
all,height_weight_w050_all,production,temporal_2023_2025,played_crps,season,540,3,0.002746736561662581,-0.00411742645203854,0.01421003825508747,0.2795
all,height_weight_w050_all,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0009697907197278029,-0.0033401206385902022,0.0014087012995399207,0.8475
all,height_weight_w050_all,production,temporal_2023_2025,plus5_brier_row,season,540,3,0.00046665380158883923,-0.00022639953765845426,0.0010474768073680837,0.033
all,height_weight_w050_all,production,temporal_2023_2025,impact_brier_row,season,540,3,-0.0001995238430868135,-0.001092842296073223,0.001150417889483967,0.7485
all,height_weight_w050_all,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0007509172152824761,7.595584891184489e-05,0.0012372769072472095,0.0
all,height_weight_w050_all,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,0.0006897670772214267,0.00011187157671687803,0.0016098548437656654,0.0
all,height_weight_w050_all,production,temporal_2023_2025,ppg_crps,player,540,268,-0.002745450172904092,-0.009175649091532059,0.004123281080345428,0.796
all,height_weight_w050_all,production,temporal_2023_2025,contribution_crps,player,540,268,-0.004292624023481479,-0.09958959774263237,0.09269170465511122,0.5145
all,height_weight_w050_all,production,temporal_2023_2025,played_crps,player,540,268,0.002746736561662581,-0.006634986706035146,0.01332484501971945,0.2945
all,height_weight_w050_all,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0009697907197278029,-0.0029154461867854265,0.0008882652347852857,0.833
all,height_weight_w050_all,production,temporal_2023_2025,plus5_brier_row,player,540,268,0.00046665380158883923,-0.0006255161657059867,0.0015986722840232422,0.198
all,height_weight_w050_all,production,temporal_2023_2025,impact_brier_row,player,540,268,-0.0001995238430868135,-0.0013738134011437053,0.0010093834617461034,0.6235
all,height_weight_w050_all,production,temporal_2023_2025,zero_brier_row,player,540,268,0.0007509172152824761,-0.00013165603563294664,0.0017724006494742903,0.0495
all,height_weight_w050_all,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,0.0006897670772214267,-0.00032013342405795466,0.0016994098355079033,0.08
all,height_weight_w025_skill,production,all_2017_2025,ppg_crps,season,1620,9,0.001000496992199559,-0.00047398615930805137,0.002375718057128051,0.0945
