scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,height_weight,weight_weight,positions,primary,recency_half_life,total_match_weight,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all,development_2017_2022,production,1080.0,2.3420672118554786,3.23273831865454,-1.7783350666248,0.7777777777777778,0.6429603430718496,0.21778864679033522,27.01704171269037,36.50829616896613,-17.814560270221904,0.7648148148148148,0.6263505960757226,0.1903082300815364,0.36574074074074076,0.19832649064226857,0.2612962483237752,0.49994271458930056,0.1814814814814815,0.100488404749118,0.15504035095633206,0.5337461907840059,0.17314814814814813,0.09434736984923614,0.1356616776685332,0.7561485349509853,0.022222222222222223,0.04279372872551518,0.022825498579558845,0.6873421717171717,0.5509764576505407,0.038820249331489476,0.633410591778419,61.57253321967921,0.050000000000000024,1.5078674189597563,2.255140581068993,0.18811334190442633,0.9120370370370371,0.12962962962962962,0.1209291055724161,0.11003679580948626,0.6068996960486323,5.240839816814649,0.3746722007505833,0.12465240545735444,0.0,0.0,,0,12.0,58.25,13,16,13,13
all,development_2017_2022,weight_w025_all,1080.0,2.343188354379105,3.2328585476306597,-1.7785861547464425,0.7777777777777778,0.6430082489341646,0.2190607915923819,27.037534079031413,36.52590796893532,-17.85607018427592,0.7601851851851852,0.626786552392219,0.19315307146769378,0.36574074074074076,0.1974968060271282,0.26187827029759325,0.49606578582648064,0.1814814814814815,0.10006258859470672,0.155219519606086,0.5319916428109706,0.17314814814814813,0.09410507982129519,0.13598711656964252,0.7535016857195896,0.022222222222222223,0.04259031184192426,0.0226244242752611,0.7072088068181818,0.5517514351652056,0.04314127879434434,0.6327565520283105,62.123934069445305,0.050000000000000024,1.505630749017128,2.252630120746541,0.19147267174088156,0.9120370370370371,0.12962962962962962,0.12076108807366918,0.10998990809878277,0.6060714285714286,5.234182146565972,0.3759884515805034,0.12462052471417019,0.0,0.25,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,recent_2020_2025,height_w025_all,1080.0,2.3071881027122414,3.2087465229137,-1.5661641372428192,0.7759259259259259,0.6277509320586788,0.1926763648656143,26.150482640162895,35.772791323761886,-15.872404330837048,0.7666666666666667,0.609990562696613,0.16534814142164583,0.35185185185185186,0.19701688735218167,0.25357879287467533,0.510063909774436,0.16666666666666666,0.09437774810514364,0.14385340282507875,0.5464074074074075,0.1685185185185185,0.09239735296150103,0.13383976716359866,0.7443433515259796,0.027777777777777776,0.044650750364927064,0.02600154063487276,0.7898412698412698,0.568388997689898,0.06727978828666499,0.5740089509910417,62.95993023395393,0.050000000000000024,1.5371671719570932,2.2944203323315024,0.20070203499764236,0.9064814814814814,0.1361111111111111,0.1224281888637841,0.11180332187337767,0.6305604771383366,6.39147177696232,0.3083600066044956,0.2443263610837074,0.25,0.0,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,recent_2020_2025,height_weight_w025_all,1080.0,2.3080758086851576,3.2087942979668966,-1.5660703880709363,0.774074074074074,0.6276131236352153,0.19171090729786705,26.160698669359544,35.78480954857894,-15.879587997575982,0.7675925925925926,0.6102045050095266,0.16723523428956572,0.35185185185185186,0.1965139789697906,0.25384221372104976,0.5074962406015038,0.16666666666666666,0.09410348669154892,0.14387537323054084,0.5442345679012346,0.1685185185185185,0.0925012711556094,0.1341949956814812,0.7388855576494775,0.027777777777777776,0.044663573699153004,0.026102014555259855,0.7847301587301587,0.5677211990112969,0.06635895797426285,0.5707930338293489,63.123111278576175,0.050000000000000024,1.5376426727267811,2.2949294992671416,0.1998336931961409,0.9074074074074074,0.1361111111111111,0.12250205543140967,0.11180560867198569,0.630400069995844,6.38829092877487,0.30898030702722773,0.24425685843584324,0.25,0.25,"QB,RB,WR,TE",1,12.0,60.25,15,18,15,15
all,recent_2020_2025,height_weight_w025_skill,1080.0,2.3081447469652305,3.2087453310652294,-1.5661719913238825,0.7703703703703704,0.627948452245925,0.1918854270686386,26.161851983800005,35.78522923004962,-15.879204072599626,0.7657407407407407,0.6101522923726415,0.16495020563038015,0.35185185185185186,0.19617122151477867,0.2540125530047203,0.5073007518796993,0.16666666666666666,0.09403207737914657,0.14392849446903644,0.5431049382716049,0.1685185185185185,0.09252672982408426,0.1342083712393734,0.7386255170219536,0.027777777777777776,0.044580226256112576,0.026069369710006868,0.7842539682539682,0.5666988531711383,0.06362349228503948,0.5754898774197938,62.92185271243429,0.050000000000000024,1.5367226277076875,2.294228316416636,0.20080093520763564,0.9074074074074074,0.1361111111111111,0.12244151773357288,0.11171371755797983,0.6323541206407536,6.392517582829465,0.3082883103434339,0.2444401654959843,0.25,0.25,"RB,WR,TE",0,12.0,59.75,13,18,15,15
all,recent_2020_2025,height_weight_w050_all,1080.0,2.3088421369836483,3.2087663163361837,-1.5660020745745835,0.7731481481481481,0.6279109766125337,0.18998568338121152,26.190097521647033,35.81359453703731,-15.906965277716147,0.7648148148148148,0.6107934836608518,0.1675885530194438,0.35185185185185186,0.19727362560581813,0.25384796572116236,0.506781954887218,0.16666666666666666,0.09371455104049972,0.1443936772444073,0.5336296296296297,0.1685185185185185,0.09280634714858783,0.13414130177944197,0.7393658679850217,0.027777777777777776,0.04518357387863425,0.026061947450721337,0.7866031746031746,0.5643572186573781,0.05369167078427803,0.5676312500999432,62.56661694479594,0.050000000000000024,1.539390428480168,2.2999571040320608,0.1952590968851861,0.9055555555555556,0.1361111111111111,0.12308590219292796,0.11219146603182593,0.6209214661212824,6.386292054402411,0.31051393738724375,0.24485785486525102,0.5,0.5,"QB,RB,WR,TE",0,12.0,62.25,15,18,15,15
all,recent_2020_2025,production,1080.0,2.3065321880058964,3.208559483146552,-1.5661521425637839,0.7805555555555556,0.6279229250593927,0.19288319705207274,26.146302106990746,35.77867763038927,-15.857140424408446,0.7666666666666667,0.6098395302443188,0.16503868561251855,0.35185185185185186,0.1967082758124508,0.2535741493820936,0.5122443609022557,0.16666666666666666,0.09450784093621228,0.14385321282110547,0.5455061728395062,0.1685185185185185,0.0923305873647447,0.1339645294782073,0.7437223133214225,0.027777777777777776,0.044357982092152665,0.026014477590234647,0.7810476190476191,0.5702271301757922,0.06876922524415362,0.574077098211406,62.46476027869732,0.050000000000000024,1.537901786884221,2.2942407551788033,0.20232485994725471,0.9092592592592592,0.1361111111111111,0.12193150036863663,0.11176860866099521,0.6336811251831922,6.401076182379337,0.30689334766600734,0.24479863847764052,0.0,0.0,,0,12.0,58.25,13,16,13,13
all,recent_2020_2025,weight_w025_all,1080.0,2.3066735121315527,3.2086857099364035,-1.5660663686383165,0.7759259259259259,0.6272428474982957,0.19536715941079685,26.156630579296642,35.7871843938765,-15.883807679766765,0.7666666666666667,0.6100005141130743,0.16482401319663165,0.35185185185185186,0.19642833636223064,0.2536048507599548,0.5109548872180452,0.16666666666666666,0.09388129084723515,0.14381367869382636,0.5501543209876543,0.1685185185185185,0.0920073895575663,0.134201384439433,0.742434347389804,0.027777777777777776,0.04461576567356588,0.025972959490481846,0.7877142857142857,0.5704561566776171,0.06977477023061765,0.5709853190529255,62.90691801848502,0.050000000000000024,1.5366797434533823,2.2933758105901294,0.2004123735302591,0.9083333333333333,0.1361111111111111,0.122106792094336,0.11181128290720718,0.6313260566820512,6.3972868198383885,0.307821827183757,0.2446661557919691,0.0,0.25,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,temporal_2023_2025,height_w025_all,540.0,2.345970008510615,3.270437030017284,-1.4058324276685625,0.7574074074074074,0.6129430608066923,0.17020238504371343,26.22078630254556,36.12107768275318,-15.653837819237573,0.762962962962963,0.600059962920409,0.14877153373883212,0.34814814814814815,0.19527207470690122,0.2520446575155135,0.5144161025145068,0.17592592592592593,0.09001484098159168,0.15150397706937643,0.5732702542874039,0.1648148148148148,0.08898329067423827,0.13325709396480315,0.7266498916265975,0.03333333333333333,0.047761583707144145,0.030138372947366335,0.774904214559387,0.547176941692689,0.08851142988982968,0.5233203568943533,63.473198673642656,0.050000000000000024,1.5250386525805184,2.3392139946020736,0.028621443253463035,0.9074074074074074,0.13148148148148148,0.12427683169156996,0.10830941486934734,0.6072554731373314,7.008967694868054,0.2825704563413765,0.3000958000105192,0.25,0.0,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,temporal_2023_2025,height_weight_w025_all,540.0,2.3446740759609863,3.2704572329068804,-1.405720353212537,0.762962962962963,0.6127398402857639,0.17221020382395824,26.20960151603418,36.122729286289676,-15.651230647409523,0.762962962962963,0.6000525812516262,0.14873725686771383,0.34814814814814815,0.1948985615824827,0.2523418667930533,0.5092631769825918,0.17592592592592593,0.08992103273759333,0.15143333524478203,0.573057362507392,0.1648148148148148,0.08882117977058462,0.1338781822094643,0.716634694436832,0.03333333333333333,0.047831232567944706,0.030309402126950786,0.769369944657301,0.5425426351382563,0.06955366025870383,0.5173641887755778,63.56787806379235,0.05000000000000002,1.5258857361733158,2.339127103823315,0.02907632817626909,0.9092592592592592,0.13148148148148148,0.124430888363068,0.10833855254168939,0.610588906573771,7.005919618968536,0.28305253419411824,0.300204660608244,0.25,0.25,"QB,RB,WR,TE",1,12.0,60.25,15,18,15,15
all,temporal_2023_2025,height_weight_w025_skill,540.0,2.3455241359410137,3.270378695768717,-1.4058277127103664,0.7574074074074074,0.6133288075170862,0.17406205567581012,26.22100283822468,36.121854245913404,-15.659263962794672,0.7592592592592593,0.6001849723396685,0.14873725686771383,0.34814814814814815,0.1944283874168778,0.2527554417516528,0.5046391441005803,0.17592592592592593,0.08956002490082653,0.15161901012186674,0.5684447072738025,0.1648148148148148,0.0887280866275322,0.13392673710073497,0.7167343481402128,0.03333333333333333,0.04764057216085802,0.030241731508283663,0.7700085142613878,0.5419149727672268,0.06837182416796889,0.5219682078026785,63.40661609992258,0.05000000000000002,1.5229726489057782,2.3352508592463446,0.029601649648574833,0.9111111111111111,0.13148148148148148,0.12447033056852833,0.10809302534024377,0.6159944743085378,7.011757094449065,0.2825699949711637,0.3007540365287349,0.25,0.25,"RB,WR,TE",0,12.0,59.75,13,18,15,15
all,temporal_2023_2025,height_weight_w050_all,540.0,2.3429900309947493,3.2704376579526424,-1.4055737863076256,0.7555555555555555,0.6130859206950761,0.17394870563289289,26.22706279632351,36.12880562356745,-15.690297515201188,0.7537037037037037,0.6003159578741083,0.15213216490064663,0.34814814814814815,0.1951204101727124,0.251978601949945,0.5184356866537717,0.17592592592592593,0.08884760278294511,0.1520767877229337,0.5621998817267889,0.1648148148148148,0.08838388042833491,0.13354969465366592,0.7238595879319365,0.03333333333333333,0.048433645383094186,0.03050309814953877,0.7576628352490421,0.5428680501849169,0.07041587934115001,0.5145468211214708,62.99479424399667,0.05000000000000002,1.5281841563997849,2.347383466470933,0.024385220292013614,0.9092592592592592,0.13148148148148148,0.12507813931569753,0.1088996277735458,0.5999279257635365,6.997844717427624,0.2852127982073534,0.3001725457078534,0.5,0.5,"QB,RB,WR,TE",0,12.0,62.25,15,18,15,15
all,temporal_2023_2025,production,540.0,2.345735481167653,3.270338926622921,-1.4058853538555776,0.7648148148148148,0.6136718730562851,0.17337179584776885,26.231355420346986,36.12804960966714,-15.64978193274324,0.7666666666666667,0.6004821009192209,0.15458123201891577,0.34814814814814815,0.1941552501419474,0.2529483926696728,0.507087161508704,0.17592592592592593,0.09003534692638389,0.15161013392134484,0.5686812536960378,0.1648148148148148,0.0886780193341363,0.13374921849675273,0.7214056154861855,0.03333333333333333,0.047149586481500305,0.02975218093425629,0.7844827586206896,0.5494993915379951,0.07864148291927538,0.5238077431217949,63.05798031801364,0.05000000000000002,1.5254374198381224,2.3374433178574905,0.03347341729937495,0.9111111111111111,0.13148148148148148,0.1232786899475833,0.10820986069632436,0.6153337938076219,7.01560161234915,0.28181616198741444,0.3004186590570076,0.0,0.0,,0,12.0,58.25,13,16,13,13
all,temporal_2023_2025,weight_w025_all,540.0,2.3436670169479545,3.270396510013892,-1.4057444834835122,0.7555555555555555,0.6127547589206208,0.17267088299240968,26.22641154573752,36.135025252513316,-15.65140068696758,0.7648148148148148,0.599826870668239,0.15241006816933328,0.34814814814814815,0.19466680758193858,0.2520771858024161,0.5120889748549323,0.17592592592592593,0.08980180639171462,0.1515020140587139,0.5742164399763453,0.1648148148148148,0.08848567252924085,0.13359354397208284,0.7228381374722838,0.03333333333333333,0.04783684054087801,0.029978104648548016,0.7738399318859089,0.5488167820361359,0.08157435382151516,0.5186705936059601,63.393406908924035,0.050000000000000024,1.5241116838003963,2.3355401923885415,0.031146844620687508,0.9074074074074074,0.13148148148148148,0.12369365967373737,0.10831225667399458,0.6113697108021262,7.014911953571032,0.2823013802105602,0.30026423957113524,0.0,0.25,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
qb,all_2017_2025,height_w025_all,216.0,2.3954735427361693,3.3940918371622977,-1.4274125988945892,0.7685185185185185,0.6314390586422488,0.22749993968701826,23.781724668988552,32.817995529254205,-14.37400449809157,0.7685185185185185,0.6128537942355414,0.18336813229969162,0.375,0.19268963979840834,0.2679255911984171,0.5212620027434842,0.17592592592592593,0.08554439719005359,0.15111100867025887,0.6255174452986398,0.16666666666666666,0.09327007196007901,0.14247452874449,0.6020833333333333,0.027777777777777776,0.038436065303559724,0.022722848526031753,0.8888888888888888,0.3573038685290947,-0.10339846866478525,0.5510485687922061,59.64870834593852,0.05000000000000002,1.3299223718174038,2.047509116992607,0.34723595828541426,0.8935185185185185,0.125,0.10545132166791024,0.08741496690777158,0.659220066627474,6.804869784058109,0.23132596833232635,0.24208529805755144,0.25,0.0,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
qb,all_2017_2025,height_weight_w025_all,216.0,2.392453357213747,3.394269513949561,-1.426841817392352,0.7870370370370371,0.6296880730482344,0.23103359645436872,23.781286055158912,32.84066691833253,-14.340275243593128,0.7731481481481481,0.6128486138741865,0.18397125461439096,0.375,0.19476948107222733,0.2669939623224479,0.5219021490626429,0.17592592592592593,0.08621755166895706,0.15090464342776033,0.6250739207569486,0.16666666666666666,0.09406766667304686,0.14235979059500026,0.6016975308641975,0.027777777777777776,0.03861432130275473,0.022836320717662124,0.8888888888888888,0.3695779018789703,-0.0973802974553162,0.531906814309445,60.3246148408521,0.05000000000000002,1.3313143940086365,2.0467444866206272,0.34593001261702055,0.8981481481481481,0.125,0.10533879986481569,0.08768769224986016,0.6562806192435822,6.797415793295,0.23300276021126398,0.24197090741916033,0.25,0.25,"QB,RB,WR,TE",1,12.0,60.25,15,18,15,15
qb,all_2017_2025,height_weight_w025_skill,216.0,2.3949294473130003,3.3941312068478537,-1.4274563610637163,0.7685185185185185,0.6309354839676757,0.22963021100926279,23.778346528112564,32.82087066071085,-14.322230658260706,0.7731481481481481,0.6124448283809969,0.17967521816643978,0.375,0.1932704149840354,0.2681550783863714,0.5190672153635116,0.17592592592592593,0.08563557686921068,0.15127697835374057,0.6212300413956239,0.16666666666666666,0.09415276104497881,0.14274921750655226,0.5999228395061729,0.027777777777777776,0.03845859612726115,0.022730460953591016,0.8873015873015873,0.36637170883559994,-0.09610259707784087,0.5592996608702059,59.010169996706615,0.05000000000000002,1.3292870420898577,2.046207501272037,0.3518880308220795,0.8981481481481481,0.125,0.10486990337941862,0.08725507616459062,0.671957671957672,6.815805528377666,0.22967228550434288,0.24250269453517118,0.25,0.25,"RB,WR,TE",0,12.0,59.75,13,18,15,15
qb,all_2017_2025,height_weight_w050_all,216.0,2.391198381248554,3.393108419440723,-1.4263100114638676,0.7870370370370371,0.6301904301043645,0.22743763806848055,23.799286997560905,32.86828751332204,-14.356000510394999,0.7638888888888888,0.6134262183169646,0.183227122106705,0.375,0.19573559714011252,0.26591930838019306,0.5356195701874714,0.17592592592592593,0.08644288746454121,0.15081437074683152,0.6222649319929036,0.16666666666666666,0.09398687644965763,0.14313832377752386,0.5936728395061729,0.027777777777777776,0.03814858093905644,0.022864010795452486,0.8674603174603175,0.3617276409176261,-0.09504042677336,0.5009456779632399,60.56396246230383,0.050000000000000024,1.3282005678729063,2.043809985698114,0.3388896204752818,0.8981481481481481,0.125,0.10575565277977238,0.08752733540986922,0.6645110719184794,6.771964826521106,0.23795147689470766,0.2411851825824313,0.5,0.5,"QB,RB,WR,TE",0,12.0,62.25,15,18,15,15
qb,all_2017_2025,production,216.0,2.3949294473130003,3.3941312068478537,-1.4274563610637163,0.7685185185185185,0.6309354839676757,0.22963021100926279,23.778346528112564,32.82087066071085,-14.322230658260706,0.7731481481481481,0.6124448283809969,0.17967521816643978,0.375,0.1932704149840354,0.2681550783863714,0.5190672153635116,0.17592592592592593,0.08563557686921068,0.15127697835374057,0.6212300413956239,0.16666666666666666,0.09415276104497881,0.14274921750655226,0.5999228395061729,0.027777777777777776,0.03845859612726115,0.022730460953591016,0.8873015873015873,0.36637170883559994,-0.09610259707784087,0.5592996608702059,59.010169996706615,0.05000000000000002,1.3292870420898577,2.046207501272037,0.3518880308220795,0.8981481481481481,0.125,0.10486990337941862,0.08725507616459062,0.671957671957672,6.815805528377666,0.22967228550434288,0.24250269453517118,0.0,0.0,,0,12.0,58.25,13,16,13,13
