scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,height_weight,weight_weight,positions,primary,recency_half_life,total_match_weight,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all,all_2017_2025,height_w025_all,1620.0,2.343326485049532,3.245309405543857,-1.6541530618912137,0.7709876543209877,0.6331920339082575,0.2000837722730217,26.753595384201528,36.37816516615561,-17.109003125800996,0.762962962962963,0.6177280962070684,0.17700572402403325,0.35987654320987655,0.19699855191909757,0.2585573624437104,0.5023413296370485,0.17962962962962964,0.09703172335638735,0.15383018492629846,0.5460737086251969,0.17037037037037037,0.09251313570551015,0.13483232643520648,0.7454642749309869,0.025925925925925925,0.044421125765433125,0.025137687616540134,0.732444625505462,0.5486393098800425,0.05255043295768047,0.5973933874766669,62.60228444370214,0.050000000000000024,1.5129831862367098,2.2820386405070656,0.1368471991812402,0.9092592592592592,0.13024691358024693,0.1219696592122161,0.10940784113283245,0.6108295016128544,5.824027486211049,0.344908811535667,0.18287383052607553,0.25,0.0,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,all_2017_2025,height_weight_w025_all,1620.0,2.3439603199385024,3.2453144673305214,-1.6541783659259404,0.769753086419753,0.6330269707501132,0.1990273726702554,26.762260006513625,36.37824733267513,-17.112786792827844,0.762962962962963,0.6178543331678713,0.17680313552413363,0.35987654320987655,0.19646038994354795,0.2588963790087294,0.4987883970617181,0.17962962962962964,0.09686677850832984,0.1538080383013093,0.5474932706554032,0.17037037037037037,0.09239006488901673,0.13524196495178512,0.7420944940476191,0.025925925925925925,0.044502688585729734,0.02521948089080453,0.7301738185768604,0.5491592924822879,0.054325016325078045,0.595483175291288,62.78373052053804,0.050000000000000024,1.511469777212624,2.2800071981839363,0.13833134269211175,0.9098765432098765,0.13024691358024693,0.12187493430479869,0.1093337638993679,0.6123834927127235,5.821072170495274,0.34566108748989605,0.18289002043030647,0.25,0.25,"QB,RB,WR,TE",1,12.0,60.25,15,18,15,15
all,all_2017_2025,height_weight_w025_skill,1620.0,2.3442904652850696,3.2452960263836275,-1.6542603050821223,0.7672839506172839,0.6331932922060387,0.1990273726702554,26.761868069574106,36.37560783165891,-17.110380848116854,0.762962962962963,0.6178004951021128,0.17575267476618261,0.35987654320987655,0.1962605144651224,0.2590511944839192,0.4986941153313672,0.17962962962962964,0.09678918186836366,0.15385768295810665,0.5466710106816225,0.17037037037037037,0.09240141080527431,0.13529388853999202,0.7415593728433403,0.025925925925925925,0.044481925228997264,0.025205366255595045,0.7294420302975436,0.5489383016404217,0.053736891549053485,0.5991355548327227,62.60847120798531,0.050000000000000024,1.5111994636234536,2.279935600137457,0.13912574511945294,0.9098765432098765,0.13024691358024693,0.12181241477341243,0.10927608175466529,0.6138903931732027,5.8235241351729625,0.3452170241956399,0.18296092537910794,0.25,0.25,"RB,WR,TE",0,12.0,59.75,13,18,15,15
all,all_2017_2025,height_weight_w050_all,1620.0,2.3444768618905814,3.2452830783361493,-1.6540292923153466,0.7691358024691358,0.633214707794845,0.1943066710355325,26.781134103143565,36.39747959781745,-17.126113915638356,0.7623456790123457,0.6183222675878137,0.1770400345309091,0.35987654320987655,0.19729862134068643,0.258668856808168,0.5013340037811936,0.17962962962962964,0.0970144561435095,0.15428066433318574,0.5382725817670315,0.17037037037037037,0.0929752990401815,0.13500905360629623,0.7427509273636991,0.025925925925925925,0.044945357807216355,0.02519286091205296,0.7361337437383064,0.5476972910795241,0.04414972017649811,0.5955164647459188,62.26651128607847,0.050000000000000024,1.51089598464566,2.280870978642117,0.13574483811127827,0.908641975308642,0.13024691358024693,0.12227304374493407,0.10958356761832977,0.6050743527559796,5.817572557370019,0.34679340670783765,0.18323703860060037,0.5,0.5,"QB,RB,WR,TE",0,12.0,62.25,15,18,15,15
all,all_2017_2025,production,1620.0,2.34328996829287,3.2452718546440003,-1.6541851623683925,0.7734567901234568,0.6331975197333279,0.2008133381483599,26.75514628190924,36.38154731586646,-17.092967491062346,0.7654320987654321,0.6177277643568887,0.17424182318152587,0.35987654320987655,0.19693607714216152,0.25851362977240766,0.5031584379667566,0.17962962962962964,0.09700405214153995,0.153896945278003,0.5448299757717737,0.17037037037037037,0.09245758634420286,0.1350241912779397,0.7453928355762595,0.025925925925925925,0.044245681310843554,0.025134392697791323,0.7288837588267246,0.5507431133401832,0.054060286931584316,0.5968763088928776,62.06768225245735,0.050000000000000024,1.5137240859192118,2.2825748266651584,0.1365667003694092,0.9117283950617284,0.13024691358024693,0.12171230036413852,0.10942781743843231,0.6117511326980581,5.832427081992816,0.34372018782952696,0.18324115665723884,0.0,0.0,,0,12.0,58.25,13,16,13,13
all,all_2017_2025,weight_w025_all,1620.0,2.3433479085687217,3.2453712017584038,-1.654305597658799,0.7703703703703704,0.6329237522629833,0.20096002592356177,26.767159901266783,36.39561373012798,-17.121180351839804,0.7617283950617284,0.617799991817559,0.1763548200290906,0.35987654320987655,0.196553473212065,0.2586112421325342,0.5022420857103632,0.17962962962962964,0.09664232786037602,0.15398035109029531,0.5459547653585493,0.17037037037037037,0.09223194405727708,0.13518925903712264,0.743880477915804,0.025925925925925925,0.044339154741575515,0.025075651066356737,0.7368579878085582,0.5513445050791107,0.0572149365329823,0.5947278992208603,62.54709168260488,0.050000000000000024,1.5117910606115508,2.280266811293875,0.13803072936748353,0.9104938271604939,0.13024691358024693,0.12173861194035858,0.1094306909571867,0.6103585952189546,5.827758748900992,0.3447594277905223,0.18316842966649186,0.0,0.25,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,development_2017_2022,height_w025_all,1080.0,2.3420047233189902,3.2327455933071425,-1.7783133790025394,0.7777777777777778,0.6433165204590401,0.2186022907915402,27.019999925029516,36.50670890785683,-17.836585779082707,0.762962962962963,0.6265621628503979,0.19393677538463816,0.36574074074074076,0.19786179052519576,0.26181371490780886,0.4962099233114663,0.1814814814814815,0.10054016454378521,0.15499328885475946,0.5332729245544372,0.17314814814814813,0.09427805822114609,0.13561994267040814,0.7543340659077435,0.022222222222222223,0.042750896794577616,0.022637344951127028,0.6983309659090909,0.5478303414859995,0.03249342634895949,0.6344299027678236,62.16682732873187,0.05000000000000002,1.5069554530648057,2.253450963459562,0.19096007714512878,0.9101851851851852,0.12962962962962962,0.12081607297253914,0.10995705426457503,0.6100151975683891,5.231557381882548,0.3760779891328122,0.12426284578385373,0.25,0.0,"QB,RB,WR,TE",0,12.0,59.25,14,17,14,14
all,development_2017_2022,height_weight_w025_all,1080.0,2.343603441927261,3.2327430845423426,-1.778407372282642,0.7731481481481481,0.6431705359822878,0.21692079677882997,27.03858925175334,36.50600635586786,-17.843564865537008,0.762962962962963,0.626755209125994,0.19447551944697605,0.36574074074074076,0.1972413041240806,0.2621736351165675,0.4925621361914441,0.1814814814814815,0.10033965139369809,0.1549953898295729,0.5347677532551482,0.17314814814814813,0.09417450744823277,0.1359238563229455,0.752884886011821,0.022222222222222223,0.04283841659462226,0.0226745202727314,0.6985677083333334,0.5510853785070827,0.04429219046541248,0.6345426685491432,62.3916567489109,0.050000000000000024,1.5042617977322783,2.250447245364247,0.19295884995003307,0.9101851851851852,0.12962962962962962,0.12059695727566404,0.10983136957820715,0.610775075987842,5.228648446258643,0.376965364137785,0.12423270034133767,0.25,0.25,"QB,RB,WR,TE",1,12.0,60.25,15,18,15,15
all,development_2017_2022,height_weight_w025_skill,1080.0,2.343673629957098,3.232754691691083,-1.7784766012680002,0.7722222222222223,0.6431255345505149,0.2172259899038475,27.032300685248824,36.502484624531654,-17.835939290777947,0.7648148148148148,0.6266082564833348,0.194660422086896,0.36574074074074076,0.19717657798924468,0.26219907085005245,0.49416243185808,0.1814814814814815,0.10040376035213222,0.1549770193762266,0.5354257087450365,0.17314814814814813,0.09423807289414539,0.13597746425962057,0.7521962261439239,0.022222222222222223,0.04290260176306688,0.02268718362925074,0.6971867108585859,0.5506921241079432,0.043850565334465776,0.637719228347745,62.20939876201667,0.050000000000000024,1.5053128709822912,2.2522779705830134,0.19388779285489197,0.9092592592592592,0.12962962962962962,0.12048345687585447,0.10986760996187604,0.6104331306990881,5.229407655534912,0.376540538807878,0.12406436980429442,0.25,0.25,"RB,WR,TE",0,12.0,59.75,13,18,15,15
all,development_2017_2022,height_weight_w050_all,1080.0,2.345220277338498,3.2327057885279036,-1.7782570453192075,0.7759259259259259,0.6432791013447294,0.21260876723865252,27.058169756553596,36.53181658494245,-17.844022115856948,0.7666666666666667,0.6273254224446664,0.19567245831620655,0.36574074074074076,0.19838772692467346,0.26201398423727945,0.492329298715698,0.1814814814814815,0.1010978828237917,0.15538260263831177,0.5260815864807461,0.17314814814814813,0.09527100834610479,0.13573873308261133,0.7507410579013241,0.022222222222222223,0.043201214019277435,0.022537742293310056,0.7203874684343434,0.5477175197119525,0.028655545829514593,0.6360012865581429,61.902369807119385,0.050000000000000024,1.5022518987685978,2.247614734727709,0.19142464702091058,0.9083333333333333,0.12962962962962962,0.12087049595955232,0.10992553754072179,0.6056686930091185,5.227436477341216,0.37758371095807985,0.12476928504697385,0.5,0.5,"QB,RB,WR,TE",0,12.0,62.25,15,18,15,15
