method,slice_type,slice_value,n_rows,rmse,mae,bias,spearman
expert_direct_team_game,season,2017,42,8.055169794038068,5.804061093908983,-4.715253665445037,0.4932339356616158
expert_component_sum,season,2017,42,8.077441700404414,5.8286496747070045,-4.7232156078033976,0.49226156713394387
expert_component_sum_plus_prior_other,season,2017,42,8.197770638815562,5.920676648627981,-4.926169373965128,0.49226156713394387
expert_recalibrated,season,2017,42,3.4362361011644156,2.77586563493987,-0.43811139223136514,0.4932339356616158
conditional_ppg_primary_blend,season,2017,42,3.253329835200931,2.4993203669082797,-0.19534162558752924,0.5854468843691759
qb_direct_total_lasso,season,2017,42,3.2137018734449856,2.4421728104138105,-0.09506669165805845,0.5306701239769873
qb_component_sum_lasso,season,2017,42,3.372612666518843,2.6904191540818254,0.03998324355450273,0.5374767036706912
qb_direct_total_random_forest,season,2017,42,3.1331796353862367,2.474763081006004,0.35837641879832827,0.5930637711692732
qb_component_sum_random_forest,season,2017,42,3.097314527700208,2.4367981393649965,0.47680068403507836,0.6044080706587798
qb_direct_total_lightgbm,season,2017,42,3.0885989675445544,2.4483776081490154,0.29856929390717796,0.5893363584798639
qb_component_sum_lightgbm,season,2017,42,3.0788232695292335,2.4155847360566503,0.6230962075620693,0.5906328498500932
qb_direct_total_blend,season,2017,42,3.1143249838474913,2.4180582177153633,0.1872930070158162,0.5820435945223239
qb_component_sum_blend,season,2017,42,3.1272208541578177,2.487873327613567,0.3799600450505499,0.5684304351349162
qb_component_sum_plus_prior_other,season,2017,42,3.1090950222871605,2.443478235470158,0.17700627888881948,0.5684304351349162
expert_direct_team_game,season,2018,40,7.766417820527403,5.543240527786852,-4.939689177902196,0.5931797933257656
expert_component_sum,season,2018,40,7.761557788114351,5.5300615139889615,-4.962457953608707,0.5991838272926879
expert_component_sum_plus_prior_other,season,2018,40,7.893522546623658,5.66892160656283,-5.1664211827097315,0.5991838272926879
expert_recalibrated,season,2018,40,4.1280246678331975,3.2326366148499446,-1.2655833393299754,0.5931797933257656
conditional_ppg_primary_blend,season,2018,40,3.980979158369873,2.9481780338780377,-1.0884247626838688,0.5853658536585367
qb_direct_total_lasso,season,2018,40,4.007296415566181,2.829731531335274,-0.5650182427584218,0.578611632270169
qb_component_sum_lasso,season,2018,40,3.881706899624916,2.7228087375362664,-0.5259981404976688,0.5891181988742965
qb_direct_total_random_forest,season,2018,40,3.8512391683852827,2.7898987407007265,-0.5552927959464351,0.627767354596623
qb_component_sum_random_forest,season,2018,40,3.7107583983649253,2.662753825219056,-0.41847029010565,0.6818011257035649
qb_direct_total_lightgbm,season,2018,40,3.888480457596526,2.7140026248322155,-0.5221020295218224,0.6347091932457787
qb_component_sum_lightgbm,season,2018,40,3.8312081254492516,2.718916030584256,-0.1223640823102187,0.6298311444652909
qb_direct_total_blend,season,2018,40,3.9017405431731436,2.7572005264258648,-0.5474710227422263,0.626454033771107
qb_component_sum_blend,season,2018,40,3.773984771065402,2.6830327439514794,-0.35561083763784584,0.6339587242026267
qb_component_sum_plus_prior_other,season,2018,40,3.7986346389926426,2.7119169790761424,-0.5595740667388702,0.6339587242026267
expert_direct_team_game,season,2019,40,7.715813496621843,5.217539953599633,-4.623302003416418,0.6232645403377112
expert_component_sum,season,2019,40,7.701833067234727,5.2011970157249365,-4.651104889044504,0.6495309568480301
expert_component_sum_plus_prior_other,season,2019,40,7.826199434730618,5.2978097214830715,-4.854270458629313,0.6495309568480301
expert_recalibrated,season,2019,40,4.0535383708666295,3.141958873501773,-0.9203829005858362,0.6232645403377112
conditional_ppg_primary_blend,season,2019,40,3.6890447407983875,2.8883754269949287,-0.697016553261332,0.6446529080675423
qb_direct_total_lasso,season,2019,40,4.162895439399279,3.1273333075247938,-0.38593339218650036,0.6131332082551596
qb_component_sum_lasso,season,2019,40,4.708527547417841,3.333976182729706,0.16211025132647924,0.42701688555347095
qb_direct_total_random_forest,season,2019,40,3.88486289432381,2.9805400643282063,-0.39947981961946144,0.5849906191369606
qb_component_sum_random_forest,season,2019,40,4.005543262236318,3.1353830972992163,-0.13923871054619258,0.5596622889305818
qb_direct_total_lightgbm,season,2019,40,3.7981062343049463,2.8918348766637325,-0.365307287262182,0.6048780487804878
qb_component_sum_lightgbm,season,2019,40,3.9026031681897897,3.033094848587294,0.05752253858426726,0.5617260787992496
qb_direct_total_blend,season,2019,40,3.9064163933199127,2.9719942511527218,-0.3835734996893812,0.5761726078799251
qb_component_sum_blend,season,2019,40,4.140630873004774,3.144033508426466,0.026798026454850722,0.5433395872420262
qb_component_sum_plus_prior_other,season,2019,40,4.144298662322505,3.144033508426466,-0.17636754312995767,0.5433395872420262
expert_direct_team_game,season,2020,42,8.111442857807146,6.107065042816636,-5.50582188121633,0.6569159711530671
expert_component_sum,season,2020,42,8.170374560176036,6.166712857852525,-5.589384520054567,0.6650190422170003
expert_component_sum_plus_prior_other,season,2020,42,8.304009751826213,6.3049903496510895,-5.782973008572556,0.6650190422170003
expert_recalibrated,season,2020,42,4.557423313538731,3.524450820221256,-1.8450447796169211,0.6569159711530671
conditional_ppg_primary_blend,season,2020,42,4.073907119099749,3.110374325265654,-1.2992710587690202,0.6167247386759583
qb_direct_total_lasso,season,2020,42,3.9822345439179543,2.9662056990595786,-1.2813208800563416,0.6915971153067013
qb_component_sum_lasso,season,2020,42,3.8091566123105167,3.019732672600592,-0.970882001342199,0.7082894416984037
qb_direct_total_random_forest,season,2020,42,4.0128439206976125,3.057889615733301,-1.1592921921307204,0.6693947005915243
qb_component_sum_random_forest,season,2020,42,3.62543537263429,2.7785034409669334,-0.880662061375894,0.6912729924641441
qb_direct_total_lightgbm,season,2020,42,4.088625511514906,3.155552889754114,-1.0667087827228872,0.6228830726845476
qb_component_sum_lightgbm,season,2020,42,3.735470537209738,2.901976669514064,-0.8691747188820464,0.6739324203873269
qb_direct_total_blend,season,2020,42,3.9803202745224984,3.020327806388105,-1.1691072849699828,0.6616157523701482
qb_component_sum_blend,season,2020,42,3.668744942448282,2.8403981286526383,-0.90690626053338,0.7167166356048943
qb_component_sum_plus_prior_other,season,2020,42,3.721330297089314,2.868761264684175,-1.1004947490513688,0.7167166356048943
expert_direct_team_game,season,2021,41,6.621021691762845,4.676843843549917,-3.354369101749439,0.6797909407665507
expert_component_sum,season,2021,41,6.62589242547377,4.672095794781021,-3.39126614479105,0.6851916376306622
expert_component_sum_plus_prior_other,season,2021,41,6.7236326188767706,4.738885454050516,-3.5784733091751524,0.6851916376306622
expert_recalibrated,season,2021,41,3.2692845639172066,2.9011915411681035,0.12074792166472258,0.6797909407665507
conditional_ppg_primary_blend,season,2021,41,3.043420639164927,2.4985408604638075,0.7588521801705497,0.644076655052265
qb_direct_total_lasso,season,2021,41,2.8117964158118327,2.4130838197106685,0.9699140921303604,0.7472125435540071
qb_component_sum_lasso,season,2021,41,3.0859154043439805,2.6285633060072695,1.3189772811137865,0.6653310104529618
qb_direct_total_random_forest,season,2021,41,2.909340547637335,2.444748474489498,1.0901697419995273,0.6785714285714287
qb_component_sum_random_forest,season,2021,41,3.433319995326365,2.773115321883906,1.5103965636025143,0.6247386759581883
qb_direct_total_lightgbm,season,2021,41,3.0706258554704546,2.5449000033632743,1.0806006760888927,0.6505226480836238
qb_component_sum_lightgbm,season,2021,41,3.4504022088063144,2.798553732876801,1.4866044313616944,0.5972125435540071
qb_direct_total_blend,season,2021,41,2.875012533780152,2.4371895925674374,1.0468948367395934,0.7050522648083626
qb_component_sum_blend,season,2021,41,3.2635115810558846,2.7147669601033337,1.4386594253593317,0.6236933797909409
qb_component_sum_plus_prior_other,season,2021,41,3.185419856001819,2.653244433316486,1.2514522609752294,0.6236933797909409
expert_direct_team_game,season,2022,43,7.433054477081538,5.66590688413153,-4.288949281444426,0.6271519178495923
expert_component_sum,season,2022,43,7.444232860336766,5.668918641227855,-4.3071793826113,0.6253397765025672
expert_component_sum_plus_prior_other,season,2022,43,7.553678691130884,5.7426555424484045,-4.493690368051513,0.6253397765025672
expert_recalibrated,season,2022,43,3.63106451690357,3.002057661852838,0.03784067346048373,0.6271519178495923
conditional_ppg_primary_blend,season,2022,43,3.3733391324858735,2.882940412115317,0.4952042448400548,0.6324373301117487
qb_direct_total_lasso,season,2022,43,3.6150555315520725,3.115773549810239,0.7831294971699503,0.4898822108124434
qb_component_sum_lasso,season,2022,43,3.5358218991909807,3.0869383168263944,0.8552459063728084,0.5860767139836908
qb_direct_total_random_forest,season,2022,43,3.6176619901650127,3.1961033302452795,1.021477069339614,0.5484747810329206
qb_component_sum_random_forest,season,2022,43,3.6091216091753715,3.144752398474257,1.213111257374243,0.5800362428269406
qb_direct_total_lightgbm,season,2022,43,3.6584678907243853,3.2184706410506987,1.0421160205597941,0.5540622168529145
qb_component_sum_lightgbm,season,2022,43,3.6648624616188386,3.1887805005115815,1.000455115536918,0.5468136514648142
qb_direct_total_blend,season,2022,43,3.603623760603952,3.1767825070354063,0.9489075290231197,0.5492298399275143
qb_component_sum_blend,season,2022,43,3.560206041545713,3.114817656810599,1.0229374264279896,0.5875868317728783
qb_component_sum_plus_prior_other,season,2022,43,3.5111643753967074,3.0757804738114842,0.8364264409877751,0.5875868317728783
expert_direct_team_game,season,2023,45,7.568433531073964,5.925060665653674,-4.614483174445611,0.6361869630250577
expert_component_sum,season,2023,45,7.585260569113463,5.939979343574733,-4.614634457431816,0.6398761491003817
expert_component_sum_plus_prior_other,season,2023,45,7.698875906485067,6.042460356131698,-4.7991002800343505,0.6398761491003817
expert_recalibrated,season,2023,45,3.2791312241371893,2.4309657485808644,0.3641512859266538,0.6361869630250577
conditional_ppg_primary_blend,season,2023,45,3.116138298945111,2.423165396791994,0.41019920030075413,0.6442687747035573
qb_direct_total_lasso,season,2023,45,3.195360785286653,2.5126247397226478,1.0607511955930198,0.6575757575757575
qb_component_sum_lasso,season,2023,45,3.253904515971242,2.517803202671407,1.3550244390320323,0.6488801054018445
qb_direct_total_random_forest,season,2023,45,3.113322350748495,2.474779415199163,0.8364575240302252,0.6549407114624506
qb_component_sum_random_forest,season,2023,45,3.4499399616245823,2.6841667087705163,1.2041237157832272,0.5644268774703556
qb_direct_total_lightgbm,season,2023,45,3.120268295316551,2.493443769005113,0.8796388717313247,0.6368906455862976
qb_component_sum_lightgbm,season,2023,45,3.3396981288832013,2.590792349192013,0.9867671257619858,0.5665349143610013
qb_direct_total_blend,season,2023,45,3.1188670372759324,2.478577063268325,0.9256158637848565,0.6636363636363636
qb_component_sum_blend,season,2023,45,3.2912473411504557,2.521677092651274,1.1819717601924156,0.625691699604743
qb_component_sum_plus_prior_other,season,2023,45,3.2295928403228564,2.4800049115189444,0.9975059375898814,0.625691699604743
expert_direct_team_game,season,2024,44,7.419256986251041,5.311127810699565,-4.351978571130984,0.557152924594785
expert_component_sum,season,2024,44,7.40893274523244,5.300934142372732,-4.336416417159231,0.5520789288231147
expert_component_sum_plus_prior_other,season,2024,44,7.521049666195823,5.359657614876769,-4.525307834945032,0.5520789288231147
expert_recalibrated,season,2024,44,3.5636830422217147,2.9335412294692547,-0.1705778801061976,0.557152924594785
conditional_ppg_primary_blend,season,2024,44,3.330942989209737,2.718730557239857,-0.08700613645329763,0.5275546159267089
qb_direct_total_lasso,season,2024,44,3.433926162730856,2.8195554092840505,0.34626044099223,0.5099365750528541
qb_component_sum_lasso,season,2024,44,3.473941779757058,2.815089099837264,0.7773989729591009,0.48879492600422825
qb_direct_total_random_forest,season,2024,44,3.3144590202784405,2.7078670284832644,0.14048571203384624,0.5155743481324876
qb_component_sum_random_forest,season,2024,44,3.477419800803136,2.745932367847277,0.5032226187756715,0.5233262861169837
qb_direct_total_lightgbm,season,2024,44,3.328968498664316,2.741538598262415,0.1258937845551605,0.5364341085271318
qb_component_sum_lightgbm,season,2024,44,3.7636546798510597,3.013640955292281,0.4076355285133318,0.43537702607470047
qb_direct_total_blend,season,2024,44,3.339863055847017,2.7477244839198876,0.20421331252707906,0.5520789288231147
qb_component_sum_blend,season,2024,44,3.529259969555976,2.819555437256435,0.5627523734160345,0.4926004228329809
qb_component_sum_plus_prior_other,season,2024,44,3.5041058364538045,2.786827102765742,0.37386095563023397,0.4926004228329809
expert_direct_team_game,season,2025,43,7.864384990743033,5.819154077154326,-4.55786770504946,0.47040169133192383
expert_component_sum,season,2025,43,7.836244219110394,5.809056557136241,-4.486425736906959,0.4787073391724554
expert_component_sum_plus_prior_other,season,2025,43,7.945987575622208,5.883794617308756,-4.675469065578616,0.4787073391724554
expert_recalibrated,season,2025,43,3.3978256776626505,2.767035708835484,-0.3685313200141062,0.46617336152219874
conditional_ppg_primary_blend,season,2025,43,3.3359772401447985,2.6762874322358488,0.056338652082985614,0.4867109634551496
qb_direct_total_lasso,season,2025,43,3.2360505468379954,2.654051036242794,0.24911108617180486,0.47931138628813047
qb_component_sum_lasso,season,2025,43,3.4292436148018766,2.7487225922643965,0.6334984908723003,0.47372395046813653
qb_direct_total_random_forest,season,2025,43,3.168596224951773,2.615399802794189,0.3226900883399948,0.5362428269405013
qb_component_sum_random_forest,season,2025,43,3.2763334689188026,2.6022147072701056,0.5194678781128762,0.5152521896707943
qb_direct_total_lightgbm,season,2025,43,3.1281894301537796,2.5768713081902743,0.29417434111494506,0.5110238598610691
qb_component_sum_lightgbm,season,2025,43,3.1325689477525036,2.5159562819148213,0.34413553438111005,0.5474176985804894
qb_direct_total_blend,season,2025,43,3.1489201550007895,2.615440715742419,0.28865850520891495,0.5108728480821504
qb_component_sum_blend,season,2025,43,3.2451832857778693,2.586959095262775,0.49903396778876236,0.514799154334038
qb_component_sum_plus_prior_other,season,2025,43,3.2215328422391227,2.581960744602914,0.30999063911710434,0.514799154334038
expert_direct_team_game,experience_group,other_no_history,4,14.880015912858255,14.650608951914101,-14.650608951914101,0.39999999999999997
expert_component_sum,experience_group,other_no_history,4,14.951976633544433,14.719285422502335,-14.719285422502335,0.39999999999999997
expert_component_sum_plus_prior_other,experience_group,other_no_history,4,15.142027588867952,14.91324758261929,-14.91324758261929,0.39999999999999997
expert_recalibrated,experience_group,other_no_history,4,3.9028602204118923,2.968655074330792,-2.968655074330792,0.0
conditional_ppg_primary_blend,experience_group,other_no_history,4,3.6440576107260476,2.427090157195465,-2.427090157195465,-0.6000000000000001
qb_direct_total_lasso,experience_group,other_no_history,4,2.9378669640965884,2.720801171076573,0.5263796529510785,0.39999999999999997
qb_component_sum_lasso,experience_group,other_no_history,4,2.73639136360009,2.2447818278185356,-0.1700362978865564,0.19999999999999998
qb_direct_total_random_forest,experience_group,other_no_history,4,3.111094870833471,1.9910934681052135,-1.0560260037023461,-0.7999999999999999
qb_component_sum_random_forest,experience_group,other_no_history,4,2.9777129272607636,1.906127863897904,-1.0214313197155525,-0.39999999999999997
qb_direct_total_lightgbm,experience_group,other_no_history,4,3.222119681715234,2.4707618617016625,-0.5275397524757635,-0.7999999999999999
qb_component_sum_lightgbm,experience_group,other_no_history,4,3.347307951607679,2.519856171766701,-0.5265939430855937,-0.7999999999999999
qb_direct_total_blend,experience_group,other_no_history,4,3.00055921953996,2.3942188336278165,-0.35239536774234326,-0.39999999999999997
qb_component_sum_blend,experience_group,other_no_history,4,2.961091718989821,2.223588621161047,-0.5726871868959011,-0.39999999999999997
qb_component_sum_plus_prior_other,experience_group,other_no_history,4,2.9988398339679674,2.1218593723453583,-0.7666493470128573,-0.39999999999999997
expert_direct_team_game,experience_group,rookie,44,10.395216809520141,8.718559649871265,-7.985723877918807,0.243868059936331
expert_component_sum,experience_group,rookie,44,10.41115255172905,8.721019228106407,-8.006178442837431,0.2476740932416957
expert_component_sum_plus_prior_other,experience_group,rookie,44,10.56143577181136,8.863246847018305,-8.199497973668073,0.24975334742776603
expert_recalibrated,experience_group,rookie,44,4.414431749770556,3.3045865307720406,-0.6729189287428441,0.240169133192389
conditional_ppg_primary_blend,experience_group,rookie,44,4.415790771796415,3.408505163479651,-0.8331659206746417,0.25130373502466524
qb_direct_total_lasso,experience_group,rookie,44,4.368924125701986,3.4788643405467705,0.01955557808356977,0.1354474982381959
qb_component_sum_lasso,experience_group,rookie,44,4.333811027931687,3.4010632850136817,0.3853599516051046,0.20958421423537704
qb_direct_total_random_forest,experience_group,rookie,44,4.096025996937683,3.266736046216465,-0.121029728137944,0.2949964763918252
qb_component_sum_random_forest,experience_group,rookie,44,4.047288043032182,3.262735482938763,0.1854750485359152,0.33347427766032417
qb_direct_total_lightgbm,experience_group,rookie,44,4.2706548638883195,3.4024860117731195,0.11215075134209972,0.24467935165609583
qb_component_sum_lightgbm,experience_group,rookie,44,4.02378196457676,3.2549504625174963,0.3244819100972315,0.38054968287526425
qb_direct_total_blend,experience_group,rookie,44,4.217982037711837,3.3694765099683006,0.0035588670959085193,0.25961945031712474
qb_component_sum_blend,experience_group,rookie,44,4.092774791117206,3.284323220784954,0.29843897007941717,0.30176180408738545
qb_component_sum_plus_prior_other,experience_group,rookie,44,4.085321541408954,3.2588925698165685,0.10511943924877722,0.30176180408738545
expert_direct_team_game,experience_group,second_year,49,7.16054688816744,5.198375724714067,-3.9937179936963614,0.5780249498041521
expert_component_sum,experience_group,second_year,49,7.179105031140302,5.217171785325613,-4.0045189315038625,0.5682287815313656
expert_component_sum_plus_prior_other,experience_group,second_year,49,7.2910078140500385,5.300259879976201,-4.198077627844711,0.5682287815313656
expert_recalibrated,experience_group,second_year,49,4.402139519574647,3.5912893073176217,-0.24803692070238942,0.5321054110254657
conditional_ppg_primary_blend,experience_group,second_year,49,4.238371552735428,3.341708276272821,-0.2835743467766636,0.5492857142857143
qb_direct_total_lasso,experience_group,second_year,49,4.295874478758027,3.217519379241621,-0.13659832742264594,0.6068367346938774
qb_component_sum_lasso,experience_group,second_year,49,4.229067068391342,3.213222906963881,0.13276657644998738,0.5958163265306122
qb_direct_total_random_forest,experience_group,second_year,49,4.281467424660534,3.3321820491928027,-0.12428264295184757,0.5623469387755101
qb_component_sum_random_forest,experience_group,second_year,49,4.216419400514358,3.090046205008764,0.09971706368801242,0.5663265306122449
qb_direct_total_lightgbm,experience_group,second_year,49,4.247711902737805,3.1862829782116533,-0.05144067673156,0.5626530612244898
qb_component_sum_lightgbm,experience_group,second_year,49,4.30606749585923,3.1961716243049776,0.2137272509752287,0.5558163265306122
qb_direct_total_blend,experience_group,second_year,49,4.253065487860241,3.2446069090462464,-0.10410721570201731,0.59
qb_component_sum_blend,experience_group,second_year,49,4.211604860971081,3.156106410093633,0.14873696370440967,0.5792857142857142
qb_component_sum_plus_prior_other,experience_group,second_year,49,4.210623671209444,3.1688285010190858,-0.04482173263643802,0.5735714285714284
expert_direct_team_game,experience_group,veteran_with_history,283,7.023984271808569,5.016553422724342,-3.9689732001982203,0.6427636187281212
expert_component_sum,experience_group,veteran_with_history,283,7.024756688519592,5.019297513036577,-3.978548068101673,0.6471204892572201
expert_component_sum_plus_prior_other,experience_group,veteran_with_history,283,7.135564786372658,5.105180186917222,-4.171516817827864,0.6468824222683669
expert_recalibrated,experience_group,veteran_with_history,283,3.4577075808508417,2.798009356364861,-0.4596537046267156,0.6320402680726113
conditional_ppg_primary_blend,experience_group,veteran_with_history,283,3.146224887334359,2.5293165445486885,-0.015790117618333446,0.6423137728710432
qb_direct_total_lasso,experience_group,veteran_with_history,283,3.2403167802728903,2.5724037130936983,0.1943572319887309,0.623866573624137
qb_component_sum_lasso,experience_group,veteran_with_history,283,3.4070609778807692,2.6922032451888662,0.48353785814412814,0.5940806102686338
qb_direct_total_random_forest,experience_group,veteran_with_history,283,3.1853887524491116,2.5754481634622186,0.3184735037737678,0.638750554601952
qb_component_sum_random_forest,experience_group,veteran_with_history,283,3.305859229534717,2.6529923899241927,0.5813522032445418,0.6224005184403163
qb_direct_total_lightgbm,experience_group,veteran_with_history,283,3.1818211419733227,2.5803941871328866,0.27853737430767567,0.6387346710138282
qb_component_sum_lightgbm,experience_group,veteran_with_history,283,3.3243560662864717,2.6598537173527794,0.5142623348126555,0.6121884301826294
qb_direct_total_blend,experience_group,veteran_with_history,283,3.167381826487242,2.5518962572910517,0.2637893700233915,0.6420670478021879
qb_component_sum_blend,experience_group,veteran_with_history,283,3.2884590531533173,2.6248551769488,0.5263841320671082,0.6207840986222576
qb_component_sum_plus_prior_other,experience_group,veteran_with_history,283,3.263884146586151,2.6024285480324414,0.3334153823409176,0.6206321456292071
expert_direct_team_game,qb_style,balanced,71,6.860907709722444,5.102280212582991,-3.8184064037355947,0.5180415828303152
expert_component_sum,qb_style,balanced,71,6.866992033672623,5.097892492663526,-3.833635215929883,0.5250503018108652
expert_component_sum_plus_prior_other,qb_style,balanced,71,6.976635714568865,5.182095229818962,-4.026597372249146,0.5252515090543258
expert_recalibrated,qb_style,balanced,71,3.8751161783136387,3.0387056943284287,-0.6261162415228837,0.5024144869215291
conditional_ppg_primary_blend,qb_style,balanced,71,3.6111974958496744,2.826862133753469,-0.32113124735857773,0.48319919517102605
qb_direct_total_lasso,qb_style,balanced,71,3.7322065816243346,2.9486551132413292,-0.24600903306923472,0.43484238765928906
qb_component_sum_lasso,qb_style,balanced,71,3.6660428454300846,2.889133394368905,0.2357020140370542,0.4716968477531857
qb_direct_total_random_forest,qb_style,balanced,71,3.5496018914275456,2.846378067138349,-0.08326819686761108,0.49020791415157605
qb_component_sum_random_forest,qb_style,balanced,71,3.6105714820852697,2.8483338231111324,0.6873000601353378,0.4297116029510395
qb_direct_total_lightgbm,qb_style,balanced,71,3.736792720473646,2.9262292283816436,0.03885642071712768,0.41116700201207235
qb_component_sum_lightgbm,qb_style,balanced,71,3.7343107934353483,2.9494023386489774,0.727621497583919,0.4140509725016767
qb_direct_total_blend,qb_style,balanced,71,3.6404902860740544,2.8840815137597073,-0.09680693640657252,0.4534875922199866
qb_component_sum_blend,qb_style,balanced,71,3.6186414716707844,2.8725084718301157,0.5502078572521035,0.4469818913480885
qb_component_sum_plus_prior_other,qb_style,balanced,71,3.595853832313574,2.8596526952563965,0.35724570093284036,0.4469818913480885
expert_direct_team_game,qb_style,high_rush,46,7.21014698610968,5.122098815237171,-4.175581755721412,0.6566142460684552
expert_component_sum,qb_style,high_rush,46,7.227956622735371,5.1429718186060205,-4.168582086273083,0.6626580326857847
expert_component_sum_plus_prior_other,qb_style,high_rush,46,7.340447050626341,5.25785964013902,-4.359154368549818,0.6606845513413505
expert_recalibrated,qb_style,high_rush,46,4.593325357931201,3.829600884575912,-1.7648386386685804,0.6468701819303114
conditional_ppg_primary_blend,qb_style,high_rush,46,4.188386302873754,3.267987852195776,-0.49524816962453455,0.5847055195806352
qb_direct_total_lasso,qb_style,high_rush,46,4.2068551479461584,3.33484793253008,-0.33901990943592436,0.5997533148319456
qb_component_sum_lasso,qb_style,high_rush,46,4.677041308121283,3.5340019374484255,1.2023045940130843,0.5280912735121801
qb_direct_total_random_forest,qb_style,high_rush,46,4.177123849149631,3.2855521302077086,-0.20977690306143615,0.5905026210299106
qb_component_sum_random_forest,qb_style,high_rush,46,4.432815272063064,3.4564182756708464,0.6180478859712937,0.5173604687018193
qb_direct_total_lightgbm,qb_style,high_rush,46,4.192429729886581,3.3251935245397495,-0.31743292550137486,0.5871723712611779
qb_component_sum_lightgbm,qb_style,high_rush,46,4.402814233651669,3.4564708411287657,0.3571662779325152,0.5377119950662966
qb_direct_total_blend,qb_style,high_rush,46,4.16828724655497,3.3015908504893963,-0.2887432459995784,0.5755781683626272
qb_component_sum_blend,qb_style,high_rush,46,4.407546587394202,3.3690058760639046,0.7258395859722977,0.5638606228800492
qb_component_sum_plus_prior_other,qb_style,high_rush,46,4.380444227732888,3.3646898839510206,0.5352673036955619,0.5638606228800492
expert_direct_team_game,qb_style,pass_heavy,263,7.892198482894916,5.774698284979727,-4.812556153440646,0.5671556576095146
expert_component_sum,qb_style,pass_heavy,263,7.897382608001164,5.780142702517148,-4.826451132287969,0.5690297781880131
expert_component_sum_plus_prior_other,qb_style,pass_heavy,263,8.017270362031617,5.871955413886498,-5.020024524709382,0.5687882335053047
expert_recalibrated,qb_style,pass_heavy,263,3.4961649036048184,2.7877433710011474,-0.22084422113652646,0.5510704144613694
conditional_ppg_primary_blend,qb_style,pass_heavy,263,3.297537282486758,2.6166852576769255,-0.07281244506206609,0.5646777032215164
qb_direct_total_lasso,qb_style,pass_heavy,263,3.3474195722046107,2.6115757342973467,0.3206741438728165,0.5546765949923874
qb_component_sum_lasso,qb_style,pass_heavy,263,3.409523519675325,2.700664610489489,0.333009940907541,0.5379911499988125
qb_direct_total_random_forest,qb_style,pass_heavy,263,3.2915693062255897,2.625860341520241,0.3423974126573509,0.5693065388157251
