league,scope,period,method,rows,ppg_crps,contribution_crps,played_crps,q90_brier,ppg_crps_delta,contribution_crps_delta,played_crps_delta,q90_brier_delta
dk,te_all,temporal_2023_2025,te_pff_yac_w025,143,1.8334196204605067,19.47053189496543,1.566184521295615,0.082635432878135,-0.0009685891276347558,0.021590896054686226,0.0026302411331078357,-0.00022233190886146448
dk,all_core,development_2017_2022,production,720,2.4995577840202943,31.379094383063048,1.3917032665315137,0.14211275102410564,0.0,0.0,0.0,0.0
dk,all_core,development_2017_2022,te_pff_mtf_w025,720,2.49964412787138,31.37698537380701,1.3911474428175663,0.14219224551971194,8.634385108585718e-05,-0.0021090092560385187,-0.0005558237139473565,7.949449560629152e-05
dk,all_core,development_2017_2022,te_pff_mtf_w050,720,2.4993292533075127,31.37551661196721,1.3909645251419631,0.142164585090843,-0.00022853071278161607,-0.0035777710958377895,-0.0007387413895505457,5.1834066737366236e-05
dk,all_core,development_2017_2022,te_pff_yac_w025,720,2.4994104112069504,31.37849145081575,1.3913516103268444,0.14206321320956922,-0.0001473728133438712,-0.0006029322472969056,-0.0003516562046692595,-4.9537814536426694e-05
dk,all_core,temporal_2023_2025,production,360,2.444154146182213,30.090574180784287,1.490746356005108,0.1260778038937407,0.0,0.0,0.0,0.0
dk,all_core,temporal_2023_2025,te_pff_mtf_w025,360,2.443674345115132,30.086098395238384,1.4912048367813946,0.12604656000895106,-0.00047980106708100934,-0.004475785545903221,0.0004584807762866294,-3.124388478964457e-05
dk,all_core,temporal_2023_2025,te_pff_mtf_w050,360,2.443410620206965,30.08782983383022,1.490848138054263,0.12610532309001313,-0.0007435259752481826,-0.0027443469540671117,0.00010178204915511913,2.751919627241861e-05
dk,all_core,temporal_2023_2025,te_pff_yac_w025,360,2.4435850569132787,30.09780880788776,1.4910135999145457,0.12595206289990793,-0.0005690892689345084,0.00723462710347178,0.00026724390943777543,-0.00012574099383277915
beta,te_core,development_2017_2022,production,108,1.519735126183951,19.450892789026057,1.582959905032922,0.06994792643408933,0.0,0.0,0.0,0.0
beta,te_core,development_2017_2022,te_pff_mtf_w025,108,1.5199845884949652,19.456936633410912,1.5778425459846261,0.07010716040871033,0.0002494623110143035,0.00604384438485539,-0.0051173590482958,0.00015923397462100364
beta,te_core,development_2017_2022,te_pff_mtf_w050,108,1.5197221938154533,19.462912476346307,1.5789030896143936,0.07024013831774074,-1.2932368497642344e-05,0.012019687320250938,-0.0040568154185283145,0.0002922118836514165
beta,te_core,development_2017_2022,te_pff_yac_w025,108,1.5186237429744278,19.47912756401795,1.5838252054694582,0.06978680275212136,-0.0011113832095230869,0.028234774991894085,0.0008653004365362094,-0.00016112368196796734
beta,te_core,temporal_2023_2025,production,54,1.6413938621106756,18.311276002477396,1.54298810084037,0.019093218176581783,0.0,0.0,0.0,0.0
beta,te_core,temporal_2023_2025,te_pff_mtf_w025,54,1.6407324825452132,18.29272864295332,1.5375305835134927,0.01868823718958037,-0.0006613795654624166,-0.01854735952407438,-0.005457517326877381,-0.00040498098700141386
beta,te_core,temporal_2023_2025,te_pff_mtf_w050,54,1.639219477101301,18.274061067192775,1.54347068400001,0.01878470495757058,-0.002174385009374724,-0.037214935284620054,0.0004825831596400043,-0.0003085132190112014
beta,te_core,temporal_2023_2025,te_pff_yac_w025,54,1.6402988961942848,18.341676091278273,1.5415702272360248,0.018781443324015427,-0.0010949659163907999,0.030400088800877967,-0.00141787360434531,-0.0003117748525663551
beta,te_all,development_2017_2022,production,280,1.2836591120542205,13.401973717203125,1.650193622201403,0.03409275838240493,0.0,0.0,0.0,0.0
beta,te_all,development_2017_2022,te_pff_mtf_w025,280,1.2839356226294594,13.411806440427238,1.6484178463365982,0.03416291145810522,0.00027651057523891964,0.009832723224112883,-0.0017757758648049293,7.015307570028967e-05
beta,te_all,development_2017_2022,te_pff_mtf_w050,280,1.2842446369232219,13.415400166316736,1.650251895142002,0.034217233385891735,0.0005855248690014303,0.013426449113611127,5.827294059890242e-05,0.00012447500348680696
beta,te_all,development_2017_2022,te_pff_yac_w025,280,1.2832239473353944,13.421179318524333,1.649555150151592,0.034035844050710515,-0.00043516471882609764,0.01920560132120741,-0.0006384720498111562,-5.691433169441318e-05
beta,te_all,temporal_2023_2025,production,143,1.3807429535071933,13.435612849869466,1.571507866013271,0.014415982731736759,0.0,0.0,0.0,0.0
beta,te_all,temporal_2023_2025,te_pff_mtf_w025,143,1.3807969228255623,13.433656515316935,1.5684052295761715,0.01423634300885829,5.3969318368984887e-05,-0.0019563345525313025,-0.0031026364370996262,-0.00017963972287846942
beta,te_all,temporal_2023_2025,te_pff_mtf_w050,143,1.3795420583026345,13.423567257124768,1.5689920081762083,0.014243512740125915,-0.001200895204558794,-0.012045592744698297,-0.0025158578370627627,-0.00017246999161084353
beta,te_all,temporal_2023_2025,te_pff_yac_w025,143,1.379612910779891,13.442477308993755,1.5717365294605854,0.014256598356847085,-0.0011300427273024383,0.006864459124289013,0.00022866344731431454,-0.00015938437488967339
beta,all_core,development_2017_2022,production,720,1.932741042862073,23.285717169538792,1.4097823899650246,0.06874640683138274,0.0,0.0,0.0,0.0
beta,all_core,development_2017_2022,te_pff_mtf_w025,720,1.932778462208725,23.28662374619652,1.40901478610778,0.06877029192757587,3.741934665191238e-05,0.0009065766577265322,-0.0007676038572446142,2.3885096193138056e-05
beta,all_core,development_2017_2022,te_pff_mtf_w050,720,1.9327391030067982,23.28752012263683,1.4091738676522452,0.06879023861393045,-1.939855274857294e-06,0.0018029530980392394,-0.0006085223127794137,4.383178254771525e-05
beta,all_core,development_2017_2022,te_pff_yac_w025,720,1.9325743353806444,23.289952385787576,1.4099121850305047,0.06872223827908754,-0.00016670748142866287,0.0042352162487837575,0.00012979506548016495,-2.416855229520065e-05
beta,all_core,temporal_2023_2025,production,360,2.013319666434959,23.849629633115416,1.5055344229749277,0.06493796176104175,0.0,0.0,0.0,0.0
beta,all_core,temporal_2023_2025,te_pff_mtf_w025,360,2.0132204595001393,23.846847529186803,1.5047157953758958,0.06487721461299154,-9.920693481957343e-05,-0.002782103928613111,-0.0008186275990318403,-6.0747148050210864e-05
beta,all_core,temporal_2023_2025,te_pff_mtf_w050,360,2.0129935086835524,23.844047392822723,1.5056068104488733,0.06489168477819009,-0.00032615775140643066,-0.0055822402926928305,7.238747394566758e-05,-4.627698285165904e-05
beta,all_core,temporal_2023_2025,te_pff_yac_w025,360,2.0131554215475,23.854189646435547,1.5053217419342757,0.06489119553315681,-0.00016424488745903076,0.004560013320130452,-0.00021268104065197413,-4.6766227884936784e-05
