lock_version,model_run_id,slice_type,slice_value,n_rows,n_interval_rows,interval_coverage,p25_p75_coverage,p10_p90_coverage,mean_interval_width,median_residual
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,pooled,all,3696,3289,0.8898809523809523,0.49619945272119187,0.7926421404682275,7.602991921313774,-0.5046100621055238
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,position,QB,380,338,0.8894736842105263,0.4556213017751479,0.7514792899408284,8.185834453648198,-0.010446433935404897
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,position,RB,1011,901,0.8911968348170128,0.51165371809101,0.7991120976692564,8.571826423740585,-0.6970387552021853
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,position,TE,802,715,0.8915211970074813,0.4909090909090909,0.7902097902097902,5.600010826978084,-0.5873649130376277
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,position,WR,1503,1335,0.8882235528942116,0.49887640449438203,0.8,7.874310887481885,-0.4641232079748834
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,history_depth,other_no_history,27,19,0.7037037037037037,0.631578947368421,0.8947368421052632,7.789048109071503,-0.8231556849352515
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,history_depth,rookie,531,470,0.8851224105461394,0.474468085106383,0.7680851063829788,8.06884852649818,-0.77072040907712
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,history_depth,second_year,567,509,0.8977072310405644,0.5049115913555993,0.8055009823182712,7.686923929444731,-0.5362179556499886
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,history_depth,veteran_with_history,2571,2291,0.8910929599377674,0.49759930161501525,0.7939764295067656,7.48723065368273,-0.46564455508255165
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2018,405,405,1.0,0.5111111111111111,0.7901234567901234,7.932139986292359,0.17154818780325876
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2019,388,388,1.0,0.45103092783505155,0.8041237113402062,7.575952472303922,-0.08530343961078835
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2020,414,414,1.0,0.4927536231884058,0.7922705314009661,7.629936606615111,-0.25142213293284366
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2021,419,419,1.0,0.4916467780429594,0.8138424821002387,7.653100259475663,-0.5829866751735722
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2022,426,426,1.0,0.5023474178403756,0.795774647887324,7.5084324212022615,-1.0148350783055902
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2023,413,413,1.0,0.5302663438256658,0.7893462469733656,7.5164082589944865,-0.9029629429985833
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2024,407,407,1.0,0.44471744471744473,0.7592137592137592,7.467455681932523,-0.5630340277440244
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T200540Z_fa040d2f,season,2025,417,417,1.0,0.5419664268585132,0.7961630695443646,7.546014692317257,-0.5422006462551394
