league,scope,period,method,rows,ppg_crps,contribution_crps,played_crps,q90_brier,ppg_crps_delta,contribution_crps_delta,played_crps_delta,q90_brier_delta
dk,te_core,development_2017_2022,production,108,2.200118282013676,28.964458793772927,1.500513911881301,0.1312745619824895,0.0,0.0,0.0,0.0
dk,te_core,development_2017_2022,te_pff_mtf_w025,108,2.2006939076875818,28.95039873206601,1.4968084204549852,0.1318045252865316,0.000575625673906,-0.0140600617069175,-0.0037054914263157,0.000529963304042
dk,te_core,development_2017_2022,te_pff_mtf_w050,108,2.1985947439284628,28.94060698646734,1.4955889692842983,0.1316201224274054,-0.0015235380852129,-0.0238518073055864,-0.0049249425970026,0.0003455604449158
dk,te_core,development_2017_2022,te_pff_yac_w025,108,2.199135796591383,28.96043924545763,1.4981695371835058,0.1309443098855802,-0.0009824854222926,-0.0040195483152984,-0.0023443746977951,-0.0003302520969093
dk,te_core,temporal_2023_2025,production,54,2.192611365794689,26.258040449736367,1.5001884593585846,0.1820393043156095,0.0,0.0,0.0,0.0
dk,te_core,temporal_2023_2025,te_pff_mtf_w025,54,2.189412692014147,26.228201879430348,1.503244997867165,0.1818310117503453,-0.0031986737805427,-0.0298385703060191,0.0030565385085803,-0.0002082925652641
dk,te_core,temporal_2023_2025,te_pff_mtf_w050,54,2.1876545259597,26.239744803375935,1.500867006352954,0.1822227656240924,-0.0049568398349895,-0.0182956463604284,0.0006785469943693,0.0001834613084828
dk,te_core,temporal_2023_2025,te_pff_yac_w025,54,2.1888174373351226,26.30627129709289,1.5019700854215037,0.1812010310233911,-0.0037939284595669,0.0482308473565247,0.001781626062919,-0.0008382732922183
dk,te_all,development_2017_2022,production,280,1.7002748595528965,18.857745937578446,1.6537016127702304,0.0578118009968358,0.0,0.0,0.0,0.0
dk,te_all,development_2017_2022,te_pff_mtf_w025,280,1.700646045445766,18.853183493875648,1.653453771714637,0.0580115372555631,0.0003711858928698,-0.0045624437027989,-0.0002478410555935,0.0001997362587273
dk,te_all,development_2017_2022,te_pff_mtf_w050,280,1.70005203484512,18.84924240688419,1.649083789257194,0.0579282343015336,-0.0002228247077762,-0.0085035306942558,-0.0046178235130365,0.0001164333046978
dk,te_all,development_2017_2022,te_pff_yac_w025,280,1.6999150433993346,18.85970552006412,1.6512373770020734,0.0576859686229898,-0.0003598161535616,0.001959582485675,-0.002464235768157,-0.000125832373846
