run_id,target_version,league,scoring_hash,feature_run_id,created_at,validation_start_origin,validation_end_origin,current_origin,forecast_target_season,training_origin_embargo,primary_residual_method,primary_participation_method,runtime_seconds,status
v2_next_year_dk_20260729T130017Z_c37481f9,v2_next_year_expert_residual_v1,dk,ffd5380565fe3f79beadf882313f7071e869807a3b684be52ca0f35394cf5f70,milestone_3_20260729T034246Z_ae57edb4,2026-07-29T13:02:50+00:00,2017,2024,2026,2027,1,next_residual_primary_blend,next_participation_lightgbm,153.76555519999238,shadow
