comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-1.3022366454542635,3.9003258964624994,5.207018797470384,8,-1.136803965371757,-1.4348615801566362,-1.1815269518173908,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.7179604425271109,4.484728942627206,5.207018797470384,8,-0.5947039232442094,-0.8247740291975075,-0.6105385686238759,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-1.221599787444294,3.9802892012492617,5.207018797470384,8,-1.039426647021301,-1.3705747193768114,-1.0894935526164238,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-1.2903302427359682,3.9129240798204363,5.207018797470384,8,-1.1424339901038818,-1.4299535753924482,-1.1700280156827452,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-1.2997225812556221,3.903807100365696,5.207018797470384,8,-1.1505069726243584,-1.4067901381972376,-1.1958212989003143,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.10236117740725245,0.16039098632883397,0.2648221872395445,8,-0.08708626900100934,-0.12062252747218678,-0.08553492785123645,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.012037927518736256,0.16039098632883397,0.17322915100117356,8,-0.004516008191684369,-0.01924923061219546,-0.005785052627347175,0.0078125
