target_name,method,slice_type,slice_value,metric,n_rows,n_origins,value
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,rmse,3528,8,5.207018797470384
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,mae,3528,8,3.736278987499642
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,bias,3528,8,-1.995916653541205
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,spearman,3528,8,0.5943835512627296
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,rmse,1297,3,4.953375619308628
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,mae,1297,3,3.5149739553538586
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,bias,1297,3,-1.607144817701445
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,spearman,1297,3,0.6037679337200658
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,rmse,429,1,5.906770528772838
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,mae,429,1,4.229698129991553
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,bias,429,1,-2.5881426873043947
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,spearman,429,1,0.583579417791091
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,rmse,424,1,5.5102573381931474
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,mae,424,1,4.013347726786585
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,bias,424,1,-2.4649864295956596
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,spearman,424,1,0.6132551215720841
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,rmse,445,1,5.355060654819391
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,mae,445,1,3.9316933604115634
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,bias,445,1,-2.299529011687493
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,spearman,445,1,0.5918988084161843
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,rmse,495,1,4.95099522748433
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,mae,495,1,3.5819657620536205
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,bias,495,1,-2.096271166302401
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,spearman,495,1,0.6109140868081411
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,rmse,438,1,5.033068066040363
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,mae,438,1,3.6159692152538945
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,bias,438,1,-1.69113020231011
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,spearman,438,1,0.5842242335885326
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,rmse,425,1,5.30195048470601
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,mae,425,1,3.7154434306945148
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,bias,425,1,-1.3686056501210195
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,spearman,425,1,0.5514586265180228
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,rmse,432,1,4.933589008661652
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,mae,432,1,3.6221492967909534
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,bias,432,1,-1.7907640714561461
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,spearman,432,1,0.6164286265377262
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,rmse,440,1,4.612496088799968
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,mae,440,1,3.2161119678070325
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,bias,440,1,-1.6572712463370127
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,spearman,440,1,0.6407562431158789
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,rmse,411,8,9.48970932192921
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,mae,411,8,7.217490515657482
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,bias,411,8,-5.957354093588503
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,spearman,411,8,0.538888350216036
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,rmse,918,8,4.964642688323567
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,mae,918,8,3.7552755798844912
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,bias,918,8,-1.4446799965349955
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,spearman,918,8,0.6058413068199724
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,rmse,778,8,3.375441850839595
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,mae,778,8,2.541896344813295
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,bias,778,8,-1.479203955346729
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,spearman,778,8,0.5832882846195775
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,rmse,1421,8,4.371199484962474
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,mae,1421,8,3.371052306379173
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,bias,1421,8,-1.4891516587963503
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,spearman,1421,8,0.6452595866114026
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,rmse,67,8,9.597532793378273
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,mae,67,8,6.847638916211238
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,bias,67,8,-6.813459811733627
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,spearman,67,8,0.10737307545473446
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,rmse,608,8,6.018552956766162
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,mae,608,8,4.357656893560113
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,bias,608,8,-3.8116859792595137
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,spearman,608,8,0.552346552241133
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,rmse,585,8,4.763191017713372
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,mae,585,8,3.619517307152382
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,bias,585,8,-2.04740298644284
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,spearman,585,8,0.6101438245844611
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,unknown_experience,rmse,23,2,3.053550356075358
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,unknown_experience,mae,23,2,2.3565237600563695
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,unknown_experience,bias,23,2,-1.5180420485311792
