player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year
Christian Kirk,christiankirk,WR,9.427196502685547,17.522542266489197,17.446346465041884,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,12.0,True,True,17.446346465041884,17.732174,2022
Christian Mccaffrey,christianmccaffrey,RB,16.592546463012695,112.24946406283665,111.73642303451716,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,104.0,True,True,111.73642303451716,113.66096,2022
Chuba Hubbard,chubahubbard,RB,7.6569342613220215,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Cj Uzomah,cjuzomah,TE,6.265334606170654,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Clyde Edwards Helaire,clydeedwardshelaire,RB,11.347236633300781,27.95599686306148,27.831685861057995,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,17.0,True,True,27.831685861057995,28.298004,2022
Cole Kmet,colekmet,TE,8.346214294433594,5.458064084830553,5.437505156285029,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,2.0,True,True,5.437505156285029,5.5146265,2022
Cordarrelle Patterson,cordarrellepatterson,RB,10.509927749633789,19.10161743329948,19.018139526233064,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,5.0,True,True,19.018139526233064,19.331284,2022
Corey Davis,coreydavis,WR,8.894553184509277,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
Dak Prescott,dakprescott,QB,17.823928833007812,10.24203316700232,10.19941235763749,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,5.0,True,True,10.19941235763749,10.359293,2022
Dallas Goedert,dallasgoedert,TE,9.230708122253418,10.654376782638336,10.609854398336772,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,5.0,True,True,10.609854398336772,10.776868,2022
Dalton Schultz,daltonschultz,TE,9.269608497619629,14.177104787203428,14.116336895445476,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,8.0,True,True,14.116336895445476,14.344291,2022
Dalvin Cook,dalvincook,RB,14.979606628417969,93.47330377638373,93.04685139514135,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,86.0,True,True,93.04685139514135,94.64657,2022
Dameon Pierce,dameonpierce,RB,9.038881301879883,26.52853345347862,26.41080538022639,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,7.0,True,True,26.41080538022639,26.85243,2022
Damien Harris,damienharris,RB,10.672819137573242,17.494504011447734,17.418437511973423,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,6.0,True,True,17.418437511973423,17.703781,2022
Damien Williams,damienwilliams,RB,6.873043060302734,,,,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,False,False,1.0,1.0,2022
Dan Arnold,danarnold,TE,6.5849432945251465,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Daniel Bellinger,danielbellinger,TE,5.195868968963623,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Daniel Jones,danieljones,QB,15.140552520751953,3.178618072606835,3.168571098756657,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,3.168571098756657,3.2062595,2022
Danny Gray,dannygray,WR,4.194156169891357,,,,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,False,False,1.0,1.0,2022
Darius Slayton,dariusslayton,WR,6.983240127563477,,,,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,False,False,1.0,1.0,2022
Darnell Mooney,darnellmooney,WR,10.2721586227417,26.87726069639245,26.75792442318335,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,21.0,True,True,26.75792442318335,27.205582,2022
Darrell Henderson,darrellhenderson,RB,8.26366138458252,5.114251975425432,5.095278580074552,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,5.095278580074552,5.166452,2022
Darrel Williams,darrelwilliams,RB,8.337019920349121,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Darren Waller,darrenwaller,TE,10.480462074279785,20.935687904140412,20.843751948234864,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,15.0,True,True,20.843751948234864,21.188625,2022
Davante Adams,davanteadams,WR,14.508094787597656,76.98947699429473,76.63904187312784,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,79.0,True,True,76.63904187312784,77.953606,2022
David Bell,davidbell,WR,5.459232807159424,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
David Njoku,davidnjoku,TE,7.409019947052002,3.0354969129024174,3.0261099604516013,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,0.0,True,True,3.0261099604516013,3.0613225,2022
Davis Mills,davismills,QB,13.659049987792969,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Dawson Knox,dawsonknox,TE,8.142569541931152,5.981542395097069,5.958569379860302,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,1.0,True,True,5.958569379860302,6.0447464,2022
Deandre Hopkins,deandrehopkins,WR,9.990307807922363,10.796570606088123,10.751392476916076,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,3.0,True,True,10.751392476916076,10.920866,2022
Derek Carr,derekcarr,QB,15.870733261108398,5.840947357024707,5.818622713656666,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,2.0,True,True,5.818622713656666,5.9023676,2022
Dernest Johnson,dernestjohnson,RB,7.328301906585693,,,,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,False,False,1.0,1.0,2022
Derrick Gore,derrickgore,RB,7.011608123779297,,,,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,False,False,1.0,1.0,2022
Derrick Henry,derrickhenry,RB,14.996720314025879,96.59888130960258,96.15801493072664,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,91.0,True,True,96.15801493072664,97.811806,2022
Desmond Ridder,desmondridder,QB,9.534945487976074,,,,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,False,False,1.0,1.0,2022
Devante Parker,devanteparker,WR,8.858795166015625,2.3409023917686236,2.334718650141244,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,0.0,True,True,2.334718650141244,2.3579152,2022
Devin Duvernay,devinduvernay,WR,7.620561599731445,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
Devin Singletary,devinsingletary,RB,10.720586776733398,23.94672329340116,23.84090156550178,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,16.0,True,True,23.84090156550178,24.237864,2022
Devonta Smith,devontasmith,WR,10.023614883422852,15.46887496208758,15.402149908158487,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,9.0,True,True,15.402149908158487,15.652451,2022
Diontae Johnson,diontaejohnson,WR,11.610716819763184,42.350600330528636,42.15990678702338,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,40.0,True,True,42.15990678702338,42.87524,2022
Dj Chark,djchark,WR,9.109689712524414,4.776678273213049,4.759261641849983,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,2.0,True,True,4.759261641849983,4.8245955,2022
Dj Moore,djmoore,WR,11.776554107666016,51.5690177075815,51.33581226192515,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,53.0,True,True,51.33581226192515,52.210617,2022
Dk Metcalf,dkmetcalf,WR,11.160555839538574,33.98295392085077,33.830848841162386,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,30.0,True,True,33.830848841162386,34.40143,2022
Donald Parham,donaldparham,TE,6.057875633239746,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Donovan Peoples Jones,donovanpeoplesjones,WR,7.6730499267578125,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
Donta Foreman,dontaforeman,RB,7.12908935546875,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Dontrell Hilliard,dontrellhilliard,RB,7.218688488006592,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Drake London,drakelondon,WR,10.185823440551758,16.49475555569862,16.42329952316111,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,9.0,True,True,16.42329952316111,16.691347,2022
Elijah Mitchell,elijahmitchell,RB,11.57573413848877,32.18504247757724,32.04122869478143,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,17.0,True,True,32.04122869478143,32.580708,2022
Elijah Moore,elijahmoore,WR,9.570846557617188,16.758747181457025,16.686073718019617,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,9.0,True,True,16.686073718019617,16.958689,2022
Eno Benjamin,enobenjamin,RB,7.149990558624268,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Evan Engram,evanengram,TE,7.7045416831970215,2.347362456883047,2.3411489238451897,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,2.3411489238451897,2.3644574,2022
Ezekiel Elliott,ezekielelliott,RB,12.82514762878418,50.323735088748265,50.096272421996034,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,35.0,True,True,50.096272421996034,50.949535,2022
Foster Moreau,fostermoreau,TE,6.323825836181641,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Gabriel Davis,gabrieldavis,WR,9.45041561126709,29.167854175573616,29.037954539709958,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,19.0,True,True,29.037954539709958,29.525238,2022
Garrett Wilson,garrettwilson,WR,9.647563934326172,6.992482590406603,6.964847496105094,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,2.0,True,True,6.964847496105094,7.068513,2022
George Kittle,georgekittle,TE,11.241249084472656,20.472719372978027,20.38291845523476,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,14.0,True,True,20.38291845523476,20.719782,2022
George Pickens,georgepickens,WR,6.64237642288208,5.953984725205433,5.931138795662232,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,5.931138795662232,6.016839,2022
Gerald Everett,geraldeverett,TE,6.8672380447387695,2.902978354235187,2.8942025279428907,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,2.8942025279428907,2.9271226,2022
Greg Dulcich,gregdulcich,TE,4.787277698516846,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Gus Edwards,gusedwards,RB,7.336246490478516,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Harrison Bryant,harrisonbryant,TE,6.094688892364502,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Hassan Haskins,hassanhaskins,RB,5.496249675750732,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Hayden Hurst,haydenhurst,TE,6.608090400695801,2.163278482958499,2.1579138765386254,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,2.1579138765386254,2.1780376,2022
Hunter Henry,hunterhenry,TE,7.831570148468018,3.29220546717097,3.2816346706291304,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,1.0,True,True,3.2816346706291304,3.321288,2022
Hunter Renfrow,hunterrenfrow,WR,9.854259490966797,17.710079425707494,17.633018772839783,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,11.0,True,True,17.633018772839783,17.92209,2022
Isaiah Likely,isaiahlikely,TE,5.230730056762695,3.234733552606999,3.2244277950960956,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,3.2244277950960956,3.263087,2022
Isaiah Mckenzie,isaiahmckenzie,WR,7.92639684677124,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
Isaiah Spiller,isaiahspiller,RB,6.636921405792236,1.115263709295923,1.1147321560660424,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.1147321560660424,1.1167262,2022
Isiah Pacheco,isiahpacheco,RB,6.276871681213379,1.0,1.0,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.0,1.0,2022
Jacoby Brissett,jacobybrissett,QB,14.176084518432617,1.0,1.0,0.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,,True,False,1.0,1.0,2022
Jakobi Meyers,jakobimeyers,WR,8.405452728271484,5.661897532115418,5.640398599748017,1.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,2.0,True,True,5.640398599748017,5.721046,2022
Jalen Guyton,jalenguyton,WR,7.539271831512451,,,,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,False,False,1.0,1.0,2022
Jalen Hurts,jalenhurts,QB,17.756738662719727,16.28306123311529,16.212581455824154,1.0,-9.401793839503004,-7.850336119540361,-5.483688619270591,1.3983746658523726,6.729552821369761,11.203231144300279,8.0,True,True,16.212581455824154,16.476967,2022
Jalen Tolbert,jalentolbert,WR,6.555197715759277,,,,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,False,False,1.0,1.0,2022
Jamaal Williams,jamaalwilliams,RB,7.241827964782715,1.790126026620256,1.7864822601301067,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,1.7864822601301067,1.8001509,2022
James Cook,jamescook,RB,10.065630912780762,7.354515219716794,7.32521056597973,0.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,,True,False,7.32521056597973,7.435139,2022
Jameson Williams,jamesonwilliams,WR,8.235515594482422,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
James Proche,jamesproche,WR,7.498932838439941,1.0,1.0,0.0,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,True,False,1.0,1.0,2022
James Robinson,jamesrobinson,RB,9.28697395324707,7.208887808434074,7.180254733993732,1.0,-6.975817670876205,-5.574979072898117,-3.4456933081651884,2.3008523519487705,8.015352039139007,12.91116845542167,2.0,True,True,7.180254733993732,7.287664,2022
James Washington,jameswashington,WR,7.498165130615234,,,,-9.896173065358282,-8.718112828807245,-6.497728967271914,0.030018627134109365,4.638892883487749,7.868024679712576,,False,False,1.0,1.0,2022
