study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_context_only,core_strict,all_2017_2025,744,1.8998576681897257,24.80192939322533,1.3607936272858094,-0.36199340319601137,-2.7424020917133496,0.0325041775547473,0.8225806451612904,0.0037327285258630244,0.08500050727890915,-8.918219746894239e-05,2.995721628896865,3.028225806451612
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_scored_full,core_strict,all_2017_2025,744,1.9026645984558352,24.850849464395505,1.362557342986224,-0.3616045112511842,-2.707478382053372,0.056184187415043677,0.8360215053763441,0.0028791249077865233,0.08519176610373015,-0.0006138934803062521,2.9720416190365686,3.028225806451612
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,production_hybrid,core_strict,all_2017_2025,744,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,2.967966283187936,3.028225806451612
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_context_only,core_strict,development_2017_2022,492,1.9155255105289288,24.722239173190427,1.3452561437523691,-0.4090123306656008,-2.9149048734111096,0.08026999582096078,0.8373983739837398,0.011007448942237819,0.08078950332653381,-0.0022798162227736386,2.982738134260339,3.0630081300813004
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_scored_full,core_strict,development_2017_2022,492,1.916500435657985,24.76574338035711,1.3471332738490513,-0.4086243615387463,-2.9512941733481184,0.10755998315470389,0.8434959349593496,0.010039522954004274,0.080984964436528,-0.003078765443596868,2.9554481469265976,3.0630081300813004
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,production_hybrid,core_strict,development_2017_2022,492,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.40919116573139186,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,2.9548586113334796,3.0630081300813004
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_context_only,core_strict,recent_2020_2025,504,1.8833925292977274,25.039608379501697,1.386740837861552,-0.34994055289979914,-1.9900437949769234,0.10082577335779204,0.8134920634920635,-0.0021947909867150867,0.08713612603229341,0.0022865817528907153,2.988459940927921,3.0892857142857135
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_scored_full,core_strict,recent_2020_2025,504,1.885076943452313,25.050813227966266,1.3876602149012789,-0.34945443117304253,-1.9226877393565005,0.1135272174532083,0.8293650793650794,-0.001947547561194224,0.08736650484438126,0.0020282868069992624,2.9757584968325066,3.0892857142857135
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,production_hybrid,core_strict,recent_2020_2025,504,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.35010791088150167,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,2.9570240786087965,3.0892857142857135
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,production_hybrid,beta_context_only,core_strict,temporal_2023_2025,252,1.869268071241758,24.957515060912524,1.3911287141844313,-0.2701945448030033,-2.4056109464939133,-0.06075289620309815,0.7936507936507936,-0.010470297048963989,0.09322199118592762,0.004187769947173558,3.0210703565205606,2.9603174603174605
