study,result_dir,experiment,league,evidence_class,candidate_method,baseline_method,tier,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better,season_cluster_se
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_main,temporal_2023_2025,contribution_crps,360,3,0.06826198820320963,-0.06189533056409715,0.1867048442703018,0.1452,0.05845287816988542
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_main,temporal_2023_2025,played_crps,360,3,-0.003140944558490527,-0.015985294344519403,0.004574507259365268,0.711,0.005332099830434828
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,development_2017_2022,ppg_crps,912,6,0.000717305587427151,-0.0022125981196655987,0.0043371766845382,0.3108,0.0016966015639999347
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,development_2017_2022,contribution_crps,912,6,-0.007280816813709078,-0.05821318930406974,0.05204998959617354,0.5658,0.027757962573079185
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,development_2017_2022,played_crps,912,6,0.002418951760561699,-0.001292283228876967,0.006178163320334463,0.1148,0.001974159074716817
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,development_2017_2022,ppg_crps,912,6,-4.063752608976573e-05,-0.005789689896710319,0.005689172757452901,0.455,0.0028734237291802123
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,development_2017_2022,contribution_crps,912,6,0.013909667661661088,-0.0738923361181784,0.10673760306919532,0.3496,0.04707259793470371
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,development_2017_2022,played_crps,912,6,0.003930129657265455,-0.003764011453884325,0.01074954705402299,0.1562,0.003731385722034777
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,temporal_2023_2025,ppg_crps,468,3,0.0010608888002247505,-0.0007935412864783262,0.0025145648112237075,0.1482,0.0007967069402193171
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,temporal_2023_2025,contribution_crps,468,3,0.012679953396792315,-0.036155975113272995,0.04430811355622292,0.2536,0.020284089590757864
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,core_broad,temporal_2023_2025,played_crps,468,3,-0.0037190349583520682,-0.004675383819806593,-0.002286561249694605,1.0,0.0005916002560904766
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,temporal_2023_2025,ppg_crps,468,3,0.004568139544379147,0.0031888391656165883,0.006921738428751842,0.0,0.0009736052227862704
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,temporal_2023_2025,contribution_crps,468,3,0.05194454657292401,-0.05409913958173588,0.12345983759423791,0.1502,0.043987431321780186
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,core_broad,temporal_2023_2025,played_crps,468,3,-0.004206453450483811,-0.016053612929930516,0.0051816714719068995,0.7416,0.005085465671615786
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,development_2017_2022,ppg_crps,1018,6,-0.0011790896754175339,-0.002860044213912539,4.3746294914233656e-05,0.9676,0.000762473282291794
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,development_2017_2022,contribution_crps,1018,6,0.0028270831352887353,-0.008449182965743927,0.01351426111438363,0.2972,0.005750001603572526
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,development_2017_2022,played_crps,1018,6,0.009996354010515435,0.0009654036770154641,0.01883540532854081,0.0124,0.004538763661650267
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,development_2017_2022,ppg_crps,1018,6,-2.0507223422863376e-05,-0.004263261927184654,0.003913882341167489,0.5128,0.002060877315475987
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,development_2017_2022,contribution_crps,1018,6,0.02184671530882733,-0.005930018495969372,0.05218782021777838,0.0776,0.015261910290772084
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,development_2017_2022,played_crps,1018,6,0.01209926398067454,-0.0007724814257401296,0.02498529635343424,0.0324,0.006614078682223751
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,temporal_2023_2025,ppg_crps,528,3,0.0026693478047472565,0.000510798313633892,0.006859802801376128,0.0,0.0017237081375580333
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,temporal_2023_2025,contribution_crps,528,3,0.0032632678854656594,-0.013134343505071913,0.02634994196024228,0.303,0.009702218374880273
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_context_only,production_hybrid,depth_main,temporal_2023_2025,played_crps,528,3,0.004136475149700234,-0.005149065190228192,0.013900912664782392,0.1358,0.00445030642428169
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,temporal_2023_2025,ppg_crps,528,3,0.008076882957406448,0.002139476209103383,0.014353659587421732,0.0,0.0028577149555542814
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,temporal_2023_2025,contribution_crps,528,3,0.025081836541178217,-0.0357965711072109,0.06933919976398095,0.2558,0.02582820484993226
2026-08-02_beta_scoring_context,results,2026-08-02_beta_scoring_context__results,beta,fresh_expanded,beta_scored_full,production_hybrid,depth_main,temporal_2023_2025,played_crps,528,3,0.0050506807889843875,-0.0008781099608762133,0.01045270696137883,0.0372,0.0026767841452426046
